Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Троицкая																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694									
		0.78%	1.13%	0.70%	0.36%	1.00%	0.37%	1.10%	0.00%	0.00%	1.19%	0.00%	0.62%	0.93%	0.00%	2.94%	1.71%	0.00%	0.39%	0.00%	0.00%	0.53%	0.00%	0.91%	0.83%	1.20%	1.43%	1.03%	2.33%	1.10%	0.41%	4.48%	0.78%	1.45%	0.00%	0.26%	1.37%	0.00%	0.63%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	388	29	19	25	26	24	13	0	7	9	1	33	0	2	1	4	1	21	3	1	15	2	9	3	8	4	10	4	10	7	3	16	1	4	30	12	0	25	6									
		4.86%	3.27%	4.41%	3.02%	2.89%	8.89%	7.18%	0.00%	9.46%	5.36%	3.03%	6.78%	0.00%	3.45%	2.94%	3.42%	1.96%	8.17%	5.17%	0.98%	7.89%	3.85%	4.11%	2.50%	4.82%	5.71%	5.15%	9.30%	5.52%	2.87%	4.48%	6.27%	1.45%	6.67%	7.89%	8.22%	0.00%	7.91%	5.45%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	159	15	10	16	21	2	3	1	0	4	0	15	2	2	0	2	1	2	3	5	1	1	5	3	2	0	4	2	3	2	1	8	0	0	10	5	0	6	2									
		1.99%	1.69%	2.32%	1.93%	2.34%	0.74%	1.66%	2.22%	0.00%	2.38%	0.00%	3.08%	1.87%	3.45%	0.00%	1.71%	1.96%	0.78%	5.17%	4.90%	0.53%	1.92%	2.28%	2.50%	1.20%	0.00%	2.06%	4.65%	1.66%	0.82%	1.49%	3.14%	0.00%	0.00%	2.63%	3.42%	0.00%	1.90%	1.82%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2987	332	143	299	311	83	57	27	22	69	11	211	48	28	14	49	26	91	18	41	66	21	110	69	67	41	73	20	76	110	40	90	34	17	134	32	7	66	34									
		37.39%	37.47%	33.18%	36.11%	34.59%	30.74%	31.49%	60.00%	29.73%	41.07%	33.33%	43.33%	44.86%	48.28%	41.18%	41.88%	50.98%	35.41%	31.03%	40.20%	34.74%	40.38%	50.23%	57.50%	40.36%	58.57%	37.63%	46.51%	41.99%	45.08%	59.70%	35.29%	49.28%	28.33%	35.26%	21.92%	33.33%	20.89%	30.91%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	42	1	3	5	5	4	0	0	0	2	0	2	0	1	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	3	1	3	1	0	0	2	2									
		0.53%	0.11%	0.70%	0.60%	0.56%	1.48%	0.00%	0.00%	0.00%	1.19%	0.00%	0.41%	0.00%	1.72%	5.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	1.18%	1.45%	5.00%	0.26%	0.00%	0.00%	0.63%	1.82%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0									
		0.16%	0.00%	0.46%	0.24%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.96%	0.00%	1.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.78%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1491	183	75	159	173	56	42	9	20	27	16	54	32	13	9	25	17	29	16	18	21	11	38	12	27	13	46	6	23	66	7	43	17	10	50	18	12	80	18									
		18.66%	20.65%	17.40%	19.20%	19.24%	20.74%	23.20%	20.00%	27.03%	16.07%	48.48%	11.09%	29.91%	22.41%	26.47%	21.37%	33.33%	11.28%	27.59%	17.65%	11.05%	21.15%	17.35%	10.00%	16.27%	18.57%	23.71%	13.95%	12.71%	27.05%	10.45%	16.86%	24.64%	16.67%	13.16%	12.33%	57.14%	25.32%	16.36%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	35	2	2	5	13	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	1	1	0	2	0									
		0.44%	0.23%	0.46%	0.60%	1.45%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.85%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	1.67%	0.60%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.26%	0.68%	0.00%	0.63%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	38	7	3	3	9	0	0	0	2	0	0	2	1	1	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	3	0	0	0									
		0.48%	0.79%	0.70%	0.36%	1.00%	0.00%	0.00%	0.00%	2.70%	0.00%	0.00%	0.41%	0.93%	1.72%	0.00%	0.00%	0.00%	0.78%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	0.00%	1.49%	0.00%	1.45%	0.00%	0.00%	2.05%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	2	0	0	1	2	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0									
		0.15%	0.23%	0.00%	0.00%	0.11%	0.74%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	1.43%	0.52%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	1.67%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	98	9	19	16	11	3	0	2	3	1	1	4	0	0	0	0	0	2	0	2	2	0	2	0	0	0	4	0	2	1	0	1	0	0	5	2	0	5	1									
		1.23%	1.02%	4.41%	1.93%	1.22%	1.11%	0.00%	4.44%	4.05%	0.60%	3.03%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	1.96%	1.05%	0.00%	0.91%	0.00%	0.00%	0.00%	2.06%	0.00%	1.10%	0.41%	0.00%	0.39%	0.00%	0.00%	1.32%	1.37%	0.00%	1.58%	0.91%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1302	127	72	145	154	46	34	4	13	25	1	92	11	6	4	15	6	54	11	17	41	11	24	9	24	8	19	4	28	18	3	43	7	22	75	23	0	80	26									
		16.30%	14.33%	16.71%	17.51%	17.13%	17.04%	18.78%	8.89%	17.57%	14.88%	3.03%	18.89%	10.28%	10.34%	11.76%	12.82%	11.76%	21.01%	18.97%	16.67%	21.58%	21.15%	10.96%	7.50%	14.46%	11.43%	9.79%	9.30%	15.47%	7.38%	4.48%	16.86%	10.14%	36.67%	19.74%	15.75%	0.00%	25.32%	23.64%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	2	1	1	5	2	0	0	0	0	0	1	1	1	0	1	0	0	0	1	2	0	0	1	0	0	0	0	0	2	0	2	2	0	2	1	0	1	0									
		0.36%	0.23%	0.23%	0.12%	0.56%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.93%	1.72%	0.00%	0.85%	0.00%	0.00%	0.00%	0.98%	1.05%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.78%	2.90%	0.00%	0.53%	0.68%	0.00%	0.32%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1139	145	73	132	155	32	29	2	7	27	3	60	10	1	2	15	0	43	5	10	40	2	22	12	33	2	27	4	24	24	7	36	4	2	56	44	2	29	18									
		14.26%	16.37%	16.94%	15.94%	17.24%	11.85%	16.02%	4.44%	9.46%	16.07%	9.09%	12.32%	9.35%	1.72%	5.88%	12.82%	0.00%	16.73%	8.62%	9.80%	21.05%	3.85%	10.05%	10.00%	19.88%	2.86%	13.92%	9.30%	13.26%	9.84%	10.45%	14.12%	5.80%	3.33%	14.74%	30.14%	9.52%	9.18%	16.36%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
