Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																					
Дата голосования: 07.12.2003 0:00:00																																																																					
																																																																					
Наименование Избирательной комиссии:    Курская																																																																					
																																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																					
																																																																					
		Сумма	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653					
		2.21%	4.16%	5.22%	2.71%	4.16%	4.65%	2.64%	2.66%	1.6%	1.69%	1.41%	1.29%	1.68%	0.87%	2.24%	0.0%	2.73%	1.31%	2.56%	4.14%	2.21%	0.0%	2.21%	0.43%	0.0%	1.25%	1.78%	1.31%	1.37%	2.65%	2.89%	0.99%	3.70%	2.38%	5.07%	4.27%	2.56%	3.59%	2.18%	1.06%	3.51%	1.19%	2.06%	2.92%	1.26%	3.84%	0.90%	2.47%	2.32%	1.97%	2.81%	0.96%	0.71%	0.61%	0.99%	2.29%	2.49%	1.70%	2.30%	1.14%	4.46%	3.34%	2.46%					
30	"13. ""Демократическая партия России"""	97	2	0	2	0	0	1	1	2	3	2	0	5	1	1	1	1	1	0	1	2	0	1	1	12	1	1	1	3	3	2	1	0	2	1	2	5	2	0	0	5	1	0	7	2	1	0	0	3	1	2	0	0	2	1	3	0	0	0	3	0	0	2					
		0.41%	0.92%	0.0%	1.08%	0.0%	0.0%	0.52%	0.33%	1.6%	1.27%	0.70%	0.0%	0.52%	0.14%	0.37%	0.46%	0.12%	0.18%	0.0%	0.10%	0.13%	0.0%	0.44%	0.43%	2.06%	0.31%	0.89%	0.32%	0.34%	1.59%	1.44%	0.33%	0.0%	0.68%	0.29%	0.50%	0.64%	1.19%	0.0%	0.0%	2.51%	0.59%	0.0%	0.93%	0.42%	1.28%	0.0%	0.0%	0.46%	0.17%	0.80%	0.0%	0.0%	1.23%	0.19%	0.76%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.21%					
31	"14. ""Великая Россия - Евразийский Союз"""	413	1	15	1	7	1	3	3	1	5	3	0	39	42	1	1	4	4	7	10	18	0	1	5	1	10	2	6	9	12	3	5	1	13	6	10	22	1	9	6	8	7	3	10	7	1	4	6	10	12	0	1	5	2	11	11	7	4	6	2	1	3	4					
		1.77%	0.46%	2.37%	0.54%	3.24%	0.77%	1.58%	1.0%	0.8%	2.11%	1.06%	0.0%	4.10%	6.14%	0.37%	0.46%	0.49%	0.74%	2.24%	1.06%	1.17%	0.0%	0.44%	2.16%	0.17%	3.13%	1.78%	1.97%	1.03%	6.38%	2.17%	1.66%	0.92%	4.42%	1.79%	2.51%	2.82%	0.59%	3.93%	1.28%	4.02%	4.19%	1.23%	1.33%	1.47%	1.28%	1.80%	4.95%	1.55%	2.15%	0.0%	0.96%	3.57%	1.23%	2.17%	2.79%	2.49%	0.85%	1.38%	0.32%	0.89%	1.00%	0.42%					
32	"15. ""Партия СЛОН"""	40	0	0	2	0	0	1	2	1	0	0	0	1	1	0	0	2	0	3	3	2	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	2	0	1	1	0	1	2	1	0	1	0	1	0	2	2					
		0.17%	0.0%	0.0%	1.08%	0.0%	0.0%	0.52%	0.66%	0.8%	0.0%	0.0%	0.0%	0.10%	0.14%	0.0%	0.0%	0.24%	0.0%	0.96%	0.31%	0.13%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.53%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.13%	0.21%	0.0%	0.0%	0.82%	0.31%	0.0%	0.40%	0.96%	0.0%	0.61%	0.39%	0.25%	0.0%	0.21%	0.0%	0.16%	0.0%	0.66%	0.21%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1926	19	53	11	15	14	5	15	10	15	20	5	81	52	17	8	78	55	37	153	154	11	21	11	58	19	17	29	92	15	4	26	2	24	33	35	71	6	7	31	8	3	16	63	34	4	15	2	43	35	13	2	11	12	37	19	14	63	42	50	1	27	83					
		8.25%	8.79%	8.38%	5.97%	6.94%	10.85%	2.64%	5.0%	8.0%	6.35%	7.06%	3.22%	8.52%	7.61%	6.36%	3.72%	9.68%	10.29%	11.85%	16.25%	10.01%	4.82%	9.29%	4.76%	9.96%	5.95%	15.17%	9.53%	10.57%	7.97%	2.89%	8.63%	1.85%	8.16%	9.85%	8.79%	9.11%	3.59%	3.05%	6.62%	4.02%	1.79%	6.61%	8.38%	7.18%	5.12%	6.75%	1.65%	6.67%	6.27%	5.22%	1.92%	7.85%	7.40%	7.32%	4.83%	4.98%	13.40%	9.69%	8.19%	0.89%	9.03%	8.90%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	124	0	0	0	5	2	0	2	3	5	0	0	6	4	2	0	1	3	1	2	8	1	2	2	1	2	0	0	3	1	1	1	0	1	3	3	7	1	0	3	3	2	1	5	0	1	0	2	4	5	1	2	0	4	5	1	2	1	5	3	0	0	1					
		0.53%	0.0%	0.0%	0.0%	2.31%	1.55%	0.0%	0.66%	2.4%	2.11%	0.0%	0.0%	0.63%	0.58%	0.74%	0.0%	0.12%	0.56%	0.32%	0.21%	0.52%	0.43%	0.88%	0.86%	0.17%	0.62%	0.0%	0.0%	0.34%	0.53%	0.72%	0.33%	0.0%	0.34%	0.89%	0.75%	0.89%	0.59%	0.0%	0.64%	1.50%	1.19%	0.41%	0.66%	0.0%	1.28%	0.0%	1.65%	0.62%	0.89%	0.40%	1.92%	0.0%	2.46%	0.99%	0.25%	0.71%	0.21%	1.15%	0.49%	0.0%	0.0%	0.10%					
35	"18. ""ЛДПР"""	4237	44	118	44	48	19	21	36	4	34	47	43	227	94	65	41	120	94	53	155	349	40	43	49	132	84	22	62	189	27	32	32	19	37	46	90	153	38	17	67	43	31	28	108	51	9	38	13	120	129	35	23	8	16	80	63	41	85	47	127	23	54	230					
		18.15%	20.37%	18.67%	23.91%	22.22%	14.72%	11.11%	12.0%	3.2%	14.40%	16.60%	27.74%	23.89%	13.76%	24.34%	19.06%	14.90%	17.60%	16.98%	16.47%	22.69%	17.54%	19.02%	21.21%	22.68%	26.33%	19.64%	20.39%	21.72%	14.36%	23.18%	10.63%	17.59%	12.58%	13.73%	22.61%	19.64%	22.75%	7.42%	14.31%	21.60%	18.56%	11.57%	14.38%	10.78%	11.53%	17.11%	10.74%	18.63%	23.11%	14.05%	22.11%	5.71%	9.87%	15.84%	16.03%	14.59%	18.08%	10.85%	20.81%	20.53%	18.06%	24.67%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	440	4	19	3	4	6	0	7	2	0	4	3	17	10	10	8	17	5	8	13	13	3	4	8	4	4	1	5	21	4	3	4	2	6	7	3	15	1	7	11	0	4	3	3	8	0	4	2	13	16	6	2	3	4	7	12	4	13	17	7	6	5	35					
		1.88%	1.85%	3.00%	1.63%	1.85%	4.65%	0.0%	2.33%	1.6%	0.0%	1.41%	1.93%	1.78%	1.46%	3.74%	3.72%	2.11%	0.93%	2.56%	1.38%	0.84%	1.31%	1.76%	3.46%	0.68%	1.25%	0.89%	1.64%	2.41%	2.12%	2.17%	1.32%	1.85%	2.04%	2.08%	0.75%	1.92%	0.59%	3.05%	2.35%	0.0%	2.39%	1.23%	0.39%	1.69%	0.0%	1.80%	1.65%	2.01%	2.86%	2.40%	1.92%	2.14%	2.46%	1.38%	3.05%	1.42%	2.76%	3.92%	1.14%	5.35%	1.67%	3.75%					
37	"20. ""Политическая партия ""Единая Россия"""	7032	40	134	40	48	15	27	58	25	54	93	37	236	166	83	59	285	187	74	315	584	91	85	67	164	64	25	74	230	50	33	71	20	85	127	73	178	58	62	220	56	60	74	212	180	19	90	62	226	179	48	25	54	51	180	132	98	149	175	182	35	108	300					
		30.13%	18.51%	21.20%	21.73%	22.22%	11.62%	14.28%	19.33%	20.0%	22.88%	32.86%	23.87%	24.84%	24.30%	31.08%	27.44%	35.40%	35.01%	23.71%	33.47%	37.97%	39.91%	37.61%	29.00%	28.17%	20.06%	22.32%	24.34%	26.43%	26.59%	23.91%	23.58%	18.51%	28.91%	37.91%	18.34%	22.84%	34.73%	27.07%	47.00%	28.14%	35.92%	30.57%	28.22%	38.05%	24.35%	40.54%	51.23%	35.09%	32.07%	19.27%	24.03%	38.57%	31.48%	35.64%	33.58%	34.87%	31.70%	40.41%	29.83%	31.24%	36.12%	32.18%					
38	"21. ""Российская Конституционно-демократическая партия"""	68	1	3	0	0	0	0	2	0	1	3	0	1	2	0	0	4	0	1	2	5	0	1	0	2	0	0	0	3	0	2	1	0	0	1	0	3	2	0	1	0	0	3	2	3	2	1	0	3	0	2	0	1	0	5	0	0	4	1	0	0	0	0					
		0.29%	0.46%	0.47%	0.0%	0.0%	0.0%	0.0%	0.66%	0.0%	0.42%	1.06%	0.0%	0.10%	0.29%	0.0%	0.0%	0.49%	0.0%	0.32%	0.21%	0.32%	0.0%	0.44%	0.0%	0.34%	0.0%	0.0%	0.0%	0.34%	0.0%	1.44%	0.33%	0.0%	0.0%	0.29%	0.0%	0.38%	1.19%	0.0%	0.21%	0.0%	0.0%	1.23%	0.26%	0.63%	2.56%	0.45%	0.0%	0.46%	0.0%	0.80%	0.0%	0.71%	0.0%	0.99%	0.0%	0.0%	0.85%	0.23%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	60	0	2	0	0	0	0	1	1	1	1	0	4	2	0	0	5	2	0	5	6	0	1	1	0	0	0	0	2	0	0	3	0	0	1	1	5	0	1	1	0	0	1	2	0	2	1	0	3	0	0	0	1	1	1	0	0	0	0	0	1	0	1					
