Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																									
Дата голосования: 18.09.2016																																																									
																																																									
Наименование Избирательной комиссии:    район Гольяново 																																																									
																																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																																									
																																																									
		Сумма	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	884	15	20	10	20	20	20	20	15	20	15	30	20	20	20	30	18	15	20	25	15	15	25	20	27	25	20	27	20	30	20	20	18	14	20	15	15	20	15	15	15	10	20	20	15	15	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	717	15	15	1	12	13	17	18	13	19	12	24	13	20	15	26	17	12	12	19	13	12	21	15	26	22	15	22	18	21	18	20	16	11	11	14	10	16	11	12	11	10	15	16	14	15	19									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	833	101	80	29	102	40	16	13	16	12	29	9	26	9	7	19	9	6	5	9	1	8	20	15	11	4	7	6	10	13	12	11	4	5	9	16	9	7	5	7	18	14	16	21	2	24	21									
14	Число погашенных неиспользованных открепительных удостоверений	167	0	5	9	8	7	3	2	2	1	3	6	7	0	5	4	1	3	8	6	2	3	4	5	1	3	5	5	2	9	2	0	2	3	9	1	5	4	4	3	4	0	5	4	1	0	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	88	0	0	0	1	1	0	0	2	1	1	1	0	4	3	1	2	3	0	2	2	2	1	2	4	2	1	6	3	4	5	2	0	1	0	3	6	0	6	2	2	2	2	1	5	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	1045	29	28	4	23	28	19	25	22	16	14	25	35	20	10	20	28	33	20	37	19	9	26	20	18	23	21	32	26	24	34	22	15	18	22	17	31	23	24	13	13	24	27	30	18	36	24									
		2.75%	3.09%	4.16%	3.64%	2.56%	2.61%	1.83%	3.90%	2.91%	2.06%	1.42%	3.03%	4.12%	2.82%	1.46%	2.34%	4.06%	2.69%	3.31%	3.94%	2.95%	1.19%	3.28%	2.86%	2.13%	2.87%	2.82%	3.90%	3.32%	3.05%	2.79%	2.90%	2.09%	2.19%	1.54%	2.53%	2.31%	1.99%	3.19%	1.94%	1.75%	2.84%	3.58%	3.78%	2.63%	4.53%	2.50%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	607	21	7	4	19	9	13	12	12	12	13	15	15	5	14	12	6	23	12	19	10	5	6	17	7	15	8	12	29	12	18	13	13	17	17	13	24	13	14	12	6	10	16	12	13	17	15									
		1.59%	2.24%	1.04%	3.64%	2.12%	0.84%	1.25%	1.87%	1.59%	1.54%	1.31%	1.82%	1.76%	0.70%	2.04%	1.40%	0.87%	1.87%	1.98%	2.02%	1.55%	0.66%	0.76%	2.43%	0.83%	1.87%	1.07%	1.46%	3.70%	1.52%	1.48%	1.71%	1.81%	2.07%	1.19%	1.93%	1.79%	1.13%	1.86%	1.79%	0.81%	1.18%	2.12%	1.51%	1.90%	2.14%	1.56%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	1104	4	35	1	20	27	10	27	21	23	18	32	32	18	21	31	25	35	26	37	16	36	15	21	29	28	27	22	20	36	33	33	16	16	26	21	24	15	29	25	25	10	25	26	21	31	35									
		2.90%	0.43%	5.20%	0.91%	2.23%	2.52%	0.96%	4.21%	2.78%	2.96%	1.82%	3.88%	3.76%	2.54%	3.06%	3.63%	3.62%	2.85%	4.30%	3.94%	2.48%	4.77%	1.89%	3.00%	3.43%	3.49%	3.62%	2.68%	2.55%	4.57%	2.70%	4.35%	2.23%	1.95%	1.82%	3.12%	1.79%	1.30%	3.85%	3.74%	3.37%	1.18%	3.32%	3.27%	3.07%	3.90%	3.65%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15819	415	264	46	340	636	636	242	278	263	538	281	298	238	341	248	208	586	213	290	215	264	319	241	292	264	298	314	277	235	663	299	266	329	923	245	723	584	231	284	267	315	284	275	272	292	487									
		41.56%	44.20%	39.23%	41.82%	37.90%	59.27%	61.15%	37.75%	36.82%	33.80%	54.40%	34.06%	35.06%	33.52%	49.71%	29.01%	30.14%	47.76%	35.21%	30.85%	33.33%	34.97%	40.23%	34.43%	34.56%	32.92%	40.00%	38.25%	35.38%	29.82%	54.34%	39.39%	37.05%	40.02%	64.73%	36.40%	53.83%	50.74%	30.68%	42.45%	35.98%	37.32%	37.67%	34.63%	39.71%	36.78%	50.73%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	701	13	14	2	19	17	13	17	8	13	11	17	16	18	8	23	23	33	10	36	16	19	17	11	15	10	8	16	20	12	23	14	8	13	22	8	22	10	13	10	13	17	20	11	14	10	18									
		1.84%	1.38%	2.08%	1.82%	2.12%	1.58%	1.25%	2.65%	1.06%	1.67%	1.11%	2.06%	1.88%	2.54%	1.17%	2.69%	3.33%	2.69%	1.65%	3.83%	2.48%	2.52%	2.14%	1.57%	1.78%	1.25%	1.07%	1.95%	2.55%	1.52%	1.89%	1.84%	1.11%	1.58%	1.54%	1.19%	1.64%	0.87%	1.73%	1.49%	1.75%	2.01%	2.65%	1.39%	2.04%	1.26%	1.88%									
24	"6. Политическая партия ""Гражданская Платформа"""	125	1	4	0	2	2	4	5	2	1	5	1	2	2	0	1	2	15	2	5	0	0	2	2	3	4	1	2	4	2	12	0	4	2	1	1	13	1	0	2	4	0	1	2	3	2	1									
		0.33%	0.11%	0.59%	0.00%	0.22%	0.19%	0.38%	0.78%	0.26%	0.13%	0.51%	0.12%	0.24%	0.28%	0.00%	0.12%	0.29%	1.22%	0.33%	0.53%	0.00%	0.00%	0.25%	0.29%	0.36%	0.50%	0.13%	0.24%	0.51%	0.25%	0.98%	0.00%	0.56%	0.24%	0.07%	0.15%	0.97%	0.09%	0.00%	0.30%	0.54%	0.00%	0.13%	0.25%	0.44%	0.25%	0.10%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4971	149	104	15	176	115	100	93	102	83	83	133	121	98	75	132	90	94	72	94	77	118	108	90	104	97	113	96	125	96	115	113	121	127	91	101	110	186	100	101	112	126	114	123	123	140	115									
		13.06%	15.87%	15.45%	13.64%	19.62%	10.72%	9.62%	14.51%	13.51%	10.67%	8.39%	16.12%	14.24%	13.80%	10.93%	15.44%	13.04%	7.66%	11.90%	10.00%	11.94%	15.63%	13.62%	12.86%	12.31%	12.09%	15.17%	11.69%	15.96%	12.18%	9.43%	14.89%	16.85%	15.45%	6.38%	15.01%	8.19%	16.16%	13.28%	15.10%	15.09%	14.93%	15.12%	15.49%	17.96%	17.63%	11.98%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	765	11	10	6	23	11	15	18	18	23	18	11	15	19	9	17	12	25	10	19	11	18	18	12	34	18	14	18	16	32	22	16	14	11	14	18	27	9	27	21	14	16	16	17	13	18	11									
		2.01%	1.17%	1.49%	5.45%	2.56%	1.03%	1.44%	2.81%	2.38%	2.96%	1.82%	1.33%	1.76%	2.68%	1.31%	1.99%	1.74%	2.04%	1.65%	2.02%	1.71%	2.38%	2.27%	1.71%	4.02%	2.24%	1.88%	2.19%	2.04%	4.06%	1.80%	2.11%	1.95%	1.34%	0.98%	2.67%	2.01%	0.78%	3.59%	3.14%	1.89%	1.90%	2.12%	2.14%	1.90%	2.27%	1.15%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1052	18	20	1	24	25	22	10	30	40	19	16	27	23	9	37	16	35	35	43	21	22	23	18	24	37	11	30	19	23	20	17	18	20	31	15	34	21	24	25	28	18	14	24	19	23	23									
		2.76%	1.92%	2.97%	0.91%	2.68%	2.33%	2.12%	1.56%	3.97%	5.14%	1.92%	1.94%	3.18%	3.24%	1.31%	4.33%	2.32%	2.85%	5.79%	4.57%	3.26%	2.91%	2.90%	2.57%	2.84%	4.61%	1.48%	3.65%	2.43%	2.92%	1.64%	2.24%	2.51%	2.43%	2.17%	2.23%	2.53%	1.82%	3.19%	3.74%	3.77%	2.13%	1.86%	3.02%	2.77%	2.90%	2.40%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	116	2	1	0	2	1	0	0	0	1	3	3	0	3	0	3	4	15	1	3	1	0	1	1	4	1	2	1	2	3	11	1	1	1	1	1	23	0	0	1	1	7	2	2	3	3	0									
		0.30%	0.21%	0.15%	0.00%	0.22%	0.09%	0.00%	0.00%	0.00%	0.13%	0.30%	0.36%	0.00%	0.42%	0.00%	0.35%	0.58%	1.22%	0.17%	0.32%	0.16%	0.00%	0.13%	0.14%	0.47%	0.12%	0.27%	0.12%	0.26%	0.38%	0.90%	0.13%	0.14%	0.12%	0.07%	0.15%	1.71%	0.00%	0.00%	0.15%	0.13%	0.83%	0.27%	0.25%	0.44%	0.38%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3079	64	60	5	64	44	59	64	71	103	82	70	85	92	69	106	92	98	67	107	67	58	65	75	92	78	57	64	51	93	77	49	49	45	73	65	65	71	80	50	58	67	47	58	26	40	57									
		8.09%	6.82%	8.92%	4.55%	7.13%	4.10%	5.67%	9.98%	9.40%	13.24%	8.29%	8.48%	10.00%	12.96%	10.06%	12.40%	13.33%	7.99%	11.07%	11.38%	10.39%	7.68%	8.20%	10.71%	10.89%	9.73%	7.65%	7.80%	6.51%	11.80%	6.31%	6.46%	6.82%	5.47%	5.12%	9.66%	4.84%	6.17%	10.62%	7.47%	7.82%	7.94%	6.23%	7.30%	3.80%	5.04%	5.94%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4771	132	73	18	114	93	82	78	112	119	121	92	114	106	66	113	99	131	85	176	94	102	92	103	114	120	100	110	106	120	109	92	105	115	116	89	131	91	144	62	106	135	99	108	79	106	99									
		12.53%	14.06%	10.85%	16.36%	12.71%	8.67%	7.88%	12.17%	14.83%	15.30%	12.23%	11.15%	13.41%	14.93%	9.62%	13.22%	14.35%	10.68%	14.05%	18.72%	14.57%	13.51%	11.60%	14.71%	13.49%	14.96%	13.42%	13.40%	13.54%	15.23%	8.93%	12.12%	14.62%	13.99%	8.13%	13.22%	9.75%	7.91%	19.12%	9.27%	14.29%	15.99%	13.13%	13.60%	11.53%	13.35%	10.31%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	253	11	2	2	4	4	1	4	5	4	10	4	0	4	0	10	1	16	2	7	6	4	8	2	3	5	5	2	4	6	11	2	4	7	2	0	46	5	2	8	3	4	6	8	0	5	4									
		0.66%	1.17%	0.30%	1.82%	0.45%	0.37%	0.10%	0.62%	0.66%	0.51%	1.01%	0.48%	0.00%	0.56%	0.00%	1.17%	0.14%	1.30%	0.33%	0.74%	0.93%	0.53%	1.01%	0.29%	0.36%	0.62%	0.67%	0.24%	0.51%	0.76%	0.90%	0.26%	0.56%	0.85%	0.14%	0.00%	3.43%	0.43%	0.27%	1.20%	0.40%	0.47%	0.80%	1.01%	0.00%	0.63%	0.42%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3146	55	42	4	50	44	54	37	66	68	50	117	78	55	58	87	77	77	45	57	79	80	86	77	99	88	73	91	67	75	62	70	78	89	72	62	53	113	58	55	79	86	70	82	66	65	50									
		8.26%	5.86%	6.24%	3.64%	5.57%	4.10%	5.19%	5.77%	8.74%	8.74%	5.06%	14.18%	9.18%	7.75%	8.45%	10.18%	11.16%	6.28%	7.44%	6.06%	12.25%	10.60%	10.84%	11.00%	11.72%	10.97%	9.80%	11.08%	8.56%	9.52%	5.08%	9.22%	10.86%	10.83%	5.05%	9.21%	3.95%	9.82%	7.70%	8.22%	10.65%	10.19%	9.28%	10.33%	9.64%	8.19%	5.21%									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
