Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
Наименование Избирательной комиссии:    Аннинская																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	89	1	3	6	2	1	3	2	2	2	4	2	0	0	0	0	3	2	0	2	0	1	1	1	3	1	3	0	4	2	2	1	1	0	1	1	3	0	0	1	3	0	0	1	0	2	0	2	3	1	3	1	1	1	1	4	5	0					
14	Число погашенных открепительных удостоверений	409	10	14	16	12	14	17	12	4	11	15	2	10	10	5	5	5	13	10	5	4	8	8	5	5	4	5	5	4	9	5	8	5	10	5	5	5	0	5	5	10	5	5	5	5	5	9	5	5	8	9	9	9	1	5	4	5	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	"1. ""ЕДИНЕНИЕ"""	371	4	4	7	12	8	11	7	13	8	15	5	7	3	3	5	8	15	18	2	12	11	4	2	4	6	0	3	5	2	2	11	2	7	6	4	9	6	2	2	3	1	8	2	2	14	8	8	8	16	6	8	3	10	5	5	2	7					
		1.14%	0.45%	0.60%	0.73%	0.88%	0.87%	0.88%	0.94%	1.41%	0.96%	1.59%	0.69%	0.96%	0.40%	0.59%	0.94%	3.61%	1.52%	4.86%	1.20%	3.13%	1.49%	1.47%	0.41%	1.36%	1.80%	0.0%	1.34%	1.33%	0.70%	1.6%	1.09%	0.58%	0.76%	1.22%	1.08%	2.94%	1.34%	1.13%	0.60%	1.42%	0.15%	1.37%	1.41%	1.55%	1.93%	3.01%	0.82%	1.59%	2.67%	0.67%	0.84%	0.44%	1.32%	0.71%	0.97%	0.98%	1.23%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	289	6	17	11	15	12	17	9	11	5	12	5	2	5	9	3	0	9	3	0	42	7	3	3	2	1	0	2	5	3	0	13	3	6	0	0	2	0	0	3	0	0	1	0	0	3	5	0	2	6	6	7	2	2	2	0	1	6					
		0.89%	0.68%	2.55%	1.16%	1.11%	1.31%	1.36%	1.21%	1.19%	0.60%	1.27%	0.69%	0.27%	0.67%	1.77%	0.56%	0.0%	0.91%	0.81%	0.0%	10.96%	0.95%	1.10%	0.62%	0.68%	0.30%	0.0%	0.89%	1.33%	1.06%	0.0%	1.29%	0.88%	0.65%	0.0%	0.0%	0.65%	0.0%	0.0%	0.90%	0.0%	0.0%	0.17%	0.0%	0.0%	0.41%	1.88%	0.0%	0.39%	1.00%	0.67%	0.74%	0.29%	0.26%	0.28%	0.0%	0.49%	1.05%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	460	4	17	12	15	12	24	20	17	20	13	14	17	12	3	14	3	9	7	1	5	12	6	5	5	4	0	5	7	5	4	9	2	0	7	2	5	3	0	3	3	10	7	4	0	10	2	9	13	7	14	14	11	4	7	10	1	11					
		1.41%	0.45%	2.55%	1.26%	1.11%	1.31%	1.92%	2.69%	1.84%	2.41%	1.38%	1.95%	2.34%	1.62%	0.59%	2.63%	1.35%	0.91%	1.89%	0.60%	1.30%	1.63%	2.21%	1.03%	1.71%	1.20%	0.0%	2.24%	1.87%	1.76%	3.2%	0.89%	0.58%	0.0%	1.42%	0.54%	1.63%	0.67%	0.0%	0.90%	1.42%	1.54%	1.20%	2.83%	0.0%	1.38%	0.75%	0.92%	2.58%	1.16%	1.56%	1.48%	1.63%	0.53%	1.00%	1.94%	0.49%	1.93%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	249	3	13	11	22	12	20	12	10	6	9	11	8	4	2	1	1	0	2	2	4	6	0	1	0	0	1	4	5	4	1	3	1	3	2	4	6	1	2	3	0	0	0	0	0	4	2	3	4	5	8	6	1	1	6	3	1	5					
		0.76%	0.34%	1.95%	1.16%	1.62%	1.31%	1.6%	1.61%	1.08%	0.72%	0.95%	1.53%	1.10%	0.54%	0.39%	0.18%	0.45%	0.0%	0.54%	1.20%	1.04%	0.81%	0.0%	0.20%	0.0%	0.0%	0.52%	1.79%	1.33%	1.41%	0.8%	0.29%	0.29%	0.32%	0.40%	1.08%	1.96%	0.22%	1.13%	0.90%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	0.75%	0.30%	0.79%	0.83%	0.89%	0.63%	0.14%	0.13%	0.85%	0.58%	0.49%	0.88%					
22	"5. ""За Русь Святую"""	214	0	6	10	5	7	7	5	8	6	6	6	4	0	4	9	1	10	1	2	5	1	2	0	1	1	0	4	5	2	3	1	0	1	4	1	1	3	0	1	0	40	1	0	1	0	0	4	1	8	3	8	2	3	5	5	0	0					
		0.65%	0.0%	0.90%	1.05%	0.37%	0.76%	0.56%	0.67%	0.87%	0.72%	0.63%	0.83%	0.55%	0.0%	0.79%	1.69%	0.45%	1.01%	0.27%	1.20%	1.30%	0.13%	0.73%	0.0%	0.34%	0.30%	0.0%	1.79%	1.33%	0.70%	2.4%	0.09%	0.0%	0.10%	0.81%	0.27%	0.32%	0.67%	0.0%	0.30%	0.0%	6.16%	0.17%	0.0%	0.77%	0.0%	0.0%	0.41%	0.19%	1.33%	0.33%	0.84%	0.29%	0.39%	0.71%	0.97%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	63	0	0	0	4	2	3	6	1	2	6	1	2	1	0	1	1	5	0	0	2	5	0	0	0	6	0	0	2	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2	2	0	0	1	0	1					
		0.19%	0.0%	0.0%	0.0%	0.29%	0.21%	0.24%	0.80%	0.10%	0.24%	0.63%	0.13%	0.27%	0.13%	0.0%	0.18%	0.45%	0.50%	0.0%	0.0%	0.52%	0.67%	0.0%	0.0%	0.0%	1.80%	0.0%	0.0%	0.53%	0.0%	0.0%	0.19%	0.29%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.19%	0.0%	0.0%	0.21%	0.29%	0.0%	0.0%	0.19%	0.0%	0.17%					
24	"7. ""Новый курс - Автомобильная Россия"""	180	0	8	8	10	6	7	0	6	7	17	4	4	5	1	1	3	4	2	0	6	4	2	2	1	0	0	1	3	0	0	3	0	4	0	0	1	4	0	1	0	2	1	2	0	3	0	1	0	4	17	18	0	1	1	3	1	1					
		0.55%	0.0%	1.20%	0.84%	0.74%	0.65%	0.56%	0.0%	0.65%	0.84%	1.81%	0.55%	0.55%	0.67%	0.19%	0.18%	1.35%	0.40%	0.54%	0.0%	1.56%	0.54%	0.73%	0.41%	0.34%	0.0%	0.0%	0.44%	0.80%	0.0%	0.0%	0.29%	0.0%	0.43%	0.0%	0.0%	0.32%	0.89%	0.0%	0.30%	0.0%	0.30%	0.17%	1.41%	0.0%	0.41%	0.0%	0.10%	0.0%	0.66%	1.90%	1.90%	0.0%	0.13%	0.14%	0.58%	0.49%	0.17%					
25	"8. ""Народно-республиканская партия России"""	34	0	0	1	1	2	1	0	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	2	0	2	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	4	1	2	1	1	1	1	0	0					
		0.10%	0.0%	0.0%	0.10%	0.07%	0.21%	0.08%	0.0%	0.10%	0.0%	0.10%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.10%	0.27%	0.0%	0.0%	0.13%	0.0%	0.20%	0.0%	0.0%	1.05%	0.0%	0.53%	0.35%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.98%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.19%	0.66%	0.11%	0.21%	0.14%	0.13%	0.14%	0.19%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	37	0	1	3	6	3	2	0	4	1	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	1	1	0	0	0					
		0.11%	0.0%	0.15%	0.31%	0.44%	0.32%	0.16%	0.0%	0.43%	0.12%	0.21%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.70%	0.0%	0.0%	0.29%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.33%	0.10%	0.0%	0.13%	0.14%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1383	0	12	14	26	23	31	11	29	15	20	9	37	104	21	13	8	44	16	14	4	21	6	43	5	7	7	4	15	13	2	47	206	129	26	31	27	18	5	7	0	41	16	7	0	44	10	31	18	24	7	25	7	27	17	18	5	16					
		4.25%	0.0%	1.80%	1.47%	1.92%	2.52%	2.48%	1.48%	3.15%	1.80%	2.13%	1.25%	5.09%	14.07%	4.15%	2.44%	3.61%	4.47%	4.32%	8.43%	1.04%	2.85%	2.21%	8.92%	1.71%	2.10%	3.68%	1.79%	4.01%	4.59%	1.6%	4.68%	60.58%	14.12%	5.30%	8.40%	8.82%	4.02%	2.84%	2.11%	0.0%	6.31%	2.75%	4.96%	0.0%	6.09%	3.77%	3.18%	3.57%	4.00%	0.78%	2.64%	1.03%	3.58%	2.43%	3.50%	2.46%	2.81%					
28	"11. ""Истинные патриоты России"""	22	0	1	1	1	0	3	1	1	0	0	2	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.0%	0.15%	0.10%	0.07%	0.0%	0.24%	0.13%	0.10%	0.0%	0.0%	0.27%	0.0%	0.0%	0.19%	0.37%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	1.06%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.70%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	175	2	5	5	5	3	6	3	2	6	6	3	7	0	5	3	5	5	2	0	5	6	1	2	1	5	0	4	2	3	0	3	0	0	0	0	3	5	0	4	0	0	2	1	0	5	1	6	3	7	8	10	4	1	4	2	0	4					
		0.53%	0.22%	0.75%	0.52%	0.37%	0.32%	0.48%	0.40%	0.21%	0.72%	0.63%	0.41%	0.96%	0.0%	0.98%	0.56%	2.26%	0.50%	0.54%	0.0%	1.30%	0.81%	0.36%	0.41%	0.34%	1.50%	0.0%	1.79%	0.53%	1.06%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.98%	1.11%	0.0%	1.20%	0.0%	0.0%	0.34%	0.70%	0.0%	0.69%	0.37%	0.61%	0.59%	1.16%	0.89%	1.05%	0.59%	0.13%	0.57%	0.38%	0.0%	0.70%					
30	"13. ""Демократическая партия России"""	52	4	0	2	4	0	3	0	0	1	4	0	3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	5	0	3	0	0	0	0	0	0	1	4	1	1	0	1	0	1	1	2	1	0	1	0	2	0	0	2					
		0.16%	0.45%	0.0%	0.21%	0.29%	0.0%	0.24%	0.0%	0.0%	0.12%	0.42%	0.0%	0.41%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.8%	0.49%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.61%	0.17%	0.70%	0.0%	0.13%	0.0%	0.10%	0.19%	0.33%	0.11%	0.0%	0.14%	0.0%	0.28%	0.0%	0.0%	0.35%					
31	"14. ""Великая Россия - Евразийский Союз"""	47	0	1	7	1	2	3	2	1	0	0	0	1	5	3	0	0	3	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	1	1	2	0	0	2	0	3	0	0					
		0.14%	0.0%	0.15%	0.73%	0.07%	0.21%	0.24%	0.26%	0.10%	0.0%	0.0%	0.0%	0.13%	0.67%	0.59%	0.0%	0.0%	0.30%	0.54%	0.0%	0.26%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.19%	0.16%	0.22%	0.0%	0.0%	0.26%	0.0%	0.58%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	50	0	0	1	0	3	2	0	2	0	1	1	3	2	3	1	0	6	2	1	1	1	0	1	0	1	0	2	1	3	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	2	0	0	1	1	0	0	1	0	0	0	1					
		0.15%	0.0%	0.0%	0.10%	0.0%	0.32%	0.16%	0.0%	0.21%	0.0%	0.10%	0.13%	0.41%	0.27%	0.59%	0.18%	0.0%	0.60%	0.54%	0.60%	0.26%	0.13%	0.0%	0.20%	0.0%	0.30%	0.0%	0.89%	0.26%	1.06%	0.0%	0.09%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.15%	0.17%	0.0%	0.0%	0.13%	0.75%	0.0%	0.0%	0.16%	0.11%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.17%					
33	"16. ""Родина"" (народно-патриотический союз)"""	10311	524	198	315	427	340	398	280	321	263	297	273	223	202	190	121	37	219	45	89	54	163	118	154	60	128	25	71	55	74	31	212	42	398	140	151	74	203	130	147	54	321	333	67	92	166	47	288	121	257	257	243	141	152	98	218	55	209					
		31.76%	60.09%	29.77%	33.22%	31.62%	37.36%	31.84%	37.68%	34.92%	31.72%	31.66%	38.18%	30.71%	27.33%	37.54%	22.78%	16.74%	22.25%	12.16%	53.61%	14.09%	22.14%	43.54%	31.95%	20.54%	38.55%	13.15%	31.83%	14.70%	26.14%	24.8%	21.11%	12.35%	43.59%	28.57%	40.92%	24.18%	45.41%	73.86%	44.41%	25.71%	49.46%	57.41%	47.51%	71.31%	22.99%	17.73%	29.62%	24.05%	42.90%	28.81%	25.74%	20.91%	20.18%	14.04%	42.41%	27.09%	36.79%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	86	0	3	2	1	3	2	3	2	0	5	2	2	1	2	2	0	2	1	0	0	1	1	0	0	1	0	2	2	2	4	3	0	2	1	0	3	1	2	0	0	0	1	0	0	0	4	3	3	4	0	0	0	2	2	3	2	4					
		0.26%	0.0%	0.45%	0.21%	0.07%	0.32%	0.16%	0.40%	0.21%	0.0%	0.53%	0.27%	0.27%	0.13%	0.39%	0.37%	0.0%	0.20%	0.27%	0.0%	0.0%	0.13%	0.36%	0.0%	0.0%	0.30%	0.0%	0.89%	0.53%	0.70%	3.2%	0.29%	0.0%	0.21%	0.20%	0.0%	0.98%	0.22%	1.13%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	1.50%	0.30%	0.59%	0.66%	0.0%	0.0%	0.0%	0.26%	0.28%	0.58%	0.98%	0.70%					
35	"18. ""ЛДПР"""	4135	88	90	146	203	132	143	92	151	140	189	95	100	79	45	72	35	118	57	10	79	72	25	39	45	42	24	25	78	62	6	179	38	61	66	38	65	46	8	31	22	51	43	5	12	133	31	113	78	66	150	121	47	91	29	58	10	61					
		12.73%	10.09%	13.53%	15.40%	15.03%	14.50%	11.44%	12.38%	16.43%	16.88%	20.14%	13.28%	13.77%	10.69%	8.89%	13.55%	15.83%	11.99%	15.40%	6.02%	20.62%	9.78%	9.22%	8.09%	15.41%	12.65%	12.63%	11.21%	20.85%	21.90%	4.8%	17.82%	11.17%	6.68%	13.46%	10.29%	21.24%	10.29%	4.54%	9.36%	10.47%	7.85%	7.41%	3.54%	9.30%	18.42%	11.69%	11.62%	15.50%	11.01%	16.81%	12.81%	6.97%	12.08%	4.15%	11.28%	4.92%	10.73%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	376	0	16	11	12	19	16	13	9	7	14	9	10	13	4	9	3	13	2	1	5	5	3	3	8	0	4	2	5	1	5	12	0	14	0	6	8	5	1	8	3	6	2	0	0	15	2	1	7	6	14	14	7	5	8	3	3	4					
		1.15%	0.0%	2.40%	1.16%	0.88%	2.08%	1.28%	1.74%	0.97%	0.84%	1.49%	1.25%	1.37%	1.75%	0.79%	1.69%	1.35%	1.32%	0.54%	0.60%	1.30%	0.67%	1.10%	0.62%	2.73%	0.0%	2.10%	0.89%	1.33%	0.35%	4.0%	1.19%	0.0%	1.53%	0.0%	1.62%	2.61%	1.11%	0.56%	2.41%	1.42%	0.92%	0.34%	0.0%	0.0%	2.07%	0.75%	0.10%	1.39%	1.00%	1.56%	1.48%	1.03%	0.66%	1.14%	0.58%	1.47%	0.70%					
37	"20. ""Политическая партия ""Единая Россия"""	8559	118	141	191	342	157	221	138	156	139	158	136	179	172	134	210	72	402	124	19	98	325	70	158	109	86	101	62	130	58	44	379	30	157	157	93	71	97	17	66	72	114	99	17	9	185	106	393	142	120	255	310	136	337	468	74	38	167					
		26.36%	13.53%	21.20%	20.14%	25.33%	17.25%	17.68%	18.57%	16.97%	16.76%	16.84%	19.02%	24.65%	23.27%	26.48%	39.54%	32.57%	40.85%	33.51%	11.44%	25.58%	44.15%	25.83%	32.78%	37.32%	25.90%	53.15%	27.80%	34.75%	20.49%	35.2%	37.74%	8.82%	17.19%	32.04%	25.20%	23.20%	21.70%	9.65%	19.93%	34.28%	17.56%	17.06%	12.05%	6.97%	25.62%	40.0%	40.43%	28.23%	20.03%	28.58%	32.83%	20.17%	44.75%	67.04%	14.39%	18.71%	29.40%					
38	"21. ""Российская Конституционно-демократическая партия"""	77	1	0	2	6	1	1	0	0	0	1	0	3	1	0	2	0	4	0	0	3	1	1	1	0	2	0	0	0	1	0	6	0	5	0	0	4	0	0	0	1	2	1	2	0	1	4	3	0	0	0	3	3	5	1	3	1	1					
		0.23%	0.11%	0.0%	0.21%	0.44%	0.10%	0.08%	0.0%	0.0%	0.0%	0.10%	0.0%	0.41%	0.13%	0.0%	0.37%	0.0%	0.40%	0.0%	0.0%	0.78%	0.13%	0.36%	0.20%	0.0%	0.60%	0.0%	0.0%	0.0%	0.35%	0.0%	0.59%	0.0%	0.54%	0.0%	0.0%	1.30%	0.0%	0.0%	0.0%	0.47%	0.30%	0.17%	1.41%	0.0%	0.13%	1.50%	0.30%	0.0%	0.0%	0.0%	0.31%	0.44%	0.66%	0.14%	0.58%	0.49%	0.17%					
39	"22. ""Развитие предпринимательства"""	54	0	4	3	8	0	4	2	2	4	2	1	0	0	0	0	0	2	3	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	2	0	1	1	1					
		0.16%	0.0%	0.60%	0.31%	0.59%	0.0%	0.32%	0.26%	0.21%	0.48%	0.21%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.81%	0.0%	0.0%	0.0%	0.36%	0.20%	0.0%	0.30%	0.0%	0.0%	0.26%	0.0%	0.0%	0.09%	0.0%	0.10%	0.0%	0.0%	0.0%	0.22%	0.0%	0.30%	0.0%	0.15%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.16%	0.11%	0.10%	0.14%	0.26%	0.0%	0.19%	0.49%	0.17%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3752	61	81	111	137	112	221	106	110	127	93	81	93	101	60	35	41	84	62	18	23	80	20	54	50	20	19	21	26	22	10	71	5	98	69	36	10	41	6	35	42	44	49	27	9	97	33	77	71	43	97	113	298	69	38	75	70	50					
		11.55%	6.99%	12.18%	11.70%	10.14%	12.30%	17.68%	14.26%	11.96%	15.31%	9.91%	11.32%	12.80%	13.66%	11.85%	6.59%	18.55%	8.53%	16.75%	10.84%	6.00%	10.86%	7.38%	11.20%	17.12%	6.02%	10.0%	9.41%	6.95%	7.77%	8.0%	7.07%	1.47%	10.73%	14.08%	9.75%	3.26%	9.17%	3.40%	10.57%	20.0%	6.77%	8.44%	19.14%	6.97%	13.43%	12.45%	7.92%	14.11%	7.17%	10.87%	11.97%	44.21%	9.16%	5.44%	14.59%	34.48%	8.80%					
																																																																
41	Против всех	1047	45	37	48	67	36	83	24	39	46	47	37	17	17	6	15	1	21	14	7	28	12	4	10	1	13	0	6	15	9	3	41	4	20	7	3	11	9	3	11	7	8	10	5	4	31	6	23	13	10	31	25	2	15	2	14	7	17					
		3.22%	5.16%	5.56%	5.06%	4.96%	3.95%	6.64%	3.23%	4.24%	5.54%	5.01%	5.17%	2.34%	2.30%	1.18%	2.82%	0.45%	2.13%	3.78%	4.21%	7.31%	1.63%	1.47%	2.07%	0.34%	3.91%	0.0%	2.69%	4.01%	3.18%	2.4%	4.08%	1.17%	2.19%	1.42%	0.81%	3.59%	2.01%	1.70%	3.32%	3.33%	1.23%	1.72%	3.54%	3.10%	4.29%	2.26%	2.36%	2.58%	1.66%	3.47%	2.64%	0.29%	1.99%	0.28%	2.72%	3.44%	2.99%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
