Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
Наименование Избирательной комиссии:    Кинель-Черкасская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	786	15	2	14	5	10	5	4	7	20	11	8	32	32	20	13	5	4	32	12	42	17	24	24	28	22	3	17	7	23	22	21	21	13	5	9	8	35	14	34	9	6	23	29	31	15	22	11					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	547	4	0	14	4	10	1	4	7	17	8	5	23	29	12	11	3	0	21	4	41	15	14	7	27	19	1	15	4	11	17	9	13	6	0	2	7	35	14	17	9	5	14	26	7	13	12	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	265	8	2	4	3	5	4	2	3	7	4	3	8	8	7	3	3	3	14	3	8	6	8	4	2	7	4	4	3	4	13	4	5	7	2	3	4	3	2	6	7	2	6	6	17	14	13	7					
14	Число погашенных неиспользованных открепительных удостоверений	239	11	2	0	1	0	4	0	0	3	3	3	9	3	8	2	2	4	11	8	1	2	10	17	1	3	2	2	3	12	5	12	8	7	5	7	1	0	0	17	0	1	9	3	24	2	10	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2722	48	5	71	21	30	21	10	14	70	39	29	99	86	61	53	17	22	99	37	117	61	82	90	93	57	11	46	47	69	55	83	61	67	27	31	18	86	21	183	39	13	79	158	112	70	89	25					
		13.34%	12.18%	6.17%	17.49%	12.88%	9.84%	12.73%	9.52%	8.75%	11.78%	13.98%	12.34%	10.15%	9.87%	10.52%	12.05%	10.83%	17.74%	11.59%	12.50%	11.11%	13.47%	12.11%	14.11%	14.13%	10.22%	11.70%	15.44%	12.63%	11.56%	10.78%	15.69%	11.49%	15.73%	19.01%	13.03%	7.83%	11.61%	9.42%	20.77%	15.79%	10.40%	15.83%	20.71%	17.20%	19.66%	14.61%	19.69%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3964	59	1	69	27	59	20	23	35	109	50	44	215	218	122	96	42	22	209	77	167	92	123	146	123	138	23	51	64	104	97	127	119	79	37	45	53	137	30	147	38	12	89	120	126	77	90	13					
		19.42%	14.97%	1.23%	16.99%	16.56%	19.34%	12.12%	21.90%	21.88%	18.35%	17.92%	18.72%	22.05%	25.03%	21.03%	21.82%	26.75%	17.74%	24.47%	26.01%	15.86%	20.31%	18.17%	22.88%	18.69%	24.73%	24.47%	17.11%	17.20%	17.42%	19.02%	24.01%	22.41%	18.54%	26.06%	18.91%	23.04%	18.49%	13.45%	16.69%	15.38%	9.60%	17.84%	15.73%	19.35%	21.63%	14.78%	10.24%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	204	1	1	3	1	2	1	0	0	4	4	1	10	10	3	10	2	0	17	5	6	1	6	3	10	7	1	6	8	5	6	5	5	10	2	3	0	4	2	8	3	1	5	8	6	4	3	1					
		0.99%	0.25%	1.23%	0.74%	0.61%	0.66%	0.61%	0.00%	0.00%	0.67%	1.43%	0.43%	1.03%	1.15%	0.52%	2.27%	1.27%	0.00%	1.99%	1.69%	0.57%	0.22%	0.89%	0.47%	1.52%	1.25%	1.06%	2.01%	2.15%	0.84%	1.18%	0.95%	0.94%	2.35%	1.41%	1.26%	0.00%	0.54%	0.90%	0.91%	1.21%	0.80%	1.00%	1.05%	0.92%	1.12%	0.49%	0.79%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5211	98	31	108	65	49	36	27	59	95	55	58	276	231	173	86	37	38	218	90	362	146	225	180	208	155	20	77	141	148	129	122	136	60	24	58	52	203	48	186	56	17	109	176	141	68	111	23					
		25.53%	24.87%	38.27%	26.60%	39.88%	16.07%	21.82%	25.71%	36.88%	15.99%	19.71%	24.68%	28.31%	26.52%	29.83%	19.55%	23.57%	30.65%	25.53%	30.41%	34.38%	32.23%	33.23%	28.21%	31.61%	27.78%	21.28%	25.84%	37.90%	24.79%	25.29%	23.06%	25.61%	14.08%	16.90%	24.37%	22.61%	27.40%	21.52%	21.11%	22.67%	13.60%	21.84%	23.07%	21.66%	19.10%	18.23%	18.11%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	276	6	0	1	1	5	2	0	0	2	2	4	15	8	3	0	1	1	15	2	25	10	8	12	18	7	1	3	1	6	9	13	11	4	3	1	0	18	3	5	3	1	8	11	6	8	8	5					
		1.35%	1.52%	0.00%	0.25%	0.61%	1.64%	1.21%	0.00%	0.00%	0.34%	0.72%	1.70%	1.54%	0.92%	0.52%	0.00%	0.64%	0.81%	1.76%	0.68%	2.37%	2.21%	1.18%	1.88%	2.74%	1.25%	1.06%	1.01%	0.27%	1.01%	1.76%	2.46%	2.07%	0.94%	2.11%	0.42%	0.00%	2.43%	1.35%	0.57%	1.21%	0.80%	1.60%	1.44%	0.92%	2.25%	1.31%	3.94%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7556	171	43	140	41	154	83	41	49	307	122	94	343	298	202	180	55	35	281	79	354	132	217	200	187	186	37	107	100	252	205	168	182	193	44	97	102	268	116	331	104	77	201	265	236	123	300	54					
		37.02%	43.40%	53.09%	34.48%	25.15%	50.49%	50.30%	39.05%	30.63%	51.68%	43.73%	40.00%	35.18%	34.21%	34.83%	40.91%	35.03%	28.23%	32.90%	26.69%	33.62%	29.14%	32.05%	31.35%	28.42%	33.33%	39.36%	35.91%	26.88%	42.21%	40.20%	31.76%	34.27%	45.31%	30.99%	40.76%	44.35%	36.17%	52.02%	37.57%	42.11%	61.60%	40.28%	34.73%	36.25%	34.55%	49.26%	42.52%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	95	1	0	3	1	0	0	3	0	0	0	1	4	4	5	3	1	1	5	2	5	2	0	1	5	2	1	0	0	1	5	2	2	4	2	0	2	3	0	4	0	0	0	8	6	1	2	3					
		0.47%	0.25%	0.00%	0.74%	0.61%	0.00%	0.00%	2.86%	0.00%	0.00%	0.00%	0.43%	0.41%	0.46%	0.86%	0.68%	0.64%	0.81%	0.59%	0.68%	0.47%	0.44%	0.00%	0.16%	0.76%	0.36%	1.06%	0.00%	0.00%	0.17%	0.98%	0.38%	0.38%	0.94%	1.41%	0.00%	0.87%	0.40%	0.00%	0.45%	0.00%	0.00%	0.00%	1.05%	0.92%	0.28%	0.33%	2.36%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
