Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
Наименование Избирательной комиссии:    Выксунская																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №2490	УИК №2491					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	923	28	24	16	13	18	18	31	30	11	42	3	27	21	11	42	33	36	27	27	33	38	30	47	19	13	19	8	15	12	24	24	9	15	10	15	32	18	7	14	14	1	3	1	3	3	0	12	7	5	3	7	0	4					
		2.44%	2.42%	2.07%	1.60%	1.84%	2.39%	3.06%	3.08%	2.65%	1.01%	3.43%	1.40%	1.94%	1.59%	1.14%	3.95%	2.51%	2.62%	2.73%	3.25%	2.64%	2.77%	1.98%	3.84%	2.58%	1.87%	2.81%	1.78%	1.71%	1.67%	2.43%	3.04%	1.81%	2.68%	2.25%	3.78%	4.10%	2.32%	4.86%	3.45%	2.47%	0.35%	0.96%	0.48%	1.54%	3.33%	0.0%	2.72%	5.07%	8.33%	1.46%	2.01%	0.0%	2.11%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	948	33	27	26	17	17	14	26	50	40	51	2	43	46	21	27	23	37	31	16	32	55	42	37	20	21	14	3	7	15	19	19	7	6	2	9	11	24	3	6	17	1	6	0	1	0	0	9	0	0	4	3	0	8					
		2.51%	2.85%	2.33%	2.60%	2.41%	2.26%	2.38%	2.58%	4.41%	3.70%	4.17%	0.93%	3.10%	3.48%	2.18%	2.54%	1.75%	2.69%	3.14%	1.92%	2.56%	4.01%	2.77%	3.03%	2.72%	3.02%	2.07%	0.67%	0.80%	2.08%	1.93%	2.40%	1.40%	1.07%	0.45%	2.27%	1.41%	3.10%	2.08%	1.48%	3.00%	0.35%	1.92%	0.0%	0.51%	0.0%	0.0%	2.04%	0.0%	0.0%	1.95%	0.86%	0.0%	4.23%					
22	"5. ""За Русь Святую"""	206	8	10	6	4	6	8	3	10	2	8	0	6	6	11	5	7	9	3	3	11	2	3	4	4	1	2	1	3	1	3	6	3	2	5	2	3	1	2	4	6	0	3	0	2	1	0	8	1	0	1	3	0	3					
		0.54%	0.69%	0.86%	0.60%	0.56%	0.79%	1.36%	0.29%	0.88%	0.18%	0.65%	0.0%	0.43%	0.45%	1.14%	0.47%	0.53%	0.65%	0.30%	0.36%	0.88%	0.14%	0.19%	0.32%	0.54%	0.14%	0.29%	0.22%	0.34%	0.13%	0.30%	0.76%	0.60%	0.35%	1.12%	0.50%	0.38%	0.12%	1.38%	0.98%	1.06%	0.0%	0.96%	0.0%	1.03%	1.11%	0.0%	1.81%	0.72%	0.0%	0.48%	0.86%	0.0%	1.58%					
23	"6. ""Объединенная Российская партия ""Русь"""	96	2	4	2	1	3	1	1	8	1	3	1	8	2	3	4	1	2	3	2	2	5	4	1	0	1	3	1	3	0	2	0	1	4	1	2	1	1	1	1	1	0	2	1	1	1	0	2	0	0	0	0	1	1					
		0.25%	0.17%	0.34%	0.20%	0.14%	0.39%	0.17%	0.09%	0.70%	0.09%	0.24%	0.46%	0.57%	0.15%	0.31%	0.37%	0.07%	0.14%	0.30%	0.24%	0.16%	0.36%	0.26%	0.08%	0.0%	0.14%	0.44%	0.22%	0.34%	0.0%	0.20%	0.0%	0.20%	0.71%	0.22%	0.50%	0.12%	0.12%	0.69%	0.24%	0.17%	0.0%	0.64%	0.48%	0.51%	1.11%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	1.33%	0.52%					
24	"7. ""Новый курс - Автомобильная Россия"""	236	6	10	15	3	6	4	10	6	8	5	1	7	13	7	10	6	8	8	5	12	12	5	14	5	9	4	1	3	1	6	3	0	5	1	2	3	4	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	2					
		0.62%	0.51%	0.86%	1.50%	0.42%	0.79%	0.68%	0.99%	0.53%	0.74%	0.40%	0.46%	0.50%	0.98%	0.72%	0.94%	0.45%	0.58%	0.81%	0.60%	0.96%	0.87%	0.33%	1.14%	0.68%	1.29%	0.59%	0.22%	0.34%	0.13%	0.60%	0.38%	0.0%	0.89%	0.22%	0.50%	0.38%	0.51%	0.69%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.22%	0.72%	0.0%	0.48%	0.28%	0.0%	1.05%					
25	"8. ""Народно-республиканская партия России"""	46	0	0	2	1	0	0	0	2	0	0	0	0	4	0	2	4	0	1	0	3	0	2	0	2	2	1	0	1	1	2	2	0	0	0	1	1	3	0	1	2	1	1	0	1	0	0	1	0	1	0	1	0	0					
		0.12%	0.0%	0.0%	0.20%	0.14%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.18%	0.30%	0.0%	0.10%	0.0%	0.24%	0.0%	0.13%	0.0%	0.27%	0.28%	0.14%	0.0%	0.11%	0.13%	0.20%	0.25%	0.0%	0.0%	0.0%	0.25%	0.12%	0.38%	0.0%	0.24%	0.35%	0.35%	0.32%	0.0%	0.51%	0.0%	0.0%	0.22%	0.0%	1.66%	0.0%	0.28%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	102	2	5	5	1	1	0	2	2	10	5	0	5	4	5	2	2	7	4	2	4	6	4	1	1	2	3	1	1	0	3	2	0	1	0	0	2	0	0	3	1	0	1	0	0	0	0	1	0	0	0	1	0	0					
		0.27%	0.17%	0.43%	0.50%	0.14%	0.13%	0.0%	0.19%	0.17%	0.92%	0.40%	0.0%	0.36%	0.30%	0.51%	0.18%	0.15%	0.51%	0.40%	0.24%	0.32%	0.43%	0.26%	0.08%	0.13%	0.28%	0.44%	0.22%	0.11%	0.0%	0.30%	0.25%	0.0%	0.17%	0.0%	0.0%	0.25%	0.0%	0.0%	0.74%	0.17%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	822	12	20	23	23	16	16	12	24	15	29	8	25	19	9	30	16	28	20	22	24	25	13	23	15	9	9	13	32	15	26	10	12	20	13	11	19	29	1	8	15	1	5	18	13	3	0	22	26	1	10	8	0	6					
		2.17%	1.03%	1.72%	2.30%	3.27%	2.13%	2.72%	1.19%	2.12%	1.38%	2.37%	3.75%	1.80%	1.44%	0.93%	2.82%	1.21%	2.04%	2.02%	2.65%	1.92%	1.82%	0.85%	1.88%	2.04%	1.29%	1.33%	2.90%	3.66%	2.08%	2.64%	1.26%	2.41%	3.57%	2.92%	2.77%	2.43%	3.74%	0.69%	1.97%	2.65%	0.35%	1.60%	8.78%	6.70%	3.33%	0.0%	4.98%	18.84%	1.66%	4.87%	2.29%	0.0%	3.17%					
28	"11. ""Истинные патриоты России"""	31	0	1	0	0	0	2	2	0	0	0	0	0	1	1	0	0	1	4	0	3	1	0	0	2	0	0	0	2	3	0	0	0	0	0	0	4	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.08%	0.0%	0.08%	0.0%	0.0%	0.0%	0.34%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.10%	0.0%	0.0%	0.07%	0.40%	0.0%	0.24%	0.07%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.22%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.24%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	461	15	14	12	11	8	9	18	16	7	10	2	14	14	15	15	12	11	14	11	9	20	16	17	11	11	12	7	10	12	17	11	4	4	3	6	9	8	0	11	13	1	9	1	3	0	2	0	3	0	0	2	1	0					
		1.22%	1.29%	1.21%	1.20%	1.56%	1.06%	1.53%	1.78%	1.41%	0.64%	0.81%	0.93%	1.01%	1.06%	1.55%	1.41%	0.91%	0.80%	1.41%	1.32%	0.72%	1.45%	1.05%	1.39%	1.49%	1.58%	1.77%	1.56%	1.14%	1.67%	1.72%	1.39%	0.80%	0.71%	0.67%	1.51%	1.15%	1.03%	0.0%	2.71%	2.30%	0.35%	2.88%	0.48%	1.54%	0.0%	1.65%	0.0%	2.17%	0.0%	0.0%	0.57%	1.33%	0.0%					
30	"13. ""Демократическая партия России"""	106	7	2	3	3	3	3	6	3	1	2	2	1	3	2	2	3	2	2	5	2	2	6	2	2	2	5	0	1	4	1	1	1	0	2	2	5	3	0	1	2	2	1	0	0	1	0	0	0	0	1	1	0	1					
		0.28%	0.60%	0.17%	0.30%	0.42%	0.39%	0.51%	0.59%	0.26%	0.09%	0.16%	0.93%	0.07%	0.22%	0.20%	0.18%	0.22%	0.14%	0.20%	0.60%	0.16%	0.14%	0.39%	0.16%	0.27%	0.28%	0.73%	0.0%	0.11%	0.55%	0.10%	0.12%	0.20%	0.0%	0.45%	0.50%	0.64%	0.38%	0.0%	0.24%	0.35%	0.70%	0.32%	0.0%	0.0%	1.11%	0.0%	0.0%	0.0%	0.0%	0.48%	0.28%	0.0%	0.52%					
31	"14. ""Великая Россия - Евразийский Союз"""	75	1	5	2	2	0	1	4	6	0	0	0	0	0	1	1	4	1	2	1	1	4	0	4	1	0	2	0	2	2	1	3	2	4	1	0	2	2	0	3	0	1	1	1	1	2	0	1	0	0	0	3	0	0					
		0.19%	0.08%	0.43%	0.20%	0.28%	0.0%	0.17%	0.39%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.09%	0.30%	0.07%	0.20%	0.12%	0.08%	0.29%	0.0%	0.32%	0.13%	0.0%	0.29%	0.0%	0.22%	0.27%	0.10%	0.38%	0.40%	0.71%	0.22%	0.0%	0.25%	0.25%	0.0%	0.74%	0.0%	0.35%	0.32%	0.48%	0.51%	2.22%	0.0%	0.22%	0.0%	0.0%	0.0%	0.86%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	53	2	3	1	1	1	0	2	2	2	1	0	1	0	2	0	4	3	3	0	1	5	2	0	0	1	1	0	1	0	4	5	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0					
		0.14%	0.17%	0.25%	0.10%	0.14%	0.13%	0.0%	0.19%	0.17%	0.18%	0.08%	0.0%	0.07%	0.0%	0.20%	0.0%	0.30%	0.21%	0.30%	0.0%	0.08%	0.36%	0.13%	0.0%	0.0%	0.14%	0.14%	0.0%	0.11%	0.0%	0.40%	0.63%	0.0%	0.0%	0.22%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.22%	0.72%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2622	72	95	66	66	54	43	95	107	115	70	15	117	104	61	71	99	106	81	62	116	86	102	99	68	54	29	28	45	42	44	40	32	16	24	18	43	64	1	30	35	7	26	6	5	0	0	18	3	1	17	13	1	10					
		6.95%	6.23%	8.21%	6.60%	9.38%	7.19%	7.31%	9.44%	9.45%	10.63%	5.73%	7.04%	8.44%	7.88%	6.33%	6.68%	7.54%	7.72%	8.21%	7.46%	9.30%	6.27%	6.74%	8.10%	9.26%	7.78%	4.28%	6.26%	5.15%	5.84%	4.47%	5.06%	6.43%	2.86%	5.40%	4.54%	5.51%	8.26%	0.69%	7.40%	6.19%	2.48%	8.33%	2.92%	2.57%	0.0%	0.0%	4.08%	2.17%	1.66%	8.29%	3.73%	1.33%	5.29%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	94	2	3	2	1	3	3	0	5	1	1	2	1	2	3	2	2	3	1	2	3	1	1	0	0	0	1	1	5	2	2	2	1	2	3	1	9	4	1	0	4	1	1	4	1	0	0	1	0	0	1	3	0	0					
		0.24%	0.17%	0.25%	0.20%	0.14%	0.39%	0.51%	0.0%	0.44%	0.09%	0.08%	0.93%	0.07%	0.15%	0.31%	0.18%	0.15%	0.21%	0.10%	0.24%	0.24%	0.07%	0.06%	0.0%	0.0%	0.0%	0.14%	0.22%	0.57%	0.27%	0.20%	0.25%	0.20%	0.35%	0.67%	0.25%	1.15%	0.51%	0.69%	0.0%	0.70%	0.35%	0.32%	1.95%	0.51%	0.0%	0.0%	0.22%	0.0%	0.0%	0.48%	0.86%	0.0%	0.0%					
35	"18. ""ЛДПР"""	4614	171	166	138	94	113	80	122	145	114	129	24	176	161	126	132	176	166	92	90	154	189	192	155	92	107	61	24	125	117	132	88	25	67	53	52	62	65	18	74	55	45	43	27	13	12	8	59	15	4	15	27	3	21					
		12.23%	14.80%	14.34%	13.81%	13.37%	15.04%	13.60%	12.12%	12.80%	10.54%	10.56%	11.26%	12.70%	12.20%	13.08%	12.42%	13.41%	12.09%	9.33%	10.84%	12.35%	13.78%	12.69%	12.69%	12.53%	15.41%	9.02%	5.36%	14.31%	16.29%	13.41%	11.15%	5.03%	11.98%	11.93%	13.13%	7.94%	8.39%	12.5%	18.27%	9.73%	15.95%	13.78%	13.17%	6.70%	13.33%	6.61%	13.37%	10.86%	6.66%	7.31%	7.75%	4.0%	11.11%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	762	18	17	20	13	17	15	21	14	22	18	2	32	21	11	18	23	34	26	32	34	26	36	20	20	6	21	7	16	8	21	17	12	12	11	5	18	25	3	5	6	6	9	5	8	3	0	9	2	0	7	5	1	4					
		2.01%	1.55%	1.46%	2.00%	1.84%	2.26%	2.55%	2.08%	1.23%	2.03%	1.47%	0.93%	2.31%	1.59%	1.14%	1.69%	1.75%	2.47%	2.63%	3.85%	2.72%	1.89%	2.37%	1.63%	2.72%	0.86%	3.10%	1.56%	1.83%	1.11%	2.13%	2.15%	2.41%	2.14%	2.47%	1.26%	2.30%	3.22%	2.08%	1.23%	1.06%	2.12%	2.88%	2.43%	4.12%	3.33%	0.0%	2.04%	1.44%	0.0%	3.41%	1.43%	1.33%	2.11%					
37	"20. ""Политическая партия ""Единая Россия"""	16618	480	478	435	263	340	227	391	417	412	492	111	565	586	427	474	561	531	391	351	453	551	653	469	303	300	344	289	417	344	500	403	298	304	236	175	371	317	90	148	270	181	139	97	89	45	99	222	60	38	120	220	60	81					
		44.05%	41.55%	41.31%	43.54%	37.41%	45.27%	38.60%	38.86%	36.83%	38.11%	40.29%	52.11%	40.79%	44.42%	44.34%	44.63%	42.75%	38.70%	39.65%	42.28%	36.35%	40.18%	43.15%	38.41%	41.28%	43.22%	50.88%	64.65%	47.76%	47.91%	50.81%	51.07%	59.95%	54.38%	53.15%	44.19%	47.56%	40.95%	62.5%	36.54%	47.78%	64.18%	44.55%	47.31%	45.87%	50.0%	81.81%	50.34%	43.47%	63.33%	58.53%	63.21%	80.0%	42.85%					
38	"21. ""Российская Конституционно-демократическая партия"""	85	1	2	1	1	0	0	3	1	3	1	0	0	3	4	1	1	3	0	4	4	6	5	1	5	1	2	0	2	1	1	5	2	1	3	6	2	0	0	1	0	0	2	0	0	1	0	2	0	1	0	1	0	1					
		0.22%	0.08%	0.17%	0.10%	0.14%	0.0%	0.0%	0.29%	0.08%	0.27%	0.08%	0.0%	0.0%	0.22%	0.41%	0.09%	0.07%	0.21%	0.0%	0.48%	0.32%	0.43%	0.33%	0.08%	0.68%	0.14%	0.29%	0.0%	0.22%	0.13%	0.10%	0.63%	0.40%	0.17%	0.67%	1.51%	0.25%	0.0%	0.0%	0.24%	0.0%	0.0%	0.64%	0.0%	0.0%	1.11%	0.0%	0.45%	0.0%	1.66%	0.0%	0.28%	0.0%	0.52%					
39	"22. ""Развитие предпринимательства"""	75	2	2	4	0	1	2	3	3	1	2	1	3	2	1	6	0	2	4	2	4	4	3	1	2	1	1	0	4	1	1	1	1	1	0	0	0	3	0	3	0	0	0	0	0	0	1	0	1	0	0	1	0	0					
		0.19%	0.17%	0.17%	0.40%	0.0%	0.13%	0.34%	0.29%	0.26%	0.09%	0.16%	0.46%	0.21%	0.15%	0.10%	0.56%	0.0%	0.14%	0.40%	0.24%	0.32%	0.29%	0.19%	0.08%	0.27%	0.14%	0.14%	0.0%	0.45%	0.13%	0.10%	0.12%	0.20%	0.17%	0.0%	0.0%	0.0%	0.38%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.82%	0.0%	0.72%	0.0%	0.0%	0.28%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4736	137	110	114	111	70	77	126	161	162	178	20	191	156	124	129	179	213	183	109	197	181	237	166	96	64	77	46	116	80	81	66	31	41	42	37	111	126	11	55	76	20	36	30	43	8	9	43	4	7	14	14	3	18					
		12.55%	11.86%	9.50%	11.41%	15.78%	9.32%	13.09%	12.52%	14.22%	14.98%	14.57%	9.38%	13.79%	11.82%	12.87%	12.14%	13.64%	15.52%	18.55%	13.13%	15.81%	13.20%	15.66%	13.59%	13.07%	9.22%	11.39%	10.29%	13.28%	11.14%	8.23%	8.36%	6.23%	7.33%	9.45%	9.34%	14.23%	16.27%	7.63%	13.58%	13.45%	7.09%	11.53%	14.63%	22.16%	8.88%	7.43%	9.75%	2.89%	11.66%	6.82%	4.02%	4.0%	9.52%					
																																																												
41	Против всех	1768	99	71	50	34	31	21	49	63	74	60	12	81	74	66	36	87	78	37	39	70	68	68	73	31	48	23	2	26	37	30	24	17	6	14	13	29	28	0	16	19	5	5	5	4	3	0	7	6	0	5	12	2	10					
		4.68%	8.57%	6.13%	5.00%	4.83%	4.12%	3.57%	4.87%	5.56%	6.84%	4.91%	5.63%	5.84%	5.61%	6.85%	3.38%	6.63%	5.68%	3.75%	4.69%	5.61%	4.95%	4.49%	5.97%	4.22%	6.91%	3.40%	0.44%	2.97%	5.15%	3.04%	3.04%	3.42%	1.07%	3.15%	3.28%	3.71%	3.61%	0.0%	3.95%	3.36%	1.77%	1.60%	2.43%	2.06%	3.33%	0.0%	1.58%	4.34%	0.0%	2.43%	3.44%	2.66%	5.29%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
