Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																	
Дата голосования: 07.12.2003 0:00:00																																																																	
																																																																	
Наименование Избирательной комиссии:    Хайбуллинская																																																																	
																																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																	
																																																																	
		Сумма	УИК №3229	УИК №3230	УИК №3231	УИК №3232	УИК №3233	УИК №3234	УИК №3235	УИК №3236	УИК №3237	УИК №3238	УИК №3239	УИК №3240	УИК №3241	УИК №3242	УИК №3243	УИК №3244	УИК №3245	УИК №3246	УИК №3247	УИК №3248	УИК №3249	УИК №3250	УИК №3251	УИК №3252	УИК №3253	УИК №3254	УИК №3255	УИК №3256	УИК №3257	УИК №3258	УИК №3259	УИК №3260	УИК №3261	УИК №3262	УИК №3263	УИК №3264	УИК №3265	УИК №3266	УИК №3267	УИК №3268	УИК №3269	УИК №3270	УИК №3271	УИК №3272	УИК №3273	УИК №3274	УИК №3275	УИК №3276	УИК №3277	УИК №3278	УИК №3279	УИК №3280	УИК №3281	УИК №3282	УИК №3283	УИК №3284	УИК №3285	УИК №3286					
18	"1. ""ЕДИНЕНИЕ"""	503	13	5	3	3	3	2	6	12	0	6	21	0	10	6	2	0	0	3	17	1	0	0	9	1	11	38	14	26	19	11	21	7	17	11	1	5	26	4	1	19	14	6	10	0	5	10	14	20	0	9	2	0	14	2	25	14	1	3					
		2.44%	4.10%	2.32%	2.38%	2.91%	2.94%	2.43%	4.87%	3.73%	0.0%	1.81%	6.05%	0.0%	2.61%	1.79%	2.22%	0.0%	0.0%	3.15%	3.77%	0.51%	0.0%	0.0%	1.81%	0.40%	2.62%	4.24%	1.83%	4.19%	1.87%	2.94%	6.10%	3.30%	2.17%	5.55%	0.71%	2.10%	11.45%	2.85%	0.65%	2.91%	7.56%	3.57%	1.54%	0.0%	4.67%	1.15%	1.47%	2.18%	0.0%	3.46%	1.21%	0.0%	6.96%	0.52%	4.58%	4.60%	0.75%	1.32%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	102	2	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	2	0	0	0	0	10	2	0	3	7	7	6	11	3	3	0	3	1	0	0	0	1	2	7	1	0	3	2	1	6	5	1	0	0	0	1	2	0	1	2	0	0					
		0.49%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.15%	0.0%	0.0%	0.89%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	1.29%	0.40%	0.0%	0.71%	0.78%	0.91%	0.96%	1.08%	0.80%	0.87%	0.0%	0.38%	0.50%	0.0%	0.0%	0.0%	0.71%	1.31%	1.07%	0.54%	0.0%	0.46%	0.65%	0.93%	0.69%	0.52%	0.10%	0.0%	0.0%	0.0%	0.68%	0.99%	0.0%	0.18%	0.65%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	256	2	2	1	0	0	1	0	0	0	0	4	0	0	2	1	0	0	5	0	7	0	8	0	2	1	13	33	8	18	7	3	1	3	5	2	3	3	5	2	13	2	6	4	0	1	29	19	25	0	0	0	0	3	7	4	0	0	1					
		1.24%	0.63%	0.93%	0.79%	0.0%	0.0%	1.21%	0.0%	0.0%	0.0%	0.0%	1.15%	0.0%	0.0%	0.59%	1.11%	0.0%	0.0%	5.26%	0.0%	3.57%	0.0%	1.03%	0.0%	0.80%	0.23%	1.45%	4.32%	1.29%	1.77%	1.87%	0.87%	0.47%	0.38%	2.52%	1.42%	1.26%	1.32%	3.57%	1.31%	1.99%	1.08%	3.57%	0.61%	0.0%	0.93%	3.34%	1.99%	2.73%	0.0%	0.0%	0.0%	0.0%	1.49%	1.85%	0.73%	0.0%	0.0%	0.44%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	116	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	5	0	51	0	0	0	5	7	5	7	4	0	0	4	0	0	0	2	0	1	2	1	0	0	0	3	2	3	5	0	0	0	1	0	0	3	1	0	0					
		0.56%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.05%	0.0%	2.55%	0.0%	6.60%	0.0%	0.0%	0.0%	0.55%	0.91%	0.80%	0.69%	1.06%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.88%	0.0%	0.65%	0.30%	0.54%	0.0%	0.0%	0.0%	2.80%	0.23%	0.31%	0.54%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.55%	0.32%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	1	1	0	0	0	0	2	0	0	0	0	0	6	3	6	0	0	0	0	0	0	0	0	0	0					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.26%	0.0%	0.0%	0.12%	0.50%	0.71%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.69%	0.31%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	40	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0	0	1	3	1	3	4	6	0	0	0	3	0	1	3	0	1	0	1	2	0	1	0	0	0					
		0.19%	0.31%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.32%	0.09%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.42%	1.32%	0.71%	1.97%	0.61%	3.24%	0.0%	0.0%	0.0%	2.80%	0.0%	0.10%	0.32%	0.0%	0.38%	0.0%	0.68%	0.99%	0.0%	0.18%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	79	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	1	4	10	5	9	1	1	0	2	1	0	0	1	1	0	1	2	2	5	0	0	6	7	4	0	1	1	0	1	0	4	3	0	0					
		0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.23%	0.44%	1.31%	0.80%	0.88%	0.26%	0.29%	0.0%	0.25%	0.50%	0.0%	0.0%	0.44%	0.71%	0.0%	0.15%	1.08%	1.19%	0.77%	0.0%	0.0%	0.69%	0.73%	0.43%	0.0%	0.38%	0.60%	0.0%	0.49%	0.0%	0.73%	0.98%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	28	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	3	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	1	1	2	1	0	1	1	0	0					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.28%	1.92%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.13%	0.16%	0.29%	0.0%	0.29%	0.94%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.21%	0.0%	0.38%	0.60%	1.36%	0.49%	0.0%	0.18%	0.32%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	24	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	3	0	0	0	1	1	0	0	0	0	0	1	3	1	0	0	0	1	2	0	0	1	0	0	0	0	2	0	0	0					
		0.11%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.26%	0.16%	0.29%	0.0%	0.0%	0.0%	0.12%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	1.62%	0.59%	0.0%	0.0%	0.0%	0.11%	0.21%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1440	12	10	0	4	4	4	0	18	3	15	21	0	11	5	6	1	93	13	42	21	10	43	29	6	13	77	63	53	53	13	16	15	76	19	6	42	1	23	32	92	28	17	80	17	11	23	19	33	34	15	16	5	28	35	58	44	3	9					
		6.98%	3.78%	4.65%	0.0%	3.88%	3.92%	4.87%	0.0%	5.60%	2.20%	4.53%	6.05%	0.0%	2.87%	1.49%	6.66%	0.88%	14.46%	13.68%	9.33%	10.71%	4.54%	5.56%	5.84%	2.40%	3.10%	8.60%	8.25%	8.54%	5.22%	3.47%	4.65%	7.07%	9.70%	9.59%	4.28%	17.64%	0.44%	16.42%	21.05%	14.13%	15.13%	10.11%	12.38%	5.55%	10.28%	2.64%	1.99%	3.60%	5.32%	5.76%	9.75%	3.42%	13.93%	9.25%	10.64%	14.47%	2.25%	3.98%					
28	"11. ""Истинные патриоты России"""	29	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	4	0	0	1	4	0	0	1	0	1	0	4	0	0	0	0	0	0	0	5	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0					
		0.14%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.51%	0.0%	0.0%	0.23%	0.44%	0.0%	0.0%	0.09%	0.0%	0.29%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.70%	0.0%	0.30%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	66	2	0	0	0	1	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	7	1	3	1	2	0	2	1	2	0	0	2	1	3	2	0	0	1	1	3	7	5	0	2	1	1	3	0	1	0	0	1					
		0.32%	0.63%	0.0%	0.0%	0.0%	0.98%	0.0%	0.0%	0.0%	0.0%	0.0%	1.44%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.33%	0.91%	0.16%	0.29%	0.26%	0.58%	0.0%	0.25%	0.50%	1.42%	0.0%	0.0%	1.42%	0.65%	0.46%	1.08%	0.0%	0.0%	0.32%	0.93%	0.34%	0.73%	0.54%	0.0%	0.76%	0.60%	0.68%	1.49%	0.0%	0.18%	0.0%	0.0%	0.44%					
30	"13. ""Демократическая партия России"""	26	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	2	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	2	4	4	0	0	0	0	0	0	0	1	0	1					
		0.12%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	1.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.26%	0.16%	0.09%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.93%	0.23%	0.42%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.44%					
31	"14. ""Великая Россия - Евразийский Союз"""	37	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	4	1	7	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	1	1	0	9	0	0	0	0	1	0	1	1	0	0					
		0.17%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.11%	0.52%	0.16%	0.69%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.61%	0.32%	0.93%	0.11%	0.0%	0.98%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.18%	0.32%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	19	1	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0					
		0.09%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.57%	1.92%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.45%	0.0%	0.0%	0.0%	0.0%	0.11%	0.13%	0.16%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.11%	0.10%	0.10%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	347	4	0	0	0	0	1	0	0	0	0	8	1	0	3	1	0	0	1	5	2	2	19	3	1	4	10	26	16	29	12	1	0	8	4	0	4	0	0	0	11	5	0	10	1	0	30	53	40	0	4	2	1	2	0	19	4	0	0					
		1.68%	1.26%	0.0%	0.0%	0.0%	0.0%	1.21%	0.0%	0.0%	0.0%	0.0%	2.30%	1.92%	0.0%	0.89%	1.11%	0.0%	0.0%	1.05%	1.11%	1.02%	0.90%	2.46%	0.60%	0.40%	0.95%	1.11%	3.40%	2.58%	2.85%	3.20%	0.29%	0.0%	1.02%	2.02%	0.0%	1.68%	0.0%	0.0%	0.0%	1.68%	2.70%	0.0%	1.54%	0.32%	0.0%	3.45%	5.57%	4.37%	0.0%	1.53%	1.21%	0.68%	0.99%	0.0%	3.48%	1.31%	0.0%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	59	1	1	0	1	0	0	3	0	0	2	1	0	0	0	1	0	0	0	0	1	0	0	4	0	2	4	2	1	4	2	3	1	3	0	3	0	0	1	0	0	1	1	3	1	0	0	2	2	0	2	1	1	0	0	2	0	0	2					
		0.28%	0.31%	0.46%	0.0%	0.97%	0.0%	0.0%	2.43%	0.0%	0.0%	0.60%	0.28%	0.0%	0.0%	0.0%	1.11%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.80%	0.0%	0.47%	0.44%	0.26%	0.16%	0.39%	0.53%	0.87%	0.47%	0.38%	0.0%	2.14%	0.0%	0.0%	0.71%	0.0%	0.0%	0.54%	0.59%	0.46%	0.32%	0.0%	0.0%	0.21%	0.21%	0.0%	0.76%	0.60%	0.68%	0.0%	0.0%	0.36%	0.0%	0.0%	0.88%					
35	"18. ""ЛДПР"""	581	1	1	0	1	0	1	0	0	0	0	27	1	1	8	2	0	19	4	1	15	0	26	7	0	13	8	22	13	21	21	5	0	30	9	4	0	0	2	13	35	0	1	14	0	0	49	58	82	13	5	6	3	9	12	8	9	0	1					
		2.81%	0.31%	0.46%	0.0%	0.97%	0.0%	1.21%	0.0%	0.0%	0.0%	0.0%	7.78%	1.92%	0.26%	2.39%	2.22%	0.0%	2.95%	4.21%	0.22%	7.65%	0.0%	3.36%	1.41%	0.0%	3.10%	0.89%	2.88%	2.09%	2.07%	5.61%	1.45%	0.0%	3.83%	4.54%	2.85%	0.0%	0.0%	1.42%	8.55%	5.37%	0.0%	0.59%	2.16%	0.0%	0.0%	5.64%	6.09%	8.96%	2.03%	1.92%	3.65%	2.05%	4.47%	3.17%	1.46%	2.96%	0.0%	0.44%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	236	4	0	0	0	0	1	1	6	1	1	3	47	1	0	1	0	3	0	0	6	0	9	1	1	0	14	20	11	13	7	2	1	1	5	1	2	0	2	2	3	2	1	10	0	0	9	9	21	0	1	0	0	7	0	4	2	0	0					
		1.14%	1.26%	0.0%	0.0%	0.0%	0.0%	1.21%	0.81%	1.86%	0.73%	0.30%	0.86%	90.38%	0.26%	0.0%	1.11%	0.0%	0.46%	0.0%	0.0%	3.06%	0.0%	1.16%	0.20%	0.40%	0.0%	1.56%	2.62%	1.77%	1.28%	1.87%	0.58%	0.47%	0.12%	2.52%	0.71%	0.84%	0.0%	1.42%	1.31%	0.46%	1.08%	0.59%	1.54%	0.0%	0.0%	1.03%	0.94%	2.29%	0.0%	0.38%	0.0%	0.0%	3.48%	0.0%	0.73%	0.65%	0.0%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	14618	256	179	118	87	93	71	105	255	130	303	191	0	353	282	73	112	455	52	359	113	198	519	408	227	330	621	410	411	729	256	266	173	520	102	100	156	186	86	81	366	99	123	415	275	77	565	628	516	516	205	125	120	106	272	347	178	128	191					
		70.93%	80.75%	83.25%	93.65%	84.46%	91.17%	86.58%	85.36%	79.43%	95.58%	91.54%	55.04%	0.0%	92.16%	84.43%	81.11%	99.11%	70.76%	54.73%	79.77%	57.65%	89.99%	67.22%	82.25%	91.16%	78.75%	69.38%	53.73%	66.29%	71.89%	68.44%	77.32%	81.60%	66.41%	51.51%	71.42%	65.54%	81.93%	61.42%	53.28%	56.22%	53.51%	73.21%	64.24%	89.86%	71.96%	65.09%	66.03%	56.39%	80.87%	78.84%	76.21%	82.19%	52.73%	71.95%	63.66%	58.55%	96.24%	84.51%					
38	"21. ""Российская Конституционно-демократическая партия"""	33	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	1	0	0	2	2	2	0	0	0	0	3	2	0	0	1	5	0	0	1	0	1	2					
		0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.28%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.48%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.30%	1.08%	1.19%	0.0%	0.0%	0.0%	0.0%	0.31%	0.21%	0.0%	0.0%	0.60%	3.42%	0.0%	0.0%	0.18%	0.0%	0.75%	0.88%					
39	"22. ""Развитие предпринимательства"""	43	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	3	0	0	2	0	3	0	0	1	4	3	0	2	0	0	5	0	1	1	0	0	0	0	3	1	0	4	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0					
		0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.0%	0.28%	1.92%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	1.02%	0.0%	0.38%	0.0%	0.0%	0.23%	0.44%	0.39%	0.0%	0.19%	0.0%	0.0%	2.35%	0.0%	0.50%	0.71%	0.0%	0.0%	0.0%	0.0%	0.46%	0.54%	0.0%	0.61%	0.0%	0.0%	0.46%	0.21%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1487	14	14	3	7	1	1	2	22	0	1	37	0	2	16	3	0	60	10	20	13	6	61	28	4	34	47	93	42	53	23	10	6	73	29	10	24	3	8	13	64	7	3	36	7	1	103	99	117	68	9	8	4	17	49	52	38	0	12					
		7.21%	4.41%	6.51%	2.38%	6.79%	0.98%	1.21%	1.62%	6.85%	0.0%	0.30%	10.66%	0.0%	0.52%	4.79%	3.33%	0.0%	9.33%	10.52%	4.44%	6.63%	2.72%	7.90%	5.64%	1.60%	8.11%	5.25%	12.18%	6.77%	5.22%	6.14%	2.90%	2.83%	9.32%	14.64%	7.14%	10.08%	1.32%	5.71%	8.55%	9.83%	3.78%	1.78%	5.57%	2.28%	0.93%	11.86%	10.41%	12.78%	10.65%	3.46%	4.87%	2.73%	8.45%	12.96%	9.54%	12.5%	0.0%	5.30%					
																																																																	
41	Против всех	253	1	0	0	0	0	0	2	8	0	1	8	0	2	3	0	0	5	0	1	6	0	4	0	3	4	20	17	10	22	11	8	0	13	6	1	1	1	2	1	17	3	5	10	0	0	7	12	5	7	4	0	0	4	1	8	6	0	3					
