Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    район Орехово-Борисово Южное																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1949	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960	УИК №1961	УИК №1962	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972	УИК №1973	УИК №1974	УИК №1975	УИК №1976	УИК №1977	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984									
		2.99%	2.88%	2.81%	2.57%	3.48%	4.17%	2.85%	3.14%	2.31%	4.44%	4.06%	2.03%	3.97%	2.11%	4.29%	2.73%	3.15%	2.97%	4.50%	1.76%	4.38%	2.58%	1.81%	3.33%	2.72%	1.29%	3.15%	2.40%	3.39%	2.06%	2.35%	3.14%	2.56%	3.22%	3.51%	3.50%	3.09%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	555	18	8	12	13	25	18	2	7	9	20	18	9	9	19	14	6	18	16	16	10	25	17	15	20	19	17	13	19	14	14	18	21	29	13	19	15									
		1.79%	2.07%	0.94%	1.28%	1.33%	3.16%	1.97%	0.35%	0.95%	1.25%	2.53%	1.92%	1.12%	1.19%	2.26%	1.59%	0.79%	1.91%	2.12%	2.01%	1.29%	2.39%	1.93%	1.67%	2.36%	1.75%	1.67%	1.56%	2.22%	1.52%	2.20%	1.66%	2.24%	2.67%	1.47%	2.66%	1.85%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	937	30	23	20	39	32	20	19	11	17	20	20	22	21	30	32	24	33	22	16	24	29	24	28	15	27	29	17	36	30	18	57	25	31	41	27	28									
		3.03%	3.46%	2.69%	2.14%	3.99%	4.04%	2.19%	3.31%	1.49%	2.36%	2.53%	2.13%	2.73%	2.77%	3.57%	3.64%	3.15%	3.50%	2.91%	2.01%	3.09%	2.77%	2.72%	3.11%	1.77%	2.49%	2.85%	2.04%	4.21%	3.25%	2.83%	5.26%	2.67%	2.85%	4.64%	3.78%	3.46%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13574	313	299	381	388	334	328	235	341	319	287	341	339	313	332	373	311	402	289	512	282	513	448	365	371	605	541	417	332	385	275	519	455	603	344	321	361									
		43.85%	36.06%	35.01%	40.79%	39.71%	42.17%	35.96%	40.94%	46.27%	44.31%	36.38%	36.35%	42.01%	41.24%	39.52%	42.39%	40.87%	42.58%	38.23%	64.32%	36.29%	48.95%	50.74%	40.56%	43.85%	55.71%	53.20%	49.94%	38.83%	41.76%	43.17%	47.92%	48.61%	55.47%	38.96%	44.90%	44.62%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	562	20	18	15	20	10	14	13	11	14	15	15	16	13	16	15	10	12	22	11	19	23	29	18	17	10	15	15	16	19	9	21	10	12	21	15	13									
		1.82%	2.30%	2.11%	1.61%	2.05%	1.26%	1.54%	2.26%	1.49%	1.94%	1.90%	1.60%	1.98%	1.71%	1.90%	1.70%	1.31%	1.27%	2.91%	1.38%	2.45%	2.19%	3.28%	2.00%	2.01%	0.92%	1.47%	1.80%	1.87%	2.06%	1.41%	1.94%	1.07%	1.10%	2.38%	2.10%	1.61%									
24	"6. Политическая партия ""Гражданская Платформа"""	74	2	3	2	2	3	2	1	1	1	1	1	3	0	3	2	0	3	3	2	0	0	1	1	2	3	0	1	1	1	0	14	5	3	5	0	2									
		0.24%	0.23%	0.35%	0.21%	0.20%	0.38%	0.22%	0.17%	0.14%	0.14%	0.13%	0.11%	0.37%	0.00%	0.36%	0.23%	0.00%	0.32%	0.40%	0.25%	0.00%	0.00%	0.11%	0.11%	0.24%	0.28%	0.00%	0.12%	0.12%	0.11%	0.00%	1.29%	0.53%	0.28%	0.57%	0.00%	0.25%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4165	143	114	101	145	102	141	85	97	106	121	134	123	107	103	121	109	82	93	56	104	114	101	138	100	114	126	137	131	159	135	154	111	121	140	89	108									
		13.45%	16.47%	13.35%	10.81%	14.84%	12.88%	15.46%	14.81%	13.16%	14.72%	15.34%	14.29%	15.24%	14.10%	12.26%	13.75%	14.32%	8.69%	12.30%	7.04%	13.38%	10.88%	11.44%	15.33%	11.82%	10.50%	12.39%	16.41%	15.32%	17.25%	21.19%	14.22%	11.86%	11.13%	15.86%	12.45%	13.35%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	613	23	14	23	16	11	27	8	13	10	17	23	17	24	22	17	19	14	14	13	16	17	18	24	18	15	9	14	23	25	12	24	13	12	24	9	15									
		1.98%	2.65%	1.64%	2.46%	1.64%	1.39%	2.96%	1.39%	1.76%	1.39%	2.15%	2.45%	2.11%	3.16%	2.62%	1.93%	2.50%	1.48%	1.85%	1.63%	2.06%	1.62%	2.04%	2.67%	2.13%	1.38%	0.88%	1.68%	2.69%	2.71%	1.88%	2.22%	1.39%	1.10%	2.72%	1.26%	1.85%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	807	26	31	45	18	23	50	20	23	17	23	28	21	27	25	31	17	22	20	17	20	9	28	15	24	16	21	9	14	24	10	24	25	22	19	24	19									
		2.61%	2.99%	3.63%	4.82%	1.84%	2.90%	5.48%	3.48%	3.12%	2.36%	2.92%	2.99%	2.60%	3.56%	2.98%	3.52%	2.23%	2.33%	2.65%	2.14%	2.57%	0.86%	3.17%	1.67%	2.84%	1.47%	2.06%	1.08%	1.64%	2.60%	1.57%	2.22%	2.67%	2.02%	2.15%	3.36%	2.35%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	70	1	0	3	5	1	2	2	3	1	3	1	1	2	0	3	1	3	1	1	0	0	0	3	1	7	3	3	2	2	1	10	1	1	0	1	1									
		0.23%	0.12%	0.00%	0.32%	0.51%	0.13%	0.22%	0.35%	0.41%	0.14%	0.38%	0.11%	0.12%	0.26%	0.00%	0.34%	0.13%	0.32%	0.13%	0.13%	0.00%	0.00%	0.00%	0.33%	0.12%	0.64%	0.29%	0.36%	0.23%	0.22%	0.16%	0.92%	0.11%	0.09%	0.00%	0.14%	0.12%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1942	81	99	80	46	40	78	45	48	39	65	84	52	54	60	56	64	64	59	22	53	119	54	56	53	37	40	29	38	46	25	41	44	49	49	32	41									
		6.27%	9.33%	11.59%	8.57%	4.71%	5.05%	8.55%	7.84%	6.51%	5.42%	8.24%	8.96%	6.44%	7.11%	7.14%	6.36%	8.41%	6.78%	7.80%	2.76%	6.82%	11.35%	6.12%	6.22%	6.26%	3.41%	3.93%	3.47%	4.44%	4.99%	3.92%	3.79%	4.70%	4.51%	5.55%	4.48%	5.07%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4103	111	119	135	158	104	135	68	83	94	106	141	97	95	123	124	121	182	115	60	138	103	103	122	124	111	107	97	142	129	82	114	128	100	117	98	117									
		13.25%	12.79%	13.93%	14.45%	16.17%	13.13%	14.80%	11.85%	11.26%	13.06%	13.43%	15.03%	12.02%	12.52%	14.64%	14.09%	15.90%	19.28%	15.21%	7.54%	17.76%	9.83%	11.66%	13.56%	14.66%	10.22%	10.52%	11.62%	16.61%	13.99%	12.87%	10.53%	13.68%	9.20%	13.25%	13.71%	14.46%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	201	3	3	3	6	8	1	2	5	2	4	6	1	4	0	3	3	3	3	3	5	9	44	10	4	7	4	5	4	6	4	7	11	4	5	2	7									
		0.65%	0.35%	0.35%	0.32%	0.61%	1.01%	0.11%	0.35%	0.68%	0.28%	0.51%	0.64%	0.12%	0.53%	0.00%	0.34%	0.39%	0.32%	0.40%	0.38%	0.64%	0.86%	4.98%	1.11%	0.47%	0.64%	0.39%	0.60%	0.47%	0.65%	0.63%	0.65%	1.18%	0.37%	0.57%	0.28%	0.87%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1895	59	80	70	75	51	49	46	66	46	58	88	58	55	50	46	43	62	50	39	59	59	0	75	62	53	58	36	53	49	23	38	53	56	55	34	41									
		6.12%	6.80%	9.37%	7.49%	7.68%	6.44%	5.37%	8.01%	8.96%	6.39%	7.35%	9.38%	7.19%	7.25%	5.95%	5.23%	5.65%	6.57%	6.61%	4.90%	7.59%	5.63%	0.00%	8.33%	7.33%	4.88%	5.70%	4.31%	6.20%	5.31%	3.61%	3.51%	5.66%	5.15%	6.23%	4.76%	5.07%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
