Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Спасская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №2543	УИК №2544	УИК №2545	УИК №2546	УИК №2547	УИК №2548	УИК №2549	УИК №2550	УИК №2551	УИК №2552	УИК №2554	УИК №2555	УИК №2556	УИК №2557	УИК №2558	УИК №2559	УИК №2560	УИК №2561	УИК №2562	УИК №2563	УИК №2564	УИК №2565	УИК №2566	УИК №2567	УИК №2568	УИК №2569	УИК №2570	УИК №2571	УИК №2572	УИК №2573	УИК №2574	УИК №2575	УИК №2576	УИК №2577	УИК №2578	УИК №2579	УИК №2580	УИК №2581	УИК №2582	УИК №2583	УИК №2584									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	133	6	19	15	10	6	3	6	6	7	1	6	3	1	1	1	1	22	1	2	0	0	1	0	3	3	1	1	0	0	0	0	0	0	0	1	1	0	1	0	2	2									
		0.93%	1.19%	3.64%	2.61%	1.87%	0.95%	0.54%	0.85%	0.87%	0.97%	0.18%	1.67%	2.70%	0.29%	0.47%	0.56%	0.38%	14.57%	0.21%	0.34%	0.00%	0.00%	0.32%	0.00%	0.58%	1.56%	0.20%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.30%	0.00%	0.39%	0.00%	1.02%	0.34%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.05%	0.00%	0.19%	0.17%	0.19%	0.00%	0.00%	0.00%	0.15%	0.14%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	5	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.19%	0.17%	0.19%	0.16%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.05%	0.00%	0.00%	0.17%	0.56%	0.00%	0.00%	0.00%	0.15%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	11	0	2	2	2	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.08%	0.00%	0.38%	0.35%	0.37%	0.00%	0.00%	0.00%	0.15%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	245	5	30	25	38	16	5	10	8	9	2	5	3	2	1	1	39	9	2	2	3	1	1	1	2	2	2	1	3	1	1	1	1	1	1	1	1	0	4	1	0	4									
		1.71%	0.99%	5.75%	4.35%	7.10%	2.53%	0.90%	1.41%	1.17%	1.24%	0.37%	1.39%	2.70%	0.59%	0.47%	0.56%	14.89%	5.96%	0.42%	0.34%	4.17%	1.04%	0.32%	0.83%	0.39%	1.04%	0.41%	0.65%	1.27%	0.47%	0.50%	0.52%	0.41%	0.33%	0.28%	0.27%	0.30%	0.00%	1.55%	1.02%	0.00%	0.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	7	0	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	159	16	17	20	13	2	7	9	9	8	38	2	2	1	0	1	1	2	2	1	0	0	1	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0									
		1.11%	3.18%	3.26%	3.48%	2.43%	0.32%	1.26%	1.27%	1.31%	1.10%	6.95%	0.56%	1.80%	0.29%	0.00%	0.56%	0.38%	1.32%	0.42%	0.17%	0.00%	0.00%	0.32%	0.00%	0.19%	0.00%	0.20%	0.00%	0.42%	0.00%	0.00%	0.00%	0.41%	0.33%	0.28%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
