Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Акшинская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144					
		61.82%	62.81%	69.92%	47.73%	71.28%	51.03%	63.06%	66.59%	68.22%	66.79%	55.96%	52.59%	60.77%	68.36%	65.37%	50.18%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	21	2	0	0	4	1	6	0	0	1	0	0	4	1	1	1					
		0.33%	0.09%	0.00%	0.00%	2.05%	0.19%	1.03%	0.00%	0.00%	0.36%	0.00%	0.00%	0.64%	0.28%	0.49%	0.36%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
