Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Сармановская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537	УИК №2538	УИК №2539	УИК №2540	УИК №2541	УИК №2542	УИК №2543	УИК №2544	УИК №2545	УИК №2546	УИК №2547	УИК №2548	УИК №2549	УИК №2550	УИК №2551	УИК №2552	УИК №2553	УИК №2554	УИК №2555	УИК №2556	УИК №2557	УИК №2558	УИК №2559	УИК №2560	УИК №2561	УИК №2562	УИК №2563	УИК №2564	УИК №2565	УИК №2566	УИК №2567					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	210	0	1	0	6	0	0	1	0	4	0	1	0	0	0	0	2	4	5	5	2	1	0	3	0	1	2	4	1	2	1	1	0	0	0	0	3	0	4	1	0	1	0	4	1	2	2	9	1	13	18	15	16	5	58	6	4					
		0.76%	0.00%	0.45%	0.00%	0.89%	0.00%	0.00%	0.26%	0.00%	0.78%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.82%	1.11%	1.31%	4.27%	3.45%	0.39%	0.00%	0.66%	0.00%	0.39%	0.23%	2.40%	0.87%	0.66%	0.76%	0.20%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.79%	0.28%	0.00%	0.32%	0.00%	0.33%	0.15%	0.38%	0.18%	0.73%	0.51%	0.97%	1.24%	0.99%	1.08%	0.69%	3.83%	0.46%	0.28%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	268	0	0	0	7	0	1	3	0	0	1	0	0	0	0	0	0	3	2	1	1	1	1	0	0	1	2	3	0	1	0	0	0	0	2	0	2	0	4	1	0	1	5	8	10	2	15	6	0	31	14	11	18	11	45	45	9					
		0.97%	0.00%	0.00%	0.00%	1.04%	0.00%	0.28%	0.77%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.52%	0.85%	1.72%	0.39%	0.71%	0.00%	0.00%	0.39%	0.23%	1.80%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.45%	0.00%	0.79%	0.28%	0.00%	0.32%	0.92%	0.66%	1.51%	0.38%	1.37%	0.49%	0.00%	2.32%	0.97%	0.73%	1.22%	1.51%	2.97%	3.43%	0.62%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	1	0	0	0	2	3	2	4	7	0					
		0.09%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.08%	0.00%	0.00%	0.00%	0.13%	0.20%	0.27%	0.26%	0.53%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	447	2	0	2	9	1	1	4	3	6	1	3	1	2	0	5	5	5	4	0	1	3	1	0	2	3	4	10	0	2	1	1	0	2	0	1	4	0	6	2	2	1	10	21	9	3	13	17	2	42	39	24	52	25	31	20	39					
		1.62%	0.55%	0.00%	1.48%	1.34%	1.06%	0.28%	1.03%	1.33%	1.17%	0.38%	1.44%	0.61%	0.92%	0.00%	2.12%	2.05%	1.39%	1.05%	0.00%	1.72%	1.17%	0.71%	0.00%	1.25%	1.16%	0.46%	5.99%	0.00%	0.66%	0.76%	0.20%	0.00%	1.06%	0.00%	0.52%	0.90%	0.00%	1.18%	0.57%	0.68%	0.32%	1.84%	1.73%	1.36%	0.58%	1.19%	1.38%	1.03%	3.14%	2.70%	1.60%	3.52%	3.43%	2.04%	1.52%	2.71%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	44	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	11	0	5	4	2	5	4	0					
		0.16%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.26%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.85%	0.00%	0.39%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.19%	0.00%	0.08%	0.00%	0.82%	0.00%	0.33%	0.27%	0.27%	0.33%	0.30%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	26511	360	223	133	634	92	352	369	223	499	259	204	162	215	74	231	237	346	371	110	54	250	138	450	158	254	853	150	114	297	130	505	177	185	153	190	432	146	487	346	290	305	528	1181	641	509	1063	1198	192	1227	1347	1439	1377	677	1368	1220	1386					
		95.93%	99.45%	99.55%	98.52%	94.49%	97.87%	98.32%	94.62%	98.67%	97.08%	99.23%	98.08%	99.39%	99.08%	100.00%	97.88%	97.13%	96.38%	97.12%	94.02%	93.10%	97.28%	98.57%	99.12%	98.75%	98.07%	98.84%	89.82%	99.13%	98.02%	98.48%	99.61%	100.00%	98.40%	98.08%	99.48%	97.52%	99.32%	96.06%	98.02%	99.32%	99.03%	97.24%	97.20%	96.97%	97.70%	96.99%	97.16%	98.46%	91.70%	93.15%	95.87%	93.23%	92.99%	90.24%	92.92%	96.18%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	25	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	2	2	1	3	5	0					
		0.09%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.26%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.23%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.08%	0.00%	0.00%	0.00%	0.13%	0.14%	0.14%	0.20%	0.38%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
