Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Сармановская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537	УИК №2538	УИК №2539	УИК №2540	УИК №2541	УИК №2542	УИК №2543	УИК №2544	УИК №2545	УИК №2546	УИК №2547	УИК №2548	УИК №2549	УИК №2550	УИК №2551	УИК №2552	УИК №2553	УИК №2554	УИК №2555	УИК №2556	УИК №2557	УИК №2558	УИК №2559	УИК №2560	УИК №2561	УИК №2562	УИК №2563	УИК №2564	УИК №2565	УИК №2566	УИК №2567	УИК №2568	УИК №2569	УИК №2570	УИК №2571	УИК №2572	УИК №2573	УИК №2574	УИК №2575	УИК №2576	УИК №2577	УИК №2578	УИК №2579	УИК №2580	УИК №2581	УИК №2582					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	799	11	8	5	10	5	8	10	5	5	5	5	5	5	5	5	5	10	10	5	5	5	5	10	5	5	15	5	5	5	5	10	5	5	5	5	10	5	10	8	8	8	20	27	20	21	27	30	10	40	50	60	40	40	43	40	55					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	564	10	1	5	5	0	6	3	1	1	2	3	1	0	0	0	0	5	8	2	0	4	0	7	1	5	10	5	1	0	0	3	0	1	0	0	5	5	7	3	0	2	5	26	14	21	22	21	0	33	50	60	34	37	40	36	53					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	201	4	0	0	11	0	0	2	1	1	2	1	6	6	0	3	0	2	2	0	0	0	0	2	0	0	2	0	1	1	4	1	0	0	1	0	12	2	8	3	2	3	5	0	3	6	11	16	0	9	11	12	12	4	13	9	7					
14	Число погашенных неиспользованных открепительных удостоверений	235	1	7	0	5	5	2	7	4	4	3	2	4	5	5	5	5	5	2	3	5	1	5	3	4	0	5	0	4	5	5	7	5	4	5	5	5	0	3	5	8	6	15	1	6	0	5	9	10	7	0	0	6	3	3	4	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	1.Политическая партия «Аграрная партия России»	35	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	1	2	1	2	1	0	3	0	2	2	3	4	0	2					
		0.13%	0.30%	0.00%	0.00%	0.16%	0.00%	0.31%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.40%	0.60%	0.00%	0.00%	0.00%	0.10%	0.34%	0.21%	0.22%	0.08%	0.00%	0.23%	0.00%	0.12%	0.17%	0.28%	0.32%	0.00%	0.16%					
19	2.Всероссийская политическая партия «Гражданская Сила»	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	1	1	0	2	0	0					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.21%	0.11%	0.00%	0.00%	0.00%	0.00%	0.06%	0.09%	0.00%	0.16%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	0	3	0	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.17%	0.00%	0.24%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	368	2	2	0	7	1	0	1	2	2	1	0	1	2	0	1	3	2	2	0	0	3	2	0	1	2	6	1	1	1	1	2	0	0	0	6	5	1	5	1	0	3	2	3	3	2	17	15	1	23	53	31	17	21	32	34	44					
		1.39%	0.61%	0.94%	0.00%	1.14%	1.10%	0.00%	0.27%	0.97%	0.41%	0.39%	0.00%	0.67%	0.99%	0.00%	0.45%	1.20%	0.56%	0.54%	0.00%	0.00%	1.16%	1.54%	0.00%	0.61%	0.72%	0.74%	0.61%	0.81%	0.32%	0.78%	0.44%	0.00%	0.00%	0.00%	2.82%	1.14%	0.71%	0.99%	0.30%	0.00%	0.99%	0.41%	0.30%	0.52%	0.41%	1.90%	1.17%	0.55%	1.76%	3.42%	1.82%	1.47%	1.96%	2.54%	2.79%	3.56%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	1	3	0	4	4	3	2	0	4					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.21%	0.22%	0.00%	0.55%	0.23%	0.00%	0.23%	0.34%	0.28%	0.16%	0.00%	0.32%					
23	6.Политическая партия «Партия социальной справедливости»	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	2	0	1	3	0	1	0	0					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.22%	0.08%	0.00%	0.15%	0.00%	0.06%	0.26%	0.00%	0.08%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	133	0	0	0	5	0	0	1	0	1	1	0	0	1	0	1	2	0	2	0	1	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	2	0	4	0	0	3	1	3	4	1	4	1	1	13	16	13	10	4	9	17	6					
		0.50%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.27%	0.00%	0.20%	0.39%	0.00%	0.00%	0.50%	0.00%	0.45%	0.80%	0.00%	0.54%	0.00%	1.54%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.79%	0.00%	0.00%	0.99%	0.21%	0.30%	0.69%	0.21%	0.45%	0.08%	0.55%	0.99%	1.03%	0.76%	0.86%	0.37%	0.71%	1.39%	0.49%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	174	0	0	1	5	1	0	0	0	1	1	0	0	1	0	0	0	4	1	1	0	3	1	0	0	1	4	1	1	0	0	2	0	0	0	2	1	0	7	1	0	0	2	5	4	1	9	1	1	13	24	22	11	5	11	6	19					
		0.66%	0.00%	0.00%	0.77%	0.82%	1.10%	0.00%	0.00%	0.00%	0.20%	0.39%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	1.12%	0.27%	0.92%	0.00%	1.16%	0.77%	0.00%	0.00%	0.36%	0.49%	0.61%	0.81%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.94%	0.23%	0.00%	1.38%	0.30%	0.00%	0.00%	0.41%	0.50%	0.69%	0.21%	1.00%	0.08%	0.55%	0.99%	1.55%	1.29%	0.95%	0.47%	0.87%	0.49%	1.54%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	21	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	2	0	0	0	1	0	1	0	2	2	0	3	1	2					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.71%	0.59%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.08%	0.00%	0.08%	0.00%	0.12%	0.17%	0.00%	0.24%	0.08%	0.16%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	25589	325	210	129	592	89	325	366	205	485	251	210	148	198	85	219	245	347	361	108	64	248	127	461	163	273	803	161	120	307	128	452	182	191	160	205	425	137	466	321	293	294	479	972	565	476	850	1258	177	1239	1455	1625	1092	1028	1185	1159	1150					
		96.53%	99.09%	98.59%	99.23%	96.73%	97.80%	99.39%	99.46%	99.03%	98.58%	98.82%	98.59%	98.67%	98.02%	98.84%	99.10%	98.00%	97.20%	98.37%	99.08%	98.46%	96.12%	97.69%	98.93%	99.39%	98.56%	98.41%	98.77%	97.56%	98.08%	99.22%	99.12%	10.00%	99.48%	10.00%	96.24%	97.03%	97.86%	92.09%	96.11%	98.32%	97.67%	98.97%	98.08%	97.41%	98.14%	94.87%	98.28%	97.79%	94.58%	93.87%	95.20%	94.14%	96.16%	93.97%	95.00%	93.12%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	30	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	1	2	1	0	3	0	3	1	2	2	3	2					
		0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.71%	0.40%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.21%	0.22%	0.08%	0.00%	0.23%	0.00%	0.18%	0.09%	0.19%	0.16%	0.25%	0.16%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
