Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Порховская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578									
		13.71%	20.05%	22.61%	12.40%	18.81%	11.27%	15.19%	10.00%	6.67%	11.98%	17.05%	15.76%	10.74%	14.66%	16.85%	14.97%	13.18%	14.02%	8.00%	17.65%	10.75%	10.88%	11.98%	13.56%	8.07%	12.78%	14.97%	10.39%	10.65%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	34	3	2	5	3	7	1	0	0	1	0	0	1	2	0	1	0	1	0	0	0	0	1	0	1	0	3	2	0									
		0.47%	0.70%	0.64%	0.68%	0.74%	1.01%	0.37%	0.00%	0.00%	0.46%	0.00%	0.00%	0.37%	1.72%	0.00%	0.32%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.62%	0.00%	1.02%	0.56%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	62	5	3	7	7	9	3	0	0	1	0	0	0	0	0	0	0	1	2	0	0	3	2	4	0	2	5	5	3									
		0.85%	1.17%	0.96%	0.95%	1.73%	1.30%	1.11%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	1.00%	0.00%	0.00%	2.04%	0.83%	0.89%	0.00%	0.88%	1.70%	1.40%	1.39%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	2	0	0	1	2	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1									
		0.18%	0.47%	0.00%	0.00%	0.25%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.41%	0.00%	0.62%	0.44%	0.00%	0.28%	0.46%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	197	12	10	30	9	25	9	4	3	2	2	6	1	2	3	4	2	1	3	2	1	2	4	29	1	8	7	13	2									
		2.69%	2.80%	3.18%	4.09%	2.23%	3.61%	3.33%	2.11%	4.00%	0.92%	2.27%	1.93%	0.37%	1.72%	3.37%	1.27%	1.55%	0.47%	1.50%	2.94%	1.08%	1.36%	1.65%	6.44%	0.62%	3.52%	2.38%	3.65%	0.93%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1274	90	44	152	83	152	60	9	8	64	8	32	40	9	16	56	17	33	34	6	22	14	23	93	25	37	46	61	40									
		17.43%	20.98%	14.01%	20.71%	20.54%	21.97%	22.22%	4.74%	10.67%	29.49%	9.09%	10.29%	14.81%	7.76%	17.98%	17.83%	13.18%	15.42%	17.00%	8.82%	23.66%	9.52%	9.50%	20.67%	15.53%	16.30%	15.65%	17.13%	18.52%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	0	2	3	0	3	2	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	2	0	1	1	1	2									
		0.29%	0.00%	0.64%	0.41%	0.00%	0.43%	0.74%	0.00%	0.00%	0.00%	0.00%	0.32%	0.37%	0.00%	1.12%	0.00%	0.00%	0.00%	0.00%	1.47%	0.00%	0.00%	0.00%	0.44%	0.00%	0.44%	0.34%	0.28%	0.93%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	473	25	11	40	12	34	17	12	7	16	5	9	11	8	14	18	6	13	14	11	17	13	8	26	20	33	25	25	23									
		6.47%	5.83%	3.50%	5.45%	2.97%	4.91%	6.30%	6.32%	9.33%	7.37%	5.68%	2.89%	4.07%	6.90%	15.73%	5.73%	4.65%	6.07%	7.00%	16.18%	18.28%	8.84%	3.31%	5.78%	12.42%	14.54%	8.50%	7.02%	10.65%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
