Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Кропоткинская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433									
		1.04%	1.56%	1.77%	0.33%	1.67%	0.57%	0.07%	0.00%	1.14%	2.27%	0.22%	1.47%	0.98%	1.09%	2.26%	1.82%	0.56%	0.00%	0.00%	0.63%	1.61%	0.87%	2.01%	0.95%	0.14%	2.24%	0.09%	0.29%	0.96%	2.12%	1.34%	1.08%	0.64%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1356	55	45	35	63	54	81	29	48	39	49	49	36	52	46	25	65	39	28	29	80	41	43	40	25	24	18	24	46	44	27	14	63									
		3.61%	3.73%	3.19%	2.34%	3.75%	3.06%	5.73%	3.65%	3.21%	2.60%	5.36%	3.99%	3.91%	5.17%	5.47%	2.52%	4.54%	3.24%	3.11%	3.63%	6.45%	3.94%	4.12%	2.24%	3.51%	2.69%	1.69%	2.29%	4.03%	3.72%	3.01%	2.16%	4.04%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
