Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Поныровская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870					
		33.28%	35.23%	33.94%	21.70%	21.31%	28.42%	29.92%	34.07%	33.62%	50.0%	31.63%	30.73%	36.14%	26.02%	44.84%	42.85%	42.26%	37.17%	23.91%					
38	"21. ""Российская Конституционно-демократическая партия"""	36	3	1	3	2	3	1	7	5	2	2	2	0	0	0	0	3	1	1					
		0.54%	0.20%	0.13%	1.16%	0.77%	0.76%	0.39%	0.92%	2.21%	2.70%	1.12%	0.77%	0.0%	0.0%	0.0%	0.0%	0.82%	1.28%	0.43%					
39	"22. ""Развитие предпринимательства"""	14	6	1	0	0	0	0	3	0	0	0	1	0	0	2	0	1	0	0					
		0.21%	0.40%	0.13%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	1.03%	0.0%	0.27%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	714	185	93	16	35	45	30	79	20	12	17	27	28	15	28	10	20	0	54					
		10.75%	12.39%	12.28%	6.20%	13.56%	11.42%	11.81%	10.39%	8.84%	16.21%	9.60%	10.50%	7.38%	5.13%	14.43%	5.10%	5.52%	0.0%	23.47%					
																									
41	Против всех	251	80	35	9	12	6	6	40	14	0	3	12	11	6	2	2	5	2	6					
		3.78%	5.35%	4.62%	3.48%	4.65%	1.52%	2.36%	5.26%	6.19%	0.0%	1.69%	4.66%	2.90%	2.05%	1.03%	1.02%	1.38%	2.56%	2.60%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
