Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																								
Дата голосования: 02.12.2007																																																																								
																																																																								
Наименование Избирательной комиссии:    Аксайская районная																																																																								
																																																																								
Сводная таблица результатов выборов																																																																								
																																																																								
		Сумма	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1612	УИК №2167	УИК №2195	УИК №2493	УИК №2494	УИК №2549	УИК №2563	УИК №2564	УИК №2624					
		0.26%	0.29%	0.22%	0.21%	0.26%	0.47%	0.29%	0.76%	1.23%	0.31%	0.39%	0.62%	0.13%	0.31%	0.36%	0.89%	0.09%	0.00%	0.00%	0.00%	0.00%	1.29%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.12%	0.40%	0.00%	0.63%	0.00%	1.02%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.22%	0.00%	0.15%	0.00%	0.00%	0.06%	0.10%	0.00%	0.00%	0.00%	0.14%	0.35%	0.15%	0.33%	1.08%	0.16%	0.48%	0.16%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	54	2	0	2	2	0	0	3	2	0	4	1	0	0	1	2	1	1	0	0	3	0	0	0	0	0	4	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	2	0	0	1	0	1	0	0	0	1	3	1	1	2	3	3	2	0					
		0.10%	0.15%	0.00%	0.21%	0.17%	0.00%	0.00%	0.33%	0.27%	0.00%	0.31%	0.10%	0.00%	0.00%	0.09%	0.25%	0.09%	0.09%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.07%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.22%	0.30%	0.00%	0.00%	0.23%	0.00%	0.10%	0.00%	0.00%	0.00%	0.14%	0.35%	0.15%	0.33%	0.20%	0.24%	0.24%	0.16%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1276	79	13	27	57	22	25	43	6	39	64	39	5	34	35	9	28	82	0	2	21	12	10	17	6	19	35	6	12	6	6	40	4	23	22	1	4	1	21	0	14	3	2	0	0	20	24	10	10	4	17	2	1	8	0	0	0	21	37	12	3	5	24	83	86	15					
		2.45%	5.77%	1.46%	2.80%	4.86%	2.08%	3.60%	4.68%	0.82%	6.05%	4.96%	4.01%	0.64%	5.35%	3.14%	1.15%	2.57%	7.26%	0.00%	0.73%	2.04%	1.19%	2.62%	2.18%	3.30%	7.45%	4.55%	3.92%	0.73%	0.40%	0.59%	5.03%	0.31%	2.93%	7.05%	0.37%	0.85%	0.17%	2.19%	0.00%	2.52%	0.28%	0.31%	0.00%	0.00%	2.41%	2.99%	2.22%	1.51%	0.31%	0.97%	0.46%	0.06%	0.81%	0.00%	0.00%	0.00%	2.99%	4.33%	1.78%	1.00%	0.49%	1.89%	6.61%	6.72%	1.80%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1808	111	20	113	64	37	22	82	15	26	79	151	29	72	103	9	34	45	50	4	29	0	0	16	4	13	5	0	19	113	7	9	2	8	17	3	3	16	16	8	11	0	0	0	0	38	16	7	5	2	10	2	5	0	0	0	1	13	47	20	1	53	95	85	27	16					
		3.47%	8.10%	2.25%	11.72%	5.45%	3.50%	3.17%	8.92%	2.05%	4.03%	6.12%	15.52%	3.71%	11.32%	9.24%	1.15%	3.13%	3.99%	5.14%	1.45%	2.81%	0.00%	0.00%	2.05%	2.20%	5.10%	0.65%	0.00%	1.16%	7.47%	0.68%	1.13%	0.16%	1.02%	5.45%	1.12%	0.64%	2.77%	1.67%	2.52%	1.98%	0.00%	0.00%	0.00%	0.00%	4.57%	1.99%	1.55%	0.76%	0.15%	0.57%	0.46%	0.32%	0.00%	0.00%	0.00%	0.46%	1.85%	5.50%	2.96%	0.33%	5.18%	7.47%	6.77%	2.11%	1.92%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	143	2	2	5	6	3	2	4	3	0	5	6	1	4	10	3	7	5	0	0	1	5	0	1	0	3	3	3	0	2	2	5	0	0	3	0	0	3	1	0	3	0	0	0	0	3	0	1	1	0	1	1	0	1	0	0	0	2	0	2	1	4	8	6	9	0					
		0.27%	0.15%	0.22%	0.52%	0.51%	0.28%	0.29%	0.44%	0.41%	0.00%	0.39%	0.62%	0.13%	0.63%	0.90%	0.38%	0.64%	0.44%	0.00%	0.00%	0.10%	0.50%	0.00%	0.13%	0.00%	1.18%	0.39%	1.96%	0.00%	0.13%	0.20%	0.63%	0.00%	0.00%	0.96%	0.00%	0.00%	0.52%	0.10%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.22%	0.15%	0.00%	0.06%	0.23%	0.00%	0.10%	0.00%	0.00%	0.00%	0.28%	0.00%	0.30%	0.33%	0.39%	0.63%	0.48%	0.70%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	44630	1002	802	596	883	931	538	583	643	452	968	640	691	350	802	695	964	903	913	265	911	910	345	705	162	184	680	138	1560	1224	996	684	1161	706	244	260	453	508	867	291	503	1038	625	181	71	680	672	415	572	1271	1707	419	1534	965	71	304	214	622	650	610	285	818	1040	896	1102	755					
		85.66%	73.14%	90.21%	61.83%	75.21%	88.16%	77.52%	63.44%	87.84%	70.08%	74.98%	65.78%	88.48%	55.03%	71.93%	88.42%	88.60%	79.98%	93.83%	96.36%	88.36%	90.46%	90.31%	90.38%	89.01%	72.16%	88.31%	90.20%	94.95%	80.95%	97.36%	85.93%	90.70%	89.94%	78.21%	97.01%	96.38%	88.04%	90.50%	91.80%	90.63%	98.20%	98.12%	98.37%	98.61%	81.83%	83.79%	92.02%	86.40%	97.02%	96.99%	96.54%	96.90%	97.97%	98.61%	10.00%	98.62%	88.48%	76.02%	90.37%	95.00%	79.96%	81.76%	71.39%	86.09%	90.42%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	277	21	9	12	16	9	8	22	6	5	13	6	8	9	12	7	4	7	0	0	3	9	1	3	0	0	6	0	2	6	0	6	2	0	0	0	1	1	3	0	0	0	0	0	1	6	0	1	2	0	3	2	1	0	0	0	0	4	13	0	0	4	8	11	3	1					
		0.53%	1.53%	1.01%	1.24%	1.36%	0.85%	1.15%	2.39%	0.82%	0.78%	1.01%	0.62%	1.02%	1.42%	1.08%	0.89%	0.37%	0.62%	0.00%	0.00%	0.29%	0.89%	0.26%	0.38%	0.00%	0.00%	0.78%	0.00%	0.12%	0.40%	0.00%	0.75%	0.16%	0.00%	0.00%	0.00%	0.21%	0.17%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	0.72%	0.00%	0.22%	0.30%	0.00%	0.17%	0.46%	0.06%	0.00%	0.00%	0.00%	0.00%	0.57%	1.52%	0.00%	0.00%	0.39%	0.63%	0.88%	0.23%	0.12%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
