Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Селенгинская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625									
24	"6. Политическая партия ""Гражданская Платформа"""	27	0	2	0	1	1	3	3	3	2	0	0	1	3	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0									
		0.23%	0.00%	0.34%	0.00%	0.40%	0.22%	0.35%	0.96%	0.41%	0.33%	0.00%	0.00%	0.22%	0.56%	1.22%	2.44%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.53%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1812	128	113	96	44	84	158	68	169	142	17	196	120	56	9	2	25	4	67	4	64	8	2	3	5	5	17	91	1	9	13	5	0	15	29	24	4	1	3	11									
		15.60%	21.51%	19.15%	18.05%	17.74%	18.67%	18.63%	21.73%	23.37%	23.55%	34.00%	27.96%	26.26%	10.39%	10.98%	4.88%	16.13%	8.70%	14.92%	2.88%	15.72%	13.79%	4.55%	1.59%	6.94%	4.90%	3.23%	17.64%	0.91%	6.34%	4.09%	4.24%	0.00%	8.29%	6.36%	22.64%	0.99%	0.53%	15.00%	22.92%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	36	5	1	2	1	0	2	2	6	2	0	1	2	0	0	0	1	0	2	0	0	2	0	0	0	0	0	1	0	0	1	3	0	0	0	0	2	0	0	0									
		0.31%	0.84%	0.17%	0.38%	0.40%	0.00%	0.24%	0.64%	0.83%	0.33%	0.00%	0.14%	0.44%	0.00%	0.00%	0.00%	0.65%	0.00%	0.45%	0.00%	0.00%	3.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.31%	2.54%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	357	10	25	25	13	26	29	8	16	21	1	5	12	15	0	0	3	0	4	1	13	0	3	17	1	3	10	9	3	1	6	0	0	1	25	2	33	14	0	2									
		3.07%	1.68%	4.24%	4.70%	5.24%	5.78%	3.42%	2.56%	2.21%	3.48%	2.00%	0.71%	2.63%	2.78%	0.00%	0.00%	1.94%	0.00%	0.89%	0.72%	3.19%	0.00%	6.82%	8.99%	1.39%	2.94%	1.90%	1.74%	2.73%	0.70%	1.89%	0.00%	0.00%	0.55%	5.48%	1.89%	8.17%	7.41%	0.00%	4.17%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	1	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0									
		0.09%	0.17%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.14%	0.00%	0.00%	0.14%	0.00%	0.19%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.25%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	66	6	3	3	0	2	4	0	2	5	0	6	2	0	0	0	2	0	3	1	2	1	0	3	4	0	3	1	0	2	3	0	0	0	3	1	3	1	0	0									
		0.57%	1.01%	0.51%	0.56%	0.00%	0.44%	0.47%	0.00%	0.28%	0.83%	0.00%	0.86%	0.44%	0.00%	0.00%	0.00%	1.29%	0.00%	0.67%	0.72%	0.49%	1.72%	0.00%	1.59%	5.56%	0.00%	0.57%	0.19%	0.00%	1.41%	0.94%	0.00%	0.00%	0.00%	0.66%	0.94%	0.74%	0.53%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2363	130	117	129	64	92	160	50	185	142	9	143	100	141	18	1	15	0	82	15	101	12	6	50	13	18	29	125	12	10	97	33	9	21	100	8	104	13	4	5									
		20.35%	21.85%	19.83%	24.25%	25.81%	20.44%	18.87%	15.97%	25.59%	23.55%	18.00%	20.40%	21.88%	26.16%	21.95%	2.44%	9.68%	0.00%	18.26%	10.79%	24.82%	20.69%	13.64%	26.46%	18.06%	17.65%	5.51%	24.22%	10.91%	7.04%	30.50%	27.97%	20.00%	11.60%	21.93%	7.55%	25.74%	6.88%	20.00%	10.42%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	149	4	6	3	2	5	5	0	4	1	1	4	0	2	0	0	0	0	2	0	2	0	0	0	0	0	1	5	1	1	1	0	0	0	48	0	50	1	0	0									
		1.28%	0.67%	1.02%	0.56%	0.81%	1.11%	0.59%	0.00%	0.55%	0.17%	2.00%	0.57%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.97%	0.91%	0.70%	0.31%	0.00%	0.00%	0.00%	10.53%	0.00%	12.38%	0.53%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	831	42	27	54	21	46	93	27	46	37	0	41	23	19	2	0	4	1	87	100	11	0	4	5	13	3	23	33	3	2	4	10	5	9	8	4	16	1	0	7									
		7.16%	7.06%	4.58%	10.15%	8.47%	10.22%	10.97%	8.63%	6.36%	6.14%	0.00%	5.85%	5.03%	3.53%	2.44%	0.00%	2.58%	2.17%	19.38%	71.94%	2.70%	0.00%	9.09%	2.65%	18.06%	2.94%	4.37%	6.40%	2.73%	1.41%	1.26%	8.47%	11.11%	4.97%	1.75%	3.77%	3.96%	0.53%	0.00%	14.58%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
