Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Балахнинская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	261	10	5	5	8	13	7	7	9	9	5	5	11	11	6	7	14	11	8	16	7	9	6	2	6	1	7	9	11	6	7	3	3	3	8	0	5	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	436	26	16	9	25	9	24	8	27	8	16	10	7	7	12	8	8	10	2	8	0	12	9	29	5	3	13	16	18	20	13	17	0	7	4	9	10	11									
14	Число погашенных неиспользованных открепительных удостоверений	862	30	30	30	27	22	28	28	31	31	30	35	29	29	34	33	26	29	32	24	33	18	11	38	27	9	13	18	17	19	20	17	7	14	9	10	15	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	75	1	1	4	4	3	4	6	2	6	2	4	3	2	4	1	2	0	2	5	4	1	0	0	1	0	1	0	4	2	3	1	0	1	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	9	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	409	22	14	14	10	11	17	7	2	12	7	29	13	11	21	23	25	4	15	17	13	10	6	30	11	3	6	10	9	4	10	3	2	4	5	0	8	1									
		1.39%	1.82%	1.50%	1.48%	1.39%	1.54%	1.41%	0.61%	0.13%	1.72%	0.93%	3.30%	1.37%	1.08%	2.12%	2.49%	2.59%	0.48%	1.48%	1.45%	1.58%	1.24%	1.16%	4.09%	1.31%	1.36%	1.53%	1.73%	1.15%	0.74%	1.37%	0.42%	0.48%	0.42%	1.23%	0.00%	1.42%	0.19%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	768	37	31	24	30	11	38	27	3	27	20	35	21	35	28	30	33	22	43	15	26	9	9	12	33	4	12	16	24	19	26	11	5	13	9	13	14	3									
		2.61%	3.05%	3.32%	2.54%	4.16%	1.54%	3.14%	2.37%	0.19%	3.88%	2.66%	3.98%	2.22%	3.42%	2.82%	3.25%	3.42%	2.65%	4.24%	1.28%	3.15%	1.11%	1.74%	1.64%	3.93%	1.81%	3.05%	2.77%	3.07%	3.53%	3.56%	1.54%	1.20%	1.37%	2.21%	5.39%	2.49%	0.57%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	488	25	14	3	21	12	21	16	8	5	20	17	16	25	26	20	19	5	12	13	17	17	8	11	12	5	12	8	17	15	13	9	2	13	7	8	15	1									
		1.66%	2.06%	1.50%	0.32%	2.91%	1.68%	1.74%	1.40%	0.52%	0.72%	2.66%	1.93%	1.69%	2.44%	2.62%	2.17%	1.97%	0.60%	1.18%	1.11%	2.06%	2.10%	1.54%	1.50%	1.43%	2.26%	3.05%	1.39%	2.17%	2.79%	1.78%	1.26%	0.48%	1.37%	1.72%	3.32%	2.67%	0.19%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15984	539	385	512	255	387	619	683	1161	350	459	320	414	511	369	421	452	483	422	621	385	548	374	467	488	156	181	339	455	191	410	521	332	773	182	131	322	366									
		54.39%	44.47%	41.18%	54.24%	35.37%	54.13%	51.20%	59.91%	75.34%	50.29%	61.12%	36.36%	43.76%	49.95%	37.20%	45.66%	46.89%	58.19%	41.62%	52.99%	46.67%	67.82%	72.20%	63.71%	58.10%	70.59%	46.06%	58.75%	58.18%	35.50%	56.16%	72.97%	79.81%	81.71%	44.72%	54.36%	57.30%	69.19%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	123	9	2	3	5	4	10	2	0	2	0	7	5	3	6	5	6	3	5	4	3	3	3	6	2	0	3	6	2	1	3	1	2	2	0	1	3	1									
		0.42%	0.74%	0.21%	0.32%	0.69%	0.56%	0.83%	0.18%	0.00%	0.29%	0.00%	0.80%	0.53%	0.29%	0.60%	0.54%	0.62%	0.36%	0.49%	0.34%	0.36%	0.37%	0.58%	0.82%	0.24%	0.00%	0.76%	1.04%	0.26%	0.19%	0.41%	0.14%	0.48%	0.21%	0.00%	0.41%	0.53%	0.19%									
24	"6. Политическая партия ""Гражданская Платформа"""	27	0	1	0	1	1	1	0	0	0	2	1	2	3	0	1	1	0	1	3	1	0	0	1	0	0	0	1	0	3	1	0	0	0	0	1	1	0									
		0.09%	0.00%	0.11%	0.00%	0.14%	0.14%	0.08%	0.00%	0.00%	0.00%	0.27%	0.11%	0.21%	0.29%	0.00%	0.11%	0.10%	0.00%	0.10%	0.26%	0.12%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.17%	0.00%	0.56%	0.14%	0.00%	0.00%	0.00%	0.00%	0.41%	0.18%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3977	198	183	156	137	92	137	146	130	123	117	125	158	140	176	137	152	93	149	142	155	70	40	74	87	16	50	73	106	117	103	64	45	65	91	32	74	24									
		13.53%	16.34%	19.57%	16.53%	19.00%	12.87%	11.33%	12.81%	8.44%	17.67%	15.58%	14.20%	16.70%	13.69%	17.74%	14.86%	15.77%	11.20%	14.69%	12.12%	18.79%	8.66%	7.72%	10.10%	10.36%	7.24%	12.72%	12.65%	13.55%	21.75%	14.11%	8.96%	10.82%	6.87%	22.36%	13.28%	13.17%	4.54%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	204	8	6	4	7	12	8	13	2	7	3	10	9	4	11	10	12	6	5	9	8	5	5	3	5	0	4	4	5	0	1	2	1	3	2	2	8	0									
		0.69%	0.66%	0.64%	0.42%	0.97%	1.68%	0.66%	1.14%	0.13%	1.01%	0.40%	1.14%	0.95%	0.39%	1.11%	1.08%	1.24%	0.72%	0.49%	0.77%	0.97%	0.62%	0.97%	0.41%	0.60%	0.00%	1.02%	0.69%	0.64%	0.00%	0.14%	0.28%	0.24%	0.32%	0.49%	0.83%	1.42%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	195	13	12	6	9	4	9	8	4	4	3	5	7	3	12	3	4	6	11	10	7	6	3	3	5	2	8	0	7	2	5	3	0	4	1	0	5	1									
		0.66%	1.07%	1.28%	0.64%	1.25%	0.56%	0.74%	0.70%	0.26%	0.57%	0.40%	0.57%	0.74%	0.29%	1.21%	0.33%	0.41%	0.72%	1.08%	0.85%	0.85%	0.74%	0.58%	0.41%	0.60%	0.90%	2.04%	0.00%	0.90%	0.37%	0.68%	0.42%	0.00%	0.42%	0.25%	0.00%	0.89%	0.19%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	36	2	2	6	0	2	3	1	1	2	2	1	1	2	2	0	0	1	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0									
		0.12%	0.17%	0.21%	0.64%	0.00%	0.28%	0.25%	0.09%	0.06%	0.29%	0.27%	0.11%	0.11%	0.20%	0.20%	0.00%	0.00%	0.12%	0.30%	0.09%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.18%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	285	21	12	6	12	12	7	2	5	11	5	12	13	18	13	16	7	5	23	22	7	9	4	3	6	1	2	6	5	6	3	3	1	0	2	1	4	0									
		0.97%	1.73%	1.28%	0.64%	1.66%	1.68%	0.58%	0.18%	0.32%	1.58%	0.67%	1.36%	1.37%	1.76%	1.31%	1.74%	0.73%	0.60%	2.27%	1.88%	0.85%	1.11%	0.77%	0.41%	0.71%	0.45%	0.51%	1.04%	0.64%	1.12%	0.41%	0.42%	0.24%	0.00%	0.49%	0.41%	0.71%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4955	267	182	176	171	125	252	154	211	102	83	210	193	183	235	190	184	156	221	222	137	84	48	83	124	24	99	79	100	118	111	74	18	49	61	32	67	130									
		16.86%	22.03%	19.47%	18.64%	23.72%	17.48%	20.84%	13.51%	13.69%	14.66%	11.05%	23.86%	20.40%	17.89%	23.69%	20.61%	19.09%	18.80%	21.79%	18.94%	16.61%	10.40%	9.27%	11.32%	14.76%	10.86%	25.19%	13.69%	12.79%	21.93%	15.21%	10.36%	4.33%	5.18%	14.99%	13.28%	11.92%	24.57%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	91	3	10	0	4	0	4	3	1	2	0	7	6	4	1	1	3	3	7	5	1	1	0	2	5	0	2	5	0	0	2	0	0	3	2	1	2	1									
		0.31%	0.25%	1.07%	0.00%	0.55%	0.00%	0.33%	0.26%	0.06%	0.29%	0.00%	0.80%	0.63%	0.39%	0.10%	0.11%	0.31%	0.36%	0.69%	0.43%	0.12%	0.12%	0.00%	0.27%	0.60%	0.00%	0.51%	0.87%	0.00%	0.00%	0.27%	0.00%	0.00%	0.32%	0.49%	0.41%	0.36%	0.19%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1186	45	62	23	36	15	46	34	8	30	13	64	51	63	66	49	45	23	66	67	47	33	16	27	26	7	9	26	33	42	33	18	6	12	18	3	23	1									
		4.04%	3.71%	6.63%	2.44%	4.99%	2.10%	3.80%	2.98%	0.52%	4.31%	1.73%	7.27%	5.39%	6.16%	6.65%	5.31%	4.67%	2.77%	6.51%	5.72%	5.70%	4.08%	3.09%	3.68%	3.10%	3.17%	2.29%	4.51%	4.22%	7.81%	4.52%	2.52%	1.44%	1.27%	4.42%	1.24%	4.09%	0.19%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
