Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																		
Дата голосования: 18.09.2016																																																																		
																																																																		
Наименование Избирательной комиссии:    Ртищевская																																																																		
																																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																																		
																																																																		
		Сумма	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1883									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	63	0	0	5	2	2	1	4	1	2	1	4	4	2	1	1	4	3	0	3	0	0	6	0	0	0	0	0	1	2	0	0	0	0	3	0	0	0	1	0	0	0	0	1	1	0	0	0	0	4	0	2	2	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	152	3	7	5	2	10	7	3	12	2	7	11	1	6	9	0	8	0	10	3	4	8	2	0	0	0	0	1	4	0	0	2	0	1	0	0	0	4	0	3	0	0	0	3	1	0	1	3	0	4	1	0	2	0	2	0									
		0.57%	0.87%	1.80%	0.45%	0.22%	1.41%	0.50%	0.28%	1.36%	0.30%	1.23%	1.57%	0.09%	1.01%	1.13%	0.00%	1.85%	0.00%	1.95%	0.38%	0.53%	0.76%	0.23%	0.00%	0.00%	0.00%	0.00%	0.66%	1.63%	0.00%	0.00%	0.83%	0.00%	0.26%	0.00%	0.00%	0.00%	1.03%	0.00%	1.31%	0.00%	0.00%	0.00%	0.50%	0.65%	0.00%	0.35%	1.35%	0.00%	0.61%	0.26%	0.00%	0.30%	0.00%	0.97%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	496	0	15	4	18	15	16	16	82	24	26	25	1	13	40	6	8	5	13	5	24	18	7	4	0	0	13	2	3	4	2	2	0	5	0	3	2	4	4	2	0	6	0	4	7	5	8	3	0	13	4	2	4	3	6	0									
		1.88%	0.00%	3.86%	0.36%	2.01%	2.12%	1.14%	1.52%	9.30%	3.65%	4.59%	3.58%	0.09%	2.18%	5.03%	2.54%	1.85%	0.38%	2.53%	0.64%	3.17%	1.70%	0.80%	1.41%	0.00%	0.00%	4.15%	1.32%	1.22%	2.15%	0.94%	0.83%	0.00%	1.31%	0.00%	1.19%	0.93%	1.03%	1.38%	0.87%	0.00%	1.71%	0.00%	0.67%	4.58%	3.29%	2.84%	1.35%	0.00%	1.97%	1.02%	1.94%	0.60%	1.27%	2.90%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	242	0	8	0	15	20	5	7	19	11	10	13	0	17	13	4	6	3	0	5	7	12	3	1	0	0	0	0	4	0	2	1	0	6	0	0	0	2	3	0	0	0	5	4	1	1	6	5	0	5	4	0	9	1	4	0									
		0.91%	0.00%	2.06%	0.00%	1.68%	2.82%	0.36%	0.66%	2.15%	1.67%	1.76%	1.86%	0.00%	2.86%	1.64%	1.69%	1.39%	0.23%	0.00%	0.64%	0.93%	1.14%	0.34%	0.35%	0.00%	0.00%	0.00%	0.00%	1.63%	0.00%	0.94%	0.42%	0.00%	1.57%	0.00%	0.00%	0.00%	0.52%	1.03%	0.00%	0.00%	0.00%	1.56%	0.67%	0.65%	0.66%	2.13%	2.24%	0.00%	0.76%	1.02%	0.00%	1.34%	0.42%	1.93%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18827	311	188	889	540	345	1126	884	382	439	270	439	865	283	420	120	261	1089	276	633	479	858	544	238	123	100	220	105	173	130	185	193	261	272	251	214	177	282	246	178	238	274	233	485	95	122	210	154	226	450	312	74	587	156	153	69									
		71.18%	90.41%	48.33%	79.66%	60.34%	48.66%	80.43%	83.79%	43.31%	66.82%	47.62%	62.80%	80.77%	47.56%	52.83%	50.85%	60.28%	82.81%	53.70%	81.15%	63.36%	81.25%	62.10%	83.80%	83.11%	86.96%	70.29%	69.08%	70.61%	69.89%	86.85%	80.42%	80.06%	71.39%	74.93%	84.92%	81.94%	72.68%	84.83%	77.73%	80.13%	78.06%	72.81%	80.70%	62.09%	80.26%	74.47%	69.06%	83.39%	68.29%	79.80%	71.84%	87.48%	65.82%	73.91%	86.25%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	116	0	3	0	11	10	2	0	13	6	4	9	0	4	0	2	3	0	0	1	6	1	4	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	3	0	1	0	5	0	0	0	0	0	19	0	0	2	1	2	0									
		0.44%	0.00%	0.77%	0.00%	1.23%	1.41%	0.14%	0.00%	1.47%	0.91%	0.71%	1.29%	0.00%	0.67%	0.00%	0.85%	0.69%	0.00%	0.00%	0.13%	0.79%	0.09%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.30%	0.40%	0.00%	0.00%	0.34%	1.31%	0.00%	0.28%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	2.88%	0.00%	0.00%	0.30%	0.42%	0.97%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	0	0	0	0	1	0	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.15%	0.35%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.94%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.17%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2945	12	59	103	137	124	120	78	247	76	114	69	35	112	109	37	53	100	98	70	98	64	125	16	15	9	46	20	30	41	9	19	34	55	19	14	23	48	17	23	19	42	39	39	29	14	24	35	23	86	29	14	18	38	13	5									
		11.13%	3.49%	15.17%	9.23%	15.31%	17.49%	8.57%	7.39%	28.00%	11.57%	20.11%	9.87%	3.27%	18.82%	13.71%	15.68%	12.24%	7.60%	19.07%	8.97%	12.96%	6.06%	14.27%	5.63%	10.14%	7.83%	14.70%	13.16%	12.24%	22.04%	4.23%	7.92%	10.43%	14.44%	5.67%	5.56%	10.65%	12.37%	5.86%	10.04%	6.40%	11.97%	12.19%	6.49%	18.95%	9.21%	8.51%	15.70%	8.49%	13.05%	7.42%	13.59%	2.68%	16.03%	6.28%	6.25%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	75	3	3	0	0	4	0	5	3	0	4	4	1	8	8	3	1	0	1	1	2	2	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	2	0	0	0	2	0	0	1	1	0	2	2	0	0	0	2	0									
		0.28%	0.87%	0.77%	0.00%	0.00%	0.56%	0.00%	0.47%	0.34%	0.00%	0.71%	0.57%	0.09%	1.34%	1.01%	1.27%	0.23%	0.00%	0.19%	0.13%	0.26%	0.19%	0.46%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	1.03%	0.00%	0.87%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.35%	0.45%	0.00%	0.30%	0.51%	0.00%	0.00%	0.00%	0.97%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	69	0	9	0	0	1	0	3	7	2	2	2	0	8	6	1	4	0	0	0	6	0	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	2	1	0	2	3	0	0	1	0	0									
		0.26%	0.00%	2.31%	0.00%	0.00%	0.14%	0.00%	0.28%	0.79%	0.30%	0.35%	0.29%	0.00%	1.34%	0.75%	0.42%	0.92%	0.00%	0.00%	0.00%	0.79%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.54%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.71%	0.45%	0.00%	0.30%	0.77%	0.00%	0.00%	0.42%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0									
		0.04%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.09%	0.11%	0.15%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.15%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	89	0	2	0	0	2	2	4	8	3	3	1	0	8	12	1	8	3	2	1	2	1	3	0	0	0	0	0	3	0	0	1	0	5	0	0	0	0	0	1	0	3	0	1	1	0	1	2	0	3	1	0	1	0	0	0									
		0.34%	0.00%	0.51%	0.00%	0.00%	0.28%	0.14%	0.38%	0.91%	0.46%	0.53%	0.14%	0.00%	1.34%	1.51%	0.42%	1.85%	0.23%	0.39%	0.13%	0.26%	0.09%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%	0.00%	0.42%	0.00%	1.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.85%	0.00%	0.17%	0.65%	0.00%	0.35%	0.90%	0.00%	0.46%	0.26%	0.00%	0.15%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2031	8	66	79	101	105	84	36	30	61	78	68	20	80	113	33	41	87	70	43	65	51	75	23	6	6	20	21	15	8	8	16	24	32	49	11	12	27	14	12	36	22	33	31	7	8	24	14	15	54	14	6	36	10	20	3									
		7.68%	2.33%	16.97%	7.08%	11.28%	14.81%	6.00%	3.41%	3.40%	9.28%	13.76%	9.73%	1.87%	13.45%	14.21%	13.98%	9.47%	6.62%	13.62%	5.51%	8.60%	4.83%	8.56%	8.10%	4.05%	5.22%	6.39%	13.82%	6.12%	4.30%	3.76%	6.67%	7.36%	8.40%	14.63%	4.37%	5.56%	6.96%	4.83%	5.24%	12.12%	6.27%	10.31%	5.16%	4.58%	5.26%	8.51%	6.28%	5.54%	8.19%	3.58%	5.83%	5.37%	4.22%	9.66%	3.75%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	39	0	2	0	3	2	1	1	9	0	2	2	0	1	0	1	3	0	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0									
		0.15%	0.00%	0.51%	0.00%	0.34%	0.28%	0.07%	0.09%	1.02%	0.00%	0.35%	0.29%	0.00%	0.17%	0.00%	0.42%	0.69%	0.00%	0.19%	0.13%	0.26%	0.19%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1146	7	23	36	46	60	29	15	43	24	38	52	120	44	61	24	31	28	40	17	47	33	100	1	4	0	14	2	11	0	3	5	7	3	13	6	2	14	5	2	4	3	10	24	8	1	1	5	7	17	18	4	6	25	2	1									
		4.33%	2.03%	5.91%	3.23%	5.14%	8.46%	2.07%	1.42%	4.88%	3.65%	6.70%	7.44%	11.20%	7.39%	7.67%	10.17%	7.16%	2.13%	7.78%	2.18%	6.22%	3.13%	11.42%	0.35%	2.70%	0.00%	4.47%	1.32%	4.49%	0.00%	1.41%	2.08%	2.15%	0.79%	3.88%	2.38%	0.93%	3.61%	1.72%	0.87%	1.35%	0.85%	3.13%	3.99%	5.23%	0.66%	0.35%	2.24%	2.58%	2.58%	4.60%	3.88%	0.89%	10.55%	0.97%	1.25%									
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
