Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
"Наименование Избирательной комиссии:    Владикавказ, Левобережная"																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317					
		0.28%	0.80%	0.43%	0.67%	0.27%	0.0%	0.27%	0.11%	0.50%	0.40%	0.0%	0.23%	0.63%	0.38%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.49%	0.0%	0.25%	0.21%	0.26%	0.44%	0.47%	0.11%	0.36%	0.0%	1.03%	0.12%	0.0%	0.10%	0.07%	0.30%	0.13%	0.0%	0.0%	0.39%	0.15%	0.0%	0.50%	0.17%	0.38%	0.48%	0.23%	0.46%	0.60%	0.27%	2.11%	0.32%	0.20%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	125	3	2	1	6	4	2	0	1	3	0	0	4	0	0	1	0	4	0	0	0	6	5	4	4	1	8	3	4	9	1	0	0	0	4	0	3	2	6	2	6	0	0	6	0	0	1	4	1	3	2	0	3	3	0	2	1	0					
		0.21%	0.80%	0.28%	0.16%	0.27%	0.47%	0.18%	0.0%	0.12%	0.60%	0.0%	0.0%	0.31%	0.0%	0.0%	0.23%	0.0%	0.41%	0.0%	0.0%	0.0%	0.50%	0.55%	0.38%	0.49%	0.28%	0.50%	0.21%	0.35%	0.99%	0.11%	0.0%	0.0%	0.0%	0.41%	0.0%	0.32%	0.20%	0.43%	0.15%	0.39%	0.0%	0.0%	0.47%	0.0%	0.0%	0.10%	0.35%	0.09%	0.28%	0.23%	0.0%	0.22%	0.20%	0.0%	0.32%	0.10%	0.0%					
27	"10. ""Аграрная партия России"""	1884	3	6	4	24	20	52	16	13	12	42	10	41	39	3	4	0	27	0	2	10	37	16	26	11	0	12	35	36	32	48	18	19	24	31	32	24	17	55	43	228	87	125	42	56	22	32	35	26	47	22	54	45	64	23	24	55	53					
		3.30%	0.80%	0.86%	0.67%	1.10%	2.38%	4.81%	1.89%	1.65%	2.42%	2.73%	0.46%	3.23%	2.98%	3.65%	0.95%	0.0%	2.83%	0.0%	0.29%	0.93%	3.09%	1.78%	2.50%	1.37%	0.0%	0.76%	2.45%	3.16%	3.52%	5.73%	2.09%	2.31%	2.33%	3.20%	3.87%	2.58%	1.72%	3.95%	3.26%	15.07%	6.65%	8.81%	3.29%	4.40%	2.05%	3.24%	3.13%	2.51%	4.52%	2.57%	8.43%	3.39%	4.47%	1.80%	3.90%	5.60%	4.73%					
28	"11. ""Истинные патриоты России"""	84	2	0	5	3	3	5	1	1	1	0	0	0	1	0	0	0	1	0	0	0	5	0	0	1	0	4	0	2	3	10	1	0	2	0	1	0	1	1	3	2	3	1	4	1	0	1	2	0	1	2	0	0	5	0	0	4	1					
		0.14%	0.53%	0.0%	0.84%	0.13%	0.35%	0.46%	0.11%	0.12%	0.20%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.12%	0.0%	0.25%	0.0%	0.17%	0.33%	1.19%	0.11%	0.0%	0.19%	0.0%	0.12%	0.0%	0.10%	0.07%	0.22%	0.13%	0.22%	0.07%	0.31%	0.07%	0.0%	0.10%	0.17%	0.0%	0.09%	0.23%	0.0%	0.0%	0.34%	0.0%	0.0%	0.40%	0.08%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	540	2	4	8	27	5	22	7	7	5	0	9	12	20	1	3	2	20	0	0	2	12	5	16	9	1	19	12	15	14	0	19	4	0	12	8	4	5	14	5	21	9	7	11	8	10	26	10	6	13	2	12	16	15	21	6	15	2					
		0.94%	0.53%	0.57%	1.35%	1.24%	0.59%	2.03%	0.83%	0.89%	1.01%	0.0%	0.42%	0.94%	1.53%	1.21%	0.71%	7.69%	2.09%	0.0%	0.0%	0.18%	1.00%	0.55%	1.53%	1.12%	0.28%	1.20%	0.84%	1.31%	1.54%	0.0%	2.20%	0.48%	0.0%	1.24%	0.96%	0.43%	0.50%	1.00%	0.37%	1.38%	0.68%	0.49%	0.86%	0.62%	0.93%	2.63%	0.89%	0.58%	1.25%	0.23%	1.87%	1.20%	1.04%	1.64%	0.97%	1.52%	0.17%					
30	"13. ""Демократическая партия России"""	99	1	1	2	4	4	5	1	2	0	0	1	4	0	0	2	0	2	0	0	0	4	0	8	0	0	5	1	0	0	6	1	3	0	2	0	0	2	5	3	4	0	2	3	0	4	2	3	3	0	0	3	1	4	0	0	1	0					
		0.17%	0.26%	0.14%	0.33%	0.18%	0.47%	0.46%	0.11%	0.25%	0.0%	0.0%	0.04%	0.31%	0.0%	0.0%	0.47%	0.0%	0.20%	0.0%	0.0%	0.0%	0.33%	0.0%	0.76%	0.0%	0.0%	0.31%	0.07%	0.0%	0.0%	0.71%	0.11%	0.36%	0.0%	0.20%	0.0%	0.0%	0.20%	0.35%	0.22%	0.26%	0.0%	0.14%	0.23%	0.0%	0.37%	0.20%	0.26%	0.29%	0.0%	0.0%	0.46%	0.07%	0.27%	0.0%	0.0%	0.10%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	158	25	21	17	6	2	3	3	5	0	0	1	1	0	0	1	0	1	0	0	0	4	0	1	2	0	3	1	4	4	0	6	0	0	0	2	0	7	3	3	2	1	3	5	0	0	2	2	1	0	0	0	7	4	0	0	3	2					
		0.27%	6.68%	3.03%	2.88%	0.27%	0.23%	0.27%	0.35%	0.63%	0.0%	0.0%	0.04%	0.07%	0.0%	0.0%	0.23%	0.0%	0.10%	0.0%	0.0%	0.0%	0.33%	0.0%	0.09%	0.24%	0.0%	0.19%	0.07%	0.35%	0.44%	0.0%	0.69%	0.0%	0.0%	0.0%	0.24%	0.0%	0.71%	0.21%	0.22%	0.13%	0.07%	0.21%	0.39%	0.0%	0.0%	0.20%	0.17%	0.09%	0.0%	0.0%	0.0%	0.52%	0.27%	0.0%	0.0%	0.30%	0.17%					
32	"15. ""Партия СЛОН"""	79	1	2	0	7	0	2	0	6	2	0	2	0	4	0	1	0	3	0	0	0	2	1	3	2	2	0	3	1	1	0	0	0	0	1	1	0	0	0	6	0	0	1	3	1	0	2	3	1	0	0	0	7	5	0	0	2	1					
		0.13%	0.26%	0.28%	0.0%	0.32%	0.0%	0.18%	0.0%	0.76%	0.40%	0.0%	0.09%	0.0%	0.30%	0.0%	0.23%	0.0%	0.31%	0.0%	0.0%	0.0%	0.16%	0.11%	0.28%	0.24%	0.57%	0.0%	0.21%	0.08%	0.11%	0.0%	0.0%	0.0%	0.0%	0.10%	0.12%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.07%	0.23%	0.07%	0.0%	0.20%	0.26%	0.09%	0.0%	0.0%	0.0%	0.52%	0.34%	0.0%	0.0%	0.20%	0.08%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3321	4	12	18	131	72	84	50	49	31	0	6	94	150	3	14	0	65	1	0	24	117	15	104	18	0	138	135	7	65	80	67	20	36	100	67	30	67	111	122	120	40	20	122	100	68	71	84	66	0	5	61	129	130	56	33	66	43					
		5.82%	1.06%	1.73%	3.05%	6.04%	8.57%	7.77%	5.93%	6.24%	6.26%	0.0%	0.28%	7.42%	11.47%	3.65%	3.34%	0.0%	6.82%	1.12%	0.0%	2.24%	9.78%	1.67%	10.00%	2.24%	0.0%	8.76%	9.45%	0.61%	7.15%	9.55%	7.79%	2.43%	3.50%	10.34%	8.12%	3.22%	6.81%	7.98%	9.25%	7.93%	3.06%	1.41%	9.58%	7.86%	6.36%	7.19%	7.51%	6.38%	0.0%	0.58%	9.53%	9.73%	9.09%	4.38%	5.37%	6.72%	3.83%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	140	6	2	12	8	0	1	3	1	1	1	2	4	0	0	2	0	3	0	0	1	0	1	2	1	1	8	4	1	2	6	2	2	0	4	4	0	0	6	9	2	0	2	2	5	0	2	6	2	0	1	1	2	6	1	3	5	0					
		0.24%	1.60%	0.28%	2.03%	0.36%	0.0%	0.09%	0.35%	0.12%	0.20%	0.06%	0.09%	0.31%	0.0%	0.0%	0.47%	0.0%	0.31%	0.0%	0.0%	0.09%	0.0%	0.11%	0.19%	0.12%	0.28%	0.50%	0.28%	0.08%	0.22%	0.71%	0.23%	0.24%	0.0%	0.41%	0.48%	0.0%	0.0%	0.43%	0.68%	0.13%	0.0%	0.14%	0.15%	0.39%	0.0%	0.20%	0.53%	0.19%	0.0%	0.11%	0.15%	0.15%	0.41%	0.07%	0.48%	0.50%	0.0%					
35	"18. ""ЛДПР"""	3475	22	9	82	337	40	65	34	62	35	6	85	96	99	4	16	4	30	3	15	48	81	93	88	15	19	62	99	76	70	83	56	29	43	75	62	26	46	82	86	88	65	3	92	78	101	94	92	74	44	12	36	94	81	63	64	72	39					
		6.09%	5.88%	1.29%	13.92%	15.55%	4.76%	6.01%	4.03%	7.89%	7.07%	0.39%	3.98%	7.58%	7.57%	4.87%	3.82%	15.38%	3.14%	3.37%	2.18%	4.48%	6.77%	10.36%	8.46%	1.87%	5.49%	3.93%	6.93%	6.67%	7.70%	9.91%	6.51%	3.53%	4.18%	7.75%	7.51%	2.79%	4.67%	5.89%	6.52%	5.82%	4.97%	0.21%	7.22%	6.13%	9.44%	9.52%	8.22%	7.16%	4.23%	1.40%	5.62%	7.09%	5.66%	4.93%	10.42%	7.33%	3.48%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	935	7	13	2	17	10	44	3	23	13	23	0	38	24	2	3	1	20	0	13	2	18	0	30	6	1	1	23	22	38	19	29	2	0	29	15	2	5	29	46	22	19	12	31	8	41	27	26	36	0	4	16	49	29	3	10	27	2					
		1.64%	1.87%	1.87%	0.33%	0.78%	1.19%	4.07%	0.35%	2.92%	2.62%	1.49%	0.0%	3.00%	1.83%	2.43%	0.71%	3.84%	2.09%	0.0%	1.89%	0.18%	1.50%	0.0%	2.88%	0.74%	0.28%	0.06%	1.61%	1.93%	4.18%	2.27%	3.37%	0.24%	0.0%	2.99%	1.81%	0.21%	0.50%	2.08%	3.49%	1.45%	1.45%	0.84%	2.43%	0.62%	3.83%	2.73%	2.32%	3.48%	0.0%	0.46%	2.5%	3.69%	2.02%	0.23%	1.62%	2.75%	0.17%					
37	"20. ""Политическая партия ""Единая Россия"""	26881	218	445	237	974	388	340	342	249	150	1194	1677	459	464	39	265	9	386	77	482	637	465	443	372	552	103	919	683	655	299	271	331	540	691	307	329	608	520	515	433	432	632	874	459	550	503	274	357	455	670	562	213	445	461	650	239	328	709					
		47.16%	58.28%	64.21%	40.23%	44.94%	46.19%	31.48%	40.56%	31.71%	30.30%	77.73%	78.65%	36.25%	35.50%	47.56%	63.39%	34.61%	40.50%	86.51%	70.16%	59.53%	38.87%	49.38%	35.80%	68.82%	29.76%	58.38%	47.82%	57.50%	32.92%	32.37%	38.48%	65.85%	67.21%	31.74%	39.87%	65.44%	52.89%	37.05%	32.85%	28.57%	48.35%	61.63%	36.05%	43.23%	47.05%	27.76%	31.93%	44.04%	64.48%	65.65%	33.28%	33.58%	32.23%	50.94%	38.92%	33.43%	63.30%					
38	"21. ""Российская Конституционно-демократическая партия"""	88	1	7	4	5	0	4	3	5	0	0	0	2	0	0	1	0	0	0	0	1	0	0	3	1	1	2	4	1	4	3	1	0	3	1	0	0	0	1	1	3	0	1	1	2	0	4	0	0	1	1	4	3	3	0	1	5	0					
		0.15%	0.26%	1.01%	0.67%	0.23%	0.0%	0.37%	0.35%	0.63%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.28%	0.12%	0.28%	0.12%	0.28%	0.08%	0.44%	0.35%	0.11%	0.0%	0.29%	0.10%	0.0%	0.0%	0.0%	0.07%	0.07%	0.19%	0.0%	0.07%	0.07%	0.15%	0.0%	0.40%	0.0%	0.0%	0.09%	0.11%	0.62%	0.22%	0.20%	0.0%	0.16%	0.50%	0.0%					
39	"22. ""Развитие предпринимательства"""	168	0	0	2	4	3	8	3	3	5	0	0	2	0	0	5	0	5	0	0	4	4	1	5	2	0	2	4	10	2	2	3	0	0	4	2	2	0	3	4	1	1	25	3	0	0	3	1	0	0	2	2	5	9	4	4	10	4					
		0.29%	0.0%	0.0%	0.33%	0.18%	0.35%	0.74%	0.35%	0.38%	1.01%	0.0%	0.0%	0.15%	0.0%	0.0%	1.19%	0.0%	0.52%	0.0%	0.0%	0.37%	0.33%	0.11%	0.48%	0.24%	0.0%	0.12%	0.28%	0.87%	0.22%	0.23%	0.34%	0.0%	0.0%	0.41%	0.24%	0.21%	0.0%	0.21%	0.30%	0.06%	0.07%	1.76%	0.23%	0.0%	0.0%	0.30%	0.08%	0.0%	0.0%	0.23%	0.31%	0.37%	0.62%	0.31%	0.65%	1.01%	0.35%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	8714	5	29	30	214	181	196	122	144	107	186	182	189	165	3	62	2	190	1	103	185	217	143	192	65	7	235	218	113	183	134	134	136	116	181	124	141	163	266	305	197	240	250	210	221	161	219	264	173	104	127	118	229	280	175	73	173	131					
		15.29%	1.33%	4.18%	5.09%	9.87%	21.54%	18.14%	14.47%	18.34%	21.61%	12.10%	8.53%	14.92%	12.62%	3.65%	14.83%	7.69%	19.93%	1.12%	14.99%	17.28%	18.14%	15.94%	18.47%	8.10%	2.02%	14.93%	15.26%	9.92%	20.15%	16.00%	15.58%	16.58%	11.28%	18.71%	15.03%	15.17%	16.58%	19.13%	23.14%	13.02%	18.36%	17.63%	16.49%	17.37%	15.06%	22.18%	23.61%	16.74%	10.00%	14.83%	18.43%	17.28%	19.58%	13.71%	11.88%	17.63%	11.69%					
																																																																
41	Против всех	1513	9	9	41	87	26	33	14	24	22	0	39	59	34	7	0	1	31	0	6	28	0	26	33	15	51	15	29	12	26	25	26	6	26	35	25	0	26	59	37	33	30	3	46	54	20	23	36	24	31	3	20	44	44	74	20	38	28					
