Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Тербунская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	37	0	0	0	1	1	0	3	0	0	0	0	0	0	1	0	0	0	1	3	3	3	0	4	2	0	0	2	1	5	1	0	5	1									
14	Число погашенных неиспользованных открепительных удостоверений	135	4	3	2	5	3	5	4	4	3	5	5	5	2	3	4	5	5	7	5	4	2	3	3	3	5	5	5	5	5	5	4	4	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	0	0	0	1	1	0	0	2	0	1	0	0	0	0	2	1	0	1	1	2	0	2	2	0	0	1	0	0	2	2	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	91	2	1	3	2	3	1	2	2	1	2	0	2	2	5	1	5	13	10	4	4	0	4	1	3	4	0	5	1	0	3	1	3	1									
		0.81%	0.59%	0.44%	0.61%	0.57%	0.81%	0.84%	0.77%	0.56%	0.65%	1.98%	0.00%	1.27%	0.69%	1.40%	0.27%	0.64%	5.16%	1.85%	0.66%	0.80%	0.00%	1.10%	0.22%	0.96%	1.72%	0.00%	0.89%	0.31%	0.00%	0.78%	0.40%	0.83%	0.70%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	228	14	5	6	7	2	3	2	12	9	3	2	5	2	10	1	11	4	5	16	10	5	9	10	5	6	3	21	11	7	5	3	11	3									
		2.03%	4.12%	2.22%	1.21%	2.00%	0.54%	2.52%	0.77%	3.37%	5.84%	2.97%	0.37%	3.18%	0.69%	2.81%	0.27%	1.40%	1.59%	0.92%	2.65%	1.99%	1.56%	2.47%	2.16%	1.61%	2.58%	2.63%	3.72%	3.38%	3.29%	1.30%	1.20%	3.04%	2.11%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	163	10	3	2	5	5	2	2	7	3	0	2	2	3	4	1	3	0	10	22	12	13	8	8	7	3	3	3	9	3	1	1	4	2									
		1.45%	2.94%	1.33%	0.40%	1.43%	1.34%	1.68%	0.77%	1.97%	1.95%	0.00%	0.37%	1.27%	1.03%	1.12%	0.27%	0.38%	0.00%	1.85%	3.65%	2.39%	4.05%	2.19%	1.73%	2.25%	1.29%	2.63%	0.53%	2.77%	1.41%	0.26%	0.40%	1.10%	1.41%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7784	193	157	414	242	286	82	187	242	113	53	401	129	227	291	316	665	177	335	382	357	169	191	307	167	137	70	300	226	153	287	200	224	104									
		69.34%	56.76%	69.78%	83.64%	69.14%	76.88%	68.91%	71.65%	67.98%	73.38%	52.48%	73.71%	82.17%	78.28%	81.74%	84.27%	84.71%	70.24%	61.92%	63.35%	71.12%	52.65%	52.33%	66.45%	53.70%	58.80%	61.40%	53.19%	69.54%	71.83%	74.55%	79.68%	61.88%	73.24%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	34	1	0	1	0	2	0	2	2	1	1	0	1	1	0	2	1	2	0	0	0	1	1	5	3	0	1	0	2	0	1	1	1	1									
		0.30%	0.29%	0.00%	0.20%	0.00%	0.54%	0.00%	0.77%	0.56%	0.65%	0.99%	0.00%	0.64%	0.34%	0.00%	0.53%	0.13%	0.79%	0.00%	0.00%	0.00%	0.31%	0.27%	1.08%	0.96%	0.00%	0.88%	0.00%	0.62%	0.00%	0.26%	0.40%	0.28%	0.70%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	1	1	0	0	0	0	0	0	0									
		0.09%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.55%	0.00%	0.00%	0.43%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1186	45	23	25	52	35	14	31	29	20	19	39	9	17	19	18	31	35	67	78	44	44	66	73	61	36	26	81	29	17	28	13	50	12									
		10.56%	13.24%	10.22%	5.05%	14.86%	9.41%	11.76%	11.88%	8.15%	12.99%	18.81%	7.17%	5.73%	5.86%	5.34%	4.80%	3.95%	13.89%	12.38%	12.94%	8.76%	13.71%	18.08%	15.80%	19.61%	15.45%	22.81%	14.36%	8.92%	7.98%	7.27%	5.18%	13.81%	8.45%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	21	0	0	0	1	0	0	0	0	0	0	0	1	1	2	1	0	0	1	1	1	4	2	0	3	0	0	0	1	1	1	0	0	0									
		0.19%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.34%	0.56%	0.27%	0.00%	0.00%	0.18%	0.17%	0.20%	1.25%	0.55%	0.00%	0.96%	0.00%	0.00%	0.00%	0.31%	0.47%	0.26%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	26	0	1	0	2	0	0	2	1	0	0	0	0	0	1	0	0	1	5	4	0	3	1	0	0	1	1	0	1	0	0	1	0	1									
		0.23%	0.00%	0.44%	0.00%	0.57%	0.00%	0.00%	0.77%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.40%	0.92%	0.66%	0.00%	0.93%	0.27%	0.00%	0.00%	0.43%	0.88%	0.00%	0.31%	0.00%	0.00%	0.40%	0.00%	0.70%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.40%	0.18%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	31	3	0	1	1	2	0	0	2	0	0	1	0	1	0	0	2	0	0	2	1	4	0	1	1	0	0	2	2	2	0	1	2	0									
		0.28%	0.88%	0.00%	0.20%	0.29%	0.54%	0.00%	0.00%	0.56%	0.00%	0.00%	0.18%	0.00%	0.34%	0.00%	0.00%	0.25%	0.00%	0.00%	0.33%	0.20%	1.25%	0.00%	0.22%	0.32%	0.00%	0.00%	0.35%	0.62%	0.94%	0.00%	0.40%	0.55%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1272	62	31	34	28	27	15	30	41	6	21	95	7	27	19	22	57	14	83	69	48	59	56	52	53	13	6	108	31	24	46	24	50	14									
		11.33%	18.24%	13.78%	6.87%	8.00%	7.26%	12.61%	11.49%	11.52%	3.90%	20.79%	17.46%	4.46%	9.31%	5.34%	5.87%	7.26%	5.56%	15.34%	11.44%	9.56%	18.38%	15.34%	11.26%	17.04%	5.58%	5.26%	19.15%	9.54%	11.27%	11.95%	9.56%	13.81%	9.86%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	2	0	1	0	0	0	0	0	0	1	0	0	4	0	5	0	1	0	5	0	1	0	0	1	0	0	2	1	0	2	0	0	1									
		0.24%	0.59%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	1.38%	0.00%	1.33%	0.00%	0.40%	0.00%	0.83%	0.00%	0.31%	0.00%	0.00%	0.32%	0.00%	0.00%	0.35%	0.31%	0.00%	0.52%	0.00%	0.00%	0.70%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	176	5	3	6	6	5	1	2	5	0	1	4	0	4	4	6	6	2	7	17	10	12	12	5	7	4	3	3	6	5	5	2	15	3									
		1.57%	1.47%	1.33%	1.21%	1.71%	1.34%	0.84%	0.77%	1.40%	0.00%	0.99%	0.74%	0.00%	1.38%	1.12%	1.60%	0.76%	0.79%	1.29%	2.82%	1.99%	3.74%	3.29%	1.08%	2.25%	1.72%	2.63%	0.53%	1.85%	2.35%	1.30%	0.80%	4.14%	2.11%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
