Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																													
Дата голосования: 18.09.2016																																																													
																																																													
"Наименование Избирательной комиссии:    Ростов-на-Дону, Пролетарская"																																																													
																																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																																													
																																																													
		Сумма	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1960	УИК №1961	УИК №1962	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972	УИК №1973	УИК №1974	УИК №1975	УИК №1976	УИК №1977	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2450	40	40	40	40	60	60	60	40	0	40	40	40	60	60	60	0	60	60	40	60	40	60	40	60	60	60	60	40	40	40	60	60	60	0	40	40	60	60	60	60	60	40	60	60	60	60	60	60	50	40									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	1560	11	16	23	21	35	38	47	25	0	25	25	37	40	40	39	0	37	32	34	36	26	50	39	41	34	37	35	13	20	36	39	35	25	0	40	33	36	35	49	36	29	29	31	28	38	39	49	41	41	15									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	896	8	11	37	2	5	17	14	34	157	11	48	27	43	34	6	18	20	32	5	8	7	16	22	10	6	6	14	11	8	16	2	6	50	1	9	17	5	4	8	17	24	11	24	6	8	6	25	5	15	0									
14	Число погашенных неиспользованных открепительных удостоверений	890	29	24	17	19	25	22	13	15	0	15	15	3	20	20	21	0	23	28	6	24	14	10	1	19	26	23	25	27	20	4	21	25	35	0	0	7	24	25	11	24	31	11	29	32	22	21	11	19	9	25									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	126	1	3	3	6	0	1	3	1	0	7	0	6	3	3	5	0	2	4	0	2	3	1	4	1	9	5	7	1	2	1	0	3	2	0	0	1	2	7	9	2	1	2	1	3	1	2	1	3	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	614	6	5	0	19	16	23	23	9	3	20	12	4	0	17	13	1	0	16	13	12	3	15	13	8	12	14	19	13	7	9	20	18	11	1	1	18	9	21	15	16	23	4	6	13	24	26	27	10	19	7									
		1.57%	0.98%	1.15%	0.00%	2.94%	2.10%	3.58%	3.38%	1.04%	0.68%	2.24%	2.24%	0.50%	0.00%	2.23%	1.64%	0.63%	0.00%	2.10%	3.78%	0.79%	0.51%	2.27%	2.43%	1.14%	0.88%	2.59%	1.51%	2.73%	1.60%	1.41%	2.66%	2.29%	1.61%	0.19%	0.09%	2.18%	0.99%	1.23%	1.55%	2.14%	3.01%	0.43%	0.57%	1.93%	2.88%	3.17%	3.31%	0.95%	1.71%	1.26%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	587	10	9	0	14	13	17	11	12	10	17	11	5	0	7	15	4	0	21	6	18	13	9	16	11	9	11	3	15	11	21	18	23	14	0	13	13	11	14	15	20	19	3	7	19	20	16	14	12	14	3									
		1.50%	1.64%	2.07%	0.00%	2.17%	1.71%	2.65%	1.62%	1.39%	2.27%	1.91%	2.06%	0.62%	0.00%	0.92%	1.89%	2.50%	0.00%	2.76%	1.74%	1.19%	2.20%	1.36%	2.99%	1.57%	0.66%	2.03%	0.24%	3.15%	2.52%	3.30%	2.39%	2.92%	2.05%	0.00%	1.14%	1.57%	1.22%	0.82%	1.55%	2.67%	2.48%	0.32%	0.66%	2.83%	2.40%	1.95%	1.72%	1.14%	1.26%	0.54%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	655	17	8	13	8	17	9	6	17	6	19	15	7	0	17	16	1	19	11	7	9	11	13	8	9	57	6	32	7	16	15	14	22	2	1	6	13	6	20	6	11	23	18	6	6	25	21	16	24	14	5									
		1.67%	2.78%	1.84%	1.82%	1.24%	2.23%	1.40%	0.88%	1.97%	1.36%	2.13%	2.80%	0.87%	0.00%	2.23%	2.01%	0.63%	1.58%	1.45%	2.03%	0.59%	1.86%	1.97%	1.50%	1.28%	4.18%	1.11%	2.54%	1.47%	3.66%	2.35%	1.86%	2.80%	0.29%	0.19%	0.53%	1.57%	0.66%	1.17%	0.62%	1.47%	3.01%	1.94%	0.57%	0.89%	3.00%	2.56%	1.96%	2.28%	1.26%	0.90%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	23807	459	257	532	261	390	328	387	544	300	590	220	467	601	431	426	135	686	381	172	1213	347	373	262	419	1090	259	831	256	185	362	357	403	427	494	778	551	559	1304	597	373	318	557	627	303	343	351	347	722	792	440									
		60.69%	75.12%	59.08%	74.41%	40.40%	51.18%	51.09%	56.91%	62.89%	68.03%	66.22%	41.12%	58.23%	74.20%	56.56%	53.58%	84.38%	56.98%	50.07%	50.00%	80.12%	58.61%	56.43%	48.97%	59.69%	79.85%	47.87%	66.00%	53.78%	42.33%	56.83%	47.47%	51.21%	62.61%	94.64%	68.31%	66.71%	61.84%	76.21%	61.61%	49.80%	41.57%	59.96%	59.54%	45.09%	41.18%	42.75%	42.58%	68.63%	71.42%	79.28%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	283	5	2	8	16	7	3	5	10	5	2	8	2	0	9	1	1	0	10	1	5	12	3	9	5	2	2	11	5	5	3	2	6	5	5	6	7	2	7	3	4	11	2	6	9	7	17	16	3	6	2									
		0.72%	0.82%	0.46%	1.12%	2.48%	0.92%	0.47%	0.74%	1.16%	1.13%	0.22%	1.50%	0.25%	0.00%	1.18%	0.13%	0.63%	0.00%	1.31%	0.29%	0.33%	2.03%	0.45%	1.68%	0.71%	0.15%	0.37%	0.87%	1.05%	1.14%	0.47%	0.27%	0.76%	0.73%	0.96%	0.53%	0.85%	0.22%	0.41%	0.31%	0.53%	1.44%	0.22%	0.57%	1.34%	0.84%	2.07%	1.96%	0.29%	0.54%	0.36%									
24	"6. Политическая партия ""Гражданская Платформа"""	118	1	0	2	2	1	4	1	1	0	0	1	2	0	2	3	0	0	2	1	2	3	0	4	3	1	0	12	1	0	4	0	2	1	0	28	1	4	3	3	3	3	1	2	1	6	1	3	0	3	0									
		0.30%	0.16%	0.00%	0.28%	0.31%	0.13%	0.62%	0.15%	0.12%	0.00%	0.00%	0.19%	0.25%	0.00%	0.26%	0.38%	0.00%	0.00%	0.26%	0.29%	0.13%	0.51%	0.00%	0.75%	0.43%	0.07%	0.00%	0.95%	0.21%	0.00%	0.63%	0.00%	0.25%	0.15%	0.00%	2.46%	0.12%	0.44%	0.18%	0.31%	0.40%	0.39%	0.11%	0.19%	0.15%	0.72%	0.12%	0.37%	0.00%	0.27%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3933	36	51	45	77	65	87	78	101	38	62	87	36	75	90	100	6	61	81	44	111	64	64	74	73	70	86	104	65	74	95	140	119	102	9	54	85	98	107	108	111	114	50	42	93	140	123	147	69	89	33									
		10.03%	5.89%	11.72%	6.29%	11.92%	8.53%	13.55%	11.47%	11.68%	8.62%	6.96%	16.26%	4.49%	9.26%	11.81%	12.58%	3.75%	5.07%	10.64%	12.79%	7.33%	10.81%	9.68%	13.83%	10.40%	5.13%	15.90%	8.26%	13.66%	16.93%	14.91%	18.62%	15.12%	14.96%	1.72%	4.74%	10.29%	10.84%	6.25%	11.15%	14.82%	14.90%	5.38%	3.99%	13.84%	16.81%	14.98%	18.04%	6.56%	8.03%	5.95%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	382	12	2	4	12	15	11	3	13	3	12	5	4	0	17	7	0	37	12	6	6	4	8	12	18	7	5	5	3	3	2	5	7	2	0	2	6	4	10	7	6	8	1	17	10	8	10	11	11	9	0									
		0.97%	1.96%	0.46%	0.56%	1.86%	1.97%	1.71%	0.44%	1.50%	0.68%	1.35%	0.93%	0.50%	0.00%	2.23%	0.88%	0.00%	3.07%	1.58%	1.74%	0.40%	0.68%	1.21%	2.24%	2.56%	0.51%	0.92%	0.40%	0.63%	0.69%	0.31%	0.66%	0.89%	0.29%	0.00%	0.18%	0.73%	0.44%	0.58%	0.72%	0.80%	1.05%	0.11%	1.61%	1.49%	0.96%	1.22%	1.35%	1.05%	0.81%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	516	1	10	10	23	17	17	4	9	5	17	10	3	0	14	18	1	0	19	7	18	7	15	8	9	23	5	12	7	12	7	11	16	12	0	10	7	10	17	5	12	14	5	8	16	11	16	19	1	16	2									
		1.32%	0.16%	2.30%	1.40%	3.56%	2.23%	2.65%	0.59%	1.04%	1.13%	1.91%	1.87%	0.37%	0.00%	1.84%	2.26%	0.63%	0.00%	2.50%	2.03%	1.19%	1.18%	2.27%	1.50%	1.28%	1.68%	0.92%	0.95%	1.47%	2.75%	1.10%	1.46%	2.03%	1.76%	0.00%	0.88%	0.85%	1.11%	0.99%	0.52%	1.60%	1.83%	0.54%	0.76%	2.38%	1.32%	1.95%	2.33%	0.10%	1.44%	0.36%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	69	0	0	0	1	0	2	3	0	1	0	0	2	0	0	1	2	0	2	0	1	0	1	0	0	0	1	9	0	0	0	1	0	1	4	21	1	2	0	0	1	0	2	0	0	6	2	2	0	0	0									
		0.18%	0.00%	0.00%	0.00%	0.15%	0.00%	0.31%	0.44%	0.00%	0.23%	0.00%	0.00%	0.25%	0.00%	0.00%	0.13%	1.25%	0.00%	0.26%	0.00%	0.07%	0.00%	0.15%	0.00%	0.00%	0.00%	0.18%	0.71%	0.00%	0.00%	0.00%	0.13%	0.00%	0.15%	0.77%	1.84%	0.12%	0.22%	0.00%	0.00%	0.13%	0.00%	0.22%	0.00%	0.00%	0.72%	0.24%	0.25%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	868	17	21	16	39	41	20	25	15	6	22	27	7	6	32	30	1	15	46	11	14	17	22	18	13	8	18	4	11	10	9	14	17	15	2	5	15	11	22	8	14	26	47	7	19	20	29	15	16	22	3									
		2.21%	2.78%	4.83%	2.24%	6.04%	5.38%	3.12%	3.68%	1.73%	1.36%	2.47%	5.05%	0.87%	0.74%	4.20%	3.77%	0.63%	1.25%	6.04%	3.20%	0.92%	2.87%	3.33%	3.36%	1.85%	0.59%	3.33%	0.32%	2.31%	2.29%	1.41%	1.86%	2.16%	2.20%	0.38%	0.44%	1.82%	1.22%	1.29%	0.83%	1.87%	3.40%	5.06%	0.66%	2.83%	2.40%	3.53%	1.84%	1.52%	1.98%	0.54%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5030	29	48	62	130	118	82	105	104	48	90	107	159	98	88	115	5	241	112	49	84	97	109	77	96	65	100	113	71	89	75	121	103	70	6	194	60	138	126	127	131	125	120	194	97	134	138	119	123	87	51									
		12.82%	4.75%	11.03%	8.67%	20.12%	15.49%	12.77%	15.44%	12.02%	10.88%	10.10%	20.00%	19.83%	12.10%	11.55%	14.47%	3.13%	20.02%	14.72%	14.24%	5.55%	16.39%	16.49%	14.39%	13.68%	4.76%	18.48%	8.98%	14.92%	20.37%	11.77%	16.09%	13.09%	10.26%	1.15%	17.03%	7.26%	15.27%	7.36%	13.11%	17.49%	16.34%	12.92%	18.42%	14.43%	16.09%	16.81%	14.60%	11.69%	7.84%	9.19%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	107	1	2	7	4	1	0	5	3	0	0	3	3	0	6	1	0	0	6	1	1	1	0	2	3	1	2	6	3	1	3	5	1	1	0	0	2	2	2	2	2	2	10	0	2	4	3	2	1	0	0									
		0.27%	0.16%	0.46%	0.98%	0.62%	0.13%	0.00%	0.74%	0.35%	0.00%	0.00%	0.56%	0.37%	0.00%	0.79%	0.13%	0.00%	0.00%	0.79%	0.29%	0.07%	0.17%	0.00%	0.37%	0.43%	0.07%	0.37%	0.48%	0.63%	0.23%	0.47%	0.66%	0.13%	0.15%	0.00%	0.00%	0.24%	0.22%	0.12%	0.21%	0.27%	0.26%	1.08%	0.00%	0.30%	0.48%	0.37%	0.25%	0.10%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1887	14	15	13	31	47	28	22	21	10	33	23	94	30	24	40	3	145	32	21	20	13	26	26	21	17	26	93	19	16	19	32	39	11	0	11	42	44	48	55	26	55	105	121	81	72	49	62	49	36	7									
		4.81%	2.29%	3.45%	1.82%	4.80%	6.17%	4.36%	3.24%	2.43%	2.27%	3.70%	4.30%	11.72%	3.70%	3.15%	5.03%	1.88%	12.04%	4.20%	6.10%	1.32%	2.20%	3.93%	4.86%	2.99%	1.25%	4.81%	7.39%	3.99%	3.66%	2.98%	4.26%	4.96%	1.61%	0.00%	0.97%	5.08%	4.87%	2.81%	5.68%	3.47%	7.19%	11.30%	11.49%	12.05%	8.64%	5.97%	7.61%	4.66%	3.25%	1.26%									
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
