Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Аскинская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	2	35	48	4	5	6	3	6	3	4	12	5	9	14	6	5	3	8	7	19	9	4	6	5	5	2	4	6	5	4	5	2	6	3	7	18	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	151	1	32	42	1	0	0	0	1	0	2	3	0	0	12	0	3	0	4	0	19	0	1	2	2	1	0	3	1	0	0	0	0	0	0	4	17	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	143	4	13	7	3	3	5	1	3	2	0	7	1	1	5	7	6	6	4	2	15	2	3	2	4	1	1	2	2	3	0	1	5	5	4	0	9	4					
14	Число погашенных открепительных удостоверений	149	1	3	6	3	5	6	3	5	3	2	9	5	9	2	6	2	3	4	7	0	9	3	4	3	4	2	1	5	5	4	5	2	6	3	3	1	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	"1. ""ЕДИНЕНИЕ"""	579	4	53	63	5	8	17	2	4	10	12	22	8	10	26	11	14	16	18	17	40	10	10	8	8	32	5	7	17	4	6	9	4	15	21	14	46	3					
		4.12%	4.16%	3.33%	2.93%	2.34%	3.04%	5.53%	1.55%	1.40%	5.91%	5.94%	3.35%	4.37%	2.12%	4.01%	4.62%	5.80%	12.12%	3.82%	5.21%	4.37%	2.59%	4.97%	3.10%	3.04%	14.28%	6.25%	4.40%	6.22%	1.68%	2.92%	4.34%	5.12%	5.03%	11.29%	4.87%	5.89%	1.26%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	102	1	24	27	2	4	1	2	1	0	2	2	0	0	4	1	3	0	2	0	3	6	0	2	0	1	1	1	1	1	0	6	0	0	0	0	3	1					
		0.72%	1.04%	1.51%	1.25%	0.93%	1.52%	0.32%	1.55%	0.35%	0.0%	0.99%	0.30%	0.0%	0.0%	0.61%	0.42%	1.24%	0.0%	0.42%	0.0%	0.32%	1.55%	0.0%	0.77%	0.0%	0.44%	1.25%	0.62%	0.36%	0.42%	0.0%	2.89%	0.0%	0.0%	0.0%	0.0%	0.38%	0.42%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	335	5	53	63	10	5	9	4	4	1	5	9	0	7	17	3	4	4	10	6	15	6	3	4	1	1	8	5	9	10	2	13	0	6	1	13	19	0					
		2.38%	5.20%	3.33%	2.93%	4.69%	1.90%	2.93%	3.10%	1.40%	0.59%	2.47%	1.37%	0.0%	1.48%	2.62%	1.26%	1.65%	3.03%	2.12%	1.84%	1.63%	1.55%	1.49%	1.55%	0.38%	0.44%	10.0%	3.14%	3.29%	4.21%	0.97%	6.28%	0.0%	2.01%	0.53%	4.52%	2.43%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	72	2	13	14	2	1	0	1	2	1	3	2	1	0	3	2	3	1	3	0	0	1	3	2	0	1	0	1	0	0	1	0	0	0	1	0	7	1					
		0.51%	2.08%	0.81%	0.65%	0.93%	0.38%	0.0%	0.77%	0.70%	0.59%	1.48%	0.30%	0.54%	0.0%	0.46%	0.84%	1.24%	0.75%	0.63%	0.0%	0.0%	0.25%	1.49%	0.77%	0.0%	0.44%	0.0%	0.62%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.53%	0.0%	0.89%	0.42%					
22	"5. ""За Русь Святую"""	43	0	4	7	0	0	2	1	1	0	0	3	0	0	2	0	0	0	2	1	1	1	4	0	1	0	1	2	0	1	0	2	1	0	0	0	6	0					
		0.30%	0.0%	0.25%	0.32%	0.0%	0.0%	0.65%	0.77%	0.35%	0.0%	0.0%	0.45%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.42%	0.30%	0.10%	0.25%	1.99%	0.0%	0.38%	0.0%	1.25%	1.25%	0.0%	0.42%	0.0%	0.96%	1.28%	0.0%	0.0%	0.0%	0.76%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	60	0	4	7	0	2	6	1	1	0	2	2	0	4	3	1	0	3	1	1	3	4	2	2	1	1	0	0	1	1	1	0	0	0	0	0	4	2					
		0.42%	0.0%	0.25%	0.32%	0.0%	0.76%	1.95%	0.77%	0.35%	0.0%	0.99%	0.30%	0.0%	0.85%	0.46%	0.42%	0.0%	2.27%	0.21%	0.30%	0.32%	1.03%	0.99%	0.77%	0.38%	0.44%	0.0%	0.0%	0.36%	0.42%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.84%					
24	"7. ""Новый курс - Автомобильная Россия"""	64	0	0	19	0	0	0	0	1	0	1	1	0	1	2	0	2	0	2	2	9	1	2	5	0	0	0	0	0	1	0	0	0	0	0	0	11	4					
		0.45%	0.0%	0.0%	0.88%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.49%	0.15%	0.0%	0.21%	0.30%	0.0%	0.82%	0.0%	0.42%	0.61%	0.98%	0.25%	0.99%	1.93%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.41%	1.68%					
25	"8. ""Народно-республиканская партия России"""	58	0	11	4	3	1	1	0	0	1	1	1	0	0	2	2	1	1	1	1	6	0	3	1	0	2	0	2	1	2	2	1	0	0	1	0	6	0					
		0.41%	0.0%	0.69%	0.18%	1.40%	0.38%	0.32%	0.0%	0.0%	0.59%	0.49%	0.15%	0.0%	0.0%	0.30%	0.84%	0.41%	0.75%	0.21%	0.30%	0.65%	0.0%	1.49%	0.38%	0.0%	0.89%	0.0%	1.25%	0.36%	0.84%	0.97%	0.48%	0.0%	0.0%	0.53%	0.0%	0.76%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	35	0	1	4	0	0	0	0	1	0	0	2	0	2	1	0	0	0	2	1	5	2	0	1	0	2	0	0	0	1	0	0	0	0	2	0	8	0					
		0.24%	0.0%	0.06%	0.18%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.30%	0.0%	0.42%	0.15%	0.0%	0.0%	0.0%	0.42%	0.30%	0.54%	0.51%	0.0%	0.38%	0.0%	0.89%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	1.07%	0.0%	1.02%	0.0%					
27	"10. ""Аграрная партия России"""	698	1	63	94	11	17	3	8	3	10	10	13	4	21	66	10	12	13	49	19	34	29	11	15	2	8	8	3	13	26	6	17	3	0	4	22	65	5					
		4.97%	1.04%	3.96%	4.38%	5.16%	6.46%	0.97%	6.20%	1.05%	5.91%	4.95%	1.98%	2.18%	4.46%	10.20%	4.20%	4.97%	9.84%	10.40%	5.82%	3.71%	7.53%	5.47%	5.81%	0.76%	3.57%	10.0%	1.88%	4.76%	10.97%	2.92%	8.21%	3.84%	0.0%	2.15%	7.66%	8.33%	2.10%					
28	"11. ""Истинные патриоты России"""	67	1	6	6	0	0	5	0	0	0	4	0	0	14	4	1	0	1	2	0	1	2	0	2	0	0	0	0	1	3	1	1	1	8	1	0	2	0					
		0.47%	1.04%	0.37%	0.27%	0.0%	0.0%	1.62%	0.0%	0.0%	0.0%	1.98%	0.0%	0.0%	2.97%	0.61%	0.42%	0.0%	0.75%	0.42%	0.0%	0.10%	0.51%	0.0%	0.77%	0.0%	0.0%	0.0%	0.0%	0.36%	1.26%	0.48%	0.48%	1.28%	2.68%	0.53%	0.0%	0.25%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	119	0	23	13	2	0	4	4	4	0	1	3	2	4	2	0	2	1	5	1	6	6	1	2	5	5	3	0	1	0	2	9	1	0	1	0	6	0					
		0.84%	0.0%	1.44%	0.60%	0.93%	0.0%	1.30%	3.10%	1.40%	0.0%	0.49%	0.45%	1.09%	0.85%	0.30%	0.0%	0.82%	0.75%	1.06%	0.30%	0.65%	1.55%	0.49%	0.77%	1.90%	2.23%	3.75%	0.0%	0.36%	0.0%	0.97%	4.34%	1.28%	0.0%	0.53%	0.0%	0.76%	0.0%					
30	"13. ""Демократическая партия России"""	76	1	9	5	3	0	2	2	2	1	0	0	0	2	5	3	2	2	1	0	4	2	4	1	2	0	1	0	4	2	0	0	0	0	1	0	15	0					
		0.54%	1.04%	0.56%	0.23%	1.40%	0.0%	0.65%	1.55%	0.70%	0.59%	0.0%	0.0%	0.0%	0.42%	0.77%	1.26%	0.82%	1.51%	0.21%	0.0%	0.43%	0.51%	1.99%	0.38%	0.76%	0.0%	1.25%	0.0%	1.46%	0.84%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%	1.92%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	41	0	10	1	2	0	0	0	0	1	0	1	0	1	0	1	4	0	0	1	4	3	0	1	0	1	0	1	0	0	2	0	0	0	0	0	4	3					
		0.29%	0.0%	0.62%	0.04%	0.93%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.15%	0.0%	0.21%	0.0%	0.42%	1.65%	0.0%	0.0%	0.30%	0.43%	0.77%	0.0%	0.38%	0.0%	0.44%	0.0%	0.62%	0.0%	0.0%	0.97%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	1.26%					
32	"15. ""Партия СЛОН"""	35	0	13	6	1	0	0	0	0	0	1	1	0	0	3	1	1	0	1	2	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0					
		0.24%	0.0%	0.81%	0.27%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.15%	0.0%	0.0%	0.46%	0.42%	0.41%	0.0%	0.21%	0.61%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	1.28%	0.0%	0.0%	0.0%	0.12%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	318	2	55	75	3	27	16	2	5	3	0	17	13	3	10	5	3	1	15	0	7	6	6	6	4	7	2	0	9	2	0	1	0	0	0	0	11	2					
		2.26%	2.08%	3.46%	3.49%	1.40%	10.26%	5.21%	1.55%	1.76%	1.77%	0.0%	2.59%	7.10%	0.63%	1.54%	2.10%	1.24%	0.75%	3.18%	0.0%	0.76%	1.55%	2.98%	2.32%	1.52%	3.12%	2.5%	0.0%	3.29%	0.84%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	1.41%	0.84%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	143	1	9	22	3	1	3	0	0	0	2	10	2	0	2	4	5	2	4	2	8	12	1	9	4	7	0	3	4	1	2	4	0	0	2	0	13	1					
		1.01%	1.04%	0.56%	1.02%	1.40%	0.38%	0.97%	0.0%	0.0%	0.0%	0.99%	1.52%	1.09%	0.0%	0.30%	1.68%	2.07%	1.51%	0.84%	0.61%	0.87%	3.11%	0.49%	3.48%	1.52%	3.12%	0.0%	1.88%	1.46%	0.42%	0.97%	1.93%	0.0%	0.0%	1.07%	0.0%	1.66%	0.42%					
35	"18. ""ЛДПР"""	784	15	157	194	8	11	9	27	16	11	7	25	5	7	20	9	13	5	11	25	22	8	22	9	9	4	18	5	8	14	12	13	2	0	2	20	29	12					
		5.58%	15.62%	9.88%	9.05%	3.75%	4.18%	2.93%	20.93%	5.63%	6.50%	3.46%	3.81%	2.73%	1.48%	3.09%	3.78%	5.39%	3.78%	2.33%	7.66%	2.40%	2.07%	10.94%	3.48%	3.42%	1.78%	22.5%	3.14%	2.93%	5.90%	5.85%	6.28%	2.56%	0.0%	1.07%	6.96%	3.71%	5.06%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	281	2	76	64	6	5	3	5	1	2	5	6	1	7	6	2	2	0	7	3	17	4	2	2	3	5	1	0	4	5	0	6	0	0	0	8	18	3					
		2.00%	2.08%	4.78%	2.98%	2.81%	1.90%	0.97%	3.87%	0.35%	1.18%	2.47%	0.91%	0.54%	1.48%	0.92%	0.84%	0.82%	0.0%	1.48%	0.92%	1.85%	1.03%	0.99%	0.77%	1.14%	2.23%	1.25%	0.0%	1.46%	2.10%	0.0%	2.89%	0.0%	0.0%	0.0%	2.78%	2.30%	1.26%					
37	"20. ""Политическая партия ""Единая Россия"""	7765	51	692	1035	124	120	182	34	216	99	125	446	128	357	373	145	139	65	230	214	514	224	95	152	176	104	15	103	153	119	145	86	51	243	131	171	345	163					
		55.34%	53.12%	43.57%	48.29%	58.21%	45.62%	59.28%	26.35%	76.05%	58.57%	61.88%	67.98%	69.94%	75.95%	57.65%	60.92%	57.67%	49.24%	48.83%	65.64%	56.17%	58.18%	47.26%	58.91%	66.92%	46.42%	18.75%	64.77%	56.04%	50.21%	70.73%	41.54%	65.38%	81.54%	70.43%	59.58%	44.23%	68.77%					
38	"21. ""Российская Конституционно-демократическая партия"""	73	2	7	8	1	0	0	0	1	2	4	2	0	2	1	1	0	2	4	1	10	1	2	3	6	0	0	3	2	3	0	0	0	0	0	0	4	1					
		0.52%	2.08%	0.44%	0.37%	0.46%	0.0%	0.0%	0.0%	0.35%	1.18%	1.98%	0.30%	0.0%	0.42%	0.15%	0.42%	0.0%	1.51%	0.84%	0.30%	1.09%	0.25%	0.99%	1.16%	2.28%	0.0%	0.0%	1.88%	0.73%	1.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.42%					
39	"22. ""Развитие предпринимательства"""	55	0	5	15	0	1	0	1	0	0	0	2	0	1	2	0	2	0	0	2	8	2	0	2	0	1	1	0	2	0	0	1	0	0	1	0	5	1					
		0.39%	0.0%	0.31%	0.69%	0.0%	0.38%	0.0%	0.77%	0.0%	0.0%	0.0%	0.30%	0.0%	0.21%	0.30%	0.0%	0.82%	0.0%	0.0%	0.61%	0.87%	0.51%	0.0%	0.77%	0.0%	0.44%	1.25%	0.0%	0.73%	0.0%	0.0%	0.48%	0.0%	0.0%	0.53%	0.0%	0.64%	0.42%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1495	6	189	292	14	59	33	21	13	16	13	58	11	17	64	23	14	8	63	16	120	32	12	14	21	20	13	20	31	34	17	21	12	26	5	37	100	30					
		10.65%	6.25%	11.90%	13.62%	6.57%	22.43%	10.74%	16.27%	4.57%	9.46%	6.43%	8.84%	6.01%	3.61%	9.89%	9.66%	5.80%	6.06%	13.37%	4.90%	13.11%	8.31%	5.97%	5.42%	7.98%	8.92%	16.25%	12.57%	11.35%	14.34%	8.29%	10.14%	15.38%	8.72%	2.68%	12.89%	12.82%	12.65%					
																																												
41	Против всех	273	1	55	56	1	1	4	2	3	2	3	10	4	10	16	2	6	1	13	4	19	5	5	7	7	2	1	2	4	4	3	6	0	0	1	0	10	3					
		1.94%	1.04%	3.46%	2.61%	0.46%	0.38%	1.30%	1.55%	1.05%	1.18%	1.48%	1.52%	2.18%	2.12%	2.47%	0.84%	2.48%	0.75%	2.76%	1.22%	2.07%	1.29%	2.48%	2.71%	2.66%	0.89%	1.25%	1.25%	1.46%	1.68%	1.46%	2.89%	0.0%	0.0%	0.53%	0.0%	1.28%	1.26%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
