Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																														
Дата голосования: 18.09.2016																																																														
																																																														
Наименование Избирательной комиссии:    Карталинская																																																														
																																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																																														
																																																														
		Сумма	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1713	УИК №1714									
14	Число погашенных неиспользованных открепительных удостоверений	174	2	9	5	7	5	5	2	9	13	2	8	0	3	3	0	2	8	2	3	3	0	3	3	3	3	0	3	1	3	3	5	3	2	2	8	6	3	5	0	1	7	2	2	3	0	1	0	3	3	3	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	132	3	3	5	2	2	4	3	8	7	5	6	7	7	7	0	0	0	4	1	0	0	0	0	0	15	3	0	0	0	0	1	4	0	0	8	2	0	1	0	0	15	2	1	0	0	3	0	0	3	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	233	8	3	0	8	8	4	4	4	19	9	7	11	14	11	2	0	7	5	1	1	0	1	1	1	7	1	2	4	0	0	7	9	1	0	5	7	0	16	1	3	11	0	0	2	4	10	2	5	5	0	2									
		1.51%	1.87%	0.66%	0.00%	1.92%	1.79%	0.70%	0.90%	0.72%	2.79%	1.42%	1.24%	2.15%	2.27%	1.96%	0.65%	0.00%	1.74%	1.15%	1.64%	1.35%	0.00%	1.32%	2.27%	0.96%	1.68%	0.54%	1.85%	0.81%	0.00%	0.00%	1.99%	1.74%	1.25%	0.00%	1.29%	6.60%	0.00%	2.82%	0.37%	1.94%	2.37%	0.00%	0.00%	2.33%	1.09%	3.26%	1.39%	5.49%	1.22%	0.00%	1.65%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	447	10	14	12	11	7	17	17	16	19	13	13	10	22	32	6	8	8	11	1	1	5	3	2	3	20	5	1	12	5	0	19	22	1	5	2	3	1	22	10	2	9	6	3	3	9	6	1	1	14	1	3									
		2.89%	2.34%	3.06%	2.97%	2.64%	1.56%	2.98%	3.83%	2.86%	2.79%	2.05%	2.30%	1.95%	3.57%	5.71%	1.96%	3.72%	1.99%	2.54%	1.64%	1.35%	2.26%	3.95%	4.55%	2.88%	4.81%	2.69%	0.93%	2.42%	7.35%	0.00%	5.40%	4.25%	1.25%	11.63%	0.52%	2.83%	0.85%	3.88%	3.73%	1.29%	1.94%	3.95%	4.55%	3.49%	2.45%	1.95%	0.69%	1.10%	3.42%	1.25%	2.48%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	301	8	8	11	8	8	14	13	17	24	12	4	10	11	6	5	6	13	4	0	0	2	0	0	2	11	2	2	13	0	1	2	9	1	0	2	2	1	11	7	7	13	0	1	0	6	3	6	0	12	1	2									
		1.95%	1.87%	1.75%	2.72%	1.92%	1.79%	2.46%	2.93%	3.04%	3.53%	1.89%	0.71%	1.95%	1.79%	1.07%	1.63%	2.79%	3.23%	0.92%	0.00%	0.00%	0.90%	0.00%	0.00%	1.92%	2.64%	1.08%	1.85%	2.63%	0.00%	1.64%	0.57%	1.74%	1.25%	0.00%	0.52%	1.89%	0.85%	1.94%	2.61%	4.52%	2.80%	0.00%	1.52%	0.00%	1.63%	0.98%	4.17%	0.00%	2.93%	1.25%	1.65%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6490	155	158	104	152	165	225	156	170	220	187	185	163	220	191	173	114	128	218	42	53	105	31	22	64	244	97	66	315	41	42	134	184	46	21	230	54	83	232	144	85	208	67	29	49	156	123	95	36	188	40	80									
		42.01%	36.30%	34.50%	25.74%	36.45%	36.83%	39.47%	35.14%	30.41%	32.35%	29.50%	32.69%	31.84%	35.71%	34.11%	56.54%	53.02%	31.76%	50.35%	68.85%	71.62%	47.51%	40.79%	50.00%	61.54%	58.65%	52.15%	61.11%	63.64%	60.29%	68.85%	38.07%	35.52%	57.50%	48.84%	59.43%	50.94%	70.34%	40.92%	53.73%	54.84%	44.83%	44.08%	43.94%	56.98%	42.51%	40.07%	65.97%	39.56%	45.97%	50.00%	66.12%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	66	2	2	1	2	1	5	1	7	1	5	1	6	3	1	0	1	2	2	0	0	2	0	0	0	3	0	0	1	0	0	2	0	1	1	2	0	0	5	0	0	0	0	0	0	1	2	0	1	1	1	0									
		0.43%	0.47%	0.44%	0.25%	0.48%	0.22%	0.88%	0.23%	1.25%	0.15%	0.79%	0.18%	1.17%	0.49%	0.18%	0.00%	0.47%	0.50%	0.46%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.20%	0.00%	0.00%	0.57%	0.00%	1.25%	2.33%	0.52%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.65%	0.00%	1.10%	0.24%	1.25%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	0	3	1	0	0	1	2	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	2	0	0	1	0	0	2	1	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	1	0	0									
		0.16%	0.00%	0.66%	0.25%	0.00%	0.00%	0.18%	0.45%	0.00%	0.00%	0.00%	0.18%	0.00%	0.16%	0.00%	0.00%	0.47%	0.25%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.20%	0.00%	0.00%	0.57%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.37%	0.00%	0.00%	0.00%	1.52%	2.33%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3614	141	141	153	123	115	146	111	121	157	165	137	117	160	160	49	33	126	108	6	9	31	19	7	15	36	52	18	54	9	5	46	129	11	11	93	19	17	147	62	31	104	39	22	11	113	89	26	16	71	15	18									
		23.40%	33.02%	30.79%	37.87%	29.50%	25.67%	25.61%	25.00%	21.65%	23.09%	26.03%	24.20%	22.85%	25.97%	28.57%	16.01%	15.35%	31.27%	24.94%	9.84%	12.16%	14.03%	25.00%	15.91%	14.42%	8.65%	27.96%	16.67%	10.91%	13.24%	8.20%	13.07%	24.90%	13.75%	25.58%	24.03%	17.92%	14.41%	25.93%	23.13%	20.00%	22.41%	25.66%	33.33%	12.79%	30.79%	28.99%	18.06%	17.58%	17.36%	18.75%	14.88%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	57	4	1	1	1	0	4	2	3	4	2	2	4	2	1	2	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	2	3	1	0	0	0	0	4	0	0	0	1	0	0	3	3	0	0	2	0	0									
		0.37%	0.94%	0.22%	0.25%	0.24%	0.00%	0.70%	0.45%	0.54%	0.59%	0.32%	0.35%	0.78%	0.32%	0.18%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.48%	0.00%	0.93%	0.00%	0.00%	0.00%	0.57%	0.58%	1.25%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.82%	0.98%	0.00%	0.00%	0.49%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	102	3	2	0	2	2	5	3	4	1	2	3	11	1	5	2	0	5	4	0	0	3	0	0	0	2	1	1	7	0	0	3	2	0	0	3	0	2	1	0	0	4	1	2	1	5	3	0	1	4	1	0									
		0.66%	0.70%	0.44%	0.00%	0.48%	0.45%	0.88%	0.68%	0.72%	0.15%	0.32%	0.53%	2.15%	0.16%	0.89%	0.65%	0.00%	1.24%	0.92%	0.00%	0.00%	1.36%	0.00%	0.00%	0.00%	0.48%	0.54%	0.93%	1.41%	0.00%	0.00%	0.85%	0.39%	0.00%	0.00%	0.78%	0.00%	1.69%	0.18%	0.00%	0.00%	0.86%	0.66%	3.03%	1.16%	1.36%	0.98%	0.00%	1.10%	0.98%	1.25%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	0	1	0	0	1	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	2	0	0									
		0.12%	0.00%	0.00%	0.25%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.36%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	1.08%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.66%	1.52%	0.00%	0.00%	0.33%	0.69%	0.00%	0.49%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	127	0	6	1	4	1	6	5	5	5	6	3	14	9	4	4	1	5	0	0	0	2	0	0	1	6	0	0	0	0	0	5	11	0	0	0	0	0	3	0	1	2	0	0	3	1	5	0	1	7	0	0									
		0.82%	0.00%	1.31%	0.25%	0.96%	0.22%	1.05%	1.13%	0.89%	0.74%	0.95%	0.53%	2.73%	1.46%	0.71%	1.31%	0.47%	1.24%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.96%	1.44%	0.00%	0.00%	0.00%	0.00%	0.00%	1.42%	2.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.65%	0.43%	0.00%	0.00%	3.49%	0.27%	1.63%	0.00%	1.10%	1.71%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2361	48	66	67	67	85	85	70	95	119	112	103	77	92	89	45	40	60	44	0	5	54	19	11	11	48	17	11	58	10	13	105	86	15	3	31	18	13	89	28	11	68	28	5	10	46	37	6	30	84	16	11									
		15.28%	11.24%	14.41%	16.58%	16.07%	18.97%	14.91%	15.77%	16.99%	17.50%	17.67%	18.20%	15.04%	14.94%	15.89%	14.71%	18.60%	14.89%	10.16%	0.00%	6.76%	24.43%	25.00%	25.00%	10.58%	11.54%	9.14%	10.19%	11.72%	14.71%	21.31%	29.83%	16.60%	18.75%	6.98%	8.01%	16.98%	11.02%	15.70%	10.45%	7.10%	14.66%	18.42%	7.58%	11.63%	12.53%	12.05%	4.17%	32.97%	20.54%	20.00%	9.09%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	67	0	2	2	2	3	2	1	2	3	2	0	3	5	2	1	1	2	1	4	0	0	1	0	2	2	1	0	0	0	0	4	5	0	0	2	0	0	1	0	1	5	1	0	0	1	1	1	0	1	0	0									
		0.43%	0.00%	0.44%	0.50%	0.48%	0.67%	0.35%	0.23%	0.36%	0.44%	0.32%	0.00%	0.59%	0.81%	0.36%	0.33%	0.47%	0.50%	0.23%	6.56%	0.00%	0.00%	1.32%	0.00%	1.92%	0.48%	0.54%	0.00%	0.00%	0.00%	0.00%	1.14%	0.97%	0.00%	0.00%	0.52%	0.00%	0.00%	0.18%	0.00%	0.65%	1.08%	0.66%	0.00%	0.00%	0.27%	0.33%	0.69%	0.00%	0.24%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1139	37	38	39	31	42	36	47	105	92	87	90	69	65	41	11	1	36	21	2	1	6	0	1	2	17	4	2	17	3	0	7	46	1	1	11	3	1	21	13	13	22	5	2	3	12	19	4	0	7	3	2									
		7.37%	8.67%	8.30%	9.65%	7.43%	9.38%	6.32%	10.59%	18.78%	13.53%	13.72%	15.90%	13.48%	10.55%	7.32%	3.59%	0.47%	8.93%	4.85%	3.28%	1.35%	2.71%	0.00%	2.27%	1.92%	4.09%	2.15%	1.85%	3.43%	4.41%	0.00%	1.99%	8.88%	1.25%	2.33%	2.84%	2.83%	0.85%	3.70%	4.85%	8.39%	4.74%	3.29%	3.03%	3.49%	3.27%	6.19%	2.78%	0.00%	1.71%	3.75%	1.65%									
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
