Выборы Президента Российской Федерации																																																																									
																																																																									
"Наименование Избирательной комиссии:    Казань, Вахитовская"																																																																									
																																																																									
Итоги голосования 																																																																									
																																																																									
		Сумма	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104					
11	Число полученных открепительных  удостоверений	4997	240	120	60	60	60	120	120	60	60	60	60	120	157	100	60	120	160	60	160	60	60	60	60	60	60	60	60	40	100	60	60	100	60	140	120	200	260	120	120	80	120	100	60	200	120	120	100	60	60	60	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	Число выданных открепительных удостоверений	1881	85	15	14	16	19	15	21	24	25	34	51	34	48	41	33	30	118	8	79	5	19	11	28	6	13	14	17	27	22	13	19	22	60	45	70	91	38	43	64	23	60	78	23	84	17	44	43	21	33	56	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	4391	69	215	42	27	83	80	5	18	33	63	49	27	35	74	50	48	59	29	109	28	23	68	21	234	24	27	29	24	20	15	25	49	39	57	45	23	23	27	35	17	34	20	30	42	14	57	58	23	23	8	18	405	230	181	29	22	201	116	274	163	0	35	41	181	17	201					
14	Число неиспользованных открепительных удостоверений	3116	155	105	46	44	41	105	99	36	35	26	9	86	109	59	27	90	42	52	81	55	41	49	32	54	47	46	43	13	78	47	41	78	0	95	50	109	222	77	56	57	60	22	37	116	103	76	57	39	27	4	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																									
18	. Глазьев Сергей Юрьевич	1990	37	53	41	20	25	59	30	31	34	33	58	63	57	38	39	36	38	29	20	12	10	15	24	27	27	33	15	50	33	15	27	33	72	53	61	43	55	55	26	33	79	38	24	41	19	54	40	29	32	38	38	0	12	7	3	8	16	4	5	12	4	2	2	10	5	8					
		3.73%	4.07%	5.14%	5.13%	3.39%	3.52%	4.42%	4.29%	4.25%	2.85%	4.42%	3.50%	4.63%	4.29%	2.03%	4.18%	4.13%	4.20%	6.17%	1.86%	4.11%	2.76%	2.94%	4.87%	4.74%	5.08%	4.42%	1.81%	6.94%	5.10%	4.76%	5.26%	3.92%	4.07%	2.73%	4.02%	4.24%	5.46%	4.56%	3.11%	4.20%	5.16%	3.17%	3.53%	2.76%	2.46%	3.09%	3.16%	2.98%	2.25%	3.18%	2.34%	0.00%	4.67%	3.87%	5.66%	7.41%	7.84%	3.45%	1.82%	4.69%	3.64%	3.77%	2.94%	3.89%	3.85%	3.77%					
19	. Малышкин Олег Александрович	452	9	9	4	6	3	7	7	3	9	4	10	17	11	16	12	10	2	3	5	4	2	8	2	2	4	11	5	6	4	0	1	10	14	20	5	8	2	15	7	9	14	11	7	21	8	22	8	13	13	4	19	6	1	1	0	0	4	2	3	4	2	1	0	0	1	1					
		0.85%	0.99%	0.87%	0.50%	1.02%	0.42%	0.52%	1.00%	0.41%	0.76%	0.54%	0.60%	1.25%	0.83%	0.85%	1.29%	1.15%	0.22%	0.64%	0.46%	1.37%	0.55%	1.57%	0.41%	0.35%	0.75%	1.47%	0.60%	0.83%	0.62%	0.00%	0.19%	1.19%	0.79%	1.03%	0.33%	0.79%	0.20%	1.24%	0.84%	1.15%	0.91%	0.92%	1.03%	1.42%	1.04%	1.26%	0.63%	1.34%	0.91%	0.34%	1.17%	1.02%	0.39%	0.55%	0.00%	0.00%	1.96%	1.72%	1.09%	1.56%	1.82%	1.89%	0.00%	0.00%	0.77%	0.47%					
20	. Миронов Сергей Михайлович	585	15	9	6	5	6	12	6	5	5	4	25	11	13	21	12	6	21	7	18	5	4	9	7	4	12	5	4	14	5	6	6	7	7	18	15	7	11	24	20	13	20	15	15	20	11	21	13	11	5	6	11	2	3	3	0	0	1	1	2	1	2	1	2	6	2	1					
		1.10%	1.65%	0.87%	0.75%	0.85%	0.85%	0.90%	0.86%	0.69%	0.42%	0.54%	1.51%	0.81%	0.98%	1.12%	1.29%	0.69%	2.32%	1.49%	1.67%	1.71%	1.10%	1.76%	1.42%	0.70%	2.26%	0.67%	0.48%	1.94%	0.77%	1.90%	1.17%	0.83%	0.40%	0.93%	0.99%	0.69%	1.09%	1.99%	2.39%	1.65%	1.31%	1.25%	2.21%	1.35%	1.43%	1.20%	1.03%	1.13%	0.35%	0.50%	0.68%	0.34%	1.17%	1.66%	0.00%	0.00%	0.49%	0.86%	0.73%	0.39%	1.82%	1.89%	2.94%	2.33%	1.54%	0.47%					
21	. Путин Владимир Владимирович	39582	643	735	591	421	593	1023	568	518	939	546	1183	909	950	1399	687	616	609	300	801	198	255	424	350	430	340	518	636	456	421	200	410	674	1352	1488	1145	734	629	806	585	560	1159	870	466	1086	559	1362	1000	711	1212	908	1369	511	200	128	38	71	129	87	203	208	90	40	57	206	102	168					
		74.09%	70.74%	71.29%	73.97%	71.36%	83.52%	76.57%	81.26%	71.06%	78.78%	73.19%	71.44%	66.79%	71.48%	74.65%	73.71%	70.64%	67.29%	63.83%	74.30%	67.81%	70.44%	83.14%	70.99%	75.44%	64.03%	69.44%	76.72%	63.33%	65.07%	63.49%	79.92%	80.14%	76.51%	76.62%	75.43%	72.32%	62.46%	66.83%	69.98%	71.25%	75.65%	72.68%	68.53%	73.23%	72.50%	77.92%	79.11%	73.07%	85.11%	76.05%	84.19%	87.05%	77.82%	70.72%	71.70%	65.74%	63.24%	75.00%	74.09%	81.25%	81.82%	75.47%	83.82%	80.16%	78.46%	79.25%					
22	. Хакамада Ирина Муцуовна	4289	104	115	74	68	29	95	32	77	103	64	145	119	101	128	51	80	128	87	104	41	41	20	48	48	73	84	53	74	93	50	23	50	91	101	130	99	126	126	81	62	110	105	65	132	70	102	95	71	63	58	57	42	12	4	5	5	18	6	3	13	1	2	3	7	8	14					
		8.03%	11.44%	11.15%	9.26%	11.53%	4.08%	7.11%	4.58%	10.56%	8.64%	8.58%	8.76%	8.74%	7.60%	6.83%	5.47%	9.17%	14.14%	18.51%	9.65%	14.04%	11.33%	3.92%	9.74%	8.42%	13.75%	11.26%	6.39%	10.28%	14.37%	15.87%	4.48%	5.95%	5.15%	5.20%	8.56%	9.75%	12.51%	10.45%	9.69%	7.89%	7.18%	8.77%	9.56%	8.90%	9.08%	5.84%	7.52%	7.30%	4.42%	4.86%	3.51%	7.16%	4.67%	2.21%	9.43%	4.63%	8.82%	5.17%	1.09%	5.08%	0.91%	3.77%	4.41%	2.72%	6.15%	6.60%					
23	. Харитонов Николай Михайлович	3608	57	62	34	46	30	84	38	64	42	69	136	153	137	82	67	68	39	20	46	18	32	20	44	30	34	45	74	47	54	28	29	39	147	173	96	51	115	100	65	58	122	84	59	51	50	111	80	69	44	104	87	25	13	22	5	14	22	8	12	9	6	3	3	18	6	8					
		6.75%	6.27%	6.01%	4.26%	7.80%	4.23%	6.29%	5.44%	8.78%	3.52%	9.25%	8.21%	11.24%	10.31%	4.38%	7.19%	7.80%	4.31%	4.26%	4.27%	6.16%	8.84%	3.92%	8.92%	5.26%	6.40%	6.03%	8.93%	6.53%	8.35%	8.89%	5.65%	4.64%	8.32%	8.91%	6.32%	5.02%	11.42%	8.29%	7.78%	7.38%	7.96%	7.02%	8.68%	3.44%	6.49%	6.35%	6.33%	7.09%	3.09%	8.71%	5.35%	4.26%	5.06%	12.15%	9.43%	12.96%	10.78%	6.90%	4.38%	3.52%	5.45%	5.66%	4.41%	7.00%	4.62%	3.77%					
																																																																									
24	Против всех	2218	44	36	38	20	22	32	12	29	47	24	67	66	41	178	42	44	61	15	81	5	13	9	17	23	38	41	16	46	32	12	14	26	60	69	55	66	59	63	42	40	17	68	35	122	39	53	20	32	35	37	28	1	6	10	1	7	9	6	7	8	5	2	1	9	3	12					
		4.15%	4.84%	3.49%	4.76%	3.39%	3.10%	2.40%	1.72%	3.98%	3.94%	3.22%	4.05%	4.85%	3.09%	9.50%	4.51%	5.05%	6.74%	3.19%	7.51%	1.71%	3.59%	1.76%	3.45%	4.04%	7.16%	5.50%	1.93%	6.39%	4.95%	3.81%	2.73%	3.09%	3.40%	3.55%	3.62%	6.50%	5.86%	5.22%	5.02%	5.09%	1.11%	5.68%	5.15%	8.23%	5.06%	3.03%	1.58%	3.29%	2.46%	3.10%	1.72%	0.17%	2.33%	5.52%	1.89%	6.48%	4.41%	5.17%	2.55%	3.12%	4.55%	3.77%	1.47%	3.50%	2.31%	5.66%					
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
