Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Нерчинская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434									
		3.34%	2.52%	4.98%	5.36%	2.60%	3.78%	2.27%	5.02%	0.00%	0.00%	1.56%	1.32%	5.10%	2.33%	2.00%	4.21%	3.09%	1.11%	5.17%	0.00%	3.19%	0.00%	3.38%	4.35%	3.53%	3.09%	4.33%	3.41%	2.58%	3.16%	3.11%	2.21%	4.68%	3.82%	2.70%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	131	1	9	0	6	3	1	5	1	0	1	0	7	0	1	0	2	1	5	0	1	1	5	1	5	3	7	9	7	8	5	16	8	11	1									
		1.84%	0.84%	1.95%	0.00%	1.95%	1.62%	0.57%	2.09%	1.35%	0.00%	1.56%	0.00%	2.75%	0.00%	0.67%	0.00%	1.23%	1.11%	1.72%	0.00%	1.06%	1.69%	2.11%	0.87%	2.94%	3.09%	3.37%	3.07%	3.00%	1.69%	0.78%	2.53%	2.68%	2.47%	0.90%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2902	55	196	19	165	84	80	96	41	45	39	41	101	50	104	49	95	55	86	21	43	24	119	45	70	56	74	87	95	156	207	221	97	149	37									
		40.73%	46.22%	42.42%	33.93%	53.57%	45.41%	45.45%	40.17%	55.41%	66.18%	60.94%	53.95%	39.61%	58.14%	69.33%	51.58%	58.64%	61.11%	29.66%	36.21%	45.74%	40.68%	50.21%	39.13%	41.18%	57.73%	35.58%	29.69%	40.77%	32.91%	32.14%	34.91%	32.44%	33.48%	33.33%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	36	0	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	3	0	0	1	1	0	3	1	0	2	1	6	4	4	3	2	0									
		0.51%	0.00%	0.22%	0.00%	0.32%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	1.69%	0.42%	0.00%	1.76%	1.03%	0.00%	0.68%	0.43%	1.27%	0.62%	0.63%	1.00%	0.45%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	0	2	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	2	0	2	0	0	0	0	1	1	0	3	0	1									
		0.25%	0.00%	0.43%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	1.56%	0.00%	0.39%	0.00%	0.67%	1.05%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.84%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.21%	0.16%	0.00%	1.00%	0.00%	0.90%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1964	27	120	15	81	38	25	58	17	20	11	6	63	26	31	24	31	12	129	27	23	16	74	30	33	18	59	89	58	172	192	173	93	136	37									
		27.56%	22.69%	25.97%	26.79%	26.30%	20.54%	14.20%	24.27%	22.97%	29.41%	17.19%	7.89%	24.71%	30.23%	20.67%	25.26%	19.14%	13.33%	44.48%	46.55%	24.47%	27.12%	31.22%	26.09%	19.41%	18.56%	28.37%	30.38%	24.89%	36.29%	29.81%	27.33%	31.10%	30.56%	33.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	3	1	1	0									
		0.15%	0.00%	0.22%	3.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.16%	0.47%	0.33%	0.22%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	34	0	2	0	0	2	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	2	2	2	7	5	4	1	1									
		0.48%	0.00%	0.43%	0.00%	0.00%	1.08%	0.00%	0.00%	1.35%	0.00%	0.00%	0.00%	0.00%	1.16%	0.67%	1.05%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.68%	0.86%	0.42%	1.09%	0.79%	1.34%	0.22%	0.90%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	0									
		0.15%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	1.85%	0.00%	0.00%	0.00%	1.06%	0.00%	0.42%	0.87%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.16%	0.00%	0.22%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	0	1	1	1	0	2	1	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	3	3	0	2	6	7	2	1	0									
		0.49%	0.00%	0.22%	1.79%	0.32%	0.00%	1.14%	0.42%	0.00%	0.00%	1.56%	0.00%	0.78%	0.00%	0.00%	2.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.44%	1.02%	0.00%	0.42%	0.93%	1.11%	0.67%	0.22%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1308	29	89	15	32	37	51	49	12	2	8	25	49	6	6	12	21	12	35	7	16	16	12	25	43	10	45	69	46	77	157	134	53	84	24									
		18.36%	24.37%	19.26%	26.79%	10.39%	20.00%	28.98%	20.50%	16.22%	2.94%	12.50%	32.89%	19.22%	6.98%	4.00%	12.63%	12.96%	13.33%	12.07%	12.07%	17.02%	27.12%	5.06%	21.74%	25.29%	10.31%	21.63%	23.55%	19.74%	16.24%	24.38%	21.17%	17.73%	18.88%	21.62%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	56	0	2	0	3	2	0	1	0	0	0	1	3	0	1	0	2	0	2	1	1	0	1	1	0	0	2	3	5	4	3	5	2	9	2									
		0.79%	0.00%	0.43%	0.00%	0.97%	1.08%	0.00%	0.42%	0.00%	0.00%	0.00%	1.32%	1.18%	0.00%	0.67%	0.00%	1.23%	0.00%	0.69%	1.72%	1.06%	0.00%	0.42%	0.87%	0.00%	0.00%	0.96%	1.02%	2.15%	0.84%	0.47%	0.79%	0.67%	2.02%	1.80%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	199	4	6	0	4	6	5	8	2	0	0	1	5	0	1	0	2	4	9	1	2	0	3	2	1	1	5	8	7	22	21	30	12	22	5									
		2.79%	3.36%	1.30%	0.00%	1.30%	3.24%	2.84%	3.35%	2.70%	0.00%	0.00%	1.32%	1.96%	0.00%	0.67%	0.00%	1.23%	4.44%	3.10%	1.72%	2.13%	0.00%	1.27%	1.74%	0.59%	1.03%	2.40%	2.73%	3.00%	4.64%	3.26%	4.74%	4.01%	4.94%	4.50%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
