Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																	
Дата голосования: 04.12.2011																																																																	
																																																																	
"Наименование Избирательной комиссии:    Пенза, Первомайская"																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2144	40	40	30	40	40	60	70	80	0	0	60	0	40	0	30	0	35	50	60	25	30	40	30	40	30	10	20	34	50	70	50	40	60	10	50	0	30	40	50	40	50	10	20	50	50	30	40	40	50	50	50	50	30	70	50	40	30	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1653	31	32	29	39	32	40	57	59	0	0	46	0	34	0	27	0	35	39	54	15	22	26	26	29	19	10	17	24	39	42	43	33	54	4	39	0	29	29	27	40	47	9	16	31	31	22	21	32	25	41	34	34	25	55	34	39	28	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1828	24	21	21	16	19	19	30	29	227	135	51	73	49	89	25	60	10	31	15	8	9	63	16	19	123	7	12	13	38	7	19	39	17	9	31	59	16	24	8	16	34	31	13	22	7	18	15	10	4	53	5	32	20	8	20	13	10	16					
14	Число погашенных неиспользованных открепительных удостоверений	491	9	8	1	1	8	20	13	21	0	0	14	0	6	0	3	0	0	11	6	10	8	14	4	11	11	0	3	10	11	28	7	7	6	6	11	0	1	11	23	0	3	1	4	19	19	8	19	8	25	9	16	16	5	15	16	1	2	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6277	18	135	121	140	173	193	212	186	11	1	14	8	232	22	158	17	114	5	194	56	138	90	84	197	107	62	104	9	135	194	5	141	196	30	5	10	146	124	112	172	223	51	99	9	127	149	132	88	148	155	175	156	65	175	145	146	117	46					
		10.00%	1.57%	11.59%	10.54%	13.77%	11.03%	13.03%	10.84%	9.96%	1.30%	0.43%	0.97%	6.78%	14.50%	13.33%	13.64%	5.94%	11.09%	0.35%	12.86%	14.74%	13.83%	11.35%	10.69%	12.27%	12.31%	5.86%	11.29%	0.79%	11.87%	12.75%	0.43%	13.62%	14.04%	10.20%	0.56%	3.34%	12.05%	12.31%	13.33%	12.68%	12.95%	10.97%	13.90%	0.64%	14.19%	12.11%	10.45%	10.22%	11.24%	11.92%	12.16%	10.61%	6.04%	10.39%	10.77%	12.07%	11.19%	10.22%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7823	121	142	113	129	140	198	365	341	17	3	35	11	319	6	119	39	122	201	185	51	110	112	104	180	77	89	146	138	162	176	31	149	177	44	131	10	167	153	115	182	191	63	99	197	182	189	206	125	143	159	173	192	79	187	188	157	138	45					
		12.46%	10.59%	12.19%	9.84%	12.68%	8.93%	13.37%	18.67%	18.25%	2.00%	1.29%	2.41%	9.32%	19.94%	3.64%	10.28%	13.64%	11.87%	14.24%	12.26%	13.42%	11.02%	14.12%	13.23%	11.21%	8.86%	8.41%	15.85%	12.14%	14.25%	11.57%	2.66%	14.40%	12.68%	14.97%	14.60%	3.34%	13.78%	15.19%	13.69%	13.42%	11.09%	13.55%	13.90%	13.93%	20.34%	15.37%	16.31%	14.52%	10.86%	12.23%	12.02%	13.05%	7.34%	11.10%	13.97%	12.98%	13.19%	10.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	557	0	13	10	12	6	10	29	40	0	0	1	1	28	0	7	4	9	1	19	1	12	3	4	20	8	3	7	1	12	21	0	9	16	0	0	3	13	9	8	20	18	8	12	0	7	12	9	16	12	9	15	14	13	16	9	13	11	3					
		0.89%	0.00%	1.12%	0.87%	1.18%	0.38%	0.68%	1.48%	2.14%	0.00%	0.00%	0.07%	0.85%	1.75%	0.00%	0.60%	1.40%	0.88%	0.07%	1.26%	0.26%	1.20%	0.38%	0.51%	1.25%	0.92%	0.28%	0.76%	0.09%	1.06%	1.38%	0.00%	0.87%	1.15%	0.00%	0.00%	1.00%	1.07%	0.89%	0.95%	1.47%	1.05%	1.72%	1.69%	0.00%	0.78%	0.98%	0.71%	1.86%	0.91%	0.69%	1.04%	0.95%	1.21%	0.95%	0.67%	1.07%	1.05%	0.67%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	16107	325	346	322	306	454	463	471	562	51	4	366	17	381	33	386	20	225	363	470	93	230	174	194	346	190	98	216	224	364	447	347	326	357	51	245	23	325	307	271	371	456	134	201	330	206	278	332	207	322	336	423	423	82	375	462	386	272	118					
		25.66%	28.43%	29.70%	28.05%	30.09%	28.95%	31.26%	24.09%	30.09%	6.01%	1.72%	25.24%	14.41%	23.81%	20.00%	33.33%	6.99%	21.89%	25.71%	31.15%	24.47%	23.05%	21.94%	24.68%	21.56%	21.86%	9.26%	23.45%	19.70%	32.01%	29.39%	29.76%	31.50%	25.57%	17.35%	27.31%	7.69%	26.82%	30.49%	32.26%	27.36%	26.48%	28.82%	28.23%	23.34%	23.02%	22.60%	26.29%	24.04%	24.45%	25.85%	29.40%	28.76%	7.62%	22.27%	34.32%	31.90%	26.00%	26.22%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2261	60	76	70	50	93	72	72	60	1	0	3	4	80	10	63	3	35	15	93	16	42	49	36	27	19	27	27	6	36	61	6	51	72	5	3	7	58	44	36	59	80	19	20	4	24	47	31	37	66	80	56	52	24	53	38	36	34	13					
		3.60%	5.25%	6.52%	6.10%	4.92%	5.93%	4.86%	3.68%	3.21%	0.12%	0.00%	0.21%	3.39%	5.00%	6.06%	5.44%	1.05%	3.40%	1.06%	6.16%	4.21%	4.21%	6.18%	4.58%	1.68%	2.19%	2.55%	2.93%	0.53%	3.17%	4.01%	0.51%	4.93%	5.16%	1.70%	0.33%	2.34%	4.79%	4.37%	4.29%	4.35%	4.65%	4.09%	2.81%	0.28%	2.68%	3.82%	2.45%	4.30%	5.01%	6.15%	3.89%	3.54%	2.23%	3.15%	2.82%	2.98%	3.25%	2.89%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	28558	618	423	490	365	636	508	762	631	768	225	1007	75	523	94	404	160	497	824	515	158	451	344	349	802	458	771	398	757	403	581	775	335	541	162	511	245	485	350	279	530	699	183	260	872	331	531	529	372	603	539	565	598	808	863	476	447	455	217					
		45.50%	54.07%	36.31%	42.68%	35.89%	40.56%	34.30%	38.98%	33.78%	90.46%	96.57%	69.45%	63.56%	32.69%	56.97%	34.89%	55.94%	48.35%	58.36%	34.13%	41.58%	45.19%	43.38%	44.40%	49.97%	52.70%	72.87%	43.21%	66.58%	35.44%	38.20%	66.47%	32.37%	38.75%	55.10%	56.97%	81.94%	40.02%	34.76%	33.21%	39.09%	40.59%	39.35%	36.52%	61.67%	36.98%	43.17%	41.88%	43.21%	45.79%	41.46%	39.26%	40.65%	75.09%	51.25%	35.36%	36.94%	43.50%	48.22%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	341	0	11	7	7	10	8	16	14	0	0	2	0	18	0	6	1	6	0	10	1	7	8	1	8	3	6	5	0	11	16	0	8	12	0	0	0	5	5	4	6	12	2	4	0	7	9	6	2	9	10	10	10	2	0	16	10	7	3					
		0.54%	0.00%	0.94%	0.61%	0.69%	0.64%	0.54%	0.82%	0.75%	0.00%	0.00%	0.14%	0.00%	1.13%	0.00%	0.52%	0.35%	0.58%	0.00%	0.66%	0.26%	0.70%	1.01%	0.13%	0.50%	0.35%	0.57%	0.54%	0.00%	0.97%	1.05%	0.00%	0.77%	0.86%	0.00%	0.00%	0.00%	0.41%	0.50%	0.48%	0.44%	0.70%	0.43%	0.56%	0.00%	0.78%	0.73%	0.48%	0.23%	0.68%	0.77%	0.69%	0.68%	0.19%	0.00%	1.19%	0.83%	0.67%	0.67%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
