Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																
Дата голосования: 18.09.2016																																																																
																																																																
Наименование Избирательной комиссии:    Корсаковская																																																																
																																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																																
																																																																
		Сумма	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №741	УИК №742	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №753	УИК №756	УИК №757	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	58	0	4	1	2	3	0	0	1	1	4	0	2	4	0	2	3	4	3	8	0	2	2	6	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	204	10	3	4	5	5	9	9	0	6	8	4	6	13	14	12	12	9	7	9	10	5	10	10	7	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	62	1	0	0	0	0	0	0	0	2	0	1	13	11	0	4	2	1	10	4	0	4	2	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	199	1	2	11	1	0	2	2	10	3	4	1	4	10	3	13	5	16	13	16	3	17	8	11	15	13	10	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0									
		1.70%	0.38%	2.90%	2.63%	0.85%	0.00%	0.62%	1.23%	2.18%	0.81%	3.54%	1.30%	0.97%	1.94%	2.94%	2.32%	1.72%	1.79%	1.67%	2.12%	0.97%	2.16%	1.18%	1.67%	1.88%	2.52%	1.25%	0.00%	2.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	6.67%	0.00%	0.00%	0.00%	0.00%	0.00%	4.17%	4.76%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	380	5	1	16	4	4	11	4	9	22	5	1	9	13	2	17	10	34	31	13	11	37	23	21	22	17	26	1	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	1	2	0	0	0	0	2	1	0	0									
		3.24%	1.90%	1.45%	3.83%	3.42%	5.71%	3.42%	2.45%	1.97%	5.91%	4.42%	1.30%	2.18%	2.52%	1.96%	3.04%	3.45%	3.81%	3.99%	1.73%	3.56%	4.71%	3.40%	3.19%	2.76%	3.30%	3.26%	3.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	15.79%	4.76%	16.67%	0.00%	0.00%	0.00%	0.00%	0.00%	6.67%	12.50%	0.00%	0.00%	0.00%	0.00%	8.33%	4.76%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	359	10	2	22	2	1	7	5	13	21	3	0	10	12	0	19	9	25	24	29	5	23	29	28	24	10	19	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0									
		3.06%	3.80%	2.90%	5.26%	1.71%	1.43%	2.17%	3.07%	2.84%	5.65%	2.65%	0.00%	2.42%	2.33%	0.00%	3.39%	3.10%	2.80%	3.09%	3.85%	1.62%	2.93%	4.29%	4.26%	3.01%	1.94%	2.38%	0.00%	4.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	28.57%	0.00%	0.00%	6.67%	6.25%	6.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4903	159	34	195	51	32	173	77	237	126	44	37	208	208	37	224	106	344	303	281	110	306	252	271	331	196	328	5	4	17	18	18	15	18	2	1	5	9	5	1	4	3	1	0	1	10	8	2	13	22	10	18	16	7									
		41.86%	60.46%	49.28%	46.65%	43.59%	45.71%	53.73%	47.24%	51.75%	33.87%	38.94%	48.05%	50.36%	40.31%	36.27%	40.00%	36.55%	38.57%	38.99%	37.32%	35.60%	38.93%	37.28%	41.19%	41.53%	38.06%	41.10%	16.67%	9.30%	100.00%	100.00%	100.00%	100.00%	100.00%	22.22%	11.11%	26.32%	42.86%	83.33%	16.67%	66.67%	42.86%	11.11%	0.00%	6.67%	62.50%	53.33%	25.00%	54.17%	100.00%	41.67%	85.71%	80.00%	100.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	150	5	0	4	0	0	3	1	11	2	1	1	7	4	1	4	2	21	7	11	1	11	10	5	10	9	12	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
		1.28%	1.90%	0.00%	0.96%	0.00%	0.00%	0.93%	0.61%	2.40%	0.54%	0.88%	1.30%	1.69%	0.78%	0.98%	0.71%	0.69%	2.35%	0.90%	1.46%	0.32%	1.40%	1.48%	0.76%	1.25%	1.75%	1.50%	3.33%	9.30%	0.00%	0.00%	0.00%	0.00%	0.00%	11.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	16.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	1	0	0	0	0	0	0	3	1	0	1	2	1	0	1	1	3	2	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.18%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.27%	0.00%	1.30%	0.48%	0.19%	0.00%	0.18%	0.34%	0.34%	0.26%	0.00%	0.00%	0.13%	0.00%	0.15%	0.13%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2672	44	8	97	41	12	59	49	95	96	16	22	102	138	31	143	78	173	172	159	85	160	164	145	185	139	159	15	17	0	0	0	0	0	2	3	6	8	0	0	2	1	5	3	10	2	5	5	7	0	6	1	2	0									
		22.81%	16.73%	11.59%	23.21%	35.04%	17.14%	18.32%	30.06%	20.74%	25.81%	14.16%	28.57%	24.70%	26.74%	30.39%	25.54%	26.90%	19.39%	22.14%	21.12%	27.51%	20.36%	24.26%	22.04%	23.21%	26.99%	19.92%	50.00%	39.53%	0.00%	0.00%	0.00%	0.00%	0.00%	22.22%	33.33%	31.58%	38.10%	0.00%	0.00%	33.33%	14.29%	55.56%	50.00%	66.67%	12.50%	33.33%	62.50%	29.17%	0.00%	25.00%	4.76%	10.00%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	79	0	1	1	1	1	0	0	1	0	0	0	0	3	1	6	7	2	6	9	2	6	4	3	7	2	13	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.67%	0.00%	1.45%	0.24%	0.85%	1.43%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.58%	0.98%	1.07%	2.41%	0.22%	0.77%	1.20%	0.65%	0.76%	0.59%	0.46%	0.88%	0.39%	1.63%	0.00%	2.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	16.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	160	1	1	7	2	0	0	1	4	7	0	1	5	9	0	5	0	14	7	19	4	22	11	13	4	5	12	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0									
		1.37%	0.38%	1.45%	1.67%	1.71%	0.00%	0.00%	0.61%	0.87%	1.88%	0.00%	1.30%	1.21%	1.74%	0.00%	0.89%	0.00%	1.57%	0.90%	2.52%	1.29%	2.80%	1.63%	1.98%	0.50%	0.97%	1.50%	3.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	50.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	8.33%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	0	2	0	1	0	0	2	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.13%	0.00%	0.00%	0.48%	0.00%	1.43%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.11%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.19%	0.25%	0.00%	2.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	160	0	0	0	0	1	0	0	9	5	0	2	1	6	1	5	4	15	13	22	4	17	16	9	11	10	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
		1.37%	0.00%	0.00%	0.00%	0.00%	1.43%	0.00%	0.00%	1.97%	1.34%	0.00%	2.60%	0.24%	1.16%	0.98%	0.89%	1.38%	1.68%	1.67%	2.92%	1.29%	2.16%	2.37%	1.37%	1.38%	1.94%	0.88%	3.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	11.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1796	33	16	46	11	18	45	18	45	67	30	8	36	78	16	79	51	182	127	142	51	115	109	103	130	76	133	3	9	0	0	0	0	0	3	4	2	0	0	0	0	0	2	2	1	1	1	1	1	0	1	0	0	0									
		15.33%	12.55%	23.19%	11.00%	9.40%	25.71%	13.98%	11.04%	9.83%	18.01%	26.55%	10.39%	8.72%	15.12%	15.69%	14.11%	17.59%	20.40%	16.34%	18.86%	16.50%	14.63%	16.12%	15.65%	16.31%	14.76%	16.67%	10.00%	20.93%	0.00%	0.00%	0.00%	0.00%	0.00%	33.33%	44.44%	10.53%	0.00%	0.00%	0.00%	0.00%	0.00%	22.22%	33.33%	6.67%	6.25%	6.67%	12.50%	4.17%	0.00%	4.17%	0.00%	0.00%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	67	0	0	6	0	0	0	1	0	1	2	0	2	2	1	3	1	9	6	7	3	3	4	2	4	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.57%	0.00%	0.00%	1.44%	0.00%	0.00%	0.00%	0.61%	0.00%	0.27%	1.77%	0.00%	0.48%	0.39%	0.98%	0.54%	0.34%	1.01%	0.77%	0.93%	0.97%	0.38%	0.59%	0.30%	0.50%	0.78%	0.50%	0.00%	2.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	479	1	2	7	3	0	13	4	12	14	2	0	7	21	9	25	9	39	38	33	22	41	33	31	25	25	51	2	3	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0									
		4.09%	0.38%	2.90%	1.67%	2.56%	0.00%	4.04%	2.45%	2.62%	3.76%	1.77%	0.00%	1.69%	4.07%	8.82%	4.46%	3.10%	4.37%	4.89%	4.38%	7.12%	5.22%	4.88%	4.71%	3.14%	4.85%	6.39%	6.67%	6.98%	0.00%	0.00%	0.00%	0.00%	0.00%	11.11%	11.11%	0.00%	0.00%	0.00%	16.67%	0.00%	14.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	12.50%	0.00%	0.00%	0.00%	0.00%	0.00%									
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
