Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
"Наименование Избирательной комиссии:    Саратов, Фрунзенская"																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	710	20	25	20	25	30	40	30	25	30	55	35	25	20	30	20	25	20	25	20	45	0	40	40	30	35									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	513	9	12	16	18	17	33	21	17	11	46	31	21	16	21	13	23	15	19	10	33	0	28	29	20	34									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1769	308	304	140	27	40	70	19	31	43	157	39	36	117	35	33	3	26	17	184	16	0	26	17	19	62									
14	Число погашенных неиспользованных открепительных удостоверений	197	11	13	4	7	13	7	9	8	19	9	4	4	4	9	7	2	5	6	10	12	0	12	11	10	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	181	12	4	8	9	8	6	2	5	11	19	17	6	5	8	8	6	3	3	2	11	0	6	11	6	5									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	423	7	9	7	18	25	17	6	19	27	40	11	12	16	6	14	21	20	21	4	32	0	20	32	10	29									
		1.75%	0.99%	1.29%	1.30%	2.26%	2.08%	1.53%	0.57%	2.29%	2.29%	2.29%	0.93%	1.17%	2.07%	0.69%	2.27%	2.34%	2.23%	2.33%	0.71%	2.33%	0.00%	1.61%	2.31%	0.79%	2.31%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	638	10	15	10	26	37	24	6	27	39	58	16	6	22	11	21	30	29	1	8	45	0	100	46	10	41									
		2.63%	1.42%	2.16%	1.86%	3.26%	3.08%	2.16%	0.57%	3.26%	3.31%	3.33%	1.36%	0.58%	2.84%	1.26%	3.41%	3.34%	3.23%	0.11%	1.42%	3.27%	0.00%	8.06%	3.31%	0.79%	3.27%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	137	14	12	10	2	3	6	1	2	4	5	11	5	2	3	2	3	2	1	6	4	0	20	5	10	4									
		0.57%	1.99%	1.72%	1.86%	0.25%	0.25%	0.54%	0.09%	0.24%	0.34%	0.29%	0.93%	0.49%	0.26%	0.34%	0.32%	0.33%	0.22%	0.11%	1.07%	0.29%	0.00%	1.61%	0.36%	0.79%	0.32%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14888	393	369	263	497	801	678	681	515	733	1084	746	601	473	653	384	558	561	643	363	856	99	391	864	903	779									
		61.48%	55.82%	53.02%	48.88%	62.28%	66.64%	60.97%	64.31%	62.20%	62.17%	62.16%	63.27%	58.41%	61.11%	74.63%	62.34%	62.14%	62.47%	71.29%	64.48%	62.21%	99.00%	31.51%	62.25%	71.44%	62.17%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	230	10	17	13	6	7	5	3	6	8	12	10	7	4	8	4	6	6	15	8	7	0	39	10	10	9									
		0.95%	1.42%	2.44%	2.42%	0.75%	0.58%	0.45%	0.28%	0.72%	0.68%	0.69%	0.85%	0.68%	0.52%	0.91%	0.65%	0.67%	0.67%	1.66%	1.42%	0.51%	0.00%	3.14%	0.72%	0.79%	0.72%									
24	"6. Политическая партия ""Гражданская Платформа"""	68	1	0	1	2	3	1	1	2	2	4	7	3	2	0	1	2	2	18	1	3	0	1	4	4	3									
		0.28%	0.14%	0.00%	0.19%	0.25%	0.25%	0.09%	0.09%	0.24%	0.17%	0.23%	0.59%	0.29%	0.26%	0.00%	0.16%	0.22%	0.22%	1.99%	0.18%	0.22%	0.00%	0.08%	0.29%	0.32%	0.24%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2037	55	66	45	72	105	87	96	75	107	158	105	70	65	50	56	82	80	2	48	129	0	152	126	92	114									
		8.41%	7.81%	9.48%	8.36%	9.02%	8.74%	7.82%	9.07%	9.06%	9.08%	9.06%	8.91%	6.80%	8.40%	5.71%	9.09%	9.13%	8.91%	0.22%	8.53%	9.38%	0.00%	12.25%	9.08%	7.28%	9.10%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	218	11	25	20	1	2	30	6	2	1	2	20	6	4	7	1	1	1	35	7	1	0	30	2	2	1									
		0.90%	1.56%	3.59%	3.72%	0.13%	0.17%	2.70%	0.57%	0.24%	0.08%	0.11%	1.70%	0.58%	0.52%	0.80%	0.16%	0.11%	0.11%	3.88%	1.24%	0.07%	0.00%	2.42%	0.14%	0.16%	0.08%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	277	22	16	14	7	5	15	5	7	11	16	6	15	7	10	5	8	8	9	4	12	0	46	14	4	11									
		1.14%	3.13%	2.30%	2.60%	0.88%	0.42%	1.35%	0.47%	0.85%	0.93%	0.92%	0.51%	1.46%	0.90%	1.14%	0.81%	0.89%	0.89%	0.99%	0.71%	0.87%	0.00%	3.71%	1.01%	0.32%	0.88%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	113	0	0	2	4	5	0	0	4	6	9	14	0	4	0	3	4	3	2	2	7	0	31	7	0	6									
		0.47%	0.00%	0.00%	0.37%	0.50%	0.42%	0.00%	0.00%	0.48%	0.51%	0.52%	1.19%	0.00%	0.52%	0.00%	0.49%	0.45%	0.33%	0.22%	0.36%	0.51%	0.00%	2.50%	0.50%	0.00%	0.48%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	630	46	47	36	8	11	52	62	8	12	17	50	32	10	22	6	9	9	26	13	14	0	68	14	45	13									
		2.60%	6.53%	6.75%	6.69%	1.00%	0.92%	4.68%	5.85%	0.97%	1.02%	0.97%	4.24%	3.11%	1.29%	2.51%	0.97%	1.00%	1.00%	2.88%	2.31%	1.02%	0.00%	5.48%	1.01%	3.56%	1.04%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2815	96	74	77	94	115	157	123	98	139	206	129	218	83	56	73	106	105	52	58	162	0	144	164	138	148									
		11.62%	13.64%	10.63%	14.31%	11.78%	9.57%	14.12%	11.61%	11.84%	11.79%	11.81%	10.94%	21.19%	10.72%	6.40%	11.85%	11.80%	11.69%	5.76%	10.30%	11.77%	0.00%	11.60%	11.82%	10.92%	11.81%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	294	4	2	0	12	16	5	2	12	18	26	14	5	11	12	9	13	13	3	1	20	0	46	21	10	19									
		1.21%	0.57%	0.29%	0.00%	1.50%	1.33%	0.45%	0.19%	1.45%	1.53%	1.49%	1.19%	0.49%	1.42%	1.37%	1.46%	1.45%	1.45%	0.33%	0.18%	1.45%	0.00%	3.71%	1.51%	0.79%	1.52%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1303	29	30	31	49	67	28	65	50	72	105	27	39	42	30	37	55	54	64	32	84	0	132	79	26	76									
		5.38%	4.12%	4.31%	5.76%	6.14%	5.57%	2.52%	6.14%	6.04%	6.11%	6.02%	2.29%	3.79%	5.43%	3.43%	6.01%	6.12%	6.01%	7.10%	5.68%	6.10%	0.00%	10.64%	5.69%	2.06%	6.07%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
