Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
Наименование Избирательной комиссии:    Цивильская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1559	35	10	5	20	40	15	45	20	30	25	50	10	10	35	15	10	25	40	25	30	90	40	15	20	10	10	25	25	10	35	20	50	35	20	10	15	40	35	30	45	15	19	110	110	110	110	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1061	21	9	0	5	18	4	45	17	30	25	31	7	10	35	12	10	5	8	13	9	73	29	15	16	0	4	22	9	0	2	20	42	28	11	6	2	20	35	30	43	15	17	110	63	59	76	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	476	10	3	12	7	6	3	7	6	7	8	6	8	4	12	9	4	3	9	6	2	24	12	6	3	2	4	16	10	4	9	5	10	11	6	5	6	7	8	6	3	4	5	13	28	30	75	32					
14	Число погашенных неиспользованных открепительных удостоверений	498	14	1	5	15	22	11	0	3	0	0	19	3	0	0	3	0	20	32	12	21	17	11	0	4	10	6	3	16	10	33	0	8	7	9	4	13	20	0	0	2	0	2	0	47	51	34	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	4	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	5	5	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2293	47	19	10	16	63	14	28	16	32	23	76	16	20	53	27	25	43	50	41	43	136	20	20	16	14	17	39	27	21	74	32	36	24	23	26	14	68	49	50	44	14	20	135	197	258	229	28					
		13.27%	12.91%	11.59%	14.08%	8.51%	13.40%	7.07%	11.02%	14.68%	21.77%	14.29%	12.03%	9.14%	18.87%	9.98%	14.59%	13.97%	15.09%	11.36%	15.30%	12.87%	13.22%	11.05%	8.97%	7.58%	14.58%	14.66%	13.18%	10.38%	16.94%	18.00%	15.69%	13.19%	12.12%	16.67%	17.22%	7.69%	14.23%	15.17%	15.97%	12.05%	11.29%	10.81%	12.63%	13.47%	15.80%	13.66%	9.27%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2734	47	19	5	24	75	38	35	13	20	15	74	23	15	72	21	16	47	56	32	51	149	27	27	37	9	15	31	30	10	63	31	52	29	18	20	38	55	33	38	57	5	16	158	303	329	307	149					
		15.82%	12.91%	11.59%	7.04%	12.77%	15.96%	19.19%	13.78%	11.93%	13.61%	9.32%	11.71%	13.14%	14.15%	13.56%	11.35%	8.94%	16.49%	12.73%	11.94%	15.27%	14.48%	14.92%	12.11%	17.54%	9.38%	12.93%	10.47%	11.54%	8.06%	15.33%	15.20%	19.05%	14.65%	13.04%	13.25%	20.88%	11.51%	10.22%	12.14%	15.62%	4.03%	8.65%	14.78%	20.73%	20.15%	18.32%	49.34%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	209	5	3	3	1	4	1	2	0	4	4	8	2	0	7	2	4	7	9	5	4	0	0	4	1	1	3	7	3	4	3	3	1	5	4	1	5	6	0	8	4	2	2	13	15	14	20	5					
		1.21%	1.37%	1.83%	4.23%	0.53%	0.85%	0.51%	0.79%	0.00%	2.72%	2.48%	1.27%	1.14%	0.00%	1.32%	1.08%	2.23%	2.46%	2.05%	1.87%	1.20%	0.00%	0.00%	1.79%	0.47%	1.04%	2.59%	2.36%	1.15%	3.23%	0.73%	1.47%	0.37%	2.53%	2.90%	0.66%	2.75%	1.26%	0.00%	2.56%	1.10%	1.61%	1.08%	1.22%	1.03%	0.86%	1.19%	1.66%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3490	84	29	13	72	90	51	55	19	26	25	138	44	24	110	45	32	58	96	53	57	253	16	33	39	22	21	32	56	30	114	53	64	47	28	32	34	91	66	55	69	19	28	181	273	339	360	14					
		20.19%	23.08%	17.68%	18.31%	38.30%	19.15%	25.76%	21.65%	17.43%	17.69%	15.53%	21.84%	25.14%	22.64%	20.72%	24.32%	17.88%	20.35%	21.82%	19.78%	17.07%	24.59%	8.84%	14.80%	18.48%	22.92%	18.10%	10.81%	21.54%	24.19%	27.74%	25.98%	23.44%	23.74%	20.29%	21.19%	18.68%	19.04%	20.43%	17.57%	18.90%	15.32%	15.14%	16.93%	18.67%	20.76%	21.48%	4.64%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	165	5	2	2	2	3	1	3	1	10	2	4	2	0	8	2	1	0	2	0	2	14	1	3	2	1	2	2	0	1	3	3	0	1	1	1	4	3	3	5	3	1	3	7	20	14	13	2					
		0.95%	1.37%	1.22%	2.82%	1.06%	0.64%	0.51%	1.18%	0.92%	6.80%	1.24%	0.63%	1.14%	0.00%	1.51%	1.08%	0.56%	0.00%	0.45%	0.00%	0.60%	1.36%	0.55%	1.35%	0.95%	1.04%	1.72%	0.68%	0.00%	0.81%	0.73%	1.47%	0.00%	0.51%	0.72%	0.66%	2.20%	0.63%	0.93%	1.60%	0.82%	0.81%	1.62%	0.65%	1.37%	0.86%	0.78%	0.66%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7815	155	88	35	62	216	90	115	59	47	84	304	81	40	271	81	98	122	214	121	171	435	113	132	106	48	52	174	131	51	143	76	107	90	59	66	72	243	159	150	168	81	107	556	616	637	701	88					
		45.22%	42.58%	53.66%	49.30%	32.98%	45.96%	45.45%	45.28%	54.13%	31.97%	52.17%	48.10%	46.29%	37.74%	51.04%	43.78%	54.75%	42.81%	48.64%	45.15%	51.20%	42.27%	62.43%	59.19%	50.24%	50.00%	44.83%	58.78%	50.38%	41.13%	34.79%	37.25%	39.19%	45.45%	42.75%	43.71%	39.56%	50.84%	49.23%	47.92%	46.03%	65.32%	57.84%	52.01%	42.13%	39.01%	41.83%	29.14%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	50	2	1	0	0	2	0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	4	0	1	1	0	0	0	1	1	2	2	1	0	0	1	1	2	0	1	2	0	0	2	5	6	5	1					
		0.29%	0.55%	0.61%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.68%	0.62%	0.16%	0.00%	0.94%	0.00%	0.54%	0.00%	0.00%	0.23%	0.00%	0.00%	0.39%	0.00%	0.45%	0.47%	0.00%	0.00%	0.00%	0.38%	0.81%	0.49%	0.98%	0.37%	0.00%	0.00%	0.66%	0.55%	0.42%	0.00%	0.32%	0.55%	0.00%	0.00%	0.19%	0.34%	0.37%	0.30%	0.33%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
