Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Краснознаменская городская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258									
		1.69%	2.46%	1.61%	3.26%	1.33%	1.37%	2.44%	1.84%	1.36%	1.74%	2.05%	1.97%	0.70%	1.33%	1.39%	1.26%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	418	31	32	27	16	27	17	22	31	35	34	29	21	34	28	34									
		3.11%	4.01%	4.68%	3.52%	1.93%	2.85%	2.19%	2.53%	2.10%	4.35%	4.35%	3.01%	2.10%	4.10%	2.60%	3.88%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5605	287	301	260	395	393	299	335	757	316	296	381	496	324	432	333									
		41.65%	37.13%	44.01%	33.90%	47.65%	41.41%	38.43%	38.59%	51.36%	39.30%	37.90%	39.48%	49.60%	39.04%	40.07%	38.01%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	228	11	15	18	9	13	12	17	21	10	12	16	9	22	33	10									
		1.69%	1.42%	2.19%	2.35%	1.09%	1.37%	1.54%	1.96%	1.42%	1.24%	1.54%	1.66%	0.90%	2.65%	3.06%	1.14%									
24	"6. Политическая партия ""Гражданская Платформа"""	40	4	1	3	2	1	1	0	2	2	4	7	1	5	4	3									
		0.30%	0.52%	0.15%	0.39%	0.24%	0.11%	0.13%	0.00%	0.14%	0.25%	0.51%	0.73%	0.10%	0.60%	0.37%	0.34%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2176	131	82	149	110	137	101	134	232	114	122	144	159	153	213	195									
		16.17%	16.95%	11.99%	19.43%	13.27%	14.44%	12.98%	15.44%	15.74%	14.18%	15.62%	14.92%	15.90%	18.43%	19.76%	22.26%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	163	14	6	5	5	14	14	12	13	7	10	21	13	10	12	7									
		1.21%	1.81%	0.88%	0.65%	0.60%	1.48%	1.80%	1.38%	0.88%	0.87%	1.28%	2.18%	1.30%	1.20%	1.11%	0.80%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	389	29	23	20	54	38	28	22	20	19	22	36	15	23	24	16									
		2.89%	3.75%	3.36%	2.61%	6.51%	4.00%	3.60%	2.53%	1.36%	2.36%	2.82%	3.73%	1.50%	2.77%	2.23%	1.83%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	32	3	1	3	0	6	2	1	3	0	2	3	3	3	1	1									
		0.24%	0.39%	0.15%	0.39%	0.00%	0.63%	0.26%	0.12%	0.20%	0.00%	0.26%	0.31%	0.30%	0.36%	0.09%	0.11%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	473	39	38	35	4	37	42	29	35	32	39	40	25	30	29	19									
		3.52%	5.05%	5.56%	4.56%	0.48%	3.90%	5.40%	3.34%	2.37%	3.98%	4.99%	4.15%	2.50%	3.61%	2.69%	2.17%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2187	122	96	142	146	139	152	159	192	163	132	165	160	115	145	159									
		16.25%	15.78%	14.04%	18.51%	17.61%	14.65%	19.54%	18.32%	13.03%	20.27%	16.90%	17.10%	16.00%	13.86%	13.45%	18.15%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	253	17	15	8	11	16	3	18	23	4	21	6	22	16	47	26									
		1.88%	2.20%	2.19%	1.04%	1.33%	1.69%	0.39%	2.07%	1.56%	0.50%	2.69%	0.62%	2.20%	1.93%	4.36%	2.97%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	544	32	32	29	28	48	45	39	52	38	32	42	29	34	32	32									
		4.04%	4.14%	4.68%	3.78%	3.38%	5.06%	5.78%	4.49%	3.53%	4.73%	4.10%	4.35%	2.90%	4.10%	2.97%	3.65%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
