Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Солонешенская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	42	3	0	5	1	2	1	12	5	0	0	3	1	0	0	4	1	0	4	0									
		1.25%	1.24%	0.00%	1.49%	1.49%	4.00%	0.43%	1.76%	1.04%	0.00%	0.00%	1.76%	1.06%	0.00%	0.00%	2.12%	1.33%	0.00%	1.43%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	180	16	5	12	2	1	13	32	26	6	7	5	5	0	0	11	4	11	21	3									
		5.36%	6.61%	4.76%	3.57%	2.99%	2.00%	5.60%	4.71%	5.38%	9.52%	10.29%	2.94%	5.32%	0.00%	0.00%	5.82%	5.33%	9.17%	7.53%	7.50%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	68	4	0	5	0	0	3	8	13	3	3	6	2	0	0	2	1	3	4	11									
		2.03%	1.65%	0.00%	1.49%	0.00%	0.00%	1.29%	1.18%	2.69%	4.76%	4.41%	3.53%	2.13%	0.00%	0.00%	1.06%	1.33%	2.50%	1.43%	27.50%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1271	103	72	164	49	24	69	211	121	19	28	66	41	19	11	84	36	50	94	10									
		37.85%	42.56%	68.57%	48.81%	73.13%	48.00%	29.74%	31.03%	25.05%	30.16%	41.18%	38.82%	43.62%	47.50%	44.00%	44.44%	48.00%	41.67%	33.69%	25.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	11	1	0	1	0	0	2	1	1	1	0	0	0	0	0	1	0	1	2	0									
		0.33%	0.41%	0.00%	0.30%	0.00%	0.00%	0.86%	0.15%	0.21%	1.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.83%	0.72%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0									
		0.21%	0.41%	0.00%	0.30%	0.00%	2.00%	0.00%	0.00%	0.21%	1.59%	1.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	706	53	16	78	7	8	63	163	107	11	6	29	13	10	7	34	16	13	59	13									
		21.02%	21.90%	15.24%	23.21%	10.45%	16.00%	27.16%	23.97%	22.15%	17.46%	8.82%	17.06%	13.83%	25.00%	28.00%	17.99%	21.33%	10.83%	21.15%	32.50%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	2	0	1	0	0	0	2	1	1	0	0	0	0	0	1	0	0	1	0									
		0.27%	0.83%	0.00%	0.30%	0.00%	0.00%	0.00%	0.29%	0.21%	1.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.36%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	15	0	0	3	1	0	0	3	4	0	0	0	0	0	0	1	1	0	2	0									
		0.45%	0.00%	0.00%	0.89%	1.49%	0.00%	0.00%	0.44%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	1.33%	0.00%	0.72%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0									
		0.09%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.83%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	54	3	0	5	0	0	3	10	9	2	1	3	2	3	0	1	3	2	7	0									
		1.61%	1.24%	0.00%	1.49%	0.00%	0.00%	1.29%	1.47%	1.86%	3.17%	1.47%	1.76%	2.13%	7.50%	0.00%	0.53%	4.00%	1.67%	2.51%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	635	45	12	37	5	11	37	142	130	9	18	41	16	2	2	39	9	26	53	1									
		18.91%	18.60%	11.43%	11.01%	7.46%	22.00%	15.95%	20.88%	26.92%	14.29%	26.47%	24.12%	17.02%	5.00%	8.00%	20.63%	12.00%	21.67%	18.99%	2.50%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	0	0	0	0	1	2	3	1	0	0	0	0	0	0	0	0	1	1	0									
		0.27%	0.00%	0.00%	0.00%	0.00%	2.00%	0.86%	0.44%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.36%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	290	8	0	23	1	1	32	78	57	9	4	12	11	2	2	8	2	12	28	0									
		8.64%	3.31%	0.00%	6.85%	1.49%	2.00%	13.79%	11.47%	11.80%	14.29%	5.88%	7.06%	11.70%	5.00%	8.00%	4.23%	2.67%	10.00%	10.04%	0.00%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
