Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Новоузенская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	1.Политическая партия «Аграрная партия России»	480	45	11	40	2	1	2	19	19	22	9	46	0	17	4	1	4	0	37	5	5	4	3	25	1	3	16	4	39	3	29	4	2	4	2	4	22	0	3	10	1	8	1	3					
		3.01%	4.13%	1.70%	3.50%	1.40%	0.60%	0.98%	2.39%	1.52%	2.91%	1.62%	4.22%	0.00%	2.75%	3.17%	0.81%	3.51%	0.00%	5.96%	5.95%	2.99%	2.74%	4.76%	5.06%	0.92%	3.45%	4.13%	3.23%	5.42%	0.77%	5.97%	1.29%	1.96%	1.23%	1.67%	12.90%	3.94%	0.00%	2.17%	2.99%	0.65%	4.10%	0.85%	0.67%					
19	2.Всероссийская политическая партия «Гражданская Сила»	35	5	2	0	0	0	0	1	3	1	1	6	0	1	1	0	0	1	0	0	0	0	0	3	0	0	1	0	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	2					
		0.22%	0.46%	0.31%	0.00%	0.00%	0.00%	0.00%	0.13%	0.24%	0.13%	0.18%	0.55%	0.00%	0.16%	0.79%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.26%	0.00%	0.28%	0.00%	0.62%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%					
20	3.Политическая партия «Демократическая партия России»	14	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0					
		0.09%	0.00%	0.15%	0.00%	0.00%	0.60%	0.49%	0.13%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	3.45%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1705	156	52	171	16	21	8	85	126	72	59	138	3	79	16	6	6	1	89	10	9	9	3	110	12	11	10	3	79	35	62	15	3	10	22	0	50	1	8	30	7	29	3	70					
		10.68%	14.33%	8.04%	14.96%	11.19%	12.65%	3.90%	10.68%	10.06%	9.54%	10.59%	12.65%	1.54%	12.78%	12.70%	4.88%	5.26%	0.86%	14.33%	11.90%	5.39%	6.16%	4.76%	22.27%	11.01%	12.64%	2.58%	2.42%	10.99%	8.97%	12.76%	4.84%	2.94%	3.08%	18.33%	0.00%	8.96%	0.81%	5.80%	8.98%	4.58%	14.87%	2.54%	15.59%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	27	3	2	1	0	0	0	3	0	4	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	2	1	1	2	0	0	1	0	1	0	0	0	0	0	0	0					
		0.17%	0.28%	0.31%	0.09%	0.00%	0.00%	0.00%	0.38%	0.00%	0.53%	0.18%	0.00%	0.00%	0.16%	0.79%	0.81%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.28%	0.26%	0.21%	0.65%	0.00%	0.00%	0.83%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	25	3	0	2	0	0	0	1	6	0	1	3	2	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0					
		0.16%	0.28%	0.00%	0.17%	0.00%	0.00%	0.00%	0.13%	0.48%	0.00%	0.18%	0.27%	1.03%	0.16%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	760	57	39	70	5	2	2	64	101	65	15	89	4	17	5	0	1	1	28	3	3	1	2	8	2	1	10	0	46	10	32	9	4	7	6	0	17	1	2	15	1	3	2	10					
		4.76%	5.23%	6.03%	6.12%	3.50%	1.20%	0.98%	8.04%	8.07%	8.61%	2.69%	8.16%	2.05%	2.75%	3.97%	0.00%	0.88%	0.86%	4.51%	3.57%	1.80%	0.68%	3.17%	1.62%	1.83%	1.15%	2.58%	0.00%	6.40%	2.56%	6.58%	2.90%	3.92%	2.15%	5.00%	0.00%	3.05%	0.81%	1.45%	4.49%	0.65%	1.54%	1.69%	2.23%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1032	122	51	69	9	7	4	67	85	53	35	83	8	71	9	14	14	3	23	10	9	3	2	25	5	11	7	4	58	17	21	10	6	23	2	0	17	2	1	39	1	6	7	19					
		6.46%	11.20%	7.88%	6.04%	6.29%	4.22%	1.95%	8.42%	6.79%	7.02%	6.28%	7.61%	4.10%	11.49%	7.14%	11.38%	12.28%	2.59%	3.70%	11.90%	5.39%	2.05%	3.17%	5.06%	4.59%	12.64%	1.81%	3.23%	8.07%	4.36%	4.32%	3.23%	5.88%	7.08%	1.67%	0.00%	3.05%	1.61%	0.72%	11.68%	0.65%	3.08%	5.93%	4.23%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	65	2	6	6	0	1	1	1	5	1	3	4	0	7	0	0	0	0	6	0	0	2	0	1	0	0	1	1	3	4	3	0	1	0	0	0	1	0	0	0	1	0	0	4					
		0.41%	0.18%	0.93%	0.52%	0.00%	0.60%	0.49%	0.13%	0.40%	0.13%	0.54%	0.37%	0.00%	1.13%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	1.37%	0.00%	0.20%	0.00%	0.00%	0.26%	0.81%	0.42%	1.03%	0.62%	0.00%	0.98%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.89%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11386	672	472	747	94	127	169	525	876	521	420	680	177	396	85	95	89	109	428	55	140	127	53	297	88	52	337	111	475	320	310	264	85	268	87	26	427	117	123	231	139	140	96	336					
		71.30%	61.71%	72.95%	65.35%	65.73%	76.51%	82.44%	65.95%	69.97%	69.01%	75.40%	62.33%	90.77%	64.08%	67.46%	77.24%	78.07%	93.97%	68.92%	65.48%	83.83%	86.99%	84.13%	60.12%	80.73%	59.77%	87.08%	89.52%	66.06%	82.05%	63.79%	85.16%	83.33%	82.46%	72.50%	83.87%	76.52%	94.35%	89.13%	69.16%	90.85%	71.79%	81.36%	74.83%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	92	11	4	6	0	2	1	9	4	11	1	6	0	4	0	0	0	0	0	0	0	0	0	2	0	0	1	0	7	0	8	0	0	0	0	0	1	0	1	5	1	0	7	0					
		0.58%	1.01%	0.62%	0.52%	0.00%	1.20%	0.49%	1.13%	0.32%	1.46%	0.18%	0.55%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.26%	0.00%	0.97%	0.00%	1.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.72%	1.50%	0.65%	0.00%	5.93%	0.00%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
