Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Яльчикская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434	УИК №2435	УИК №2436	УИК №2437	УИК №2438	УИК №2439	УИК №2440	УИК №2441	УИК №2442									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	124	13	9	6	7	2	8	0	16	14	0	3	5	0	2	1	0	0	5	0	0	0	0	1	2	1	1	8	2	0	2	2	2	0	2	3	0	0	1	0	1	0	5									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	71	17	3	5	2	0	0	3	5	6	0	3	0	0	0	0	0	0	0	0	0	0	3	4	2	0	1	2	1	1	0	1	2	1	2	5	0	0	0	0	0	2	0									
		0.55%	2.44%	0.45%	1.39%	0.81%	0.00%	0.00%	1.28%	0.81%	1.04%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	1.23%	0.73%	0.00%	0.31%	0.33%	0.51%	0.58%	0.00%	0.53%	0.64%	0.72%	0.49%	1.30%	0.00%	0.00%	0.00%	0.00%	0.00%	1.64%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	174	14	9	4	5	1	0	1	10	6	2	3	4	3	3	5	1	3	0	0	5	9	13	5	3	3	4	6	3	4	1	1	2	3	8	11	2	1	0	6	1	2	7									
		1.34%	2.01%	1.35%	1.11%	2.03%	0.56%	0.00%	0.43%	1.61%	1.04%	2.00%	0.72%	0.92%	0.71%	1.76%	4.35%	0.34%	2.03%	0.00%	0.00%	1.08%	3.49%	2.67%	1.54%	1.09%	0.86%	1.23%	0.98%	1.54%	2.31%	1.11%	0.53%	0.64%	2.16%	1.95%	2.85%	0.95%	0.94%	0.00%	3.39%	0.65%	1.64%	2.27%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	146	16	19	2	2	2	0	1	8	9	0	3	2	0	2	0	0	6	0	0	5	0	5	4	2	8	0	1	1	2	0	1	5	4	14	10	2	0	3	2	0	1	4									
		1.12%	2.30%	2.85%	0.56%	0.81%	1.11%	0.00%	0.43%	1.29%	1.57%	0.00%	0.72%	0.46%	0.00%	1.18%	0.00%	0.00%	4.05%	0.00%	0.00%	1.08%	0.00%	1.03%	1.23%	0.73%	2.29%	0.00%	0.16%	0.51%	1.16%	0.00%	0.53%	1.60%	2.88%	3.41%	2.59%	0.95%	0.00%	1.68%	1.13%	0.00%	0.82%	1.30%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9754	365	343	270	167	149	500	174	453	461	73	326	307	380	139	96	265	104	223	295	397	227	356	214	203	277	280	476	157	129	69	164	244	91	245	240	134	62	152	120	128	83	216									
		74.97%	52.37%	51.50%	75.21%	67.89%	82.78%	94.70%	74.36%	73.06%	80.17%	73.00%	78.74%	70.90%	90.48%	81.76%	83.48%	90.75%	70.27%	92.92%	89.67%	85.75%	87.98%	73.10%	66.05%	74.09%	79.14%	86.15%	78.03%	80.51%	74.57%	76.67%	86.32%	77.96%	65.47%	59.76%	62.18%	63.51%	58.49%	84.92%	67.80%	82.58%	68.03%	70.13%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	29	4	3	0	0	0	0	0	3	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	4	1	0	0	0	1	2	0	0	0	0	0	0	1	2	1									
		0.22%	0.57%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	1.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.31%	0.36%	0.29%	0.00%	0.66%	0.51%	0.00%	0.00%	0.00%	0.32%	1.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	1.64%	0.32%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	3	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0									
		0.12%	0.43%	0.00%	0.28%	0.81%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.56%	0.56%	0.65%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	798	83	69	16	29	10	2	17	42	48	4	17	29	7	6	4	10	7	3	8	11	7	38	48	10	14	9	26	9	12	2	1	12	16	53	42	10	14	5	9	8	7	24									
		6.13%	11.91%	10.36%	4.46%	11.79%	5.56%	0.38%	7.26%	6.77%	8.35%	4.00%	4.11%	6.70%	1.67%	3.53%	3.48%	3.42%	4.73%	1.25%	2.43%	2.38%	2.71%	7.80%	14.81%	3.65%	4.00%	2.77%	4.26%	4.62%	6.94%	2.22%	0.53%	3.83%	11.51%	12.93%	10.88%	4.74%	13.21%	2.79%	5.08%	5.16%	5.74%	7.79%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	12	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	0	0	0	0									
		0.09%	0.29%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.21%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.73%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	32	3	7	1	1	0	0	2	0	1	1	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	4	1	0	1	0	1	0	0	0									
		0.25%	0.43%	1.05%	0.28%	0.41%	0.00%	0.00%	0.85%	0.00%	0.17%	1.00%	0.48%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.16%	0.51%	0.00%	0.00%	0.53%	0.00%	0.72%	0.98%	0.26%	0.00%	0.94%	0.00%	0.56%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	3	2	0	1	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.14%	0.43%	0.30%	0.00%	0.41%	0.00%	0.00%	0.00%	0.32%	0.52%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	40	3	1	2	1	0	0	2	0	3	0	2	0	0	1	0	0	3	0	0	0	2	0	0	1	0	2	2	1	1	0	1	1	1	5	4	0	0	0	0	0	0	1									
		0.31%	0.43%	0.15%	0.56%	0.41%	0.00%	0.00%	0.85%	0.00%	0.52%	0.00%	0.48%	0.00%	0.00%	0.59%	0.00%	0.00%	2.03%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.36%	0.00%	0.62%	0.33%	0.51%	0.58%	0.00%	0.53%	0.32%	0.72%	1.22%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	959	73	105	38	17	5	6	15	44	26	10	30	52	10	10	4	6	11	5	10	28	0	42	35	34	20	14	26	8	12	4	6	19	10	34	39	46	22	11	18	9	12	33									
		7.37%	10.47%	15.77%	10.58%	6.91%	2.78%	1.14%	6.41%	7.10%	4.52%	10.00%	7.25%	12.01%	2.38%	5.88%	3.48%	2.05%	7.43%	2.08%	3.04%	6.05%	0.00%	8.62%	10.80%	12.41%	5.71%	4.31%	4.26%	4.10%	6.94%	4.44%	3.16%	6.07%	7.19%	8.29%	10.10%	21.80%	20.75%	6.15%	10.17%	5.81%	9.84%	10.71%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	51	8	12	3	2	0	0	0	2	1	1	3	3	0	0	0	0	0	0	0	1	2	4	2	1	0	0	0	0	0	1	0	0	0	3	2	0	0	0	0	0	0	0									
		0.39%	1.15%	1.80%	0.84%	0.81%	0.00%	0.00%	0.00%	0.32%	0.17%	1.00%	0.72%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.78%	0.82%	0.62%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.73%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	611	81	76	14	14	12	5	14	31	11	7	18	20	4	2	3	8	11	9	16	7	10	18	2	3	16	7	48	6	3	7	4	14	4	26	12	14	6	4	9	7	12	16									
		4.70%	11.62%	11.41%	3.90%	5.69%	6.67%	0.95%	5.98%	5.00%	1.91%	7.00%	4.35%	4.62%	0.95%	1.18%	2.61%	2.74%	7.43%	3.75%	4.86%	1.51%	3.88%	3.70%	0.62%	1.09%	4.57%	2.15%	7.87%	3.08%	1.73%	7.78%	2.11%	4.47%	2.88%	6.34%	3.11%	6.64%	5.66%	2.23%	5.08%	4.52%	9.84%	5.19%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
