Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Гафурийская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №2100	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142					
		0.41%	0.23%	0.70%	0.68%	0.82%	0.25%	0.32%	0.72%	1.12%	0.65%	0.0%	2.06%	0.0%	0.92%	0.0%	0.59%	0.53%	0.35%	0.49%	1.43%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.38%	0.0%	0.0%	0.52%	0.64%	0.22%	0.33%	0.78%	1.42%	0.61%					
23	"6. ""Объединенная Российская партия ""Русь"""	68	0	3	1	2	1	0	3	2	2	1	0	1	0	0	1	2	0	1	1	3	0	2	0	0	2	0	0	2	4	0	4	1	0	2	0	4	8	1	7	1	1	2	3					
		0.34%	0.0%	0.26%	0.09%	0.18%	0.25%	0.0%	0.30%	0.37%	0.43%	0.22%	0.0%	0.36%	0.0%	0.0%	0.19%	0.53%	0.0%	0.49%	0.71%	0.82%	0.0%	0.66%	0.0%	0.0%	0.34%	0.0%	0.0%	0.45%	0.99%	0.0%	0.64%	0.19%	0.0%	0.77%	0.0%	1.29%	4.18%	0.12%	1.56%	0.33%	0.15%	0.47%	0.91%					
24	"7. ""Новый курс - Автомобильная Россия"""	116	6	8	16	10	3	1	8	0	3	3	1	0	0	4	3	0	4	0	0	1	1	1	1	5	4	0	0	3	1	2	5	1	0	0	0	3	2	7	1	0	5	0	3					
		0.59%	1.39%	0.70%	1.57%	0.91%	0.77%	0.32%	0.82%	0.0%	0.65%	0.67%	0.68%	0.0%	0.0%	1.06%	0.59%	0.0%	1.41%	0.0%	0.0%	0.27%	0.78%	0.33%	0.36%	0.70%	0.69%	0.0%	0.0%	0.68%	0.24%	0.30%	0.80%	0.19%	0.0%	0.0%	0.0%	0.97%	1.04%	0.89%	0.22%	0.0%	0.78%	0.0%	0.91%					
25	"8. ""Народно-республиканская партия России"""	75	4	2	2	4	1	3	0	1	1	1	1	4	1	1	1	5	1	2	0	0	0	2	0	3	2	1	5	2	3	4	0	3	0	1	0	1	0	4	2	4	3	0	0					
		0.38%	0.93%	0.17%	0.19%	0.36%	0.25%	0.96%	0.0%	0.18%	0.21%	0.22%	0.68%	1.44%	0.46%	0.26%	0.19%	1.33%	0.35%	0.98%	0.0%	0.0%	0.0%	0.66%	0.0%	0.42%	0.34%	0.15%	0.93%	0.45%	0.74%	0.60%	0.0%	0.58%	0.0%	0.38%	0.0%	0.32%	0.0%	0.51%	0.44%	1.34%	0.46%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	47	1	2	3	3	1	1	2	1	0	1	0	0	0	0	2	2	2	1	0	0	0	1	0	1	2	2	1	1	0	1	0	2	3	2	0	0	1	3	2	1	0	1	1					
		0.24%	0.23%	0.17%	0.29%	0.27%	0.25%	0.32%	0.20%	0.18%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.39%	0.53%	0.70%	0.49%	0.0%	0.0%	0.0%	0.33%	0.0%	0.14%	0.34%	0.31%	0.18%	0.22%	0.0%	0.15%	0.0%	0.39%	1.39%	0.77%	0.0%	0.0%	0.52%	0.38%	0.44%	0.33%	0.0%	0.23%	0.30%					
27	"10. ""Аграрная партия России"""	2420	19	56	39	42	12	11	40	44	56	52	21	61	43	36	49	69	11	22	13	31	22	85	90	74	45	415	125	22	80	88	100	29	3	90	0	19	5	27	102	56	77	73	66					
		12.42%	4.41%	4.92%	3.83%	3.84%	3.10%	3.54%	4.11%	8.22%	12.20%	11.76%	14.48%	22.02%	19.90%	9.6%	9.72%	18.4%	3.90%	10.78%	9.35%	8.56%	17.18%	28.23%	33.21%	10.46%	7.81%	65.87%	23.45%	5.01%	19.90%	13.35%	16.05%	5.69%	1.39%	34.88%	0.0%	6.16%	2.61%	3.46%	22.86%	18.85%	12.03%	17.29%	20.18%					
28	"11. ""Истинные патриоты России"""	67	0	2	5	7	1	0	3	0	1	2	0	1	2	0	2	0	1	2	0	0	0	4	1	5	4	0	4	0	3	2	4	2	0	2	0	0	0	3	1	0	2	1	0					
		0.34%	0.0%	0.17%	0.49%	0.64%	0.25%	0.0%	0.30%	0.0%	0.21%	0.45%	0.0%	0.36%	0.92%	0.0%	0.39%	0.0%	0.35%	0.98%	0.0%	0.0%	0.0%	1.32%	0.36%	0.70%	0.69%	0.0%	0.75%	0.0%	0.74%	0.30%	0.64%	0.39%	0.0%	0.77%	0.0%	0.0%	0.0%	0.38%	0.22%	0.0%	0.31%	0.23%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	181	7	15	12	8	0	3	13	12	9	2	1	6	1	4	4	7	5	1	5	2	0	1	2	2	1	0	8	5	7	2	2	5	3	1	0	1	0	8	1	7	5	1	2					
		0.92%	1.62%	1.31%	1.17%	0.73%	0.0%	0.96%	1.33%	2.24%	1.96%	0.45%	0.68%	2.16%	0.46%	1.06%	0.79%	1.86%	1.77%	0.49%	3.59%	0.55%	0.0%	0.33%	0.73%	0.28%	0.17%	0.0%	1.50%	1.13%	1.74%	0.30%	0.32%	0.98%	1.39%	0.38%	0.0%	0.32%	0.0%	1.02%	0.22%	2.35%	0.78%	0.23%	0.61%					
30	"13. ""Демократическая партия России"""	74	3	3	4	6	2	1	3	3	2	5	0	0	3	2	0	1	0	0	1	3	0	0	0	1	2	0	7	0	2	2	0	4	1	0	0	3	1	1	3	1	2	1	1					
		0.37%	0.69%	0.26%	0.39%	0.54%	0.51%	0.32%	0.30%	0.56%	0.43%	1.13%	0.0%	0.0%	1.38%	0.53%	0.0%	0.26%	0.0%	0.0%	0.71%	0.82%	0.0%	0.0%	0.0%	0.14%	0.34%	0.0%	1.31%	0.0%	0.49%	0.30%	0.0%	0.78%	0.46%	0.0%	0.0%	0.97%	0.52%	0.12%	0.67%	0.33%	0.31%	0.23%	0.30%					
31	"14. ""Великая Россия - Евразийский Союз"""	65	3	3	0	8	2	3	2	2	2	1	0	1	0	1	4	1	4	1	1	3	0	0	0	0	2	0	2	1	2	0	1	1	0	0	0	1	1	6	1	2	1	2	0					
		0.33%	0.69%	0.26%	0.0%	0.73%	0.51%	0.96%	0.20%	0.37%	0.43%	0.22%	0.0%	0.36%	0.0%	0.26%	0.79%	0.26%	1.41%	0.49%	0.71%	0.82%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.37%	0.22%	0.49%	0.0%	0.16%	0.19%	0.0%	0.0%	0.0%	0.32%	0.52%	0.76%	0.22%	0.67%	0.15%	0.47%	0.0%					
32	"15. ""Партия СЛОН"""	35	1	1	4	2	2	0	2	1	0	1	1	1	0	0	5	0	1	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	3	0	2	1	1					
		0.17%	0.23%	0.08%	0.39%	0.18%	0.51%	0.0%	0.20%	0.18%	0.0%	0.22%	0.68%	0.36%	0.0%	0.0%	0.99%	0.0%	0.35%	0.49%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.46%	0.0%	0.0%	0.32%	0.0%	0.0%	0.67%	0.0%	0.31%	0.23%	0.30%					
33	"16. ""Родина"" (народно-патриотический союз)"""	582	10	48	68	49	15	14	53	36	12	22	2	9	4	14	18	4	13	1	5	10	0	4	1	5	1	6	0	4	11	1	20	3	5	1	0	9	1	47	13	5	14	8	16					
		2.98%	2.32%	4.21%	6.68%	4.49%	3.88%	4.51%	5.45%	6.72%	2.61%	4.97%	1.37%	3.24%	1.85%	3.73%	3.57%	1.06%	4.60%	0.49%	3.59%	2.76%	0.0%	1.32%	0.36%	0.70%	0.17%	0.95%	0.0%	0.91%	2.73%	0.15%	3.21%	0.58%	2.32%	0.38%	0.0%	2.92%	0.52%	6.02%	2.91%	1.68%	2.18%	1.89%	4.89%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	153	4	5	4	4	4	2	5	9	4	1	1	3	3	0	5	1	8	1	1	1	0	5	1	3	3	3	11	0	2	7	11	6	1	4	0	3	9	2	7	4	2	0	3					
		0.78%	0.93%	0.43%	0.39%	0.36%	1.03%	0.64%	0.51%	1.68%	0.87%	0.22%	0.68%	1.08%	1.38%	0.0%	0.99%	0.26%	2.83%	0.49%	0.71%	0.27%	0.0%	1.66%	0.36%	0.42%	0.52%	0.47%	2.06%	0.0%	0.49%	1.06%	1.76%	1.17%	0.46%	1.55%	0.0%	0.97%	4.71%	0.25%	1.56%	1.34%	0.31%	0.0%	0.91%					
35	"18. ""ЛДПР"""	1344	38	136	117	133	44	33	95	72	68	27	12	8	6	61	74	43	17	17	22	11	1	16	2	13	10	9	9	4	9	3	0	0	3	5	1	32	2	79	8	13	23	49	19					
		6.89%	8.83%	11.95%	11.50%	12.19%	11.39%	10.64%	9.77%	13.45%	14.81%	6.10%	8.27%	2.88%	2.77%	16.26%	14.68%	11.46%	6.02%	8.33%	15.82%	3.03%	0.78%	5.31%	0.73%	1.83%	1.73%	1.42%	1.68%	0.91%	2.23%	0.45%	0.0%	0.0%	1.39%	1.93%	0.63%	10.38%	1.04%	10.12%	1.79%	4.37%	3.59%	11.61%	5.81%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	390	9	44	30	48	10	7	17	9	19	10	5	25	5	13	5	8	5	3	2	4	0	3	1	6	6	2	9	5	3	4	8	8	1	4	0	8	3	15	7	4	8	6	1					
		2.00%	2.09%	3.86%	2.94%	4.39%	2.59%	2.25%	1.74%	1.68%	4.13%	2.26%	3.44%	9.02%	2.31%	3.46%	0.99%	2.13%	1.77%	1.47%	1.43%	1.10%	0.0%	0.99%	0.36%	0.84%	1.04%	0.31%	1.68%	1.13%	0.74%	0.60%	1.28%	1.57%	0.46%	1.55%	0.0%	2.59%	1.57%	1.92%	1.56%	1.34%	1.25%	1.42%	0.30%					
37	"20. ""Политическая партия ""Единая Россия"""	9200	165	518	436	463	191	145	499	203	162	213	56	80	73	115	180	92	122	100	43	234	95	114	126	474	398	120	260	332	197	412	385	397	156	90	151	153	109	368	148	99	322	121	83					
		47.23%	38.37%	45.51%	42.87%	42.43%	49.48%	46.77%	51.33%	37.94%	35.29%	48.19%	38.62%	28.88%	33.79%	30.66%	35.71%	24.53%	43.26%	49.01%	30.93%	64.64%	74.21%	37.87%	46.49%	67.04%	69.09%	19.04%	48.78%	75.62%	49.00%	62.51%	61.79%	77.99%	72.55%	34.88%	95.56%	49.67%	57.06%	47.17%	33.18%	33.33%	50.31%	28.67%	25.38%					
38	"21. ""Российская Конституционно-демократическая партия"""	92	2	3	4	2	0	0	3	0	14	1	0	4	0	2	0	1	5	2	0	1	0	1	1	2	5	2	2	6	0	10	3	0	0	4	0	1	0	0	1	1	3	5	1					
		0.47%	0.46%	0.26%	0.39%	0.18%	0.0%	0.0%	0.30%	0.0%	3.05%	0.22%	0.0%	1.44%	0.0%	0.53%	0.0%	0.26%	1.77%	0.98%	0.0%	0.27%	0.0%	0.33%	0.36%	0.28%	0.86%	0.31%	0.37%	1.36%	0.0%	1.51%	0.48%	0.0%	0.0%	1.55%	0.0%	0.32%	0.0%	0.0%	0.22%	0.33%	0.46%	1.18%	0.30%					
39	"22. ""Развитие предпринимательства"""	71	0	7	2	3	0	1	5	3	3	0	1	2	1	0	4	0	1	1	0	3	0	2	0	3	3	2	4	0	0	3	1	2	1	0	0	0	3	4	0	2	1	1	2					
		0.36%	0.0%	0.61%	0.19%	0.27%	0.0%	0.32%	0.51%	0.56%	0.65%	0.0%	0.68%	0.72%	0.46%	0.0%	0.79%	0.0%	0.35%	0.49%	0.0%	0.82%	0.0%	0.66%	0.0%	0.42%	0.52%	0.31%	0.75%	0.0%	0.0%	0.45%	0.16%	0.39%	0.46%	0.0%	0.0%	0.0%	1.57%	0.51%	0.0%	0.67%	0.15%	0.23%	0.61%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2215	64	123	134	150	38	25	106	76	54	37	18	29	34	57	93	80	41	27	13	23	5	29	21	83	36	49	45	37	42	63	35	18	9	30	4	38	11	81	70	45	93	76	73					
		11.37%	14.88%	10.80%	13.17%	13.74%	9.84%	8.06%	10.90%	14.20%	11.76%	8.37%	12.41%	10.46%	15.74%	15.2%	18.45%	21.33%	14.53%	13.23%	9.35%	6.35%	3.90%	9.63%	7.74%	11.73%	6.25%	7.77%	8.44%	8.42%	10.44%	9.55%	5.61%	3.53%	4.18%	11.62%	2.53%	12.33%	5.75%	10.38%	15.69%	15.15%	14.53%	18.00%	22.32%					
																																																		
41	Против всех	354	4	28	21	27	10	11	20	4	8	9	1	5	2	15	11	7	7	4	2	5	0	5	2	0	13	5	9	1	12	8	7	1	1	1	1	8	4	13	13	8	14	21	6					
		1.81%	0.93%	2.46%	2.06%	2.47%	2.59%	3.54%	2.05%	0.74%	1.74%	2.03%	0.68%	1.80%	0.92%	4.0%	2.18%	1.86%	2.48%	1.96%	1.43%	1.38%	0.0%	1.66%	0.73%	0.0%	2.25%	0.79%	1.68%	0.22%	2.98%	1.21%	1.12%	0.19%	0.46%	0.38%	0.63%	2.59%	2.09%	1.66%	2.91%	2.69%	2.18%	4.97%	1.83%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
