Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Варгашинская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №1179	УИК №1180					
		11.75%	11.87%	12.93%	9.36%	12.70%	12.70%	10.57%	10.16%	10.34%	14.42%	18.75%	12.06%	7.43%	10.23%	13.62%	10.58%	15.81%	9.60%	15.09%	11.19%	10.22%	11.76%	18.89%	8.79%	14.55%	13.28%	21.25%	8.37%	9.23%	16.22%	16.03%	5.41%	7.95%	7.60%	8.21%	9.33%	8.51%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	445	31	40	26	22	32	24	35	40	33	2	12	10	4	14	2	11	7	6	4	16	1	4	11	1	0	3	6	5	10	1	3	6	7	5	7	4					
		4.13%	5.41%	6.31%	5.94%	5.82%	5.02%	5.52%	8.08%	8.11%	6.43%	3.13%	3.81%	3.72%	2.27%	4.33%	0.68%	4.70%	1.98%	2.83%	1.36%	3.27%	1.47%	1.30%	2.76%	1.82%	0.00%	1.05%	2.96%	2.56%	4.50%	0.64%	1.35%	3.97%	2.80%	2.56%	4.67%	4.26%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	81	11	8	4	10	3	1	4	3	4	0	4	0	0	0	0	0	4	1	3	3	0	0	4	0	1	2	0	0	2	1	2	4	1	0	1	0					
		0.75%	1.92%	1.26%	0.91%	2.65%	0.47%	0.23%	0.92%	0.61%	0.78%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	1.13%	0.47%	1.02%	0.61%	0.00%	0.00%	1.01%	0.00%	0.39%	0.70%	0.00%	0.00%	0.90%	0.64%	0.90%	2.65%	0.40%	0.00%	0.67%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7198	361	388	303	236	443	315	282	328	327	37	222	214	130	220	178	159	243	151	186	320	30	209	305	40	182	172	140	143	110	87	152	108	162	144	101	70					
		66.85%	63.00%	61.20%	69.18%	62.43%	69.44%	72.41%	65.13%	66.53%	63.74%	57.81%	70.48%	79.55%	73.86%	68.11%	60.75%	67.95%	68.64%	71.23%	63.05%	65.44%	44.12%	68.08%	76.63%	72.73%	71.09%	59.93%	68.97%	73.33%	49.55%	55.77%	68.47%	71.52%	64.80%	73.85%	67.33%	74.47%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	37	6	9	2	1	2	2	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	2	1	0	2	0	2	0					
		0.34%	1.05%	1.42%	0.46%	0.26%	0.31%	0.46%	0.00%	0.20%	0.19%	1.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.28%	0.47%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	1.28%	0.45%	0.00%	0.80%	0.00%	1.33%	0.00%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
