Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Одесская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК  725	УИК  726	УИК  727	УИК  728	УИК  729	УИК  730	УИК  731	УИК  732	УИК  733	УИК  734	УИК  735	УИК  736	УИК  737	УИК  738	УИК  739	УИК  740	УИК  741	УИК  742	УИК  743					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	46	6	2	0	3	1	2	3	1	3	1	3	0	2	0	12	3	0	4	0					
		0.55%	0.45%	0.15%	0.0%	0.54%	0.24%	0.51%	0.61%	0.18%	0.36%	0.61%	0.63%	0.0%	1.38%	0.0%	1.56%	1.35%	0.0%	3.92%	0.0%					
35	"18. ""ЛДПР"""	1303	217	183	18	95	58	50	96	96	111	34	48	42	27	5	138	34	16	18	17					
		15.84%	16.51%	14.03%	14.75%	17.14%	14.46%	12.82%	19.75%	17.71%	13.60%	20.98%	10.21%	29.78%	18.75%	7.69%	17.99%	15.31%	13.67%	17.64%	16.34%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	164	23	30	0	10	5	8	10	11	16	5	5	2	5	0	27	5	1	0	1					
		1.99%	1.75%	2.30%	0.0%	1.80%	1.24%	2.05%	2.05%	2.02%	1.96%	3.08%	1.06%	1.41%	3.47%	0.0%	3.52%	2.25%	0.85%	0.0%	0.96%					
37	"20. ""Политическая партия ""Единая Россия"""	3334	572	653	47	206	163	142	185	249	203	73	233	23	54	26	309	75	17	57	47					
		40.54%	43.53%	50.07%	38.52%	37.18%	40.64%	36.41%	38.06%	45.94%	24.87%	45.06%	49.57%	16.31%	37.5%	40.0%	40.28%	33.78%	14.52%	55.88%	45.19%					
38	"21. ""Российская Конституционно-демократическая партия"""	18	3	3	0	3	0	2	1	0	2	1	2	0	0	0	0	1	0	0	0					
		0.21%	0.22%	0.23%	0.0%	0.54%	0.0%	0.51%	0.20%	0.0%	0.24%	0.61%	0.42%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	14	3	3	0	0	2	0	0	1	3	0	1	1	0	0	0	0	0	0	0					
		0.17%	0.22%	0.23%	0.0%	0.0%	0.49%	0.0%	0.0%	0.18%	0.36%	0.0%	0.21%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1123	190	142	22	61	42	88	68	34	148	5	69	27	10	23	86	32	46	13	17					
		13.65%	14.45%	10.88%	18.03%	11.01%	10.47%	22.56%	13.99%	6.27%	18.13%	3.08%	14.68%	19.14%	6.94%	35.38%	11.21%	14.41%	39.31%	12.74%	16.34%					
																										
41	Против всех	238	27	31	0	33	9	8	16	11	34	11	13	4	6	7	15	6	2	2	3					
		2.89%	2.05%	2.37%	0.0%	5.95%	2.24%	2.05%	3.29%	2.02%	4.16%	6.79%	2.76%	2.83%	4.16%	10.76%	1.95%	2.70%	1.70%	1.96%	2.88%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
