Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																									
Дата голосования: 18.09.2016																																																									
																																																									
Наименование Избирательной комиссии:    Кушнаренковская																																																									
																																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																																									
																																																									
		Сумма	УИК №2450	УИК №2451	УИК №2452	УИК №2453	УИК №2454	УИК №2455	УИК №2456	УИК №2457	УИК №2458	УИК №2459	УИК №2460	УИК №2461	УИК №2462	УИК №2463	УИК №2464	УИК №2465	УИК №2466	УИК №2467	УИК №2468	УИК №2469	УИК №2470	УИК №2471	УИК №2472	УИК №2473	УИК №2474	УИК №2475	УИК №2476	УИК №2477	УИК №2478	УИК №2479	УИК №2480	УИК №2481	УИК №2482	УИК №2483	УИК №2484	УИК №2485	УИК №2486	УИК №2487	УИК №2488	УИК №2489	УИК №2490	УИК №2491	УИК №2492	УИК №2493	УИК №2494	УИК №2495									
		0.31%	0.43%	0.53%	0.00%	0.14%	0.28%	1.84%	0.74%	0.00%	0.20%	0.00%	0.00%	0.51%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.58%	0.69%	0.29%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	2.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	483	74	8	47	17	19	10	9	14	18	4	3	2	1	7	3	42	0	5	13	0	2	18	7	3	7	1	16	1	6	6	14	8	13	0	6	0	11	36	0	5	7	3	6	6	0	5									
		2.83%	16.02%	2.12%	5.23%	2.41%	2.65%	1.02%	2.21%	1.92%	3.64%	2.96%	2.56%	1.02%	1.25%	1.63%	1.02%	8.90%	0.00%	1.68%	2.52%	0.00%	0.58%	5.56%	2.13%	3.45%	2.10%	0.28%	3.29%	0.93%	1.57%	1.81%	2.69%	3.04%	2.21%	0.00%	2.26%	0.00%	9.17%	7.44%	0.00%	3.29%	1.98%	1.19%	0.71%	2.18%	0.00%	4.31%									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
