Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Чудовская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	0	0	0	0	0	0	1	0	0	0	0	2	3	8	3	1	2	2	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	77	6	2	2	4	2	2	1	2	0	1	2	1	10	10	8	3	6	7	8									
		1.23%	2.08%	3.03%	1.10%	0.99%	1.08%	2.60%	0.58%	1.60%	0.00%	0.70%	0.80%	0.37%	1.31%	1.18%	1.05%	1.13%	1.26%	1.52%	1.81%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	185	5	3	9	25	3	3	5	4	0	5	11	6	21	17	17	8	19	12	12									
		2.96%	1.73%	4.55%	4.97%	6.19%	1.62%	3.90%	2.92%	3.20%	0.00%	3.52%	4.38%	2.20%	2.75%	2.01%	2.22%	3.02%	3.98%	2.60%	2.72%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	155	6	1	3	6	2	0	7	1	2	3	7	6	27	24	15	6	10	14	15									
		2.48%	2.08%	1.52%	1.66%	1.49%	1.08%	0.00%	4.09%	0.80%	2.63%	2.11%	2.79%	2.20%	3.53%	2.84%	1.96%	2.26%	2.10%	3.04%	3.40%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2624	156	33	75	191	99	42	92	77	37	79	111	148	301	315	319	88	165	168	128									
		41.92%	53.98%	50.00%	41.44%	47.28%	53.51%	54.55%	53.80%	61.60%	48.68%	55.63%	44.22%	54.21%	39.35%	37.28%	41.70%	33.21%	34.59%	36.44%	29.02%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	37	2	0	1	3	0	1	0	2	1	1	1	1	5	5	3	0	4	5	2									
		0.59%	0.69%	0.00%	0.55%	0.74%	0.00%	1.30%	0.00%	1.60%	1.32%	0.70%	0.40%	0.37%	0.65%	0.59%	0.39%	0.00%	0.84%	1.08%	0.45%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	3	0									
		0.14%	0.35%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.13%	0.00%	0.42%	0.65%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1147	43	7	34	63	36	12	30	18	23	28	51	48	136	165	136	61	79	83	94									
		18.33%	14.88%	10.61%	18.78%	15.59%	19.46%	15.58%	17.54%	14.40%	30.26%	19.72%	20.32%	17.58%	17.78%	19.53%	17.78%	23.02%	16.56%	18.00%	21.32%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	56	1	0	0	3	0	1	2	0	0	1	3	5	7	6	8	1	3	9	6									
		0.89%	0.35%	0.00%	0.00%	0.74%	0.00%	1.30%	1.17%	0.00%	0.00%	0.70%	1.20%	1.83%	0.92%	0.71%	1.05%	0.38%	0.63%	1.95%	1.36%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	93	1	0	2	5	0	0	3	3	1	0	1	3	11	16	15	4	8	10	10									
		1.49%	0.35%	0.00%	1.10%	1.24%	0.00%	0.00%	1.75%	2.40%	1.32%	0.00%	0.40%	1.10%	1.44%	1.89%	1.96%	1.51%	1.68%	2.17%	2.27%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	3	1	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1									
		0.14%	1.04%	1.52%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.24%	0.00%	0.00%	0.00%	0.00%	0.23%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	148	1	1	2	7	2	0	2	3	1	1	7	3	18	25	30	6	20	6	13									
		2.36%	0.35%	1.52%	1.10%	1.73%	1.08%	0.00%	1.17%	2.40%	1.32%	0.70%	2.79%	1.10%	2.35%	2.96%	3.92%	2.26%	4.19%	1.30%	2.95%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	987	28	14	36	54	26	12	10	6	4	18	23	24	109	143	131	56	110	92	91									
		15.77%	9.69%	21.21%	19.89%	13.37%	14.05%	15.58%	5.85%	4.80%	5.26%	12.68%	9.16%	8.79%	14.25%	16.92%	17.12%	21.13%	23.06%	19.96%	20.63%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	15	3	0	1	0	0	0	0	0	0	1	2	0	0	0	3	0	2	0	3									
		0.24%	1.04%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.80%	0.00%	0.00%	0.00%	0.39%	0.00%	0.42%	0.00%	0.68%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	516	28	3	11	29	9	2	9	6	3	3	16	14	89	94	52	28	31	44	45									
		8.24%	9.69%	4.55%	6.08%	7.18%	4.86%	2.60%	5.26%	4.80%	3.95%	2.11%	6.37%	5.13%	11.63%	11.12%	6.80%	10.57%	6.50%	9.54%	10.20%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
