Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
"Наименование Избирательной комиссии:    Оренбург, Центральная"																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1053	15	17	28	15	30	32	40	15	18	25	22	35	42	25	30	35	47	25	30	40	35	40	15	40	30	35	40	35	25	25	25	30	27	30	35	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	877	8	16	24	1	25	25	29	12	18	22	22	18	37	20	26	35	47	22	22	38	29	38	10	23	28	34	40	21	24	18	16	22	25	30	35	17									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	713	19	37	19	37	19	33	18	17	7	14	41	18	6	14	31	71	12	34	12	16	10	25	5	10	21	14	10	9	16	10	11	14	22	13	14	34									
14	Число погашенных неиспользованных открепительных удостоверений	176	7	1	4	14	5	7	11	3	0	3	0	17	5	5	4	0	0	3	8	2	6	2	5	17	2	1	0	14	1	7	9	8	2	0	0	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	242	6	4	12	0	2	9	8	4	2	3	5	10	16	5	5	8	7	7	10	5	4	7	2	8	10	5	13	9	2	9	13	4	12	5	5	6									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	348	1	2	4	3	9	18	16	11	13	10	12	14	8	7	17	14	8	22	12	4	18	7	11	21	9	4	11	8	7	7	5	10	6	9	8	2									
		1.28%	0.23%	0.34%	0.59%	1.05%	1.48%	2.30%	2.35%	1.57%	2.06%	1.72%	1.49%	1.01%	1.02%	1.16%	2.38%	1.31%	1.12%	2.32%	1.28%	0.62%	2.38%	0.74%	2.21%	1.95%	0.89%	0.49%	1.25%	1.74%	0.92%	0.75%	0.81%	1.20%	0.76%	1.18%	1.06%	0.30%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	746	14	21	11	12	14	23	7	15	23	11	18	30	18	25	17	28	20	19	31	19	24	18	18	38	18	23	31	17	31	24	18	23	22	17	19	29									
		2.75%	3.15%	3.61%	1.63%	4.18%	2.30%	2.93%	1.03%	2.14%	3.65%	1.89%	2.23%	2.17%	2.28%	4.13%	2.38%	2.62%	2.81%	2.00%	3.31%	2.95%	3.18%	1.89%	3.61%	3.53%	1.77%	2.84%	3.53%	3.70%	4.06%	2.57%	2.90%	2.76%	2.80%	2.23%	2.51%	4.32%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	387	8	12	0	4	4	17	12	5	8	12	13	12	18	10	12	8	10	10	12	7	14	10	11	22	12	23	12	3	9	11	6	12	17	10	14	7									
		1.43%	1.80%	2.07%	0.00%	1.39%	0.66%	2.17%	1.76%	0.71%	1.27%	2.06%	1.61%	0.87%	2.28%	1.65%	1.68%	0.75%	1.40%	1.05%	1.28%	1.09%	1.85%	1.05%	2.21%	2.04%	1.18%	2.84%	1.37%	0.65%	1.18%	1.18%	0.97%	1.44%	2.16%	1.31%	1.85%	1.04%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9927	149	168	261	117	212	266	212	266	225	186	297	720	246	168	244	426	217	371	532	189	237	352	179	316	419	281	273	134	270	406	224	276	252	257	270	309									
		36.56%	33.56%	28.92%	38.78%	40.77%	34.87%	33.93%	31.09%	38.00%	35.66%	31.96%	36.85%	52.02%	31.22%	27.72%	34.13%	39.81%	30.43%	39.14%	56.84%	29.39%	31.39%	37.01%	35.94%	29.31%	41.28%	34.65%	31.09%	29.13%	35.39%	43.47%	36.07%	33.13%	32.02%	33.77%	35.62%	45.98%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	208	3	3	0	1	1	5	4	3	7	7	5	17	7	8	12	13	7	14	6	4	8	6	2	4	4	4	3	2	9	8	2	8	6	4	9	2									
		0.77%	0.68%	0.52%	0.00%	0.35%	0.16%	0.64%	0.59%	0.43%	1.11%	1.20%	0.62%	1.23%	0.89%	1.32%	1.68%	1.21%	0.98%	1.48%	0.64%	0.62%	1.06%	0.63%	0.40%	0.37%	0.39%	0.49%	0.34%	0.43%	1.18%	0.86%	0.32%	0.96%	0.76%	0.53%	1.19%	0.30%									
24	"6. Политическая партия ""Гражданская Платформа"""	59	2	1	1	0	0	3	0	0	1	2	0	3	2	2	1	5	3	1	2	1	2	4	0	4	2	2	2	3	0	2	1	1	0	2	1	3									
		0.22%	0.45%	0.17%	0.15%	0.00%	0.00%	0.38%	0.00%	0.00%	0.16%	0.34%	0.00%	0.22%	0.25%	0.33%	0.14%	0.47%	0.42%	0.11%	0.21%	0.16%	0.26%	0.42%	0.00%	0.37%	0.20%	0.25%	0.23%	0.65%	0.00%	0.21%	0.16%	0.12%	0.00%	0.26%	0.13%	0.45%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	6947	117	194	188	88	182	186	219	118	117	134	181	269	226	153	148	275	221	279	98	216	208	273	119	299	262	220	295	145	215	174	156	169	228	213	206	156									
		25.58%	26.35%	33.39%	27.93%	30.66%	29.93%	23.72%	32.11%	16.86%	18.54%	23.02%	22.46%	19.44%	28.68%	25.25%	20.70%	25.70%	30.99%	29.43%	10.47%	33.59%	27.55%	28.71%	23.90%	27.74%	25.81%	27.13%	33.60%	31.52%	28.18%	18.63%	25.12%	20.29%	28.97%	27.99%	27.18%	23.21%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	245	3	7	8	1	1	14	5	3	12	6	14	13	4	5	15	19	6	5	5	3	5	7	3	8	11	6	8	4	3	10	3	6	4	6	6	6									
		0.90%	0.68%	1.20%	1.19%	0.35%	0.16%	1.79%	0.73%	0.43%	1.90%	1.03%	1.74%	0.94%	0.51%	0.83%	2.10%	1.78%	0.84%	0.53%	0.53%	0.47%	0.66%	0.74%	0.60%	0.74%	1.08%	0.74%	0.91%	0.87%	0.39%	1.07%	0.48%	0.72%	0.51%	0.79%	0.79%	0.89%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	444	4	9	9	4	5	9	15	17	10	21	20	18	17	13	23	21	10	8	8	13	14	17	6	14	20	18	14	2	12	21	6	15	9	2	15	5									
		1.63%	0.90%	1.55%	1.34%	1.39%	0.82%	1.15%	2.20%	2.43%	1.58%	3.61%	2.48%	1.30%	2.16%	2.15%	3.22%	1.96%	1.40%	0.84%	0.85%	2.02%	1.85%	1.79%	1.20%	1.30%	1.97%	2.22%	1.59%	0.43%	1.57%	2.25%	0.97%	1.80%	1.14%	0.26%	1.98%	0.74%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	0	0	1	0	0	0	0	2	0	1	0	3	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	2	0	2	1	1	0	1	1									
		0.07%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.17%	0.00%	0.22%	0.00%	0.00%	0.14%	0.00%	0.00%	0.11%	0.11%	0.16%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.26%	0.00%	0.32%	0.12%	0.13%	0.00%	0.13%	0.15%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	753	12	20	14	2	11	31	34	32	28	33	40	38	20	12	48	36	18	18	14	6	17	17	9	28	17	17	15	11	11	23	16	30	23	31	17	4									
		2.77%	2.70%	3.44%	2.08%	0.70%	1.81%	3.95%	4.99%	4.57%	4.44%	5.67%	4.96%	2.75%	2.54%	1.98%	6.71%	3.36%	2.52%	1.90%	1.50%	0.93%	2.25%	1.79%	1.81%	2.60%	1.67%	2.10%	1.71%	2.39%	1.44%	2.46%	2.58%	3.60%	2.92%	4.07%	2.24%	0.60%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4083	55	81	110	33	85	130	94	163	121	91	130	127	124	130	101	127	130	123	116	121	113	161	82	191	115	129	130	70	100	153	98	142	130	79	98	100									
		15.04%	12.39%	13.94%	16.34%	11.50%	13.98%	16.58%	13.78%	23.29%	19.18%	15.64%	16.13%	9.18%	15.74%	21.45%	14.13%	11.87%	18.23%	12.97%	12.39%	18.82%	14.97%	16.93%	16.47%	17.72%	11.33%	15.91%	14.81%	15.22%	13.11%	16.38%	15.78%	17.05%	16.52%	10.38%	12.93%	14.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	183	10	4	2	0	9	0	3	6	8	2	6	16	8	3	3	6	1	8	6	9	6	6	5	5	7	4	7	1	7	4	1	6	4	3	2	5									
		0.67%	2.25%	0.69%	0.30%	0.00%	1.48%	0.00%	0.44%	0.86%	1.27%	0.34%	0.74%	1.16%	1.02%	0.50%	0.42%	0.56%	0.14%	0.84%	0.64%	1.40%	0.79%	0.63%	1.00%	0.46%	0.69%	0.49%	0.80%	0.22%	0.92%	0.43%	0.16%	0.72%	0.51%	0.39%	0.26%	0.74%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2105	55	39	43	14	47	61	47	42	40	57	62	68	56	59	64	72	48	47	81	31	64	62	38	113	42	56	60	39	75	75	60	108	71	106	73	30									
		7.75%	12.39%	6.71%	6.39%	4.88%	7.73%	7.78%	6.89%	6.00%	6.34%	9.79%	7.69%	4.91%	7.11%	9.74%	8.95%	6.73%	6.73%	4.96%	8.65%	4.82%	8.48%	6.52%	7.63%	10.48%	4.14%	6.91%	6.83%	8.48%	9.83%	8.03%	9.66%	12.97%	9.02%	13.93%	9.63%	4.46%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
