Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																													
Дата голосования: 18.09.2016																																																													
																																																													
Наименование Избирательной комиссии:    Меленковская																																																													
																																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																																													
																																																													
		Сумма	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	346	7	7	17	7	12	12	7	12	12	7	7	7	5	5	5	5	7	5	7	12	7	5	5	7	7	5	7	7	5	5	7	5	7	5	5	7	5	5	7	5	5	5	12	7	7	5	5	5	7	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	229	2	6	10	2	9	12	3	10	12	3	3	1	1	0	5	3	7	5	5	8	7	0	0	7	7	5	7	7	5	5	0	1	3	5	5	7	5	3	7	0	0	1	10	7	3	4	0	0	7	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	117	1	3	3	8	5	1	3	3	5	5	5	5	1	5	4	2	8	1	2	0	3	2	3	4	2	0	0	5	1	1	0	2	1	0	1	2	0	1	0	4	2	2	1	6	0	0	0	2	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	117	5	1	7	5	3	0	4	2	0	4	4	6	4	5	0	2	0	0	2	4	0	5	5	0	0	0	0	0	0	0	7	4	4	0	0	0	0	2	0	5	5	4	2	0	4	1	5	5	0	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	45	2	0	9	0	2	0	1	5	4	1	2	0	0	0	0	0	2	0	2	4	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	1	0	0	1	0	2	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	189	4	8	12	3	5	12	3	9	10	9	8	5	2	2	5	1	2	1	2	4	1	3	3	6	0	0	4	3	0	2	12	1	7	1	2	2	0	1	1	2	1	0	5	9	4	3	0	2	2	5									
		1.25%	1.49%	2.52%	1.73%	0.87%	1.43%	1.95%	1.01%	1.62%	1.49%	2.75%	3.08%	1.39%	0.85%	1.16%	1.39%	0.60%	0.28%	0.52%	0.52%	1.69%	0.74%	2.07%	1.97%	1.92%	0.00%	0.00%	1.01%	1.05%	0.00%	1.47%	2.24%	0.68%	1.45%	0.72%	1.48%	0.64%	0.00%	0.81%	0.45%	1.24%	0.65%	0.00%	1.36%	2.24%	1.11%	1.94%	0.00%	0.84%	0.55%	1.39%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	464	9	15	21	16	8	14	13	11	14	9	8	7	8	5	9	3	24	13	14	7	4	2	13	11	9	2	12	6	2	5	22	1	20	3	5	7	3	8	12	10	7	6	16	5	12	2	6	1	10	14									
		3.07%	3.35%	4.73%	3.02%	4.64%	2.29%	2.27%	4.39%	1.99%	2.08%	2.75%	3.08%	1.94%	3.40%	2.89%	2.50%	1.80%	3.31%	6.81%	3.64%	2.97%	2.96%	1.38%	8.55%	3.53%	2.17%	1.55%	3.03%	2.10%	0.91%	3.68%	4.10%	0.68%	4.15%	2.16%	3.70%	2.24%	2.21%	6.50%	5.38%	6.21%	4.52%	2.75%	4.35%	1.25%	3.32%	1.29%	2.73%	0.42%	2.75%	3.89%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	350	6	8	27	16	18	15	10	20	21	9	10	17	4	7	9	3	9	1	9	3	1	2	1	1	6	2	1	1	1	4	10	3	9	9	3	8	2	1	1	0	12	2	6	10	8	4	0	1	10	9									
		2.32%	2.23%	2.52%	3.88%	4.64%	5.14%	2.44%	3.38%	3.61%	3.12%	2.75%	3.85%	4.72%	1.70%	4.05%	2.50%	1.80%	1.24%	0.52%	2.34%	1.27%	0.74%	1.38%	0.66%	0.32%	1.45%	1.55%	0.25%	0.35%	0.45%	2.94%	1.87%	2.05%	1.87%	6.47%	2.22%	2.56%	1.47%	0.81%	0.45%	0.00%	7.74%	0.92%	1.63%	2.49%	2.22%	2.58%	0.00%	0.42%	2.75%	2.50%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8783	120	143	302	161	147	271	109	251	343	148	118	197	152	112	249	132	376	131	224	153	81	87	81	219	311	83	302	212	149	94	282	93	222	86	77	193	68	75	154	87	67	168	230	268	258	88	196	200	250	263									
		58.19%	44.61%	45.11%	43.45%	46.67%	42.00%	43.99%	36.82%	45.31%	50.97%	45.26%	45.38%	54.72%	64.68%	64.74%	69.17%	79.04%	51.79%	68.59%	58.18%	64.83%	60.00%	60.00%	53.29%	70.19%	75.12%	64.34%	76.26%	74.13%	67.73%	69.12%	52.61%	63.70%	46.06%	61.87%	57.04%	61.86%	50.00%	60.98%	69.06%	54.04%	43.23%	77.06%	62.50%	66.83%	71.47%	56.77%	89.09%	83.68%	68.87%	73.06%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	110	2	2	3	4	6	5	4	5	6	2	0	5	1	0	6	0	12	2	5	1	2	1	0	2	2	0	3	0	2	1	4	0	2	2	1	2	1	0	1	0	1	0	5	4	1	0	0	0	2	0									
		0.73%	0.74%	0.63%	0.43%	1.16%	1.71%	0.81%	1.35%	0.90%	0.89%	0.61%	0.00%	1.39%	0.43%	0.00%	1.67%	0.00%	1.65%	1.05%	1.30%	0.42%	1.48%	0.69%	0.00%	0.64%	0.48%	0.00%	0.76%	0.00%	0.91%	0.74%	0.75%	0.00%	0.41%	1.44%	0.74%	0.64%	0.74%	0.00%	0.45%	0.00%	0.65%	0.00%	1.36%	0.99%	0.28%	0.00%	0.00%	0.00%	0.55%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	67	0	1	5	0	2	2	4	3	2	3	1	1	2	1	0	0	12	1	1	4	3	0	1	0	1	1	0	1	0	0	7	0	0	0	1	0	1	1	0	0	0	0	1	2	0	1	1	0	0	0									
		0.44%	0.00%	0.32%	0.72%	0.00%	0.57%	0.32%	1.35%	0.54%	0.30%	0.92%	0.38%	0.28%	0.85%	0.58%	0.00%	0.00%	1.65%	0.52%	0.26%	1.69%	2.22%	0.00%	0.66%	0.00%	0.24%	0.78%	0.00%	0.35%	0.00%	0.00%	1.31%	0.00%	0.00%	0.00%	0.74%	0.00%	0.74%	0.81%	0.00%	0.00%	0.00%	0.00%	0.27%	0.50%	0.00%	0.65%	0.45%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2466	58	64	137	61	83	151	79	134	113	84	64	66	31	21	42	12	139	25	57	36	14	17	22	28	35	22	44	29	45	17	97	24	103	19	21	44	26	18	28	35	43	18	50	44	46	24	6	17	43	30									
		16.34%	21.56%	20.19%	19.71%	17.68%	23.71%	24.51%	26.69%	24.19%	16.79%	25.69%	24.62%	18.33%	13.19%	12.14%	11.67%	7.19%	19.15%	13.09%	14.81%	15.25%	10.37%	11.72%	14.47%	8.97%	8.45%	17.05%	11.11%	10.14%	20.45%	12.50%	18.10%	16.44%	21.37%	13.67%	15.56%	14.10%	19.12%	14.63%	12.56%	21.74%	27.74%	8.26%	13.59%	10.97%	12.74%	15.48%	2.73%	7.11%	11.85%	8.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	56	3	0	4	3	1	2	2	4	4	3	3	1	0	0	0	0	2	4	1	1	1	0	0	1	0	2	0	1	0	2	0	0	1	2	0	2	0	0	1	0	0	3	0	2	0	0	0	0	0	0									
		0.37%	1.12%	0.00%	0.58%	0.87%	0.29%	0.32%	0.68%	0.72%	0.59%	0.92%	1.15%	0.28%	0.00%	0.00%	0.00%	0.00%	0.28%	2.09%	0.26%	0.42%	0.74%	0.00%	0.00%	0.32%	0.00%	1.55%	0.00%	0.35%	0.00%	1.47%	0.00%	0.00%	0.21%	1.44%	0.00%	0.64%	0.00%	0.00%	0.45%	0.00%	0.00%	1.38%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	99	4	3	9	0	3	5	2	7	4	2	1	0	1	2	0	0	8	1	3	1	0	1	2	1	3	1	0	0	0	0	3	0	11	1	2	3	3	0	0	0	1	0	3	2	1	1	0	1	2	1									
		0.66%	1.49%	0.95%	1.29%	0.00%	0.86%	0.81%	0.68%	1.26%	0.59%	0.61%	0.38%	0.00%	0.43%	1.16%	0.00%	0.00%	1.10%	0.52%	0.78%	0.42%	0.00%	0.69%	1.32%	0.32%	0.72%	0.78%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	2.28%	0.72%	1.48%	0.96%	2.21%	0.00%	0.00%	0.00%	0.65%	0.00%	0.82%	0.50%	0.28%	0.65%	0.00%	0.42%	0.55%	0.28%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	27	0	0	2	0	0	1	0	1	3	1	0	2	0	1	1	0	3	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0									
		0.18%	0.00%	0.00%	0.29%	0.00%	0.00%	0.16%	0.00%	0.18%	0.45%	0.31%	0.00%	0.56%	0.00%	0.58%	0.28%	0.00%	0.41%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.32%	0.24%	0.78%	0.00%	0.35%	0.00%	0.74%	0.00%	0.00%	0.21%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.65%	0.00%	0.42%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	141	6	5	8	9	4	6	6	7	13	4	5	12	1	0	1	1	12	0	3	2	0	1	0	2	3	0	1	2	1	1	0	0	2	1	1	0	0	1	0	1	0	0	3	3	3	3	2	2	0	3									
		0.93%	2.23%	1.58%	1.15%	2.61%	1.14%	0.97%	2.03%	1.26%	1.93%	1.22%	1.92%	3.33%	0.43%	0.00%	0.28%	0.60%	1.65%	0.00%	0.78%	0.85%	0.00%	0.69%	0.00%	0.64%	0.72%	0.00%	0.25%	0.70%	0.45%	0.74%	0.00%	0.00%	0.41%	0.72%	0.74%	0.00%	0.00%	0.81%	0.00%	0.62%	0.00%	0.00%	0.82%	0.75%	0.83%	1.94%	0.91%	0.84%	0.00%	0.83%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1444	33	46	98	45	45	72	39	63	101	37	26	23	25	14	28	8	66	10	34	17	18	17	15	23	23	13	15	23	12	3	66	13	64	6	16	30	27	14	14	14	18	13	32	28	17	22	0	8	24	26									
		9.57%	12.27%	14.51%	14.10%	13.04%	12.86%	11.69%	13.18%	11.37%	15.01%	11.31%	10.00%	6.39%	10.64%	8.09%	7.78%	4.79%	9.09%	5.24%	8.83%	7.20%	13.33%	11.72%	9.87%	7.37%	5.56%	10.08%	3.79%	8.04%	5.45%	2.21%	12.31%	8.90%	13.28%	4.32%	11.85%	9.62%	19.85%	11.38%	6.28%	8.70%	11.61%	5.96%	8.70%	6.98%	4.71%	14.19%	0.00%	3.35%	6.61%	7.22%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	65	0	2	1	3	3	6	3	1	3	1	3	1	1	0	1	1	3	0	2	2	0	2	0	0	2	0	0	0	2	0	2	1	5	2	1	6	0	0	1	0	0	0	0	1	2	0	0	0	1	0									
		0.43%	0.00%	0.63%	0.14%	0.87%	0.86%	0.97%	1.01%	0.18%	0.45%	0.31%	1.15%	0.28%	0.43%	0.00%	0.28%	0.60%	0.41%	0.00%	0.52%	0.85%	0.00%	1.38%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.91%	0.00%	0.37%	0.68%	1.04%	1.44%	0.74%	1.92%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.25%	0.55%	0.00%	0.00%	0.00%	0.28%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	529	16	16	49	18	15	29	14	27	21	12	7	11	4	5	4	3	43	2	23	5	3	6	1	11	12	1	10	2	3	6	19	8	18	2	5	10	4	3	4	5	3	6	11	13	9	3	4	6	9	8									
		3.50%	5.95%	5.05%	7.05%	5.22%	4.29%	4.71%	4.73%	4.87%	3.12%	3.67%	2.69%	3.06%	1.70%	2.89%	1.11%	1.80%	5.92%	1.05%	5.97%	2.12%	2.22%	4.14%	0.66%	3.53%	2.90%	0.78%	2.53%	0.70%	1.36%	4.41%	3.54%	5.48%	3.73%	1.44%	3.70%	3.21%	2.94%	2.44%	1.79%	3.11%	1.94%	2.75%	2.99%	3.24%	2.49%	1.94%	1.82%	2.51%	2.48%	2.22%									
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
