Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Благовещенская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	39	3	0	1	2	1	2	0	1	0	2	0	0	9	5	2	0	2	1	1	1	0	1	0	0	0	0	1	4									
		0.51%	0.63%	0.00%	0.32%	0.40%	0.30%	1.09%	0.00%	1.67%	0.00%	4.76%	0.00%	0.00%	1.03%	0.85%	0.82%	0.00%	0.59%	0.31%	0.53%	0.24%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.72%	0.43%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	296	7	1	26	21	7	4	0	4	14	0	6	1	49	24	2	24	20	3	8	7	2	7	6	0	6	1	12	34									
		3.86%	1.46%	1.37%	8.25%	4.20%	2.10%	2.19%	0.00%	6.67%	4.58%	0.00%	17.65%	1.75%	5.63%	4.07%	0.82%	7.77%	5.92%	0.92%	4.28%	1.67%	2.86%	2.02%	2.59%	0.00%	10.17%	2.13%	8.70%	3.64%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
