Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
Наименование Избирательной комиссии:    Луховицкая																																																													
																																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																													
																																																													
		Сумма	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256					
14	Число погашенных открепительных удостоверений	39	0	0	1	0	0	0	0	0	2	3	1	1	0	5	4	0	0	2	3	0	0	0	0	0	0	0	0	0	0	2	4	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	21	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	"1. ""ЕДИНЕНИЕ"""	380	12	5	3	8	9	5	0	10	3	7	4	5	11	9	9	5	21	9	4	4	13	9	2	4	8	5	1	5	10	3	5	0	7	6	8	12	15	3	10	1	10	5	1	4	3	6	11	16	9	11	5	10	8	11					
		1.06%	1.52%	1.96%	0.37%	0.93%	1.02%	0.69%	0.0%	1.06%	0.44%	0.79%	0.47%	0.53%	0.90%	1.02%	0.98%	0.46%	1.78%	0.83%	0.58%	0.46%	1.65%	1.03%	0.40%	0.57%	1.08%	0.69%	0.16%	2.23%	0.97%	0.93%	2.80%	0.0%	1.41%	1.51%	1.68%	1.32%	2.04%	0.75%	2.07%	0.60%	1.95%	1.19%	0.44%	1.47%	1.88%	1.35%	1.24%	1.41%	1.19%	1.67%	1.16%	3.95%	0.67%	2.32%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	635	24	7	16	11	19	7	10	24	19	17	27	20	37	20	11	21	32	26	9	14	21	18	4	10	6	6	12	1	11	1	5	0	9	6	11	25	11	3	1	1	3	4	1	2	0	4	13	12	9	11	6	2	25	10					
		1.78%	3.04%	2.74%	2.01%	1.28%	2.15%	0.97%	2.96%	2.55%	2.84%	1.92%	3.17%	2.13%	3.04%	2.28%	1.20%	1.96%	2.71%	2.40%	1.32%	1.61%	2.67%	2.06%	0.81%	1.42%	0.81%	0.83%	1.98%	0.44%	1.07%	0.31%	2.80%	0.0%	1.82%	1.51%	2.31%	2.76%	1.50%	0.75%	0.20%	0.60%	0.58%	0.95%	0.44%	0.73%	0.0%	0.90%	1.46%	1.06%	1.19%	1.67%	1.40%	0.79%	2.11%	2.10%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1019	35	6	21	37	27	18	10	15	14	42	19	23	21	27	24	30	24	21	40	33	17	39	12	28	36	32	18	13	15	6	5	7	14	16	12	33	10	3	16	6	10	24	2	3	11	4	19	17	20	13	18	13	35	5					
		2.86%	4.43%	2.35%	2.64%	4.33%	3.06%	2.5%	2.96%	1.59%	2.09%	4.74%	2.23%	2.45%	1.72%	3.08%	2.63%	2.80%	2.03%	1.93%	5.89%	3.80%	2.16%	4.46%	2.43%	3.99%	4.87%	4.46%	2.97%	5.80%	1.46%	1.86%	2.80%	2.90%	2.83%	4.03%	2.52%	3.64%	1.36%	0.75%	3.32%	3.63%	1.95%	5.71%	0.88%	1.10%	6.91%	0.90%	2.14%	1.50%	2.65%	1.97%	4.20%	5.13%	2.96%	1.05%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1154	27	2	45	28	35	30	16	41	32	42	38	54	76	47	52	55	62	61	38	47	34	11	5	22	22	5	20	1	15	5	3	2	5	6	19	16	9	4	8	0	5	8	4	2	2	7	18	21	6	10	3	4	17	7					
		3.24%	3.42%	0.78%	5.66%	3.27%	3.97%	4.16%	4.74%	4.37%	4.79%	4.74%	4.47%	5.75%	6.25%	5.36%	5.70%	5.13%	5.26%	5.63%	5.60%	5.42%	4.32%	1.26%	1.01%	3.13%	2.98%	0.69%	3.30%	0.44%	1.46%	1.55%	1.68%	0.82%	1.01%	1.51%	4.0%	1.76%	1.22%	1.00%	1.66%	0.0%	0.97%	1.90%	1.76%	0.73%	1.25%	1.58%	2.02%	1.86%	0.79%	1.52%	0.70%	1.58%	1.43%	1.47%					
22	"5. ""За Русь Святую"""	200	6	4	4	3	5	7	3	2	6	1	3	5	3	4	8	0	7	7	4	4	7	2	2	5	4	6	2	2	4	1	1	3	2	2	5	2	10	3	6	2	5	4	2	1	0	4	5	8	0	3	2	0	7	2					
		0.56%	0.76%	1.56%	0.50%	0.35%	0.56%	0.97%	0.89%	0.21%	0.89%	0.11%	0.35%	0.53%	0.24%	0.45%	0.87%	0.0%	0.59%	0.64%	0.58%	0.46%	0.89%	0.22%	0.40%	0.71%	0.54%	0.83%	0.33%	0.89%	0.38%	0.31%	0.56%	1.24%	0.40%	0.50%	1.05%	0.22%	1.36%	0.75%	1.24%	1.21%	0.97%	0.95%	0.88%	0.36%	0.0%	0.90%	0.56%	0.70%	0.0%	0.45%	0.46%	0.0%	0.59%	0.42%					
23	"6. ""Объединенная Российская партия ""Русь"""	85	3	0	1	2	1	0	1	3	2	0	0	2	3	2	4	1	10	3	3	2	2	0	1	0	1	0	1	1	3	1	0	0	1	0	2	3	0	1	2	1	5	0	0	1	0	1	1	4	3	1	3	0	1	2					
		0.23%	0.38%	0.0%	0.12%	0.23%	0.11%	0.0%	0.29%	0.31%	0.29%	0.0%	0.0%	0.21%	0.24%	0.22%	0.43%	0.09%	0.84%	0.27%	0.44%	0.23%	0.25%	0.0%	0.20%	0.0%	0.13%	0.0%	0.16%	0.44%	0.29%	0.31%	0.0%	0.0%	0.20%	0.0%	0.42%	0.33%	0.0%	0.25%	0.41%	0.60%	0.97%	0.0%	0.0%	0.36%	0.0%	0.22%	0.11%	0.35%	0.39%	0.15%	0.70%	0.0%	0.08%	0.42%					
24	"7. ""Новый курс - Автомобильная Россия"""	398	10	1	15	12	12	20	4	11	8	9	9	9	6	8	11	17	15	8	3	13	12	7	6	12	14	14	10	1	5	1	2	0	2	2	7	15	11	3	0	1	3	2	1	3	1	6	3	7	3	8	8	4	14	9					
		1.12%	1.26%	0.39%	1.88%	1.40%	1.36%	2.77%	1.18%	1.17%	1.19%	1.01%	1.05%	0.95%	0.49%	0.91%	1.20%	1.58%	1.27%	0.73%	0.44%	1.49%	1.52%	0.80%	1.21%	1.71%	1.89%	1.95%	1.65%	0.44%	0.48%	0.31%	1.12%	0.0%	0.40%	0.50%	1.47%	1.65%	1.50%	0.75%	0.0%	0.60%	0.58%	0.47%	0.44%	1.10%	0.62%	1.35%	0.33%	0.62%	0.39%	1.21%	1.86%	1.58%	1.18%	1.89%					
25	"8. ""Народно-республиканская партия России"""	57	2	0	0	0	0	0	0	0	1	0	3	0	0	1	0	2	4	4	2	1	0	2	2	2	1	0	0	0	4	1	0	2	1	2	1	1	1	1	1	1	1	1	0	2	1	1	0	1	1	1	1	0	2	2					
		0.16%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.35%	0.0%	0.0%	0.11%	0.0%	0.18%	0.33%	0.36%	0.29%	0.11%	0.0%	0.22%	0.40%	0.28%	0.13%	0.0%	0.0%	0.0%	0.38%	0.31%	0.0%	0.82%	0.20%	0.50%	0.21%	0.11%	0.13%	0.25%	0.20%	0.60%	0.19%	0.23%	0.0%	0.73%	0.62%	0.22%	0.0%	0.08%	0.13%	0.15%	0.23%	0.0%	0.16%	0.42%					
26	"9. ""Российская экологическая партия ""Зеленые"""	109	5	0	2	1	0	3	0	3	2	6	0	4	11	2	5	6	12	3	3	2	3	1	0	1	6	1	3	0	4	0	0	0	1	1	1	2	4	1	1	0	0	0	0	1	0	1	1	1	0	2	0	0	1	2					
		0.30%	0.63%	0.0%	0.25%	0.11%	0.0%	0.41%	0.0%	0.31%	0.29%	0.67%	0.0%	0.42%	0.90%	0.22%	0.54%	0.56%	1.01%	0.27%	0.44%	0.23%	0.38%	0.11%	0.0%	0.14%	0.81%	0.13%	0.49%	0.0%	0.38%	0.0%	0.0%	0.0%	0.20%	0.25%	0.21%	0.22%	0.54%	0.25%	0.20%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.22%	0.11%	0.08%	0.0%	0.30%	0.0%	0.0%	0.08%	0.42%					
27	"10. ""Аграрная партия России"""	1265	12	10	15	14	18	19	11	19	11	27	13	20	24	17	20	22	32	25	25	22	10	24	18	16	21	20	8	4	48	11	8	7	35	15	15	30	45	31	17	11	70	51	12	27	11	44	52	42	35	39	35	14	47	16					
		3.56%	1.52%	3.92%	1.88%	1.63%	2.04%	2.63%	3.26%	2.02%	1.64%	3.05%	1.52%	2.13%	1.97%	1.94%	2.19%	2.05%	2.71%	2.30%	3.68%	2.53%	1.27%	2.74%	3.65%	2.28%	2.84%	2.79%	1.32%	1.78%	4.67%	3.42%	4.49%	2.90%	7.09%	3.77%	3.15%	3.31%	6.13%	7.78%	3.53%	6.66%	13.69%	12.14%	5.30%	9.92%	6.91%	9.95%	5.86%	3.72%	4.64%	5.93%	8.17%	5.53%	3.97%	3.37%					
28	"11. ""Истинные патриоты России"""	21	0	0	1	0	0	0	0	0	0	0	1	1	0	3	0	2	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1					
		0.05%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.10%	0.0%	0.34%	0.0%	0.18%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.16%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.22%	0.13%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.15%	0.0%	0.0%	0.0%	0.21%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	554	7	5	11	10	10	9	5	21	11	20	16	11	29	13	14	18	22	14	6	10	10	14	4	14	15	12	13	3	13	4	1	6	7	9	10	14	15	9	3	0	2	6	3	1	4	1	15	14	13	9	13	5	24	6					
		1.55%	0.88%	1.96%	1.38%	1.17%	1.13%	1.25%	1.48%	2.23%	1.64%	2.25%	1.88%	1.17%	2.38%	1.48%	1.53%	1.68%	1.86%	1.29%	0.88%	1.15%	1.27%	1.60%	0.81%	1.99%	2.03%	1.67%	2.14%	1.33%	1.26%	1.24%	0.56%	2.48%	1.41%	2.26%	2.10%	1.54%	2.04%	2.26%	0.62%	0.0%	0.39%	1.42%	1.32%	0.36%	2.51%	0.22%	1.69%	1.24%	1.72%	1.36%	3.03%	1.97%	2.03%	1.26%					
30	"13. ""Демократическая партия России"""	87	0	0	3	2	2	0	1	1	1	2	1	0	3	1	3	0	2	2	1	1	0	1	0	4	7	0	1	0	2	0	1	4	0	2	0	4	4	0	1	0	0	1	0	0	0	11	1	2	2	2	2	3	3	3					
		0.24%	0.0%	0.0%	0.37%	0.23%	0.22%	0.0%	0.29%	0.10%	0.14%	0.22%	0.11%	0.0%	0.24%	0.11%	0.32%	0.0%	0.16%	0.18%	0.14%	0.11%	0.0%	0.11%	0.0%	0.57%	0.94%	0.0%	0.16%	0.0%	0.19%	0.0%	0.56%	1.65%	0.0%	0.50%	0.0%	0.44%	0.54%	0.0%	0.20%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	2.48%	0.11%	0.17%	0.26%	0.30%	0.46%	1.18%	0.25%	0.63%					
31	"14. ""Великая Россия - Евразийский Союз"""	64	3	1	4	8	2	1	2	2	1	0	0	1	2	2	3	0	1	0	1	0	4	2	0	1	0	1	0	1	2	1	1	0	0	1	0	1	0	0	0	1	1	1	2	0	0	0	2	2	2	0	0	1	2	1					
		0.18%	0.38%	0.39%	0.50%	0.93%	0.22%	0.13%	0.59%	0.21%	0.14%	0.0%	0.0%	0.10%	0.16%	0.22%	0.32%	0.0%	0.08%	0.0%	0.14%	0.0%	0.50%	0.22%	0.0%	0.14%	0.0%	0.13%	0.0%	0.44%	0.19%	0.31%	0.56%	0.0%	0.0%	0.25%	0.0%	0.11%	0.0%	0.0%	0.0%	0.60%	0.19%	0.23%	0.88%	0.0%	0.0%	0.0%	0.22%	0.17%	0.26%	0.0%	0.0%	0.39%	0.16%	0.21%					
32	"15. ""Партия СЛОН"""	45	0	0	0	0	0	0	2	2	3	1	2	1	3	4	1	1	1	0	0	2	0	0	0	0	0	3	1	0	1	0	0	0	0	1	0	0	2	0	0	0	1	0	0	1	1	0	1	2	1	0	0	0	6	1					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	0.21%	0.44%	0.11%	0.23%	0.10%	0.24%	0.45%	0.10%	0.09%	0.08%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.16%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.36%	0.62%	0.0%	0.11%	0.17%	0.13%	0.0%	0.0%	0.0%	0.50%	0.21%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3289	65	15	54	92	80	79	46	119	84	97	104	91	143	138	144	106	127	125	83	102	67	93	45	53	73	46	41	14	65	24	12	11	50	44	26	29	50	40	27	5	30	33	25	28	5	29	57	73	48	69	43	19	81	40					
		9.25%	8.23%	5.88%	6.79%	10.77%	9.08%	10.97%	13.64%	12.68%	12.57%	10.96%	12.23%	9.70%	11.76%	15.75%	15.78%	9.89%	10.79%	11.54%	12.24%	11.76%	8.52%	10.65%	9.14%	7.56%	9.89%	6.42%	6.76%	6.24%	6.33%	7.47%	6.74%	4.56%	10.14%	11.08%	5.47%	3.20%	6.82%	10.05%	5.61%	3.03%	5.87%	7.85%	11.06%	10.29%	3.14%	6.56%	6.42%	6.47%	6.36%	10.50%	10.04%	7.50%	6.85%	8.43%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	126	4	1	4	2	4	3	2	1	4	5	2	1	4	1	0	0	1	2	0	3	4	1	3	1	2	2	1	1	6	2	0	4	3	0	2	3	2	7	1	0	0	1	2	3	2	1	8	4	5	3	1	2	2	3					
		0.35%	0.50%	0.39%	0.50%	0.23%	0.45%	0.41%	0.59%	0.10%	0.59%	0.56%	0.23%	0.10%	0.32%	0.11%	0.0%	0.0%	0.08%	0.18%	0.0%	0.34%	0.50%	0.11%	0.60%	0.14%	0.27%	0.27%	0.16%	0.44%	0.58%	0.62%	0.0%	1.65%	0.60%	0.0%	0.42%	0.33%	0.27%	1.75%	0.20%	0.0%	0.0%	0.23%	0.88%	1.10%	1.25%	0.22%	0.90%	0.35%	0.66%	0.45%	0.23%	0.79%	0.16%	0.63%					
35	"18. ""ЛДПР"""	4226	132	36	152	99	115	138	52	107	72	91	111	110	137	105	79	112	139	120	60	95	116	82	49	90	95	64	194	28	81	14	9	21	64	39	77	95	67	42	41	24	26	50	25	39	16	40	115	134	87	50	64	16	141	69					
		11.89%	16.73%	14.11%	19.11%	11.59%	13.05%	19.16%	15.43%	11.40%	10.77%	10.28%	13.05%	11.72%	11.27%	11.98%	8.66%	10.45%	11.80%	11.08%	8.84%	10.95%	14.75%	9.39%	9.95%	12.83%	12.87%	8.93%	32.01%	12.49%	7.89%	4.36%	5.05%	8.71%	12.98%	9.82%	16.21%	10.49%	9.14%	10.55%	8.52%	14.54%	5.08%	11.90%	11.06%	14.33%	10.06%	9.04%	12.96%	11.87%	11.53%	7.61%	14.95%	6.32%	11.92%	14.55%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	480	13	4	11	16	17	12	6	15	4	12	10	15	11	14	16	16	1	15	8	16	8	13	5	12	21	7	8	4	8	4	2	1	1	8	5	6	12	7	11	1	2	11	1	6	1	3	15	13	9	6	3	3	25	6					
		1.35%	1.64%	1.56%	1.38%	1.87%	1.92%	1.66%	1.78%	1.59%	0.59%	1.35%	1.17%	1.59%	0.90%	1.59%	1.75%	1.49%	0.08%	1.38%	1.17%	1.84%	1.01%	1.48%	1.01%	1.71%	2.84%	0.97%	1.32%	1.78%	0.77%	1.24%	1.12%	0.41%	0.20%	2.01%	1.05%	0.66%	1.63%	1.75%	2.28%	0.60%	0.39%	2.61%	0.44%	2.20%	0.62%	0.67%	1.69%	1.15%	1.19%	0.91%	0.70%	1.18%	2.11%	1.26%					
37	"20. ""Политическая партия ""Единая Россия"""	13196	285	86	239	291	328	229	99	312	225	268	256	305	381	250	284	360	350	369	215	278	292	350	239	299	260	361	190	101	536	204	61	129	187	149	151	455	286	144	230	84	268	133	100	99	64	148	321	506	370	261	158	91	415	144					
		37.13%	36.12%	33.72%	30.06%	34.07%	37.23%	31.80%	29.37%	33.26%	33.68%	30.28%	30.11%	32.51%	31.35%	28.53%	31.14%	33.61%	29.73%	34.07%	31.71%	32.06%	37.15%	40.09%	48.57%	42.65%	35.23%	50.41%	31.35%	45.08%	52.24%	63.55%	34.26%	53.52%	37.93%	37.53%	31.78%	50.27%	39.01%	36.18%	47.81%	50.90%	52.44%	31.66%	44.24%	36.39%	40.25%	33.48%	36.18%	44.85%	49.07%	39.72%	36.91%	35.96%	35.10%	30.37%					
38	"21. ""Российская Конституционно-демократическая партия"""	89	1	2	1	2	1	0	0	0	0	1	1	0	2	1	4	21	2	3	2	0	1	1	1	1	3	4	0	1	3	0	0	0	0	0	1	5	0	2	2	1	1	3	0	0	0	0	2	4	4	0	0	1	2	2					
		0.25%	0.12%	0.78%	0.12%	0.23%	0.11%	0.0%	0.0%	0.0%	0.0%	0.11%	0.11%	0.0%	0.16%	0.11%	0.43%	1.96%	0.16%	0.27%	0.29%	0.0%	0.12%	0.11%	0.20%	0.14%	0.40%	0.55%	0.0%	0.44%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.55%	0.0%	0.50%	0.41%	0.60%	0.19%	0.71%	0.0%	0.0%	0.0%	0.0%	0.22%	0.35%	0.53%	0.0%	0.0%	0.39%	0.16%	0.42%					
39	"22. ""Развитие предпринимательства"""	134	1	2	9	2	2	1	0	1	1	5	2	3	2	0	0	5	1	7	2	0	4	3	0	1	2	1	1	1	0	1	0	1	1	1	1	1	0	2	0	1	0	1	0	1	1	0	1	2	56	0	0	0	4	0					
		0.37%	0.12%	0.78%	1.13%	0.23%	0.22%	0.13%	0.0%	0.10%	0.14%	0.56%	0.23%	0.31%	0.16%	0.0%	0.0%	0.46%	0.08%	0.64%	0.29%	0.0%	0.50%	0.34%	0.0%	0.14%	0.27%	0.13%	0.16%	0.44%	0.0%	0.31%	0.0%	0.41%	0.20%	0.25%	0.21%	0.11%	0.0%	0.50%	0.0%	0.60%	0.0%	0.23%	0.0%	0.36%	0.62%	0.0%	0.11%	0.17%	7.42%	0.0%	0.0%	0.0%	0.33%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4202	73	42	128	127	86	80	33	118	82	150	111	166	145	108	123	143	130	156	108	118	52	114	40	70	70	80	21	21	93	16	37	21	51	35	30	72	77	50	61	7	38	33	17	27	18	70	131	154	56	87	33	47	188	58					
		11.82%	9.25%	16.47%	16.10%	14.87%	9.76%	11.11%	9.79%	12.57%	12.27%	16.94%	13.05%	17.69%	11.93%	12.32%	13.48%	13.35%	11.04%	14.40%	15.92%	13.61%	6.61%	13.05%	8.13%	9.98%	9.48%	11.17%	3.46%	9.37%	9.06%	4.98%	20.78%	8.71%	10.34%	8.81%	6.31%	7.95%	10.50%	12.56%	12.68%	4.24%	7.43%	7.85%	7.52%	9.92%	11.32%	15.83%	14.76%	13.65%	7.42%	13.24%	7.71%	18.57%	15.90%	12.23%					
																																																													
41	Против всех	3045	57	24	41	78	96	51	26	99	74	64	92	77	143	89	80	113	157	90	49	83	99	72	48	46	52	36	59	17	62	19	25	15	45	40	73	69	75	31	35	10	17	33	25	13	10	43	62	77	0	64	24	17	94	55					
		8.56%	7.22%	9.41%	5.15%	9.13%	10.89%	7.08%	7.71%	10.55%	11.07%	7.23%	10.82%	8.20%	11.76%	10.15%	8.77%	10.55%	13.33%	8.31%	7.22%	9.57%	12.59%	8.24%	9.75%	6.56%	7.04%	5.02%	9.73%	7.58%	6.04%	5.91%	14.04%	6.22%	9.12%	10.07%	15.36%	7.62%	10.23%	7.78%	7.27%	6.06%	3.32%	7.85%	11.06%	4.77%	6.28%	9.72%	6.98%	6.82%	0.0%	9.74%	5.60%	6.71%	7.95%	11.60%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
