Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Курагинская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560					
		39.65%	47.45%	56.93%	40.52%	45.21%	53.23%	46.55%	47.06%	44.38%	33.81%	38.12%	38.33%	34.08%	36.98%	34.68%	36.08%	37.54%	31.71%	30.97%	41.55%	55.41%	34.67%	33.26%	42.99%	51.46%	50.67%	38.03%	33.79%	38.78%	51.22%	38.36%	29.58%	30.77%	56.25%	38.11%	57.14%	40.18%	47.86%	54.55%	50.76%	40.56%	50.58%	46.19%	52.68%	39.67%	40.63%	46.70%	43.25%	37.99%	37.44%	34.93%	56.76%	47.06%	54.05%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	157	5	1	2	1	2	0	2	0	1	1	3	6	5	6	6	3	13	4	3	1	12	6	1	1	1	2	1	0	1	1	0	3	0	4	2	3	0	4	0	3	2	2	3	4	5	3	4	5	6	12	0	1	0					
		0.86%	1.82%	0.73%	0.52%	0.53%	3.23%	0.00%	0.98%	0.00%	0.28%	0.50%	1.05%	0.85%	0.75%	0.93%	0.73%	0.49%	1.62%	1.29%	0.53%	1.35%	1.23%	0.63%	0.93%	0.32%	0.67%	2.82%	0.69%	0.00%	2.44%	0.34%	0.00%	2.10%	0.00%	0.84%	0.71%	0.68%	0.00%	2.14%	0.00%	0.93%	0.77%	0.95%	1.34%	0.72%	0.87%	0.79%	0.73%	0.93%	0.77%	1.40%	0.00%	0.84%	0.00%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
