Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
Наименование Избирательной комиссии:    Ленинская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	3169	70	65	100	90	90	60	50	50	50	90	60	70	90	50	70	70	70	50	113	70	65	100	90	50	70	115	90	52	80	80	90	60	55	110	80	70	85	80	99	110	110	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2763	63	60	84	81	71	36	29	37	44	90	60	52	82	32	53	64	54	37	113	67	46	90	88	29	69	111	76	52	73	63	87	57	51	109	66	41	81	64	97	105	99	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1913	189	87	99	7	52	82	25	23	22	61	46	67	37	6	45	30	37	5	43	56	24	50	38	31	111	50	42	14	12	10	35	35	18	17	25	22	11	15	22	22	10	50	23	39	134	34					
14	Число погашенных неиспользованных открепительных удостоверений	406	7	5	16	9	19	24	21	13	6	0	0	18	8	18	17	6	16	13	0	3	19	10	2	21	1	4	14	0	7	17	3	3	4	1	14	29	4	16	2	5	11	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	71	0	1	0	3	3	0	0	0	2	3	0	1	1	6	1	4	2	2	1	2	1	0	1	1	2	2	2	2	2	3	4	4	2	3	2	1	0	6	0	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2606	11	110	127	3	27	107	78	109	95	42	111	92	127	69	2	7	112	87	60	89	114	109	117	3	20	50	21	102	15	42	50	11	8	121	106	114	8	4	10	26	84	2	0	1	0	3					
		3.65%	0.50%	8.55%	9.44%	0.16%	1.83%	11.35%	7.20%	9.53%	9.59%	2.19%	8.59%	9.52%	6.16%	7.10%	0.10%	0.40%	7.37%	8.35%	2.40%	8.17%	9.02%	9.91%	9.91%	0.14%	0.88%	2.23%	1.01%	6.84%	0.72%	2.38%	2.46%	0.47%	0.43%	4.61%	5.79%	7.74%	0.42%	0.19%	0.49%	1.07%	4.18%	0.88%	0.00%	0.55%	0.00%	0.65%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2506	7	99	105	4	37	94	64	86	66	24	105	91	132	83	45	19	28	75	104	72	77	89	109	9	2	57	18	108	26	51	53	14	11	156	91	128	30	11	19	57	32	0	0	11	4	3					
		3.51%	0.32%	7.70%	7.80%	0.22%	2.50%	9.97%	5.90%	7.52%	6.66%	1.25%	8.13%	9.42%	6.40%	8.54%	2.22%	1.08%	1.84%	7.20%	4.15%	6.61%	6.09%	8.09%	9.23%	0.43%	0.09%	2.55%	0.86%	7.24%	1.25%	2.89%	2.61%	0.60%	0.59%	5.95%	4.97%	8.69%	1.57%	0.52%	0.94%	2.34%	1.59%	0.00%	0.00%	6.08%	0.85%	0.65%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	251	2	9	8	0	3	7	8	9	4	6	15	14	6	5	10	4	7	9	9	6	6	7	10	0	3	2	16	7	4	6	1	1	0	9	16	13	0	0	3	3	0	0	0	0	3	0					
		0.35%	0.09%	0.70%	0.59%	0.00%	0.20%	0.74%	0.74%	0.79%	0.40%	0.31%	1.16%	1.45%	0.29%	0.51%	0.49%	0.23%	0.46%	0.86%	0.36%	0.55%	0.47%	0.64%	0.85%	0.00%	0.13%	0.09%	0.77%	0.47%	0.19%	0.34%	0.05%	0.04%	0.00%	0.34%	0.87%	0.88%	0.00%	0.00%	0.15%	0.12%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7509	51	243	296	44	208	177	170	205	185	242	234	206	263	110	177	131	257	145	240	189	235	175	234	194	28	259	116	272	99	222	219	181	199	230	194	252	100	126	123	86	145	10	2	7	22	6					
		10.52%	2.30%	18.90%	21.99%	2.41%	14.06%	18.77%	15.68%	17.92%	18.67%	12.60%	18.11%	21.33%	12.75%	11.32%	8.73%	7.41%	16.91%	13.92%	9.58%	17.36%	18.59%	15.91%	19.81%	9.24%	1.23%	11.57%	5.55%	18.24%	4.77%	12.60%	10.78%	7.74%	10.66%	8.77%	10.59%	17.11%	5.22%	5.99%	6.08%	3.53%	7.21%	4.41%	0.65%	3.87%	4.70%	1.30%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	744	0	42	47	1	6	33	28	38	14	7	40	22	12	15	1	6	8	28	20	45	23	43	34	0	10	12	18	30	10	11	39	2	0	23	30	22	0	6	9	6	0	0	0	1	2	0					
		1.04%	0.00%	3.27%	3.49%	0.05%	0.41%	3.50%	2.58%	3.32%	1.41%	0.36%	3.10%	2.28%	0.58%	1.54%	0.05%	0.34%	0.53%	2.69%	0.80%	4.13%	1.82%	3.91%	2.88%	0.00%	0.44%	0.54%	0.86%	2.01%	0.48%	0.62%	1.92%	0.09%	0.00%	0.88%	1.64%	1.49%	0.00%	0.29%	0.45%	0.25%	0.00%	0.00%	0.00%	0.55%	0.43%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	56898	2131	755	734	1773	1194	494	717	664	603	1590	758	525	1407	671	1792	1596	1094	674	2061	669	784	623	658	1892	2202	1848	1889	938	1916	1407	1640	2130	1648	2069	1360	907	1753	1955	1849	2259	1749	213	306	156	431	414					
		79.74%	96.12%	58.71%	54.53%	97.10%	80.73%	52.39%	66.14%	58.04%	60.85%	82.81%	58.67%	54.35%	68.23%	69.03%	88.36%	90.32%	71.97%	64.68%	82.28%	61.43%	62.03%	56.64%	55.72%	90.10%	97.00%	82.54%	90.43%	62.91%	92.29%	79.85%	80.75%	91.03%	88.32%	78.85%	74.24%	61.58%	91.49%	93.01%	91.44%	92.62%	87.01%	93.83%	99.35%	86.19%	92.09%	90.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	171	0	6	9	1	2	11	7	7	4	4	3	3	5	6	1	2	4	5	5	7	2	8	8	0	2	7	7	11	2	2	14	1	0	3	4	1	2	0	2	2	0	0	0	0	0	1					
		0.24%	0.00%	0.47%	0.67%	0.05%	0.14%	1.17%	0.65%	0.61%	0.40%	0.21%	0.23%	0.31%	0.24%	0.62%	0.05%	0.11%	0.26%	0.48%	0.20%	0.64%	0.16%	0.73%	0.68%	0.00%	0.09%	0.31%	0.34%	0.74%	0.10%	0.11%	0.69%	0.04%	0.00%	0.11%	0.22%	0.07%	0.10%	0.00%	0.10%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
