Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Кагальницкая																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	400	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	127	2	6	0	10	9	8	5	3	1	3	3	2	2	10	2	2	6	2	0	6	7	3	3	0	7	0	0	2	4	1	4	2	0	2	0	6	0	4	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	39	3	3	0	3	0	4	4	0	0	3	1	0	0	0	0	3	1	0	0	0	1	0	0	0	2	1	0	0	1	1	0	3	0	1	0	2	0	2	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	273	8	4	10	0	1	2	5	7	9	7	7	8	8	0	8	8	4	8	10	4	3	7	7	10	3	10	10	8	6	9	6	8	10	8	10	4	10	6	10	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	145	3	5	0	2	12	4	5	2	3	4	2	4	3	3	2	1	7	4	0	6	5	6	1	1	11	2	0	4	8	6	2	2	2	6	1	5	2	7	0	2									
		1.20%	1.52%	1.13%	0.00%	0.50%	1.99%	0.91%	1.25%	1.16%	0.99%	2.12%	2.15%	1.29%	0.70%	1.76%	1.13%	0.23%	1.05%	1.23%	0.00%	1.46%	0.97%	1.06%	0.51%	0.67%	1.74%	1.33%	0.00%	1.28%	1.32%	2.04%	0.65%	0.77%	1.28%	1.44%	2.22%	1.88%	1.77%	1.54%	0.00%	2.22%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	463	9	21	2	15	29	18	17	11	24	12	4	18	7	9	1	11	11	14	0	20	22	9	8	5	32	13	1	9	25	13	14	9	3	21	0	8	6	10	0	2									
		3.83%	4.55%	4.76%	1.85%	3.71%	4.81%	4.08%	4.25%	6.40%	7.95%	6.35%	4.30%	5.81%	1.63%	5.29%	0.56%	2.56%	1.65%	4.31%	0.00%	4.88%	4.25%	1.59%	4.06%	3.33%	5.05%	8.67%	1.19%	2.88%	4.13%	4.42%	4.53%	3.45%	1.92%	5.02%	0.00%	3.01%	5.31%	2.20%	0.00%	2.22%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	236	4	20	3	6	14	10	7	5	7	2	2	4	7	4	1	7	8	6	1	5	11	8	2	1	19	2	0	9	17	8	9	2	2	6	0	1	0	15	1	0									
		1.95%	2.02%	4.54%	2.78%	1.49%	2.32%	2.27%	1.75%	2.91%	2.32%	1.06%	2.15%	1.29%	1.63%	2.35%	0.56%	1.63%	1.20%	1.85%	0.90%	1.22%	2.12%	1.42%	1.02%	0.67%	2.99%	1.33%	0.00%	2.88%	2.81%	2.72%	2.91%	0.77%	1.28%	1.44%	0.00%	0.38%	0.00%	3.30%	1.19%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7030	90	216	66	236	307	189	196	62	136	87	53	157	296	109	132	333	457	206	93	243	278	396	156	97	312	99	61	149	307	153	170	151	87	216	36	184	94	295	63	62									
		58.17%	45.45%	48.98%	61.11%	58.42%	50.91%	42.86%	49.00%	36.05%	45.03%	46.03%	56.99%	50.65%	68.99%	64.12%	74.58%	77.44%	68.72%	63.38%	83.78%	59.27%	53.67%	70.09%	79.19%	64.67%	49.21%	66.00%	72.62%	47.60%	50.66%	52.04%	55.02%	57.85%	55.77%	51.67%	80.00%	69.17%	83.19%	64.84%	75.00%	68.89%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	60	1	3	0	3	4	5	1	1	1	1	1	0	2	1	0	0	0	2	1	2	4	5	0	1	8	1	0	4	2	0	2	0	0	1	0	0	2	1	0	0									
		0.50%	0.51%	0.68%	0.00%	0.74%	0.66%	1.13%	0.25%	0.58%	0.33%	0.53%	1.08%	0.00%	0.47%	0.59%	0.00%	0.00%	0.00%	0.62%	0.90%	0.49%	0.77%	0.88%	0.00%	0.67%	1.26%	0.67%	0.00%	1.28%	0.33%	0.00%	0.65%	0.00%	0.00%	0.24%	0.00%	0.00%	1.77%	0.22%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	27	2	2	0	0	1	3	1	1	0	0	1	1	0	1	0	0	2	0	1	0	1	3	0	1	2	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0									
		0.22%	1.01%	0.45%	0.00%	0.00%	0.17%	0.68%	0.25%	0.58%	0.00%	0.00%	1.08%	0.32%	0.00%	0.59%	0.00%	0.00%	0.30%	0.00%	0.90%	0.00%	0.19%	0.53%	0.00%	0.67%	0.32%	1.33%	0.00%	0.00%	0.00%	0.34%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1732	28	54	13	64	116	80	95	40	54	30	15	46	49	22	22	34	55	30	5	45	50	39	14	30	114	15	12	70	121	46	54	58	24	82	1	24	8	61	7	5									
		14.33%	14.14%	12.24%	12.04%	15.84%	19.24%	18.14%	23.75%	23.26%	17.88%	15.87%	16.13%	14.84%	11.42%	12.94%	12.43%	7.91%	8.27%	9.23%	4.50%	10.98%	9.65%	6.90%	7.11%	20.00%	17.98%	10.00%	14.29%	22.36%	19.97%	15.65%	17.48%	22.22%	15.38%	19.62%	2.22%	9.02%	7.08%	13.41%	8.33%	5.56%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	47	0	1	0	5	3	2	0	0	1	0	1	0	2	0	1	1	2	0	0	3	4	0	0	0	4	0	0	5	3	1	0	3	0	0	0	4	0	1	0	0									
		0.39%	0.00%	0.23%	0.00%	1.24%	0.50%	0.45%	0.00%	0.00%	0.33%	0.00%	1.08%	0.00%	0.47%	0.00%	0.56%	0.23%	0.30%	0.00%	0.00%	0.73%	0.77%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	1.60%	0.50%	0.34%	0.00%	1.15%	0.00%	0.00%	0.00%	1.50%	0.00%	0.22%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	60	1	2	0	2	5	5	3	0	2	4	0	2	2	0	0	1	3	1	0	2	4	6	0	0	2	2	0	1	2	1	3	0	1	0	0	1	0	1	1	0									
		0.50%	0.51%	0.45%	0.00%	0.50%	0.83%	1.13%	0.75%	0.00%	0.66%	2.12%	0.00%	0.65%	0.47%	0.00%	0.00%	0.23%	0.45%	0.31%	0.00%	0.49%	0.77%	1.06%	0.00%	0.00%	0.32%	1.33%	0.00%	0.32%	0.33%	0.34%	0.97%	0.00%	0.64%	0.00%	0.00%	0.38%	0.00%	0.22%	1.19%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1									
		0.08%	0.00%	0.23%	0.00%	0.00%	0.17%	0.23%	0.00%	0.00%	0.00%	0.53%	1.08%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	1.11%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	90	0	0	5	2	4	5	2	1	1	2	1	6	2	2	1	0	5	1	0	2	8	8	1	0	2	2	1	3	8	2	2	1	0	0	0	1	1	8	0	0									
		0.74%	0.00%	0.00%	4.63%	0.50%	0.66%	1.13%	0.50%	0.58%	0.33%	1.06%	1.08%	1.94%	0.47%	1.18%	0.56%	0.00%	0.75%	0.31%	0.00%	0.49%	1.54%	1.42%	0.51%	0.00%	0.32%	1.33%	1.19%	0.96%	1.32%	0.68%	0.65%	0.38%	0.00%	0.00%	0.00%	0.38%	0.88%	1.76%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1727	47	104	13	54	83	92	55	40	53	36	10	63	53	11	15	33	89	54	5	64	109	74	8	14	100	4	6	40	93	43	43	21	31	69	6	29	0	37	10	16									
		14.29%	23.74%	23.58%	12.04%	13.37%	13.76%	20.86%	13.75%	23.26%	17.55%	19.05%	10.75%	20.32%	12.35%	6.47%	8.47%	7.67%	13.38%	16.62%	4.50%	15.61%	21.04%	13.10%	4.06%	9.33%	15.77%	2.67%	7.14%	12.78%	15.35%	14.63%	13.92%	8.05%	19.87%	16.51%	13.33%	10.90%	0.00%	8.13%	11.90%	17.78%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	1	0	0	2	1	2	4	0	2	0	0	3	2	0	0	0	0	1	0	0	4	2	0	0	1	1	0	1	0	3	0	0	0	0	0	0	0	2	0	0									
		0.26%	0.51%	0.00%	0.00%	0.50%	0.17%	0.45%	1.00%	0.00%	0.66%	0.00%	0.00%	0.97%	0.47%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.77%	0.35%	0.00%	0.00%	0.16%	0.67%	0.00%	0.32%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	222	4	5	3	6	11	17	12	1	8	4	0	3	3	3	0	3	19	6	1	10	6	9	4	0	12	0	3	10	20	6	5	4	4	9	1	3	0	6	1	0									
		1.84%	2.02%	1.13%	2.78%	1.49%	1.82%	3.85%	3.00%	0.58%	2.65%	2.12%	0.00%	0.97%	0.70%	1.76%	0.00%	0.70%	2.86%	1.85%	0.90%	2.44%	1.16%	1.59%	2.03%	0.00%	1.89%	0.00%	3.57%	3.19%	3.30%	2.04%	1.62%	1.53%	2.56%	2.15%	2.22%	1.13%	0.00%	1.32%	1.19%	0.00%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
