Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Новолялинская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643									
		0.88%	0.23%	0.62%	2.02%	0.78%	2.22%	0.52%	0.55%	0.54%	0.00%	0.44%	1.06%	0.78%	2.31%	0.37%	0.00%	2.50%	0.00%	1.40%	0.00%	0.93%	2.60%	0.00%	2.27%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	126	8	22	9	8	8	11	4	10	2	6	6	8	1	6	4	4	1	3	2	0	1	1	1									
		1.88%	1.88%	2.28%	1.65%	2.08%	2.54%	2.87%	2.21%	1.80%	0.95%	2.67%	1.06%	1.24%	0.58%	2.21%	2.16%	10.00%	3.57%	2.10%	1.77%	0.00%	1.30%	1.27%	1.14%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	210	12	33	17	12	8	10	4	15	11	7	25	27	2	5	6	1	0	1	4	5	1	2	2									
		3.13%	2.82%	3.41%	3.12%	3.12%	2.54%	2.61%	2.21%	2.70%	5.21%	3.11%	4.41%	4.20%	1.16%	1.85%	3.24%	2.50%	0.00%	0.70%	3.54%	4.67%	1.30%	2.53%	2.27%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3252	187	419	250	176	132	162	85	241	115	107	277	309	98	118	120	21	16	113	78	67	51	60	50									
		48.48%	43.90%	43.33%	45.87%	45.71%	41.90%	42.30%	46.96%	43.35%	54.50%	47.56%	48.85%	48.06%	56.65%	43.54%	64.86%	52.50%	57.14%	79.02%	69.03%	62.62%	66.23%	75.95%	56.82%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	43	1	5	7	2	2	1	1	8	1	2	4	4	1	1	1	0	0	2	0	0	0	0	0									
		0.64%	0.23%	0.52%	1.28%	0.52%	0.63%	0.26%	0.55%	1.44%	0.47%	0.89%	0.71%	0.62%	0.58%	0.37%	0.54%	0.00%	0.00%	1.40%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0									
		0.09%	0.00%	0.00%	0.18%	0.26%	0.00%	0.00%	0.55%	0.18%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1197	91	135	74	80	54	84	43	136	48	42	85	122	40	56	28	8	4	7	14	18	8	6	14									
		17.84%	21.36%	13.96%	13.58%	20.78%	17.14%	21.93%	23.76%	24.46%	22.75%	18.67%	14.99%	18.97%	23.12%	20.66%	15.14%	20.00%	14.29%	4.90%	12.39%	16.82%	10.39%	7.59%	15.91%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	36	1	4	1	3	2	2	0	3	0	3	4	6	0	0	1	1	0	3	0	2	0	0	0									
		0.54%	0.23%	0.41%	0.18%	0.78%	0.63%	0.52%	0.00%	0.54%	0.00%	1.33%	0.71%	0.93%	0.00%	0.00%	0.54%	2.50%	0.00%	2.10%	0.00%	1.87%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	26	4	4	3	0	1	1	0	3	1	0	2	3	0	3	0	0	0	1	0	0	0	0	0									
		0.39%	0.94%	0.41%	0.55%	0.00%	0.32%	0.26%	0.00%	0.54%	0.47%	0.00%	0.35%	0.47%	0.00%	1.11%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.32%	0.26%	0.55%	0.00%	0.00%	0.00%	0.18%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	71	8	7	8	2	2	3	0	8	0	2	10	8	4	3	2	0	1	1	0	0	1	0	1									
		1.06%	1.88%	0.72%	1.47%	0.52%	0.63%	0.78%	0.00%	1.44%	0.00%	0.89%	1.76%	1.24%	2.31%	1.11%	1.08%	0.00%	3.57%	0.70%	0.00%	0.00%	1.30%	0.00%	1.14%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	713	48	121	57	36	50	57	26	65	11	29	55	66	10	23	19	4	2	7	4	9	5	1	8									
		10.63%	11.27%	12.51%	10.46%	9.35%	15.87%	14.88%	14.36%	11.69%	5.21%	12.89%	9.70%	10.26%	5.78%	8.49%	10.27%	10.00%	7.14%	4.90%	3.54%	8.41%	6.49%	1.27%	9.09%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	1	5	2	2	3	3	1	2	0	1	2	2	0	3	4	0	1	0	0	0	0	1	0									
		0.49%	0.23%	0.52%	0.37%	0.52%	0.95%	0.78%	0.55%	0.36%	0.00%	0.44%	0.35%	0.31%	0.00%	1.11%	2.16%	0.00%	3.57%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	733	47	171	84	48	40	26	13	40	16	19	67	75	11	45	0	0	2	3	2	3	6	6	9									
		10.93%	11.03%	17.68%	15.41%	12.47%	12.70%	6.79%	7.18%	7.19%	7.58%	8.44%	11.82%	11.66%	6.36%	16.61%	0.00%	0.00%	7.14%	2.10%	1.77%	2.80%	7.79%	7.59%	10.23%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
