Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Троицкая																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403					
		0.11%	0.00%	0.00%	0.00%	0.49%	0.14%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.43%	0.31%	0.00%	0.16%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.11%	0.20%	0.16%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1333	55	3	9	5	115	15	33	17	1	11	2	8	23	25	9	0	52	17	54	107	30	16	50	1	11	29	50	7	16	73	35	74	4	20	9	9	3	80	6	16	4	9	61	2	8	6	20	11	2	52	9	13	0	5	18	13					
		8.42%	11.93%	3.33%	5.29%	2.46%	16.55%	8.57%	7.88%	17.35%	1.54%	8.53%	1.61%	13.11%	6.71%	8.71%	8.18%	0.00%	7.83%	5.35%	9.12%	11.51%	9.38%	11.11%	8.06%	0.89%	4.42%	11.55%	7.28%	4.12%	4.55%	8.03%	6.92%	11.62%	4.94%	6.90%	7.76%	5.66%	4.00%	12.42%	4.00%	10.00%	4.94%	6.08%	9.64%	3.92%	6.72%	3.49%	9.43%	9.02%	3.64%	8.15%	7.83%	8.28%	0.00%	5.10%	4.77%	8.84%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	83	8	0	1	0	1	0	6	0	0	2	0	0	0	1	0	0	3	4	1	4	1	0	5	1	0	2	4	0	2	18	4	3	0	1	1	0	0	2	1	0	1	0	1	0	0	0	3	0	0	2	0	0	0	0	0	0					
		0.52%	1.74%	0.00%	0.59%	0.00%	0.14%	0.00%	1.43%	0.00%	0.00%	1.55%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.45%	1.26%	0.17%	0.43%	0.31%	0.00%	0.81%	0.89%	0.00%	0.80%	0.58%	0.00%	0.57%	1.98%	0.79%	0.47%	0.00%	0.34%	0.86%	0.00%	0.00%	0.31%	0.67%	0.00%	1.23%	0.00%	0.16%	0.00%	0.00%	0.00%	1.42%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	19	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0					
		0.12%	0.43%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.15%	0.31%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.28%	0.11%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	1.64%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1133	40	6	18	7	44	19	19	9	5	16	9	9	29	23	7	0	36	19	56	67	21	14	40	7	16	25	65	17	18	65	36	47	6	24	8	8	6	45	12	10	7	17	33	1	14	9	2	4	7	48	7	10	4	8	19	15					
		7.16%	8.68%	6.67%	10.59%	3.45%	6.33%	10.86%	4.53%	9.18%	7.69%	12.40%	7.26%	14.75%	8.45%	8.01%	6.36%	0.00%	5.42%	5.97%	9.46%	7.20%	6.56%	9.72%	6.45%	6.25%	6.43%	9.96%	9.46%	10.00%	5.11%	7.15%	7.11%	7.38%	7.41%	8.28%	6.90%	5.03%	8.00%	6.99%	8.00%	6.25%	8.64%	11.49%	5.21%	1.96%	11.76%	5.23%	0.94%	3.28%	12.73%	7.52%	6.09%	6.37%	4.30%	8.16%	5.04%	10.20%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	971	22	2	15	2	50	11	14	8	4	8	6	6	36	23	3	2	26	12	29	65	19	6	54	3	18	13	24	4	19	57	23	66	3	25	4	9	2	62	4	4	2	1	49	0	9	16	23	10	1	47	2	7	5	3	24	9					
		6.13%	4.77%	2.22%	8.82%	0.99%	7.19%	6.29%	3.34%	8.16%	6.15%	6.20%	4.84%	9.84%	10.50%	8.01%	2.73%	4.17%	3.92%	3.77%	4.90%	6.99%	5.94%	4.17%	8.71%	2.68%	7.23%	5.18%	3.49%	2.35%	5.40%	6.27%	4.55%	10.36%	3.70%	8.62%	3.45%	5.66%	2.67%	9.63%	2.67%	2.50%	2.47%	0.68%	7.74%	0.00%	7.56%	9.30%	10.85%	8.20%	1.82%	7.37%	1.74%	4.46%	5.38%	3.06%	6.37%	6.12%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	144	10	1	4	0	9	1	7	3	0	2	2	0	1	2	0	0	5	0	2	3	4	1	4	3	3	8	6	1	4	10	6	5	1	0	0	0	2	5	5	5	0	1	8	0	0	1	2	0	0	4	1	0	0	0	1	1					
		0.91%	2.17%	1.11%	2.35%	0.00%	1.29%	0.57%	1.67%	3.06%	0.00%	1.55%	1.61%	0.00%	0.29%	0.70%	0.00%	0.00%	0.75%	0.00%	0.34%	0.32%	1.25%	0.69%	0.65%	2.68%	1.20%	3.19%	0.87%	0.59%	1.14%	1.10%	1.19%	0.78%	1.23%	0.00%	0.00%	0.00%	2.67%	0.78%	3.33%	3.13%	0.00%	0.68%	1.26%	0.00%	0.00%	0.58%	0.94%	0.00%	0.00%	0.63%	0.87%	0.00%	0.00%	0.00%	0.27%	0.68%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11489	286	74	106	183	441	116	319	57	48	81	97	37	241	203	84	45	536	254	430	635	239	102	439	93	197	164	517	139	280	644	372	411	62	212	89	126	60	424	117	122	61	115	451	47	83	127	159	89	43	450	93	115	84	82	300	108					
		72.57%	62.04%	82.22%	62.35%	90.15%	63.45%	66.29%	76.13%	58.16%	73.85%	62.79%	78.23%	60.66%	70.26%	70.73%	76.36%	93.75%	80.72%	79.87%	72.64%	68.28%	74.69%	70.83%	70.81%	83.04%	79.12%	65.34%	75.25%	81.76%	79.55%	70.85%	73.52%	64.52%	76.54%	73.10%	76.72%	79.25%	80.00%	65.84%	78.00%	76.25%	75.31%	77.70%	71.25%	92.16%	69.75%	73.84%	75.00%	72.95%	78.18%	70.53%	80.87%	73.25%	90.32%	83.67%	79.58%	73.47%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	79	1	0	0	0	3	1	0	1	0	0	2	0	1	1	1	0	2	0	5	9	1	0	2	0	0	2	5	0	2	5	7	3	0	2	1	1	0	7	0	0	1	0	4	0	0	0	1	0	0	2	1	3	0	0	2	0					
		0.50%	0.22%	0.00%	0.00%	0.00%	0.43%	0.57%	0.00%	1.02%	0.00%	0.00%	1.61%	0.00%	0.29%	0.35%	0.91%	0.00%	0.30%	0.00%	0.84%	0.97%	0.31%	0.00%	0.32%	0.00%	0.00%	0.80%	0.73%	0.00%	0.57%	0.55%	1.38%	0.47%	0.00%	0.69%	0.86%	0.63%	0.00%	1.09%	0.00%	0.00%	1.23%	0.00%	0.63%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.31%	0.87%	1.91%	0.00%	0.00%	0.53%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
