Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
Наименование Избирательной комиссии:    Троицкая																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	41	2	0	2	0	3	1	0	0	1	0	0	0	0	1	0	1	1	3	2	1	0	2	0	1	0	3	0	0	3	1	4	0	1	0	0	0	1	0	0	1	1	2	1	0	0	0	0	1	1	0	0	0	0	0	0					
		0.29%	0.40%	0.00%	1.21%	0.00%	0.52%	0.68%	0.00%	0.00%	2.17%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.16%	0.31%	0.46%	0.20%	0.31%	0.00%	0.35%	0.00%	0.49%	0.00%	0.53%	0.00%	0.00%	0.39%	0.23%	0.54%	0.00%	0.35%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	1.67%	0.79%	0.34%	1.59%	0.00%	0.00%	0.00%	0.00%	1.92%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
