Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																													
Дата голосования: 04.12.2011																																																																													
																																																																													
Наименование Избирательной комиссии:    Майкопская городская																																																																													
																																																																													
Сводная таблица результатов выборов																																																																													
																																																																													
		Сумма	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	551	11	3	7	4	12	5	15	14	7	6	12	7	7	6	3	8	7	7	7	7	9	8	12	12	7	14	15	7	7	7	12	7	7	7	7	8	4	3	7	7	7	8	9	12	11	12	7	7	4	8	12	12	12	15	7	12	12	12	4	12	7	8	4	5	7	2	0	0	0	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	427	10	1	7	4	4	2	14	14	7	4	12	7	4	5	3	8	7	7	4	4	9	8	12	11	7	14	12	2	3	5	12	1	7	1	4	8	3	1	7	5	4	8	9	12	10	9	7	7	3	5	4	9	12	15	1	7	3	6	0	11	6	8	2	5	2	1	0	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	204	2	3	8	3	3	2	2	4	5	1	2	4	2	0	0	1	6	2	3	0	2	3	4	2	2	2	1	1	0	0	12	3	6	2	5	0	1	1	0	5	5	17	1	0	4	2	6	1	4	2	1	2	8	6	1	2	1	0	0	1	0	0	1	0	2	0	0	24	8	0					
14	Число погашенных неиспользованных открепительных удостоверений	124	1	2	0	0	8	3	1	0	0	2	0	0	3	1	0	0	0	0	3	3	0	0	0	1	0	0	3	5	4	2	0	6	0	6	3	0	1	2	0	2	3	0	0	0	1	3	0	0	1	3	8	3	0	0	6	5	9	6	4	1	1	0	2	0	5	1	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	49	4	0	1	0	0	0	1	1	1	0	2	2	2	2	0	0	1	1	0	0	3	0	1	1	3	0	0	0	2	0	0	1	0	1	0	0	1	2	0	3	0	0	1	1	2	0	3	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9701	132	157	150	155	120	133	120	230	187	249	169	161	117	209	106	135	133	139	143	170	162	146	229	185	144	226	190	113	105	104	99	114	116	162	94	238	144	189	151	127	140	81	103	192	135	232	181	205	58	37	148	155	193	230	77	114	160	173	18	154	186	192	60	44	85	9	43	60	34	49					
		12.48%	13.25%	10.54%	14.41%	15.59%	8.82%	14.19%	15.60%	16.70%	15.60%	17.95%	12.76%	15.36%	12.58%	15.18%	11.83%	13.34%	10.79%	6.65%	14.74%	15.21%	12.18%	15.29%	17.47%	15.23%	16.25%	16.79%	15.16%	14.62%	13.62%	16.43%	10.05%	9.84%	15.59%	13.20%	6.56%	18.51%	14.19%	9.43%	10.52%	10.54%	15.59%	9.31%	14.09%	16.19%	14.18%	14.34%	10.06%	14.22%	13.09%	9.54%	15.63%	7.33%	14.32%	10.77%	11.29%	5.21%	14.87%	8.72%	4.62%	10.98%	10.88%	12.89%	10.45%	10.73%	12.61%	4.57%	10.29%	12.99%	16.75%	10.45%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8644	130	157	149	121	165	129	102	199	165	172	135	100	73	135	102	156	142	165	91	88	95	106	130	133	86	140	111	96	87	70	83	86	101	186	112	136	122	144	138	128	70	69	98	144	98	209	234	174	39	27	130	129	151	205	98	499	124	152	38	215	172	217	76	43	85	13	37	62	25	45					
		11.12%	13.05%	10.54%	14.31%	12.17%	12.12%	13.77%	13.26%	14.45%	13.76%	12.40%	10.20%	9.54%	7.85%	9.80%	11.38%	15.42%	11.52%	7.90%	9.38%	7.87%	7.14%	11.10%	9.92%	10.95%	9.71%	10.40%	8.86%	12.42%	11.28%	11.06%	8.43%	7.43%	13.58%	15.16%	7.82%	10.58%	12.02%	7.19%	9.62%	10.62%	7.80%	7.93%	13.41%	12.14%	10.29%	12.92%	13.00%	12.07%	8.80%	6.96%	13.73%	6.10%	11.20%	9.60%	14.37%	22.80%	11.52%	7.66%	9.74%	15.34%	10.06%	14.57%	13.24%	10.49%	12.61%	6.60%	8.85%	13.42%	12.32%	9.59%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1013	16	13	17	7	21	13	11	28	21	24	18	12	10	23	15	17	16	11	9	5	16	9	24	19	12	16	27	13	9	5	9	15	12	13	9	21	12	29	11	12	10	10	21	25	11	17	28	31	9	3	19	24	26	30	13	27	15	26	1	15	8	5	6	6	7	1	6	7	1	5					
		1.30%	1.61%	0.87%	1.63%	0.70%	1.54%	1.39%	1.43%	2.03%	1.75%	1.73%	1.36%	1.15%	1.08%	1.67%	1.67%	1.68%	1.30%	0.53%	0.93%	0.45%	1.20%	0.94%	1.83%	1.56%	1.35%	1.19%	2.15%	1.68%	1.17%	0.79%	0.91%	1.30%	1.61%	1.06%	0.63%	1.63%	1.18%	1.45%	0.77%	0.99%	1.11%	1.15%	2.87%	2.11%	1.16%	1.05%	1.56%	2.15%	2.03%	0.77%	2.01%	1.14%	1.93%	1.40%	1.91%	1.23%	1.39%	1.31%	0.26%	1.07%	0.47%	0.34%	1.05%	1.46%	1.04%	0.51%	1.44%	1.52%	0.49%	1.07%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	16898	240	277	250	287	305	220	189	379	328	374	372	291	202	325	182	210	221	238	268	291	326	281	317	365	318	448	282	175	239	196	205	206	208	182	193	348	248	274	265	188	277	211	198	346	215	320	285	358	72	47	215	204	462	400	158	234	334	335	49	263	276	263	97	63	137	24	123	83	35	101					
		21.74%	24.10%	18.59%	24.02%	28.87%	22.41%	23.48%	24.58%	27.52%	27.36%	26.96%	28.10%	27.77%	21.72%	23.60%	20.31%	20.75%	17.92%	11.39%	27.63%	26.03%	24.51%	29.42%	24.18%	30.04%	35.89%	33.28%	22.51%	22.64%	30.99%	30.96%	20.81%	17.79%	27.96%	14.83%	13.48%	27.06%	24.43%	13.67%	18.47%	15.60%	30.85%	24.25%	27.09%	29.17%	22.58%	19.78%	15.83%	24.83%	16.25%	12.11%	22.70%	9.65%	34.27%	18.73%	23.17%	10.69%	31.04%	16.89%	12.56%	18.76%	16.15%	17.66%	16.90%	15.37%	20.33%	12.18%	29.43%	17.97%	17.24%	21.54%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2365	22	39	35	32	40	30	33	70	39	59	67	53	40	64	27	28	18	31	30	44	33	34	59	62	35	80	79	32	20	31	41	31	33	43	14	67	33	62	34	31	55	30	37	58	26	66	28	48	12	15	30	35	37	33	21	24	10	38	2	18	17	15	5	3	9	3	11	16	2	6					
		3.04%	2.21%	2.62%	3.36%	3.22%	2.94%	3.20%	4.29%	5.08%	3.25%	4.25%	5.06%	5.06%	4.30%	4.65%	3.01%	2.77%	1.46%	1.48%	3.09%	3.94%	2.48%	3.56%	4.50%	5.10%	3.95%	5.94%	6.30%	4.14%	2.59%	4.90%	4.16%	2.68%	4.44%	3.50%	0.98%	5.21%	3.25%	3.09%	2.37%	2.57%	6.12%	3.45%	5.06%	4.89%	2.73%	4.08%	1.56%	3.33%	2.71%	3.87%	3.17%	1.66%	2.74%	1.54%	3.08%	1.10%	0.93%	1.92%	0.51%	1.28%	0.99%	1.01%	0.87%	0.73%	1.34%	1.52%	2.63%	3.46%	0.99%	1.28%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	37334	431	798	420	368	665	394	292	443	417	474	546	402	474	592	439	443	685	1471	401	495	670	359	520	428	266	411	537	326	294	212	525	677	256	627	989	446	430	1271	818	686	326	449	256	389	448	726	988	594	230	251	379	1547	460	1167	302	1233	396	1220	272	716	1037	761	314	243	329	142	184	225	99	253					
		48.04%	43.27%	53.56%	40.35%	37.02%	48.86%	42.05%	37.97%	32.17%	34.78%	34.17%	41.24%	38.36%	50.97%	42.99%	48.99%	43.77%	55.56%	70.42%	41.34%	44.28%	50.38%	37.59%	39.66%	35.23%	30.02%	30.53%	42.86%	42.17%	38.13%	33.49%	53.30%	58.46%	34.41%	51.10%	69.06%	34.68%	42.36%	63.42%	57.00%	56.93%	36.30%	51.61%	35.02%	32.80%	47.06%	44.87%	54.89%	41.19%	51.92%	64.69%	40.02%	73.18%	34.12%	54.63%	44.28%	56.33%	36.80%	61.49%	69.74%	51.07%	60.68%	51.11%	54.70%	59.27%	48.81%	72.08%	44.02%	48.70%	48.77%	53.94%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	539	6	12	3	12	8	3	7	10	18	12	3	7	2	9	9	7	5	17	8	5	10	5	11	7	9	7	12	8	7	7	11	8	2	4	4	11	11	14	6	8	11	18	11	18	2	8	17	7	6	1	5	3	5	15	5	20	14	13	0	4	6	13	1	1	2	0	5	1	1	1					
		0.69%	0.60%	0.81%	0.29%	1.21%	0.59%	0.32%	0.91%	0.73%	1.50%	0.87%	0.23%	0.67%	0.22%	0.65%	1.00%	0.69%	0.41%	0.81%	0.82%	0.45%	0.75%	0.52%	0.84%	0.58%	1.02%	0.52%	0.96%	1.03%	0.91%	1.11%	1.12%	0.69%	0.27%	0.33%	0.28%	0.86%	1.08%	0.70%	0.42%	0.66%	1.22%	2.07%	1.50%	1.52%	0.21%	0.49%	0.94%	0.49%	1.35%	0.26%	0.53%	0.14%	0.37%	0.70%	0.73%	0.91%	1.30%	0.66%	0.00%	0.29%	0.35%	0.87%	0.17%	0.24%	0.30%	0.00%	1.20%	0.22%	0.49%	0.21%					
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
