Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Молоковская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694					
		5.60%	6.56%	5.58%	7.61%	1.30%	9.30%	3.78%	10.61%	6.84%	3.60%	6.52%	4.88%	4.30%	3.15%	0.00%	7.26%	2.37%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	9	2	4	0	0	1	0	0	0	0	0	0	0	1	1	0	0					
		0.25%	0.29%	0.56%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	1.04%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	7	0	0	0	0	1	1	0	1	0	3	0	0	1	0	0	0					
		0.20%	0.00%	0.00%	0.00%	0.00%	0.47%	0.54%	0.00%	0.53%	0.00%	1.30%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	265	60	56	9	4	10	20	4	16	12	12	13	19	10	8	2	10					
		7.43%	8.75%	7.81%	4.57%	5.19%	4.65%	10.81%	6.06%	8.42%	8.63%	5.22%	10.57%	10.22%	7.87%	8.33%	1.61%	4.74%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	229	66	51	5	7	14	16	4	13	3	9	8	9	7	3	9	5					
		6.42%	9.62%	7.11%	2.54%	9.09%	6.51%	8.65%	6.06%	6.84%	2.16%	3.91%	6.50%	4.84%	5.51%	3.13%	7.26%	2.37%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	17	4	5	0	0	2	1	0	1	0	0	1	0	2	0	0	1					
		0.48%	0.58%	0.70%	0.00%	0.00%	0.93%	0.54%	0.00%	0.53%	0.00%	0.00%	0.81%	0.00%	1.57%	0.00%	0.00%	0.47%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2593	466	515	144	63	151	130	45	127	113	184	83	135	81	80	98	178					
		72.65%	67.93%	71.83%	73.10%	81.82%	70.23%	70.27%	68.18%	66.84%	81.29%	80.00%	67.48%	72.58%	63.78%	83.33%	79.03%	84.36%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	16	3	6	2	0	0	0	0	1	3	0	0	0	0	1	0	0					
		0.45%	0.44%	0.84%	1.02%	0.00%	0.00%	0.00%	0.00%	0.53%	2.16%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
