Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Саровская городская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690									
		2.68%	1.63%	1.87%	1.66%	1.96%	2.63%	1.24%	1.78%	3.90%	3.17%	2.81%	3.57%	2.32%	2.12%	2.46%	2.13%	3.73%	2.58%	3.61%	1.46%	3.46%	3.58%	2.78%	3.13%	2.99%	3.28%	2.81%	3.56%	2.08%	2.47%	2.16%	2.71%	3.18%	2.88%	2.66%	2.95%	3.36%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18438	625	401	313	647	524	878	558	480	549	482	507	514	615	629	567	489	446	479	390	616	522	507	454	479	467	505	498	472	498	494	496	495	458	418	507	459									
		47.95%	53.65%	53.54%	57.86%	50.71%	49.25%	54.47%	49.64%	45.71%	48.41%	50.16%	47.70%	47.73%	54.38%	51.56%	50.36%	45.57%	45.98%	47.99%	47.56%	50.74%	46.69%	46.94%	44.38%	43.47%	43.73%	47.28%	47.88%	44.57%	43.88%	44.50%	48.06%	44.92%	42.60%	42.78%	46.73%	45.36%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	314	13	6	3	16	7	8	5	8	3	6	8	14	7	14	11	11	4	6	3	11	4	6	15	5	8	11	9	14	13	11	8	12	4	12	6	12									
		0.82%	1.12%	0.80%	0.55%	1.25%	0.66%	0.50%	0.44%	0.76%	0.26%	0.62%	0.75%	1.30%	0.62%	1.15%	0.98%	1.03%	0.41%	0.60%	0.37%	0.91%	0.36%	0.56%	1.47%	0.45%	0.75%	1.03%	0.87%	1.32%	1.15%	0.99%	0.78%	1.09%	0.37%	1.23%	0.55%	1.19%									
24	"6. Политическая партия ""Гражданская Платформа"""	76	4	1	0	2	1	2	4	2	3	1	1	3	2	1	3	2	0	3	1	3	0	0	2	5	1	3	3	5	2	2	1	3	4	2	0	4									
		0.20%	0.34%	0.13%	0.00%	0.16%	0.09%	0.12%	0.36%	0.19%	0.26%	0.10%	0.09%	0.28%	0.18%	0.08%	0.27%	0.19%	0.00%	0.30%	0.12%	0.25%	0.00%	0.00%	0.20%	0.45%	0.09%	0.28%	0.29%	0.47%	0.18%	0.18%	0.10%	0.27%	0.37%	0.20%	0.00%	0.40%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	6468	200	138	128	235	167	363	189	190	171	160	188	191	156	199	196	187	180	188	189	188	177	163	182	207	154	157	173	142	155	172	189	184	157	147	157	149									
		16.82%	17.17%	18.42%	23.66%	18.42%	15.70%	22.52%	16.81%	18.10%	15.08%	16.65%	17.69%	17.73%	13.79%	16.31%	17.41%	17.43%	18.56%	18.84%	23.05%	15.49%	15.83%	15.09%	17.79%	18.78%	14.42%	14.70%	16.63%	13.41%	13.66%	15.50%	18.31%	16.70%	14.60%	15.05%	14.47%	14.72%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	243	5	4	3	7	10	2	11	4	3	6	10	8	5	2	2	5	2	8	3	1	2	14	10	7	7	16	11	5	17	9	5	7	13	7	5	7									
		0.63%	0.43%	0.53%	0.55%	0.55%	0.94%	0.12%	0.98%	0.38%	0.26%	0.62%	0.94%	0.74%	0.44%	0.16%	0.18%	0.47%	0.21%	0.80%	0.37%	0.08%	0.18%	1.30%	0.98%	0.64%	0.66%	1.50%	1.06%	0.47%	1.50%	0.81%	0.48%	0.64%	1.21%	0.72%	0.46%	0.69%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	546	19	4	9	30	15	5	18	10	22	6	19	20	18	26	14	7	10	6	7	9	17	21	11	17	23	20	12	22	39	15	14	8	20	14	8	11									
		1.42%	1.63%	0.53%	1.66%	2.35%	1.41%	0.31%	1.60%	0.95%	1.94%	0.62%	1.79%	1.86%	1.59%	2.13%	1.24%	0.65%	1.03%	0.60%	0.85%	0.74%	1.52%	1.94%	1.08%	1.54%	2.15%	1.87%	1.15%	2.08%	3.44%	1.35%	1.36%	0.73%	1.86%	1.43%	0.74%	1.09%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	44	0	1	1	0	2	4	0	2	1	2	1	0	3	1	1	1	2	2	1	0	1	2	1	2	0	2	2	1	1	1	3	1	0	1	1	0									
		0.11%	0.00%	0.13%	0.18%	0.00%	0.19%	0.25%	0.00%	0.19%	0.09%	0.21%	0.09%	0.00%	0.27%	0.08%	0.09%	0.09%	0.21%	0.20%	0.12%	0.00%	0.09%	0.19%	0.10%	0.18%	0.00%	0.19%	0.19%	0.09%	0.09%	0.09%	0.29%	0.09%	0.00%	0.10%	0.09%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	664	17	10	6	29	26	12	15	9	25	10	20	24	13	15	7	10	12	16	6	21	21	19	17	17	25	18	3	38	36	27	21	22	27	21	31	18									
		1.73%	1.46%	1.34%	1.11%	2.27%	2.44%	0.74%	1.33%	0.86%	2.20%	1.04%	1.88%	2.23%	1.15%	1.23%	0.62%	0.93%	1.24%	1.60%	0.73%	1.73%	1.88%	1.76%	1.66%	1.54%	2.34%	1.69%	0.29%	3.59%	3.17%	2.43%	2.03%	1.99%	2.51%	2.15%	2.86%	1.78%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5801	130	90	33	152	132	160	175	179	148	142	136	148	167	161	159	177	145	140	114	175	195	172	168	205	215	176	152	185	182	197	160	192	165	194	201	179									
		15.09%	11.16%	12.02%	6.10%	11.91%	12.41%	9.93%	15.57%	17.05%	13.05%	14.78%	12.79%	13.74%	14.77%	13.20%	14.12%	16.50%	14.95%	14.03%	13.90%	14.42%	17.44%	15.93%	16.42%	18.60%	20.13%	16.48%	14.62%	17.47%	16.04%	17.75%	15.50%	17.42%	15.35%	19.86%	18.53%	17.69%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	190	8	4	1	6	8	6	7	7	8	0	9	4	4	3	3	8	2	5	1	2	7	5	7	5	4	9	3	12	5	7	4	5	6	3	4	8									
		0.49%	0.69%	0.53%	0.18%	0.47%	0.75%	0.37%	0.62%	0.67%	0.71%	0.00%	0.85%	0.37%	0.35%	0.25%	0.27%	0.75%	0.21%	0.50%	0.12%	0.16%	0.63%	0.46%	0.68%	0.45%	0.37%	0.84%	0.29%	1.13%	0.44%	0.63%	0.39%	0.45%	0.56%	0.31%	0.37%	0.79%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1428	39	17	6	35	51	40	29	35	34	36	34	35	39	36	49	45	45	36	27	62	53	44	34	32	48	47	40	46	48	57	41	45	37	42	36	48									
		3.71%	3.35%	2.27%	1.11%	2.74%	4.79%	2.48%	2.58%	3.33%	2.99%	3.75%	3.20%	3.25%	3.45%	2.95%	4.35%	4.19%	4.64%	3.61%	3.29%	5.11%	4.74%	4.07%	3.32%	2.90%	4.49%	4.40%	3.85%	4.34%	4.23%	5.14%	3.97%	4.08%	3.44%	4.30%	3.32%	4.74%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
