Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Кушвинская городская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091	УИК №2092	УИК №2093	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	231	0	3	23	7	16	16	14	7	8	0	20	9	15	3	1	4	4	8	11	9	11	9	11	5	14	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	130	5	5	8	3	5	11	5	8	9	6	5	8	4	9	1	3	2	3	4	6	2	2	2	2	8	4									
14	Число погашенных неиспользованных открепительных удостоверений	669	2	19	21	21	30	26	27	34	38	2	20	31	33	22	27	16	21	38	28	11	29	41	39	20	31	42									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	0	1	0	1	1	3	0	2	0	1	2	2	0	0	0	0	0	1	0	1	0	1	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	148	0	5	5	2	5	10	11	10	10	0	10	6	14	2	4	1	12	7	3	2	3	7	8	1	6	4									
		0.99%	0.00%	1.74%	0.65%	0.55%	0.54%	1.17%	1.49%	1.35%	1.28%	0.00%	1.33%	0.88%	1.49%	0.54%	0.86%	0.41%	3.31%	0.92%	0.64%	0.83%	0.47%	0.76%	0.92%	0.28%	0.84%	0.60%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	473	4	10	25	6	18	20	14	28	22	2	18	21	23	12	17	5	13	24	11	10	15	43	47	14	30	21									
		3.15%	6.56%	3.48%	3.26%	1.66%	1.96%	2.35%	1.89%	3.77%	2.81%	4.55%	2.39%	3.07%	2.44%	3.26%	3.67%	2.07%	3.58%	3.14%	2.33%	4.15%	2.37%	4.66%	5.40%	3.95%	4.20%	3.16%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	382	1	5	21	9	23	24	24	11	14	0	18	14	21	12	10	8	22	23	13	7	15	25	20	4	23	15									
		2.55%	1.64%	1.74%	2.74%	2.49%	2.50%	2.82%	3.25%	1.48%	1.79%	0.00%	2.39%	2.05%	2.23%	3.26%	2.16%	3.31%	6.06%	3.01%	2.75%	2.90%	2.37%	2.71%	2.30%	1.13%	3.22%	2.26%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5559	26	119	279	133	390	321	252	300	303	23	259	241	357	154	178	102	147	262	174	103	215	325	320	112	234	230									
		37.04%	42.62%	41.46%	36.38%	36.84%	42.44%	37.68%	34.10%	40.43%	38.70%	52.27%	34.35%	35.29%	37.90%	41.85%	38.44%	42.15%	40.50%	34.25%	36.86%	42.74%	33.97%	35.25%	36.74%	31.64%	32.73%	34.59%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	135	1	2	4	3	5	10	4	7	11	1	5	20	3	4	2	1	0	8	3	2	3	12	8	3	5	8									
		0.90%	1.64%	0.70%	0.52%	0.83%	0.54%	1.17%	0.54%	0.94%	1.40%	2.27%	0.66%	2.93%	0.32%	1.09%	0.43%	0.41%	0.00%	1.05%	0.64%	0.83%	0.47%	1.30%	0.92%	0.85%	0.70%	1.20%									
24	"6. Политическая партия ""Гражданская Платформа"""	22	0	0	0	1	2	0	3	2	1	0	0	0	1	1	1	1	0	2	1	1	1	1	0	1	1	1									
		0.15%	0.00%	0.00%	0.00%	0.28%	0.22%	0.00%	0.41%	0.27%	0.13%	0.00%	0.00%	0.00%	0.11%	0.27%	0.22%	0.41%	0.00%	0.26%	0.21%	0.41%	0.16%	0.11%	0.00%	0.28%	0.14%	0.15%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2794	13	70	129	91	139	136	140	126	134	7	138	154	178	76	99	58	75	113	125	50	118	144	151	80	125	125									
		18.62%	21.31%	24.39%	16.82%	25.21%	15.13%	15.96%	18.94%	16.98%	17.11%	15.91%	18.30%	22.55%	18.90%	20.65%	21.38%	23.97%	20.66%	14.77%	26.48%	20.75%	18.64%	15.62%	17.34%	22.60%	17.48%	18.80%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	97	1	2	8	8	3	4	7	8	9	0	10	3	6	1	2	1	4	2	3	0	2	8	2	0	2	1									
		0.65%	1.64%	0.70%	1.04%	2.22%	0.33%	0.47%	0.95%	1.08%	1.15%	0.00%	1.33%	0.44%	0.64%	0.27%	0.43%	0.41%	1.10%	0.26%	0.64%	0.00%	0.32%	0.87%	0.23%	0.00%	0.28%	0.15%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	114	1	2	6	2	4	7	2	7	8	0	7	10	8	4	2	3	1	6	3	2	5	6	6	1	5	6									
		0.76%	1.64%	0.70%	0.78%	0.55%	0.44%	0.82%	0.27%	0.94%	1.02%	0.00%	0.93%	1.46%	0.85%	1.09%	0.43%	1.24%	0.28%	0.78%	0.64%	0.83%	0.79%	0.65%	0.69%	0.28%	0.70%	0.90%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	0	0	2	0	1	2	2	2	1	0	0	1	1	1	1	0	0	1	2	0	2	3	1	0	0	0									
		0.15%	0.00%	0.00%	0.26%	0.00%	0.11%	0.23%	0.27%	0.27%	0.13%	0.00%	0.00%	0.15%	0.11%	0.27%	0.22%	0.00%	0.00%	0.13%	0.42%	0.00%	0.32%	0.33%	0.11%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	183	0	0	9	5	22	8	18	12	17	0	10	10	12	0	1	2	4	6	8	2	6	9	5	2	7	8									
		1.22%	0.00%	0.00%	1.17%	1.39%	2.39%	0.94%	2.44%	1.62%	2.17%	0.00%	1.33%	1.46%	1.27%	0.00%	0.22%	0.83%	1.10%	0.78%	1.69%	0.83%	0.95%	0.98%	0.57%	0.56%	0.98%	1.20%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2083	6	39	119	27	107	126	99	82	111	8	115	95	127	39	49	22	38	102	44	26	78	149	151	53	116	155									
		13.88%	9.84%	13.59%	15.51%	7.48%	11.64%	14.79%	13.40%	11.05%	14.18%	18.18%	15.25%	13.91%	13.48%	10.60%	10.58%	9.09%	10.47%	13.33%	9.32%	10.79%	12.32%	16.16%	17.34%	14.97%	16.22%	23.31%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	0	0	4	1	4	1	3	1	1	0	4	2	7	2	4	2	0	2	0	0	1	2	4	0	0	1									
		0.31%	0.00%	0.00%	0.52%	0.28%	0.44%	0.12%	0.41%	0.13%	0.13%	0.00%	0.53%	0.29%	0.74%	0.54%	0.86%	0.83%	0.00%	0.26%	0.00%	0.00%	0.16%	0.22%	0.46%	0.00%	0.00%	0.15%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2373	2	26	118	57	170	156	120	130	116	3	123	77	164	41	70	27	40	173	65	29	153	147	111	64	123	68									
		15.81%	3.28%	9.06%	15.38%	15.79%	18.50%	18.31%	16.24%	17.52%	14.81%	6.82%	16.31%	11.27%	17.41%	11.14%	15.12%	11.16%	11.02%	22.61%	13.77%	12.03%	24.17%	15.94%	12.74%	18.08%	17.20%	10.23%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
