Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Шамильская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1083	42	39	26	19	10	6	26	5	63	28	5	10	7	11	15	57	8	23	23	19	9	5	3	15	58	14	34	15	2	8	110	54	10	25	11	86	42	4	64	3	34	11	18	6									
		6.17%	7.87%	4.74%	24.07%	5.96%	7.58%	4.03%	5.79%	2.33%	5.86%	5.16%	5.00%	7.19%	5.43%	7.86%	7.81%	6.54%	4.71%	7.54%	6.89%	4.65%	4.66%	10.00%	3.33%	8.02%	5.07%	7.78%	6.65%	5.58%	2.86%	4.32%	6.21%	6.01%	4.83%	7.81%	4.87%	8.89%	6.79%	8.70%	5.69%	3.75%	5.26%	7.10%	4.89%	6.06%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	348	7	16	3	16	2	3	11	0	22	13	1	4	4	4	4	12	2	8	5	7	5	1	2	6	18	4	10	5	0	4	30	18	6	11	2	21	13	2	20	3	11	3	6	3									
		1.98%	1.31%	1.94%	2.78%	5.02%	1.52%	2.01%	2.45%	0.00%	2.04%	2.39%	1.00%	2.88%	3.10%	2.86%	2.08%	1.38%	1.18%	2.62%	1.50%	1.71%	2.59%	2.00%	2.22%	3.21%	1.57%	2.22%	1.96%	1.86%	0.00%	2.16%	1.69%	2.00%	2.90%	3.44%	0.88%	2.17%	2.10%	4.35%	1.78%	3.75%	1.70%	1.94%	1.63%	3.03%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
