Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Октябрьская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №2483	УИК №2484	УИК №2506	УИК №2507					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1165	2	9	14	14	20	5	9	2	0	5	5	4	3	1	5	3	12	2	3	2	1	1	5	8	10	4	4	3	8	3	0	7	3	3	3	668	196	14	7	18	8	26	15	17	2	2	3	0	6					
14	Число погашенных неиспользованных открепительных удостоверений	835	8	5	7	1	9	9	8	2	8	3	2	9	3	0	5	5	14	15	4	4	0	4	0	11	15	12	4	14	0	2	14	14	3	3	9	177	96	70	11	166	30	8	5	7	6	5	3	11	14					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	3	6	1	0	0	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1994	14	16	15	35	5	7	9	5	29	23	6	7	3	4	9	3	13	67	111	27	57	15	29	113	162	86	4	64	59	39	33	6	9	7	10	314	84	60	21	54	10	42	113	37	29	5	15	50	59					
		4.66%	2.05%	1.70%	2.11%	3.37%	1.40%	1.71%	2.49%	2.65%	1.96%	2.24%	2.26%	1.04%	1.95%	1.53%	0.99%	1.68%	1.29%	7.00%	10.63%	8.79%	10.54%	6.58%	5.93%	16.14%	11.10%	13.80%	6.78%	6.58%	16.86%	1.97%	3.61%	0.28%	3.37%	0.94%	1.10%	12.33%	5.29%	3.21%	3.01%	2.83%	1.79%	2.51%	5.73%	2.46%	2.80%	1.89%	5.73%	5.04%	9.52%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1749	2	7	7	5	3	3	6	4	19	12	1	3	2	2	24	4	4	89	130	13	108	7	18	73	146	75	1	85	30	27	25	19	4	6	5	525	67	46	29	27	4	8	8	15	12	23	4	3	9					
		4.08%	0.29%	0.74%	0.98%	0.48%	0.84%	0.73%	1.66%	2.12%	1.29%	1.17%	0.38%	0.45%	1.30%	0.77%	2.66%	2.23%	0.40%	9.30%	12.45%	4.23%	19.96%	3.07%	3.68%	10.43%	10.01%	12.04%	1.69%	8.74%	8.57%	1.37%	2.74%	0.88%	1.50%	0.81%	0.55%	20.62%	4.22%	2.46%	4.15%	1.41%	0.72%	0.48%	0.41%	0.99%	1.16%	8.71%	1.53%	0.30%	1.45%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	141	2	3	0	1	0	0	0	0	5	2	0	1	0	0	5	2	1	4	12	0	2	0	2	6	10	4	0	2	5	10	3	6	2	0	0	15	0	19	2	4	0	3	1	3	3	0	0	0	1					
		0.33%	0.29%	0.32%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.34%	0.19%	0.00%	0.15%	0.00%	0.00%	0.55%	1.12%	0.10%	0.42%	1.15%	0.00%	0.37%	0.00%	0.41%	0.86%	0.69%	0.64%	0.00%	0.21%	1.43%	0.51%	0.33%	0.28%	0.75%	0.00%	0.00%	0.59%	0.00%	1.02%	0.29%	0.21%	0.00%	0.18%	0.05%	0.20%	0.29%	0.00%	0.00%	0.00%	0.16%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4478	10	10	5	21	4	4	5	4	103	65	20	4	2	2	52	8	157	158	154	16	107	10	154	160	318	212	27	89	55	302	112	320	12	4	3	532	73	201	33	34	20	40	372	219	21	15	4	94	131					
		10.46%	1.46%	1.06%	0.70%	2.02%	1.12%	0.98%	1.39%	2.12%	6.97%	6.32%	7.52%	0.60%	1.30%	0.77%	5.77%	4.47%	15.61%	16.51%	14.75%	5.21%	19.78%	4.39%	31.49%	22.86%	21.80%	34.03%	45.76%	9.16%	15.71%	15.28%	12.25%	14.84%	4.49%	0.54%	0.33%	20.90%	4.60%	10.74%	4.73%	1.78%	3.58%	2.39%	18.85%	14.55%	2.03%	5.68%	1.53%	9.47%	21.13%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	240	1	1	0	1	0	0	1	0	5	2	0	1	0	0	0	0	1	10	6	2	11	2	1	9	13	13	5	8	4	17	1	4	0	0	0	56	0	29	9	10	0	5	1	4	5	1	0	0	1					
		0.56%	0.15%	0.11%	0.00%	0.10%	0.00%	0.00%	0.28%	0.00%	0.34%	0.19%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.10%	1.04%	0.57%	0.65%	2.03%	0.88%	0.20%	1.29%	0.89%	2.09%	8.47%	0.82%	1.14%	0.86%	0.11%	0.19%	0.00%	0.00%	0.00%	2.20%	0.00%	1.55%	1.29%	0.52%	0.00%	0.30%	0.05%	0.27%	0.48%	0.38%	0.00%	0.00%	0.16%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	34009	654	904	685	973	346	395	340	176	1314	923	239	655	147	253	811	161	830	620	623	249	251	194	282	333	794	220	22	719	190	1566	737	1781	240	725	890	1055	1353	1506	598	1775	525	1567	1477	1224	963	220	239	846	419					
		79.42%	95.75%	96.07%	96.21%	93.65%	96.65%	96.58%	94.18%	93.12%	88.96%	89.79%	89.85%	97.47%	95.45%	96.93%	90.01%	89.94%	82.50%	64.79%	59.67%	81.11%	46.40%	85.09%	57.67%	47.57%	54.42%	35.31%	37.29%	73.97%	54.29%	79.21%	80.63%	82.57%	89.89%	97.71%	98.02%	41.44%	85.20%	80.49%	85.67%	92.98%	93.92%	93.78%	74.86%	81.33%	93.04%	83.33%	91.22%	85.20%	67.58%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	83	0	0	0	2	0	0	0	0	2	1	0	1	0	0	0	1	0	3	1	0	2	0	3	6	6	0	0	3	2	5	1	9	0	0	0	17	0	5	0	5	0	2	1	3	2	0	0	0	0					
		0.19%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.14%	0.10%	0.00%	0.15%	0.00%	0.00%	0.00%	0.56%	0.00%	0.31%	0.10%	0.00%	0.37%	0.00%	0.61%	0.86%	0.41%	0.00%	0.00%	0.31%	0.57%	0.25%	0.11%	0.42%	0.00%	0.00%	0.00%	0.67%	0.00%	0.27%	0.00%	0.26%	0.00%	0.12%	0.05%	0.20%	0.19%	0.00%	0.00%	0.00%	0.00%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
