Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																															
Дата голосования: 18.09.2016																																																															
																																																															
Наименование Избирательной комиссии:    Стародубская																																																															
																																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																																															
																																																															
		Сумма	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	58	2	0	1	1	0	0	3	0	0	0	2	3	1	0	0	2	3	0	0	0	1	0	1	1	0	2	1	0	0	0	2	0	0	1	1	2	3	0	0	1	0	2	1	2	9	2	0	1	1	2	3	1									
14	Число погашенных неиспользованных открепительных удостоверений	112	2	1	2	0	2	2	0	2	2	1	1	1	2	0	2	0	2	0	3	0	2	2	2	2	2	0	4	1	3	2	0	2	3	0	1	4	1	2	2	2	1	2	2	7	4	2	5	4	7	5	6	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	56	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0	1	0	2	0	2	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	1	0	3	0	3	0	1	8	1	3	6	0	3	2	4	3	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	132	4	1	6	1	5	0	4	1	1	2	1	4	0	1	0	1	3	0	0	3	0	0	0	1	0	6	0	2	2	0	1	3	2	0	0	4	1	3	1	2	1	3	9	3	13	7	4	2	4	4	2	14									
		0.57%	0.49%	0.40%	1.53%	0.69%	1.56%	0.00%	1.86%	0.59%	0.75%	0.79%	0.21%	0.74%	0.00%	0.43%	0.00%	0.27%	2.50%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.61%	0.00%	0.57%	0.00%	1.02%	0.40%	0.00%	0.18%	1.78%	0.84%	0.00%	0.00%	0.74%	0.32%	2.31%	0.30%	0.89%	0.52%	1.11%	0.90%	0.29%	1.04%	0.52%	0.44%	0.23%	0.58%	0.47%	0.21%	0.93%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	232	8	3	11	2	9	0	1	3	1	3	8	10	2	3	0	6	3	2	0	5	2	0	3	1	7	17	5	0	6	4	1	5	3	0	4	7	1	1	15	6	1	1	5	9	3	23	4	5	0	6	7	0									
		0.99%	0.98%	1.20%	2.80%	1.38%	2.81%	0.00%	0.47%	1.78%	0.75%	1.19%	1.69%	1.85%	0.76%	1.29%	0.00%	1.63%	2.50%	0.78%	0.00%	1.61%	1.03%	0.00%	1.37%	0.61%	2.48%	1.61%	1.74%	0.00%	1.20%	3.05%	0.18%	2.96%	1.26%	0.00%	1.17%	1.29%	0.32%	0.77%	4.46%	2.67%	0.52%	0.37%	0.50%	0.88%	0.24%	1.70%	0.44%	0.58%	0.00%	0.70%	0.73%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	163	0	1	3	3	1	0	4	0	1	1	5	4	1	1	0	2	2	0	3	4	5	1	0	0	5	10	0	0	0	2	4	5	3	0	2	2	3	2	2	0	2	3	5	2	3	17	5	3	4	17	8	12									
		0.70%	0.00%	0.40%	0.76%	2.07%	0.31%	0.00%	1.86%	0.00%	0.75%	0.40%	1.05%	0.74%	0.38%	0.43%	0.00%	0.54%	1.67%	0.00%	0.73%	1.29%	2.56%	0.47%	0.00%	0.00%	1.77%	0.95%	0.00%	0.00%	0.00%	1.53%	0.73%	2.96%	1.26%	0.00%	0.58%	0.37%	0.95%	1.54%	0.60%	0.00%	1.05%	1.11%	0.50%	0.20%	0.24%	1.26%	0.55%	0.35%	0.58%	1.98%	0.83%	0.79%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18220	680	214	306	116	256	279	163	146	104	206	358	356	230	165	98	201	63	209	330	236	149	190	187	132	227	895	230	175	374	105	488	122	200	261	256	431	253	106	269	180	155	181	763	793	954	970	687	662	527	662	740	1180									
		78.06%	83.33%	85.26%	77.86%	80.00%	80.00%	90.58%	75.81%	86.39%	77.61%	81.75%	75.53%	65.80%	87.12%	71.12%	86.73%	54.47%	52.50%	81.32%	80.10%	76.13%	76.41%	89.20%	85.39%	80.98%	80.50%	84.91%	80.14%	88.83%	74.95%	80.15%	88.73%	72.19%	83.68%	95.96%	74.85%	79.37%	80.06%	81.54%	80.06%	80.00%	81.15%	67.04%	76.15%	77.37%	75.96%	71.91%	75.99%	76.80%	75.94%	76.98%	77.00%	78.15%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	51	5	0	0	1	0	0	0	0	0	2	2	4	0	0	0	2	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	3	4	0	0	2	2	0	2	1	10									
		0.22%	0.61%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.42%	0.74%	0.00%	0.00%	0.00%	0.54%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.35%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.85%	0.30%	0.39%	0.00%	0.00%	0.22%	0.23%	0.00%	0.23%	0.10%	0.66%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	2	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0									
		0.08%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.21%	0.18%	0.38%	0.00%	0.00%	0.27%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.61%	0.00%	0.00%	0.35%	0.00%	0.20%	0.76%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.10%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1998	64	22	30	12	16	20	13	6	8	12	53	73	20	12	2	85	21	19	26	16	29	8	14	4	12	68	14	6	22	10	10	12	10	3	39	44	16	7	23	14	12	36	99	108	132	138	90	90	70	86	98	144									
		8.56%	7.84%	8.76%	7.63%	8.28%	5.00%	6.49%	6.05%	3.55%	5.97%	4.76%	11.18%	13.49%	7.58%	5.17%	1.77%	23.04%	17.50%	7.39%	6.31%	5.16%	14.87%	3.76%	6.39%	2.45%	4.26%	6.45%	4.88%	3.05%	4.41%	7.63%	1.82%	7.10%	4.18%	1.10%	11.40%	8.10%	5.06%	5.38%	6.85%	6.22%	6.28%	13.33%	9.88%	10.54%	10.51%	10.23%	9.96%	10.44%	10.09%	10.00%	10.20%	9.54%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	48	3	0	1	1	0	0	1	0	0	0	1	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	5	0	5	7	3	0	3	2	0									
		0.21%	0.37%	0.00%	0.25%	0.69%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.21%	0.18%	0.00%	0.00%	0.00%	0.81%	1.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.49%	0.00%	0.37%	0.77%	0.35%	0.00%	0.35%	0.21%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	1	7	0	0	0	0	0									
		0.07%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.29%	0.00%	0.07%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	92	0	0	3	0	0	0	2	0	1	2	1	3	1	1	0	3	0	1	0	1	0	0	0	0	1	0	3	0	2	0	0	1	0	0	3	1	1	0	0	2	0	2	6	2	23	5	6	2	7	3	3	0									
		0.39%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.93%	0.00%	0.75%	0.79%	0.21%	0.55%	0.38%	0.43%	0.00%	0.81%	0.00%	0.39%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	1.05%	0.00%	0.40%	0.00%	0.00%	0.59%	0.00%	0.00%	0.88%	0.18%	0.32%	0.00%	0.00%	0.89%	0.00%	0.74%	0.60%	0.20%	1.83%	0.37%	0.66%	0.23%	1.01%	0.35%	0.31%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2022	36	10	31	9	28	9	25	11	16	22	39	66	8	44	10	52	20	22	53	41	5	13	11	21	24	49	32	6	85	7	42	18	20	8	29	49	38	11	25	20	16	34	79	82	100	147	72	83	70	69	89	116									
		8.66%	4.41%	3.98%	7.89%	6.21%	8.75%	2.92%	11.63%	6.51%	11.94%	8.73%	8.23%	12.20%	3.03%	18.97%	8.85%	14.09%	16.67%	8.56%	12.86%	13.23%	2.56%	6.10%	5.02%	12.88%	8.51%	4.65%	11.15%	3.05%	17.03%	5.34%	7.64%	10.65%	8.37%	2.94%	8.48%	9.02%	12.03%	8.46%	7.44%	8.89%	8.38%	12.59%	7.88%	8.00%	7.96%	10.90%	7.96%	9.63%	10.09%	8.02%	9.26%	7.68%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	45	0	0	0	0	1	0	0	0	1	0	0	5	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	2	2	0	1	0	1	0	2	0	1	0	0	0	0	0	1	4	0	0	0	0	0	0	1	16									
		0.19%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.92%	0.00%	0.43%	0.88%	0.27%	0.83%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.09%	0.00%	1.02%	0.40%	0.00%	0.18%	0.00%	0.42%	0.00%	0.58%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	1.06%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	196	8	0	2	0	2	0	0	0	0	0	3	11	1	0	1	3	2	2	0	2	5	1	2	3	2	2	1	0	2	2	1	2	0	0	4	5	2	0	1	1	3	1	12	9	28	17	5	1	12	8	9	18									
		0.84%	0.98%	0.00%	0.51%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	2.03%	0.38%	0.00%	0.88%	0.81%	1.67%	0.78%	0.00%	0.65%	2.56%	0.47%	0.91%	1.84%	0.71%	0.19%	0.35%	0.00%	0.40%	1.53%	0.18%	1.18%	0.00%	0.00%	1.17%	0.92%	0.63%	0.00%	0.30%	0.44%	1.57%	0.37%	1.20%	0.88%	2.23%	1.26%	0.55%	0.12%	1.73%	0.93%	0.94%	1.19%									
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
