Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Константиновская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №2445	УИК №2495	УИК №2496	УИК №2497					
		2.00%	3.14%	2.46%	2.26%	2.09%	1.77%	2.05%	2.13%	2.04%	1.51%	0.53%	2.46%	0.86%	2.48%	0.73%	1.87%	1.35%	2.80%	1.18%	2.89%	1.47%	2.86%	1.10%	0.53%	1.07%	3.33%	3.07%	0.00%	1.59%	1.91%	0.00%	0.87%	2.29%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
