Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
"Наименование Избирательной комиссии:    Архангельск, Октябрьская"																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №87	УИК №8371									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	608	16	23	26	14	21	28	16	22	17	19	12	26	42	20	38	10	23	22	22	30	23	22	21	12	10	21	1	14	14	2	8	5	0	4	4	0									
		2.46%	1.76%	2.63%	2.80%	1.74%	2.42%	3.44%	1.94%	2.86%	2.33%	2.12%	1.32%	2.77%	4.09%	2.34%	4.09%	1.26%	2.48%	2.54%	2.43%	3.44%	2.66%	3.10%	2.59%	2.37%	1.52%	3.28%	0.25%	1.89%	1.87%	2.27%	2.09%	2.27%	0.00%	1.90%	1.71%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	402	14	15	19	19	12	14	14	15	14	11	11	18	18	12	12	11	16	7	23	9	16	12	12	9	9	13	9	7	15	0	8	3	0	0	4	1									
		1.63%	1.54%	1.72%	2.05%	2.36%	1.38%	1.72%	1.70%	1.95%	1.92%	1.23%	1.21%	1.92%	1.75%	1.40%	1.29%	1.39%	1.73%	0.81%	2.54%	1.03%	1.85%	1.69%	1.48%	1.78%	1.36%	2.03%	2.29%	0.94%	2.00%	0.00%	2.09%	1.36%	0.00%	0.00%	1.71%	4.76%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	695	26	23	24	15	24	17	33	34	22	30	30	25	26	28	12	32	22	23	28	27	17	15	16	15	19	12	18	30	21	2	8	7	1	13	0	0									
		2.81%	2.87%	2.63%	2.59%	1.86%	2.76%	2.09%	4.01%	4.43%	3.01%	3.35%	3.30%	2.67%	2.53%	3.27%	1.29%	4.03%	2.37%	2.65%	3.09%	3.10%	1.97%	2.12%	1.97%	2.96%	2.88%	1.88%	4.58%	4.04%	2.80%	2.27%	2.09%	3.18%	2.22%	6.19%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8759	292	322	283	310	312	271	293	282	272	329	313	309	320	258	312	238	301	311	318	296	319	273	289	159	215	231	214	308	258	35	163	108	20	103	107	15									
		35.43%	32.19%	36.84%	30.50%	38.51%	35.90%	33.29%	35.60%	36.72%	37.26%	36.72%	34.40%	32.98%	31.13%	30.14%	33.55%	29.97%	32.47%	35.87%	35.06%	33.94%	36.88%	38.50%	35.64%	31.36%	32.58%	36.09%	54.45%	41.51%	34.40%	39.77%	42.67%	49.09%	44.44%	49.05%	45.73%	71.43%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	336	6	11	14	12	16	10	12	12	9	15	5	10	16	15	16	20	17	12	5	13	8	4	9	10	15	12	4	10	7	1	4	2	1	2	1	0									
		1.36%	0.66%	1.26%	1.51%	1.49%	1.84%	1.23%	1.46%	1.56%	1.23%	1.67%	0.55%	1.07%	1.56%	1.75%	1.72%	2.52%	1.83%	1.38%	0.55%	1.49%	0.92%	0.56%	1.11%	1.97%	2.27%	1.88%	1.02%	1.35%	0.93%	1.14%	1.05%	0.91%	2.22%	0.95%	0.43%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	55	1	0	3	4	2	2	2	3	1	2	3	2	4	0	3	2	1	2	3	2	3	1	1	1	1	0	0	3	0	0	0	0	0	0	3	0									
		0.22%	0.11%	0.00%	0.32%	0.50%	0.23%	0.25%	0.24%	0.39%	0.14%	0.22%	0.33%	0.21%	0.39%	0.00%	0.32%	0.25%	0.11%	0.23%	0.33%	0.23%	0.35%	0.14%	0.12%	0.20%	0.15%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4162	177	168	189	151	117	127	132	107	116	155	145	147	156	115	149	104	153	129	143	111	153	156	130	85	122	118	70	170	117	20	63	36	11	38	81	1									
		16.84%	19.51%	19.22%	20.37%	18.76%	13.46%	15.60%	16.04%	13.93%	15.89%	17.30%	15.93%	15.69%	15.18%	13.43%	16.02%	13.10%	16.50%	14.88%	15.77%	12.73%	17.69%	22.00%	16.03%	16.77%	18.48%	18.44%	17.81%	22.91%	15.60%	22.73%	16.49%	16.36%	24.44%	18.10%	34.62%	4.76%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	421	16	10	16	8	9	17	11	9	6	20	28	16	27	20	14	14	22	17	9	23	16	13	9	11	10	6	2	9	19	1	2	0	1	2	8	0									
		1.70%	1.76%	1.14%	1.72%	0.99%	1.04%	2.09%	1.34%	1.17%	0.82%	2.23%	3.08%	1.71%	2.63%	2.34%	1.51%	1.76%	2.37%	1.96%	0.99%	2.64%	1.85%	1.83%	1.11%	2.17%	1.52%	0.94%	0.51%	1.21%	2.53%	1.14%	0.52%	0.00%	2.22%	0.95%	3.42%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	576	31	28	11	17	20	16	20	9	17	16	25	21	32	14	17	35	23	26	22	22	34	14	18	12	17	10	2	7	15	8	5	3	1	2	5	1									
		2.33%	3.42%	3.20%	1.19%	2.11%	2.30%	1.97%	2.43%	1.17%	2.33%	1.79%	2.75%	2.24%	3.11%	1.64%	1.83%	4.41%	2.48%	2.99%	2.43%	2.52%	3.93%	1.97%	2.22%	2.37%	2.58%	1.56%	0.51%	0.94%	2.00%	9.09%	1.31%	1.36%	2.22%	0.95%	2.14%	4.76%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	32	0	1	1	4	0	0	0	1	0	1	2	1	3	2	1	1	2	1	1	0	1	1	2	1	1	2	0	2	0	0	0	0	0	0	0	0									
		0.13%	0.00%	0.11%	0.11%	0.50%	0.00%	0.00%	0.00%	0.13%	0.00%	0.11%	0.22%	0.11%	0.29%	0.23%	0.11%	0.13%	0.22%	0.12%	0.11%	0.00%	0.12%	0.14%	0.25%	0.20%	0.15%	0.31%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1064	42	30	31	25	32	35	35	30	27	25	32	44	63	85	55	67	39	40	51	46	43	21	36	19	21	24	1	17	31	0	9	3	2	0	3	0									
		4.30%	4.63%	3.43%	3.34%	3.11%	3.68%	4.30%	4.25%	3.91%	3.70%	2.79%	3.52%	4.70%	6.13%	9.93%	5.91%	8.44%	4.21%	4.61%	5.62%	5.28%	4.97%	2.96%	4.44%	3.75%	3.18%	3.75%	0.25%	2.29%	4.13%	0.00%	2.36%	1.36%	4.44%	0.00%	1.28%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3956	160	125	156	109	125	144	125	138	113	138	158	180	180	156	159	145	169	141	146	165	127	84	143	86	104	101	25	86	129	15	57	26	6	31	4	0									
		16.00%	17.64%	14.30%	16.81%	13.54%	14.38%	17.69%	15.19%	17.97%	15.48%	15.40%	17.36%	19.21%	17.51%	18.22%	17.10%	18.26%	18.23%	16.26%	16.10%	18.92%	14.68%	11.85%	17.63%	16.96%	15.76%	15.78%	6.36%	11.59%	17.20%	17.05%	14.92%	11.82%	13.33%	14.76%	1.71%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	160	1	7	6	7	5	7	2	2	3	6	9	5	8	8	9	8	10	7	8	2	2	4	5	4	7	5	1	3	5	0	1	0	1	0	2	0									
		0.65%	0.11%	0.80%	0.65%	0.87%	0.58%	0.86%	0.24%	0.26%	0.41%	0.67%	0.99%	0.53%	0.78%	0.93%	0.97%	1.01%	1.08%	0.81%	0.88%	0.23%	0.23%	0.56%	0.62%	0.79%	1.06%	0.78%	0.25%	0.40%	0.67%	0.00%	0.26%	0.00%	2.22%	0.00%	0.85%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3116	110	103	139	94	154	117	117	86	95	122	124	121	117	103	116	99	115	116	123	106	90	78	106	73	106	81	35	66	106	3	47	24	0	14	8	2									
		12.61%	12.13%	11.78%	14.98%	11.68%	17.72%	14.37%	14.22%	11.20%	13.01%	13.62%	13.63%	12.91%	11.38%	12.03%	12.47%	12.47%	12.41%	13.38%	13.56%	12.16%	10.40%	11.00%	13.07%	14.40%	16.06%	12.66%	8.91%	8.89%	14.13%	3.41%	12.30%	10.91%	0.00%	6.67%	3.42%	9.52%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
