Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    район Черемушки																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №3172					
11	Число полученных открепительных  удостоверений	1360	55	60	70	40	40	40	80	60	40	60	40	55	40	40	40	50	40	70	50	60	40	50	40	60	40	60	40	0					
12	Число выданных открепительных удостоверений	1007	38	39	33	26	31	18	58	48	25	56	33	44	31	40	26	37	35	49	37	49	29	39	28	49	30	45	34	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1185	25	21	29	15	33	82	17	72	29	17	22	31	32	25	49	75	59	31	45	53	47	17	55	33	18	50	26	177					
14	Число неиспользованных открепительных удостоверений	353	17	21	37	14	9	22	22	12	15	4	7	11	9	0	14	13	5	21	13	11	11	11	12	11	10	15	6	0					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																			
18	. Глазьев Сергей Юрьевич	2308	71	99	76	84	72	88	62	79	72	81	58	69	108	158	93	70	93	108	96	79	70	68	84	85	82	92	107	4					
		6.75%	5.97%	8.21%	7.10%	6.85%	6.22%	6.89%	4.17%	6.13%	5.16%	6.57%	5.23%	5.67%	8.44%	11.91%	9.13%	5.79%	7.19%	8.48%	6.53%	6.47%	6.49%	5.31%	7.54%	6.21%	5.88%	6.52%	7.47%	2.26%					
19	. Малышкин Олег Александрович	393	14	17	11	19	16	9	21	18	16	9	8	12	8	11	15	5	18	17	9	12	19	15	18	25	19	17	14	1					
		1.15%	1.18%	1.41%	1.03%	1.55%	1.38%	0.70%	1.41%	1.40%	1.15%	0.73%	0.72%	0.99%	0.62%	0.83%	1.47%	0.41%	1.39%	1.33%	0.61%	0.98%	1.76%	1.17%	1.62%	1.83%	1.36%	1.20%	0.98%	0.56%					
20	. Миронов Сергей Михайлович	214	4	6	3	8	8	14	7	5	4	7	11	7	7	8	10	15	5	4	11	6	8	7	11	6	14	10	7	1					
		0.63%	0.34%	0.50%	0.28%	0.65%	0.69%	1.10%	0.47%	0.39%	0.29%	0.57%	0.99%	0.58%	0.55%	0.60%	0.98%	1.24%	0.39%	0.31%	0.75%	0.49%	0.74%	0.55%	0.99%	0.44%	1.00%	0.71%	0.49%	0.56%					
21	. Путин Владимир Владимирович	22458	831	827	742	805	756	810	1120	894	1056	822	705	777	675	619	564	793	841	809	954	826	708	916	751	942	946	920	925	124					
		65.66%	69.83%	68.57%	69.35%	65.61%	65.34%	63.43%	75.32%	69.36%	75.75%	66.67%	63.57%	63.90%	52.73%	46.65%	55.35%	65.54%	64.99%	63.50%	64.90%	67.65%	65.68%	71.56%	67.41%	68.81%	67.86%	65.20%	64.55%	70.06%					
22	. Хакамада Ирина Муцуовна	3398	100	81	89	122	118	144	130	100	121	125	161	142	172	154	98	180	154	113	186	125	119	112	75	89	107	116	142	23					
		9.93%	8.40%	6.72%	8.32%	9.94%	10.20%	11.28%	8.74%	7.76%	8.68%	10.14%	14.52%	11.68%	13.44%	11.61%	9.62%	14.88%	11.90%	8.87%	12.65%	10.24%	11.04%	8.75%	6.73%	6.50%	7.68%	8.22%	9.91%	12.99%					
23	. Харитонов Николай Михайлович	2933	73	102	79	117	99	92	77	80	56	81	84	98	217	263	149	61	79	128	108	97	69	95	88	128	131	130	150	2					
		8.57%	6.13%	8.46%	7.38%	9.54%	8.56%	7.20%	5.18%	6.21%	4.02%	6.57%	7.57%	8.06%	16.95%	19.82%	14.62%	5.04%	6.11%	10.05%	7.35%	7.94%	6.40%	7.42%	7.90%	9.35%	9.40%	9.21%	10.47%	1.13%					
																																			
24	Против всех	2273	92	71	65	62	77	111	64	103	59	100	75	107	89	111	85	85	100	85	89	63	80	56	76	79	81	112	74	22					
		6.65%	7.73%	5.89%	6.07%	5.05%	6.66%	8.69%	4.30%	7.99%	4.23%	8.11%	6.76%	8.80%	6.95%	8.36%	8.34%	7.02%	7.73%	6.67%	6.05%	5.16%	7.42%	4.38%	6.82%	5.77%	5.81%	7.94%	5.16%	12.43%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
