Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Оханская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2511	УИК №2512	УИК №2513	УИК №2514					
33	"16. ""Родина"" (народно-патриотический союз)"""	273	56	40	33	35	10	10	11	9	12	19	14	12	12					
		3.43%	6.32%	4.73%	3.69%	4.0%	2.12%	2.22%	1.79%	4.5%	2.39%	2.17%	2.00%	4.52%	3.12%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	30	1	3	1	2	1	0	1	0	7	3	9	1	1					
		0.37%	0.11%	0.35%	0.11%	0.22%	0.21%	0.0%	0.16%	0.0%	1.39%	0.34%	1.28%	0.37%	0.26%					
35	"18. ""ЛДПР"""	790	112	91	78	79	27	49	41	20	53	89	86	25	40					
		9.93%	12.65%	10.78%	8.73%	9.02%	5.73%	10.91%	6.67%	10.0%	10.57%	10.19%	12.32%	9.43%	10.41%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	165	15	17	17	23	5	5	11	2	18	17	16	3	16					
		2.07%	1.69%	2.01%	1.90%	2.62%	1.06%	1.11%	1.79%	1.0%	3.59%	1.94%	2.29%	1.13%	4.16%					
37	"20. ""Политическая партия ""Единая Россия"""	2670	297	307	328	335	123	173	154	89	178	256	227	62	141					
		33.57%	33.55%	36.37%	36.73%	38.28%	26.11%	38.53%	25.08%	44.5%	35.52%	29.32%	32.52%	23.39%	36.71%					
38	"21. ""Российская Конституционно-демократическая партия"""	25	2	1	5	2	4	3	1	2	0	2	1	1	1					
		0.31%	0.22%	0.11%	0.55%	0.22%	0.84%	0.66%	0.16%	1.0%	0.0%	0.22%	0.14%	0.37%	0.26%					
39	"22. ""Развитие предпринимательства"""	29	4	1	2	7	2	1	4	0	1	5	2	0	0					
		0.36%	0.45%	0.11%	0.22%	0.8%	0.42%	0.22%	0.65%	0.0%	0.19%	0.57%	0.28%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	798	89	106	144	96	17	32	27	13	46	69	79	30	50					
		10.03%	10.05%	12.55%	16.12%	10.97%	3.60%	7.12%	4.39%	6.5%	9.18%	7.90%	11.31%	11.32%	13.02%					
																				
41	Против всех	359	30	37	60	51	13	10	13	7	16	49	36	13	24					
		4.51%	3.38%	4.38%	6.71%	5.82%	2.76%	2.22%	2.11%	3.5%	3.19%	5.61%	5.15%	4.90%	6.25%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
