Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																									
Дата голосования: 04.12.2011																																																																									
																																																																									
Наименование Избирательной комиссии:    Мариинская городская																																																																									
																																																																									
Сводная таблица результатов выборов																																																																									
																																																																									
		Сумма	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261					
		0.53%	0.58%	0.80%	0.57%	0.47%	1.08%	0.23%	0.91%	0.62%	1.06%	0.50%	0.00%	0.00%	0.55%	0.76%	0.65%	0.53%	0.84%	0.41%	0.94%	1.57%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	1.29%	0.00%	0.64%	0.00%	0.00%	0.53%	0.65%	0.00%	0.85%	0.00%	2.08%	0.47%	0.00%	0.99%	0.00%	0.84%	0.00%	0.00%	1.00%	0.00%	1.16%	1.09%	0.28%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.40%	0.00%	0.43%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3154	93	114	152	101	147	131	94	222	94	80	127	159	63	29	187	51	168	102	53	147	124	20	13	8	0	83	3	2	1	0	5	1	1	51	29	10	1	68	28	9	5	10	2	23	20	1	1	0	3	1	53	9	17	0	0	2	2	38	24	16	132	9	2	5	1	7					
		11.13%	10.85%	15.14%	17.39%	9.54%	15.93%	10.14%	12.18%	23.03%	9.97%	10.04%	16.45%	19.83%	5.75%	3.15%	17.43%	5.43%	20.07%	20.86%	12.41%	19.19%	15.64%	6.94%	7.83%	7.48%	0.00%	11.69%	1.26%	1.14%	0.65%	0.00%	3.18%	1.19%	1.01%	8.98%	9.35%	8.85%	0.85%	13.52%	29.17%	4.21%	2.07%	1.66%	1.07%	19.33%	8.97%	1.45%	0.50%	0.00%	1.73%	1.09%	14.68%	8.04%	9.83%	0.00%	0.00%	4.88%	1.50%	13.10%	19.20%	11.76%	16.14%	1.21%	1.06%	2.16%	3.33%	7.78%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	231	2	10	11	12	8	14	6	18	10	5	11	0	11	1	0	3	5	6	9	12	0	0	2	0	0	0	3	1	0	0	0	0	0	8	4	0	1	3	4	0	4	7	0	0	3	0	2	0	4	0	0	4	1	0	0	1	0	0	0	0	7	16	0	1	0	1					
		0.82%	0.23%	1.33%	1.26%	1.13%	0.87%	1.08%	0.78%	1.87%	1.06%	0.63%	1.42%	0.00%	1.00%	0.11%	0.00%	0.32%	0.60%	1.23%	2.11%	1.57%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%	1.26%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	1.41%	1.29%	0.00%	0.85%	0.60%	4.17%	0.00%	1.66%	1.16%	0.00%	0.00%	1.35%	0.00%	1.00%	0.00%	2.31%	0.00%	0.00%	3.57%	0.58%	0.00%	0.00%	2.44%	0.00%	0.00%	0.00%	0.00%	0.86%	2.14%	0.00%	0.43%	0.00%	1.11%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19728	650	406	446	841	554	999	445	461	755	589	486	433	799	655	690	823	485	226	295	376	521	249	127	84	58	509	194	152	125	223	148	74	96	454	256	93	100	371	49	165	180	561	177	76	155	63	186	50	162	77	227	72	141	287	31	32	129	218	77	112	297	534	145	181	23	73					
		69.63%	75.85%	53.92%	51.03%	79.41%	60.02%	77.32%	57.64%	47.82%	80.06%	73.90%	62.95%	53.99%	72.97%	71.12%	64.31%	87.65%	57.95%	46.22%	69.09%	49.09%	65.70%	86.46%	76.51%	78.50%	100.00%	71.69%	81.51%	86.36%	80.65%	87.80%	94.27%	88.10%	96.97%	79.93%	82.58%	82.30%	84.75%	73.76%	51.04%	77.10%	74.69%	92.88%	94.65%	63.87%	69.51%	91.30%	93.00%	79.37%	93.64%	83.70%	62.88%	64.29%	81.50%	98.29%	100.00%	78.05%	96.99%	75.17%	61.60%	82.35%	36.31%	71.58%	77.13%	78.02%	76.67%	81.11%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	66	3	1	10	0	3	2	2	4	7	0	3	0	8	2	0	2	1	2	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0					
		0.23%	0.35%	0.13%	1.14%	0.00%	0.33%	0.15%	0.26%	0.41%	0.74%	0.00%	0.39%	0.00%	0.73%	0.22%	0.00%	0.21%	0.12%	0.41%	0.23%	0.13%	0.00%	0.00%	0.60%	0.00%	0.00%	0.14%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.45%	0.00%	0.50%	0.00%	0.00%	1.09%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.27%	0.00%	0.00%	0.00%	0.00%					
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
