Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																						
Дата голосования: 02.12.2007																																																																						
																																																																						
Наименование Избирательной комиссии:    Мариинская городская																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
		Сумма	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																						
18	1.Политическая партия «Аграрная партия России»	300	3	0	0	9	15	3	6	10	4	7	1	15	1	2	5	8	5	9	3	12	7	3	9	9	3	4	0	12	0	2	3	3	0	8	2	3	0	0	19	1	0	0	7	0	3	4	5	1	5	24	2	3	0	19	3	9	5	2	1	0	0	1	0					
		1.01%	0.49%	0.00%	0.00%	0.98%	1.17%	0.81%	0.75%	1.01%	0.47%	0.61%	0.08%	1.27%	0.23%	0.28%	0.78%	1.45%	1.56%	0.88%	0.28%	1.02%	0.70%	0.84%	0.74%	1.15%	2.14%	1.59%	0.00%	2.47%	0.00%	1.75%	1.09%	1.37%	0.00%	1.65%	0.93%	2.88%	0.00%	0.00%	2.25%	0.79%	0.00%	0.00%	0.87%	0.00%	1.55%	2.19%	0.93%	0.58%	1.13%	2.99%	4.17%	1.47%	0.00%	2.29%	1.23%	2.59%	3.65%	3.45%	0.90%	0.00%	0.00%	0.45%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	82	0	2	1	4	10	0	1	3	4	1	0	7	1	2	3	2	0	2	4	3	6	2	9	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	2	0	0	0	1	0	3	1	0	0	1	0	2	0					
		0.28%	0.00%	0.36%	0.40%	0.44%	0.78%	0.00%	0.13%	0.30%	0.47%	0.09%	0.00%	0.59%	0.23%	0.28%	0.47%	0.36%	0.00%	0.19%	0.37%	0.25%	0.60%	0.56%	0.74%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.12%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.12%	0.00%	0.86%	0.73%	0.00%	0.00%	0.42%	0.00%	0.90%	0.00%					
20	3.Политическая партия «Демократическая партия России»	31	0	1	0	1	0	1	2	0	1	2	0	5	0	0	1	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0					
		0.10%	0.00%	0.18%	0.00%	0.11%	0.00%	0.27%	0.25%	0.00%	0.12%	0.18%	0.00%	0.42%	0.00%	0.00%	0.16%	0.00%	0.00%	0.19%	0.09%	0.08%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.41%	0.00%	0.00%	0.37%	0.00%	0.12%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2321	55	40	11	96	108	35	64	85	70	116	82	119	48	56	38	38	18	100	47	138	122	16	127	75	24	19	7	41	1	8	12	22	2	26	8	8	11	2	61	2	9	3	21	10	20	15	52	12	49	41	1	14	2	60	11	17	4	0	3	5	6	8	0					
		7.83%	8.94%	7.26%	4.38%	10.49%	8.40%	9.41%	8.03%	8.58%	8.27%	10.16%	6.47%	10.10%	11.19%	7.71%	5.94%	6.87%	5.61%	9.75%	4.35%	11.68%	12.18%	4.48%	10.38%	9.57%	17.14%	7.54%	6.93%	8.44%	1.56%	7.02%	4.35%	10.05%	2.15%	5.35%	3.72%	7.69%	4.03%	5.88%	7.21%	1.59%	7.83%	6.38%	2.62%	3.73%	10.31%	8.20%	9.72%	6.94%	11.06%	5.10%	2.08%	6.86%	2.82%	7.24%	4.51%	4.90%	2.92%	0.00%	2.70%	2.10%	6.98%	3.60%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	55	1	1	0	2	3	3	3	3	3	3	0	5	0	3	0	2	1	2	0	4	3	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1					
		0.19%	0.16%	0.18%	0.00%	0.22%	0.23%	0.81%	0.38%	0.30%	0.35%	0.26%	0.00%	0.42%	0.00%	0.41%	0.00%	0.36%	0.31%	0.19%	0.00%	0.34%	0.30%	0.28%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%					
23	6.Политическая партия «Партия социальной справедливости»	35	1	2	1	1	1	2	0	2	0	2	0	1	0	0	0	0	0	4	2	1	0	1	0	11	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.12%	0.16%	0.36%	0.40%	0.11%	0.08%	0.54%	0.00%	0.20%	0.00%	0.18%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.19%	0.08%	0.00%	0.28%	0.00%	1.40%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2199	61	43	20	80	59	54	79	74	77	97	15	105	45	60	54	50	27	94	114	108	84	30	110	41	3	11	5	21	0	4	7	10	0	27	6	4	6	2	76	21	10	1	54	13	8	15	11	13	18	54	3	12	0	83	46	19	8	10	4	10	2	16	5					
		7.42%	9.92%	7.80%	7.97%	8.74%	4.59%	14.52%	9.91%	7.47%	9.10%	8.49%	1.18%	8.91%	10.49%	8.26%	8.44%	9.04%	8.41%	9.16%	10.56%	9.14%	8.38%	8.40%	8.99%	5.23%	2.14%	4.37%	4.95%	4.32%	0.00%	3.51%	2.54%	4.57%	0.00%	5.56%	2.79%	3.85%	2.20%	5.88%	8.98%	16.67%	8.70%	2.13%	6.74%	4.85%	4.12%	8.20%	2.06%	7.51%	4.06%	6.72%	6.25%	5.88%	0.00%	10.01%	18.85%	5.48%	5.84%	17.24%	3.60%	4.20%	2.33%	7.21%	3.97%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	875	16	7	4	17	50	19	21	28	40	59	4	39	14	23	30	25	16	30	31	49	45	12	63	0	4	5	0	7	0	0	5	6	3	11	2	7	12	0	34	4	0	0	11	6	2	1	21	5	5	25	0	2	1	29	3	9	0	2	0	2	0	4	5					
		2.95%	2.60%	1.27%	1.59%	1.86%	3.89%	5.11%	2.63%	2.83%	4.73%	5.17%	0.32%	3.31%	3.26%	3.17%	4.69%	4.52%	4.98%	2.92%	2.87%	4.15%	4.49%	3.36%	5.15%	0.00%	2.86%	1.98%	0.00%	1.44%	0.00%	0.00%	1.81%	2.74%	3.23%	2.26%	0.93%	6.73%	4.40%	0.00%	4.02%	3.17%	0.00%	0.00%	1.37%	2.24%	1.03%	0.55%	3.93%	2.89%	1.13%	3.11%	0.00%	0.98%	1.41%	3.50%	1.23%	2.59%	0.00%	3.45%	0.00%	0.84%	0.00%	1.80%	3.97%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	100	1	3	1	0	3	1	4	6	4	9	0	2	1	3	0	1	1	7	6	4	5	2	6	0	0	2	0	4	0	0	0	1	0	2	0	3	3	0	2	0	0	1	0	0	1	0	0	0	0	4	0	0	2	3	0	2	0	0	0	0	0	0	0					
		0.34%	0.16%	0.54%	0.40%	0.00%	0.23%	0.27%	0.50%	0.61%	0.47%	0.79%	0.00%	0.17%	0.23%	0.41%	0.00%	0.18%	0.31%	0.68%	0.56%	0.34%	0.50%	0.56%	0.49%	0.00%	0.00%	0.79%	0.00%	0.82%	0.00%	0.00%	0.00%	0.46%	0.00%	0.41%	0.00%	2.88%	1.10%	0.00%	0.24%	0.00%	0.00%	2.13%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	2.82%	0.36%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	23264	470	449	212	692	1029	252	611	771	634	821	1162	869	315	568	500	423	251	762	857	848	709	285	862	640	106	205	89	395	63	100	249	173	88	402	196	78	239	30	631	93	94	41	695	236	159	143	394	137	364	642	42	172	65	623	175	286	118	44	103	220	77	190	115					
		78.47%	76.42%	81.49%	84.46%	75.63%	80.02%	67.74%	76.66%	77.80%	74.94%	71.89%	91.71%	73.77%	73.43%	78.24%	78.13%	76.49%	78.19%	74.27%	79.35%	71.74%	70.76%	79.83%	70.42%	81.63%	75.71%	81.35%	88.12%	81.28%	98.44%	87.72%	90.22%	78.99%	94.62%	82.72%	91.16%	75.00%	87.55%	88.24%	74.59%	73.81%	81.74%	87.23%	86.77%	88.06%	81.96%	78.14%	73.64%	79.19%	82.17%	79.85%	87.50%	84.31%	91.55%	75.15%	71.72%	82.42%	86.13%	75.86%	92.79%	92.44%	89.53%	85.59%	91.27%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	105	0	3	0	9	5	1	2	3	5	11	0	7	2	0	2	0	0	4	3	6	8	3	10	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	2	1	0	0	1	0	0	0	2	0	0	4	0	0	0	1	0	1	1	0	0	0	0	0	0					
		0.35%	0.00%	0.54%	0.00%	0.98%	0.39%	0.27%	0.25%	0.30%	0.59%	0.96%	0.00%	0.59%	0.47%	0.00%	0.31%	0.00%	0.00%	0.39%	0.28%	0.51%	0.80%	0.84%	0.82%	0.26%	0.00%	0.79%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.24%	0.79%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.12%	0.00%	0.29%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
