Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																															
Дата голосования: 18.09.2016																																																															
																																																															
Наименование Избирательной комиссии:    Батыревская																																																															
																																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																																															
																																																															
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	127	6	10	8	2	3	2	4	2	0	1	0	27	0	1	1	0	0	0	0	3	2	0	4	0	0	0	6	0	2	4	0	2	3	0	0	0	1	2	3	0	5	3	0	2	0	0	0	1	3	13	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	304	10	12	9	6	1	7	4	3	1	7	9	9	0	9	5	5	1	4	1	2	0	0	8	4	4	3	37	4	15	15	6	28	0	0	1	1	2	3	0	0	1	2	4	3	5	0	3	5	22	11	8	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	118	2	4	4	6	4	4	9	3	2	2	3	1	0	1	5	5	4	3	1	1	0	0	5	4	2	0	5	0	2	1	2	1	2	2	0	2	0	1	1	0	2	1	1	3	1	1	3	3	2	2	3	2									
		0.50%	0.20%	0.50%	0.50%	1.01%	0.32%	0.32%	0.86%	1.08%	0.48%	0.44%	1.02%	0.15%	0.00%	0.32%	0.84%	1.47%	0.76%	1.46%	0.24%	0.21%	0.00%	0.00%	0.78%	1.00%	0.46%	0.00%	0.88%	0.00%	0.85%	0.24%	0.83%	0.23%	0.73%	2.04%	0.00%	1.17%	0.00%	0.41%	0.60%	0.00%	0.31%	0.34%	0.14%	1.16%	0.41%	0.41%	1.44%	0.29%	0.24%	0.42%	0.75%	0.56%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	469	14	17	10	10	25	21	29	5	12	5	5	3	0	5	19	8	12	2	6	5	1	0	22	14	8	24	13	2	5	7	6	11	7	1	1	1	3	4	2	1	18	13	11	9	1	1	5	20	19	10	7	9									
		1.99%	1.39%	2.10%	1.26%	1.69%	2.02%	1.70%	2.76%	1.81%	2.91%	1.11%	1.70%	0.46%	0.00%	1.60%	3.18%	2.35%	2.27%	0.97%	1.45%	1.03%	0.70%	0.00%	3.43%	3.50%	1.84%	5.85%	2.28%	2.99%	2.14%	1.69%	2.49%	2.56%	2.56%	1.02%	2.78%	0.58%	0.58%	1.66%	1.20%	0.59%	2.83%	4.39%	1.59%	3.49%	0.41%	0.41%	2.39%	1.94%	2.32%	2.11%	1.75%	2.50%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	348	22	21	30	11	22	11	13	1	13	5	3	1	1	4	15	2	9	6	4	1	0	0	13	7	10	0	8	0	2	3	2	7	8	2	0	1	0	2	3	0	8	5	2	2	7	1	5	21	5	5	5	19									
		1.48%	2.18%	2.60%	3.77%	1.86%	1.78%	0.89%	1.24%	0.36%	3.15%	1.11%	1.02%	0.15%	0.45%	1.28%	2.51%	0.59%	1.70%	2.91%	0.96%	0.21%	0.00%	0.00%	2.03%	1.75%	2.30%	0.00%	1.41%	0.00%	0.85%	0.73%	0.83%	1.63%	2.93%	2.04%	0.00%	0.58%	0.00%	0.83%	1.81%	0.00%	1.26%	1.69%	0.29%	0.78%	2.88%	0.41%	2.39%	2.04%	0.61%	1.06%	1.25%	5.28%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16347	647	477	485	354	890	815	703	226	251	321	210	617	198	193	334	210	388	150	309	393	109	295	383	227	277	260	363	56	149	290	157	283	202	71	29	114	448	152	101	149	359	162	571	166	189	181	107	710	657	377	313	269									
		69.43%	64.25%	59.03%	61.01%	59.80%	71.95%	66.05%	66.83%	81.59%	60.77%	71.02%	71.43%	95.07%	89.59%	61.66%	55.95%	61.76%	73.35%	72.82%	74.46%	80.86%	76.22%	93.06%	59.75%	56.75%	63.68%	63.41%	63.80%	83.58%	63.68%	70.22%	65.15%	65.81%	73.99%	72.45%	80.56%	66.67%	86.99%	63.07%	60.84%	87.65%	56.36%	54.73%	82.63%	64.34%	77.78%	74.79%	51.20%	68.87%	80.32%	79.70%	78.25%	74.72%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	99	4	2	1	2	6	3	7	2	2	1	1	0	0	2	6	0	0	1	1	0	0	0	1	2	3	1	5	1	5	1	1	3	1	0	0	1	2	1	0	0	3	0	2	2	2	0	2	8	7	2	1	1									
		0.42%	0.40%	0.25%	0.13%	0.34%	0.49%	0.24%	0.67%	0.72%	0.48%	0.22%	0.34%	0.00%	0.00%	0.64%	1.01%	0.00%	0.00%	0.49%	0.24%	0.00%	0.00%	0.00%	0.16%	0.50%	0.69%	0.24%	0.88%	1.49%	2.14%	0.24%	0.41%	0.70%	0.37%	0.00%	0.00%	0.58%	0.39%	0.41%	0.00%	0.00%	0.47%	0.00%	0.29%	0.78%	0.82%	0.00%	0.96%	0.78%	0.86%	0.42%	0.25%	0.28%									
24	"6. Политическая партия ""Гражданская Платформа"""	99	0	2	5	6	9	16	15	2	1	1	0	0	0	1	1	0	2	0	2	0	1	2	2	2	4	0	3	0	1	2	0	0	0	0	0	0	1	1	1	0	1	1	5	0	0	1	0	1	2	2	2	1									
		0.42%	0.00%	0.25%	0.63%	1.01%	0.73%	1.30%	1.43%	0.72%	0.24%	0.22%	0.00%	0.00%	0.00%	0.32%	0.17%	0.00%	0.38%	0.00%	0.48%	0.00%	0.70%	0.63%	0.31%	0.50%	0.92%	0.00%	0.53%	0.00%	0.43%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.41%	0.60%	0.00%	0.16%	0.34%	0.72%	0.00%	0.00%	0.41%	0.00%	0.10%	0.24%	0.42%	0.50%	0.28%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1482	96	58	59	50	51	51	62	6	25	37	22	1	3	16	49	35	45	7	20	24	4	5	75	37	32	26	38	4	18	32	27	33	17	3	1	26	23	16	20	5	53	24	5	9	15	9	24	88	24	20	26	26									
		6.29%	9.53%	7.18%	7.42%	8.45%	4.12%	4.13%	5.89%	2.17%	6.05%	8.19%	7.48%	0.15%	1.36%	5.11%	8.21%	10.29%	8.51%	3.40%	4.82%	4.94%	2.80%	1.58%	11.70%	9.25%	7.36%	6.34%	6.68%	5.97%	7.69%	7.75%	11.20%	7.67%	6.23%	3.06%	2.78%	15.20%	4.47%	6.64%	12.05%	2.94%	8.32%	8.11%	0.72%	3.49%	6.17%	3.72%	11.48%	8.54%	2.93%	4.23%	6.50%	7.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	77	4	4	1	0	1	5	7	0	2	0	1	0	0	4	2	3	1	0	2	0	0	0	3	7	2	1	5	0	0	2	0	1	1	0	0	0	2	0	0	0	3	1	1	0	0	0	1	4	2	1	1	2									
		0.33%	0.40%	0.50%	0.13%	0.00%	0.08%	0.41%	0.67%	0.00%	0.48%	0.00%	0.34%	0.00%	0.00%	1.28%	0.34%	0.88%	0.19%	0.00%	0.48%	0.00%	0.00%	0.00%	0.47%	1.75%	0.46%	0.24%	0.88%	0.00%	0.00%	0.48%	0.00%	0.23%	0.37%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.47%	0.34%	0.14%	0.00%	0.00%	0.00%	0.48%	0.39%	0.24%	0.21%	0.25%	0.56%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	97	6	5	3	4	5	12	6	2	2	2	0	0	0	1	4	0	1	1	1	0	1	0	0	1	2	0	4	0	1	1	0	1	0	0	0	1	2	0	1	0	9	3	1	0	0	0	2	3	3	2	2	2									
		0.41%	0.60%	0.62%	0.38%	0.68%	0.40%	0.97%	0.57%	0.72%	0.48%	0.44%	0.00%	0.00%	0.00%	0.32%	0.67%	0.00%	0.19%	0.49%	0.24%	0.00%	0.70%	0.00%	0.00%	0.25%	0.46%	0.00%	0.70%	0.00%	0.43%	0.24%	0.00%	0.23%	0.00%	0.00%	0.00%	0.58%	0.39%	0.00%	0.60%	0.00%	1.41%	1.01%	0.14%	0.00%	0.00%	0.00%	0.96%	0.29%	0.37%	0.42%	0.50%	0.56%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	43	2	1	1	2	3	2	0	0	0	0	0	0	0	1	0	3	0	0	2	1	0	2	2	2	2	0	3	0	1	1	1	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	2	1	0	1									
		0.18%	0.20%	0.12%	0.13%	0.34%	0.24%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.88%	0.00%	0.00%	0.48%	0.21%	0.00%	0.63%	0.31%	0.50%	0.46%	0.00%	0.53%	0.00%	0.43%	0.24%	0.41%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.29%	0.24%	0.21%	0.00%	0.28%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	82	1	3	4	2	7	12	5	0	2	2	1	0	0	1	3	1	3	2	1	0	0	0	5	5	3	0	0	0	0	2	0	0	1	0	0	1	0	1	0	0	1	1	4	3	0	0	0	3	0	1	0	1									
		0.35%	0.10%	0.37%	0.50%	0.34%	0.57%	0.97%	0.48%	0.00%	0.48%	0.44%	0.34%	0.00%	0.00%	0.32%	0.50%	0.29%	0.57%	0.97%	0.24%	0.00%	0.00%	0.00%	0.78%	1.25%	0.69%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.37%	0.00%	0.00%	0.58%	0.00%	0.41%	0.00%	0.00%	0.16%	0.34%	0.58%	1.16%	0.00%	0.00%	0.00%	0.29%	0.00%	0.21%	0.00%	0.28%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2748	138	124	109	78	164	202	135	22	49	32	30	5	4	47	119	51	39	18	34	55	17	10	79	61	39	62	64	3	30	44	19	62	21	14	4	13	24	40	31	12	128	57	68	50	13	38	36	105	80	26	26	17									
		11.67%	13.70%	15.35%	13.71%	13.18%	13.26%	16.37%	12.83%	7.94%	11.86%	7.08%	10.20%	0.77%	1.81%	15.02%	19.93%	15.00%	7.37%	8.74%	8.19%	11.32%	11.89%	3.15%	12.32%	15.25%	8.97%	15.12%	11.25%	4.48%	12.82%	10.65%	7.88%	14.42%	7.69%	14.29%	11.11%	7.60%	4.66%	16.60%	18.67%	7.06%	20.09%	19.26%	9.84%	19.38%	5.35%	15.70%	17.22%	10.18%	9.78%	5.50%	6.50%	4.72%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	81	4	3	5	1	3	1	4	0	1	7	1	0	0	8	4	2	2	0	1	0	0	0	1	4	1	0	4	0	0	2	0	1	1	0	0	0	2	0	0	2	2	0	4	2	1	0	0	2	2	1	0	2									
		0.34%	0.40%	0.37%	0.63%	0.17%	0.24%	0.08%	0.38%	0.00%	0.24%	1.55%	0.34%	0.00%	0.00%	2.56%	0.67%	0.59%	0.38%	0.00%	0.24%	0.00%	0.00%	0.00%	0.16%	1.00%	0.23%	0.00%	0.70%	0.00%	0.00%	0.48%	0.00%	0.23%	0.37%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	1.18%	0.31%	0.00%	0.58%	0.78%	0.41%	0.00%	0.00%	0.19%	0.24%	0.21%	0.00%	0.56%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	729	41	65	54	47	12	21	16	5	33	21	12	3	1	11	18	11	16	14	10	3	4	0	39	18	19	15	28	1	2	20	14	12	9	0	0	3	8	6	4	1	20	8	7	4	9	5	7	27	6	16	1	2									
		3.10%	4.07%	8.04%	6.79%	7.94%	0.97%	1.70%	1.52%	1.81%	7.99%	4.65%	4.08%	0.46%	0.45%	3.51%	3.02%	3.24%	3.02%	6.80%	2.41%	0.62%	2.80%	0.00%	6.08%	4.50%	4.37%	3.66%	4.92%	1.49%	0.85%	4.84%	5.81%	2.79%	3.30%	0.00%	0.00%	1.75%	1.55%	2.49%	2.41%	0.59%	3.14%	2.70%	1.01%	1.55%	3.70%	2.07%	3.35%	2.62%	0.73%	3.38%	0.25%	0.56%									
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
