Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Панкрушихинская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268									
		1.85%	1.48%	3.17%	1.87%	3.03%	1.24%	0.99%	2.08%	0.65%	1.16%	1.45%	0.99%	0.93%	2.08%	2.26%	0.00%	0.00%	3.61%	3.64%	2.44%	1.36%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1657	354	181	105	11	33	22	100	80	70	37	109	32	148	87	13	30	72	38	103	32									
		36.89%	35.01%	35.84%	39.33%	33.33%	20.50%	21.78%	34.60%	51.61%	40.46%	26.81%	54.23%	29.91%	38.44%	39.37%	24.53%	32.97%	37.11%	69.09%	50.24%	21.77%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	15	5	2	0	0	0	0	1	0	2	0	0	1	3	0	0	0	1	0	0	0									
		0.33%	0.49%	0.40%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	1.16%	0.00%	0.00%	0.93%	0.78%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	1	0	0	0	0	1	1	1	1	0	0	0	0	0	2	0	0	0	0	0									
		0.16%	0.10%	0.00%	0.00%	0.00%	0.00%	0.99%	0.35%	0.65%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	3.77%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	811	130	65	45	4	65	40	65	11	26	29	21	28	88	43	23	18	33	1	31	45									
		18.05%	12.86%	12.87%	16.85%	12.12%	40.37%	39.60%	22.49%	7.10%	15.03%	21.01%	10.45%	26.17%	22.86%	19.46%	43.40%	19.78%	17.01%	1.82%	15.12%	30.61%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	5	1	2	0	1	0	1	0	2	1	1	0	2	1	1	2	0	0	0	0									
		0.45%	0.49%	0.20%	0.75%	0.00%	0.62%	0.00%	0.35%	0.00%	1.16%	0.72%	0.50%	0.00%	0.52%	0.45%	1.89%	2.20%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	13	4	2	0	0	1	0	1	2	0	0	1	0	1	0	0	0	0	0	1	0									
		0.29%	0.40%	0.40%	0.00%	0.00%	0.62%	0.00%	0.35%	1.29%	0.00%	0.00%	0.50%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.10%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	24	5	7	0	0	1	0	0	1	1	0	0	0	3	3	0	0	2	0	0	1									
		0.53%	0.49%	1.39%	0.00%	0.00%	0.62%	0.00%	0.00%	0.65%	0.58%	0.00%	0.00%	0.00%	0.78%	1.36%	0.00%	0.00%	1.03%	0.00%	0.00%	0.68%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	634	154	100	21	3	10	13	38	20	21	23	21	10	69	27	6	20	37	5	20	16									
		14.11%	15.23%	19.80%	7.87%	9.09%	6.21%	12.87%	13.15%	12.90%	12.14%	16.67%	10.45%	9.35%	17.92%	12.22%	11.32%	21.98%	19.07%	9.09%	9.76%	10.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	1	1	4	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0									
		0.31%	0.10%	0.20%	1.50%	0.00%	0.62%	0.00%	0.35%	0.00%	0.58%	0.72%	0.00%	0.00%	0.26%	0.00%	0.00%	1.10%	0.52%	0.00%	0.49%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	885	264	96	68	12	35	15	44	24	37	31	38	24	27	32	7	12	30	5	36	48									
		19.70%	26.11%	19.01%	25.47%	36.36%	21.74%	14.85%	15.22%	15.48%	21.39%	22.46%	18.91%	22.43%	7.01%	14.48%	13.21%	13.19%	15.46%	9.09%	17.56%	32.65%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
